Tiempo,T(K),Setpoint(K),Heater,V muestra 1 (V),I muestra 1 (A),R muestra 1 (Ohm),V muestra 2 (V),I muestra 2 (A),R muestra 2 (Ohm)
16 14 54,98.566,98.59,0,0.001858118,0.000685,2.712581265,0.001858118,0.000685,2.712581265
16 15 03,98.56,98.79,0,0.002712865,0.001,2.712865333,0.002712865,0.001,2.712865333
16 15 12,98.598,98.99,0,0.002713384,0.001,2.713384333,0.002713384,0.001,2.713384333
16 15 20,98.593,99.19,0,0.00271413,0.001,2.71413,0.00271413,0.001,2.71413
16 15 29,98.59,99.39,0,0.002713964,0.001,2.713964,0.002713964,0.001,2.713964
16 15 37,98.577,99.59,0,0.002713859,0.001,2.713858667,0.002713859,0.001,2.713858667
16 15 45,98.577,99.79,0,0.002714326,0.001,2.714326,0.002714326,0.001,2.714326
16 15 54,98.588,100,4.9,0.002714119,0.001,2.714119167,0.002714119,0.001,2.714119167
16 16 02,98.587,100,5.4,0.002714385,0.001,2.714384833,0.002714385,0.001,2.714384833
16 16 11,98.594,100,5.4,0.002714169,0.001,2.714168833,0.002714169,0.001,2.714168833
16 16 19,98.602,100,5.2,0.002714455,0.001,2.714455,0.002714455,0.001,2.714455
16 16 28,98.576,100,5.1,0.002714822,0.001,2.714822333,0.002714822,0.001,2.714822333
16 16 36,98.591,100,5.3,0.002714754,0.001,2.714754167,0.002714754,0.001,2.714754167
16 16 45,97.637,100,11.5,0.002716816,0.001,2.716816333,0.002716816,0.001,2.716816333
16 16 53,96.579,100,22.9,0.002717597,0.001,2.717597333,0.002717597,0.001,2.717597333
16 17 02,96.789,100,0,0.002717939,0.001,2.717938667,0.002717939,0.001,2.717938667
16 17 10,96.985,100,22.5,0.002718092,0.001,2.718092,0.002718092,0.001,2.718092
16 17 19,97.044,100,8.9,0.002718805,0.001,2.718804667,0.002718805,0.001,2.718804667
16 17 27,97.623,100,16.3,0.002718688,0.001,2.718688167,0.002718688,0.001,2.718688167
16 17 36,97.1,100,14.9,0.002719508,0.001,2.719508,0.002719508,0.001,2.719508
16 17 44,96.703,100,21.8,0.002720337,0.001,2.720337167,0.002720337,0.001,2.720337167
16 17 53,96.908,100,31.4,0.002721208,0.001,2.721208333,0.002721208,0.001,2.721208333
16 18 02,97.401,100,12,0.002721859,0.001,2.7218585,0.002721859,0.001,2.7218585
16 18 10,96.915,100,18.3,0.002722707,0.001,2.7227075,0.002722707,0.001,2.7227075
16 18 19,96.516,100,14.5,0.002723359,0.001,2.723359167,0.002723359,0.001,2.723359167
16 18 27,96.918,100,19.1,0.002724179,0.001,2.724178833,0.002724179,0.001,2.724178833
16 18 36,97.249,100,16.6,0.002724681,0.001,2.724680833,0.002724681,0.001,2.724680833
16 18 44,97.423,100,23.2,0.002725163,0.001,2.725162833,0.002725163,0.001,2.725162833
16 18 52,97.91,100,15.7,0.002726067,0.001,2.726067333,0.002726067,0.001,2.726067333
16 19 01,97.42,100,17.4,0.002726693,0.001,2.726693333,0.002726693,0.001,2.726693333
16 19 09,97.554,100,10.5,0.002727326,0.001,2.727326333,0.002727326,0.001,2.727326333
16 19 18,98.232,100,4,0.002734041,0.001,2.734041167,0.002734041,0.001,2.734041167
16 19 26,98.78,100,10.1,0.002734951,0.001,2.734950833,0.002734951,0.001,2.734950833
16 19 34,98.967,100,10.3,0.002735876,0.001,2.735876,0.002735876,0.001,2.735876
16 19 43,99.055,100,11.2,0.002736642,0.001,2.736642333,0.002736642,0.001,2.736642333
16 19 52,99.03,100,16.9,0.002738108,0.001,2.738108167,0.002738108,0.001,2.738108167
16 20 00,99.017,100,9.7,0.002740104,0.001,2.740103833,0.002740104,0.001,2.740103833
16 20 08,99.126,100,7.9,0.002741134,0.001,2.741134,0.002741134,0.001,2.741134
16 20 16,99.01,100,8.7,0.00274259,0.001,2.7425905,0.00274259,0.001,2.7425905
16 20 23,98.874,100,12.9,0.00274229,0.001,2.742289833,0.00274229,0.001,2.742289833
16 20 32,99.042,98.965,0,0.00274379,0.001,2.7437905,0.00274379,0.001,2.7437905
16 20 40,99.183,99.165,6.7,0.00274414,0.001,2.7441395,0.00274414,0.001,2.7441395
16 20 49,99.04,99.365,8.9,0.002746089,0.001,2.746089,0.002746089,0.001,2.746089
16 20 57,99.189,99.565,5.8,0.002745947,0.001,2.745946833,0.002745947,0.001,2.745946833
16 21 06,99.053,99.765,1.3,0.00274723,0.001,2.74723,0.00274723,0.001,2.74723
16 21 14,99.205,99.965,10.3,0.002747481,0.001,2.747481,0.002747481,0.001,2.747481
16 21 23,99.372,100.165,4.2,0.002748327,0.001,2.748326667,0.002748327,0.001,2.748326667
16 21 31,99.344,100.365,9.8,0.002749045,0.001,2.749044833,0.002749045,0.001,2.749044833
16 21 40,99.365,100.565,11.1,0.002749529,0.001,2.749528667,0.002749529,0.001,2.749528667
16 21 49,99.357,100.765,10.9,0.00275021,0.001,2.750209833,0.00275021,0.001,2.750209833
16 21 58,99.385,100.965,13,0.002751461,0.001,2.751461333,0.002751461,0.001,2.751461333
16 22 06,99.331,101.165,12,0.002753633,0.001,2.7536325,0.002753633,0.001,2.7536325
16 22 17,99.359,101.365,14,0.002752477,0.001,2.752476833,0.002752477,0.001,2.752476833
16 22 25,99.496,101.565,15.3,0.002753961,0.001,2.753961167,0.002753961,0.001,2.753961167
16 22 34,99.539,101.765,14.9,0.002754275,0.001,2.754274833,0.002754275,0.001,2.754274833
16 22 43,99.607,101.965,15.6,0.002754796,0.001,2.754795667,0.002754796,0.001,2.754795667
16 22 51,99.65,102.165,16.3,0.002755957,0.001,2.755956833,0.002755957,0.001,2.755956833
16 22 59,99.703,102.365,18.4,0.002756298,0.001,2.756298333,0.002756298,0.001,2.756298333
16 23 08,99.749,102.565,18.7,0.002757408,0.001,2.757408,0.002757408,0.001,2.757408
16 23 16,99.792,102.765,19.1,0.002758619,0.001,2.758619,0.002758619,0.001,2.758619
16 23 25,99.844,102.965,18,0.002758964,0.001,2.758964333,0.002758964,0.001,2.758964333
16 23 33,99.911,103.165,21.1,0.00275997,0.001,2.759970333,0.00275997,0.001,2.759970333
16 23 42,99.958,103.365,21.5,0.002760714,0.001,2.760714333,0.002760714,0.001,2.760714333
16 23 50,100.04,103.565,21.7,0.002761857,0.001,2.761857333,0.002761857,0.001,2.761857333
16 23 59,100.11,103.765,22.2,0.002763401,0.001,2.7634005,0.002763401,0.001,2.7634005
16 24 07,100.171,103.965,23.8,0.002764453,0.001,2.764452833,0.002764453,0.001,2.764452833
16 24 16,100.246,104.165,23.8,0.002766449,0.001,2.766448667,0.002766449,0.001,2.766448667
