Tiempo (s),Setpoint (K),Temperatura (K),dT/dt (K/min),Potencia_LS (%),Z_40Hz (Ohm),Fase_40Hz,Z_50kHz (Ohm),Fase_50kHz,V_Arduino (V),Vac (mV),Vdc (mV),P,I,D
25.433455E+0,290.426120E+0,290.800000E+0,-322.615616E-3,5.000000E+0,333.698800E-3,-26.033940E+0,1.834182E+0,-18.122140E+0,2.650000E+0,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
70.831051E+0,290.426120E+0,290.680000E+0,-246.643795E-3,10.000000E+0,304.833600E-3,-29.773620E+0,1.834230E+0,-18.107180E+0,2.650000E+0,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
115.674616E+0,290.047807E+0,290.680000E+0,-121.362324E-3,10.000000E+0,302.624200E-3,-29.794420E+0,1.834250E+0,-18.101260E+0,2.650000E+0,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
548.980400E+0,289.788911E+0,290.910000E+0,-47.686407E-3,6.000000E+0,302.440600E-3,-29.979700E+0,1.833550E+0,-18.089540E+0,2.650000E+0,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
593.907970E+0,289.788911E+0,290.910000E+0,-25.532216E-3,5.000000E+0,323.677200E-3,-27.316180E+0,1.833934E+0,-18.097600E+0,1.660000E+0,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
638.779536E+0,288.665722E+0,290.910000E+0,-127.378930E-3,5.000000E+0,327.238400E-3,-26.586520E+0,1.834136E+0,-18.095440E+0,1.360000E+0,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
683.659103E+0,287.543932E+0,290.800000E+0,-229.437149E-3,0.000000E+0,330.747800E-3,-26.115680E+0,1.834086E+0,-18.092500E+0,1.300000E+0,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
728.537670E+0,286.421943E+0,290.680000E+0,-202.841747E-3,0.000000E+0,330.593800E-3,-26.389340E+0,1.835524E+0,-18.112280E+0,1.000000E+0,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
773.447239E+0,285.299979E+0,290.460000E+0,-126.027021E-3,0.000000E+0,324.560600E-3,-27.012560E+0,1.837970E+0,-18.118640E+0,700.000000E-3,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
818.302804E+0,284.177240E+0,290.240000E+0,-75.761063E-3,0.000000E+0,322.257000E-3,-27.310880E+0,1.842196E+0,-18.102180E+0,700.000000E-3,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
863.181371E+0,283.055851E+0,290.020000E+0,-151.494899E-3,0.000000E+0,319.748000E-3,-27.183540E+0,1.848500E+0,-18.096620E+0,700.000000E-3,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
908.072939E+0,281.933887E+0,289.680000E+0,-225.016282E-3,0.000000E+0,318.364800E-3,-27.177180E+0,1.857820E+0,-18.083720E+0,700.000000E-3,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
952.954506E+0,280.811597E+0,289.350000E+0,-271.834922E-3,0.000000E+0,318.556200E-3,-27.366480E+0,1.869662E+0,-18.078580E+0,700.000000E-3,200.000000E+0,300.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
