Tiempo (s),Setpoint (K),Temperatura (K),dT/dt (K/min),Potencia_LS (%),Z_40Hz (Ohm),Fase_40Hz,Z_50kHz (Ohm),Fase_50kHz,Vac (mV),Vdc (mV),V_Arduino (V),P,I,D
4.173239E+0,85.000000E+0,85.040000E+0,NaN,0.000000E+0,3.613278E+0,15.217800E+0,22.229920E+0,-117.262800E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
48.840794E+0,85.000000E+0,84.840000E+0,-366.043879E-3,5.000000E+0,3.779632E+0,13.219860E+0,22.376920E+0,-117.509600E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
93.806365E+0,85.000000E+0,84.710000E+0,-133.531803E-3,6.000000E+0,3.581828E+0,14.432640E+0,22.312720E+0,-117.357000E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
138.298910E+0,85.000000E+0,84.850000E+0,90.020158E-3,3.000000E+0,3.776600E+0,14.294500E+0,22.176500E+0,-117.173000E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
182.827457E+0,85.000000E+0,85.070000E+0,130.908362E-3,3.000000E+0,3.630624E+0,14.726880E+0,22.089720E+0,-117.073200E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
227.865033E+0,85.000000E+0,85.150000E+0,28.665618E-3,3.000000E+0,3.650592E+0,13.555960E+0,22.127960E+0,-117.116800E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
272.357578E+0,85.000000E+0,85.120000E+0,9.481902E-3,3.000000E+0,3.660608E+0,13.603200E+0,22.143880E+0,-117.162000E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
4.936672E+3,86.613085E+0,85.130000E+0,150.105006E-3,4.000000E+0,3.693424E+0,11.986520E+0,22.307040E+0,-117.387200E+0,1.714500E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
4.981184E+3,86.613085E+0,85.130000E+0,159.038749E-3,3.000000E+0,3.573954E+0,16.418000E+0,21.500260E+0,-116.236600E+0,1.772750E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
5.025736E+3,88.096803E+0,86.680000E+0,79.947214E-3,0.000000E+0,3.658386E+0,14.947600E+0,20.247780E+0,-114.372600E+0,1.772750E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
5.070243E+3,89.581888E+0,88.080000E+0,12.063437E-3,8.000000E+0,3.728042E+0,15.780080E+0,20.215080E+0,-114.340600E+0,1.539750E+0,100.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
