Tiempo (s),Setpoint (K),Temperatura (K),dT/dt (K/min),Potencia_LS (%),Z_40Hz (Ohm),Fase_40Hz,Z_50kHz (Ohm),Fase_50kHz,Vac (mV),Vdc (mV),V_Arduino (V),P,I,D
480.737497E+0,130.000000E+0,130.300000E+0,-167.112988E-3,37.000000E+0,463.494200E+3,-6.099538E+0,1.784780E+3,-89.363260E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
525.646065E+0,130.000000E+0,130.190000E+0,262.795075E-3,38.000000E+0,471.020800E+3,-1.386752E+0,1.784998E+3,-89.395420E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
570.533633E+0,130.000000E+0,130.190000E+0,106.901193E-3,36.000000E+0,470.503200E+3,-3.841708E+0,1.785636E+3,-89.372900E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
615.924229E+0,130.000000E+0,130.240000E+0,-26.725769E-3,38.000000E+0,468.438200E+3,-851.102600E-3,1.785684E+3,-89.399880E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
660.792795E+0,130.000000E+0,130.220000E+0,86.851025E-3,37.000000E+0,453.817000E+3,-4.816724E+0,1.784498E+3,-89.386040E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
957.333756E+0,128.694381E+0,130.190000E+0,26.663283E-3,37.000000E+0,480.605800E+3,-2.911612E+0,1.785684E+3,-89.399800E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.002219E+3,128.694381E+0,130.190000E+0,-6.775540E-3,17.000000E+0,484.148800E+3,-1.492138E+0,1.785290E+3,-89.418600E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.047121E+3,127.198196E+0,129.460000E+0,19.435852E-3,55.000000E+0,419.268400E+3,1.017835E+0,1.785848E+3,-89.417460E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.092046E+3,125.701477E+0,128.240000E+0,9.385877E-3,14.000000E+0,487.610600E+3,-15.552340E+0,1.786214E+3,-89.404720E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.136917E+3,124.203958E+0,127.900000E+0,-159.868461E-3,14.000000E+0,433.405400E+3,-1.529202E+0,1.786218E+3,-89.425960E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.181817E+3,122.708272E+0,126.060000E+0,-595.747146E-3,20.000000E+0,476.455800E+3,-11.566458E+0,1.786404E+3,-89.404460E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.226715E+3,121.211620E+0,124.150000E+0,-944.227751E-3,25.000000E+0,619.629000E+3,-3.766398E+0,1.785154E+3,-89.458920E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.271618E+3,119.715001E+0,122.500000E+0,-1.267306E+0,20.000000E+0,444.711200E+3,-434.377600E-3,1.786110E+3,-89.450480E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.316522E+3,118.218249E+0,121.120000E+0,-1.668345E+0,14.000000E+0,527.939000E+3,-7.331545E+0,1.786128E+3,-89.425560E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.361423E+3,116.721430E+0,119.660000E+0,-2.113755E+0,13.000000E+0,562.629600E+3,-622.132000E-3,1.786860E+3,-89.407800E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.406314E+3,115.224744E+0,118.190000E+0,-2.302849E+0,9.000000E+0,558.522400E+3,-69.152000E-3,1.787178E+3,-89.440800E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.451227E+3,113.728358E+0,116.720000E+0,-2.100123E+0,5.000000E+0,542.548000E+3,-9.304078E+0,1.787326E+3,-89.470660E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.496117E+3,112.231273E+0,115.240000E+0,-1.959878E+0,2.000000E+0,618.625600E+3,-4.299168E+0,1.786650E+3,-89.446320E+0,200.000000E+0,0.000000E+0,2.180500E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.541005E+3,110.734954E+0,113.860000E+0,-1.939857E+0,0.000000E+0,614.582400E+3,-4.120365E+0,1.787162E+3,-89.408600E+0,200.000000E+0,0.000000E+0,1.772750E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.585915E+3,109.238668E+0,112.490000E+0,-1.964377E+0,0.000000E+0,628.389200E+3,582.867200E-3,1.786850E+3,-89.461740E+0,200.000000E+0,0.000000E+0,1.481500E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.630805E+3,107.741683E+0,111.120000E+0,-1.948884E+0,0.000000E+0,635.494200E+3,4.240390E+0,1.786770E+3,-89.471840E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.675708E+3,106.245330E+0,109.860000E+0,-1.906611E+0,0.000000E+0,581.252000E+3,-2.556880E+0,1.789146E+3,-89.406500E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.720615E+3,107.742083E+0,108.700000E+0,-1.859855E+0,0.000000E+0,597.144400E+3,-11.313126E+0,1.786288E+3,-89.428440E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.765520E+3,109.239002E+0,107.520000E+0,-1.808520E+0,31.000000E+0,628.450000E+3,-5.581594E+0,1.788568E+3,-89.474900E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.810403E+3,110.735821E+0,106.870000E+0,-1.734950E+0,0.000000E+0,623.130000E+3,-2.697908E+0,1.788634E+3,-89.387020E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.855304E+3,112.231906E+0,109.720000E+0,-1.645793E+0,15.000000E+0,556.519000E+3,-7.660418E+0,1.787622E+3,-89.462160E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.900206E+3,113.728625E+0,110.900000E+0,-1.467633E+0,7.000000E+0,618.412200E+3,-3.880048E+0,1.787464E+3,-89.455200E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.945102E+3,112.231906E+0,112.680000E+0,-438.654178E-3,14.000000E+0,661.114600E+3,-5.689534E+0,1.787728E+3,-89.454220E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
1.990001E+3,110.735354E+0,114.180000E+0,979.952290E-3,0.000000E+0,582.787000E+3,-3.759182E+0,1.787826E+3,-89.456920E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.034896E+3,109.238735E+0,113.720000E+0,2.046840E+0,0.000000E+0,588.673400E+3,-1.194834E+0,1.787852E+3,-89.455100E+0,200.000000E+0,0.000000E+0,2.180500E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.079794E+3,107.742216E+0,112.060000E+0,2.287327E+0,0.000000E+0,608.511800E+3,-5.780099E+0,1.790548E+3,-89.513400E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.124693E+3,106.245630E+0,110.400000E+0,1.621449E+0,0.000000E+0,639.750600E+3,-6.789220E+0,1.789492E+3,-89.435680E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.169587E+3,104.749012E+0,108.940000E+0,489.996332E-3,0.000000E+0,653.772400E+3,-6.135160E+0,1.789016E+3,-89.423300E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.214488E+3,106.245497E+0,107.580000E+0,-980.008241E-3,0.000000E+0,689.392600E+3,-7.125230E+0,1.786956E+3,-89.486140E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.259391E+3,107.742183E+0,106.370000E+0,-1.906580E+0,30.000000E+0,680.590200E+3,-9.482172E+0,1.788968E+3,-89.448940E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.304288E+3,109.238968E+0,105.450000E+0,-2.062480E+0,0.000000E+0,677.815200E+3,-9.236028E+0,1.788436E+3,-89.527740E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.349181E+3,110.735521E+0,108.160000E+0,-1.895384E+0,13.000000E+0,639.943600E+3,-7.753480E+0,1.789220E+3,-89.479860E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.394094E+3,112.231973E+0,109.440000E+0,-1.674840E+0,6.000000E+0,639.911200E+3,-1.720786E+0,1.788888E+3,-89.465040E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.438975E+3,113.729059E+0,111.180000E+0,-648.036018E-3,14.000000E+0,687.225600E+3,-2.934886E+0,1.788124E+3,-89.444500E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.483881E+3,112.233040E+0,112.660000E+0,812.901392E-3,12.000000E+0,640.740000E+3,-5.579613E+0,1.789090E+3,-89.475360E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.528787E+3,110.736154E+0,114.220000E+0,1.959945E+0,0.000000E+0,597.255400E+3,-6.795262E+0,1.789882E+3,-89.467820E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.573677E+3,109.239302E+0,114.270000E+0,2.278490E+0,0.000000E+0,595.119000E+3,-6.531042E+0,1.788664E+3,-89.478760E+0,200.000000E+0,0.000000E+0,2.064000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.618575E+3,107.742949E+0,112.460000E+0,2.066878E+0,0.000000E+0,644.030000E+3,-4.225080E+0,1.790240E+3,-89.469780E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.663485E+3,106.246364E+0,110.700000E+0,1.752811E+0,0.000000E+0,652.969200E+3,-6.012280E+0,1.790124E+3,-89.496720E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.708407E+3,104.749345E+0,109.100000E+0,643.524704E-3,0.000000E+0,687.077400E+3,-4.007014E+0,1.789588E+3,-89.473820E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.753268E+3,106.246731E+0,107.640000E+0,-828.472120E-3,0.000000E+0,666.380400E+3,-5.949840E+0,1.789732E+3,-89.496760E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.798171E+3,107.742116E+0,106.340000E+0,-1.935124E+0,31.000000E+0,699.604200E+3,1.169968E+0,1.791032E+3,-89.491320E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.843078E+3,109.238868E+0,105.390000E+0,-2.224733E+0,0.000000E+0,665.739000E+3,-4.578126E+0,1.789982E+3,-89.487780E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.887970E+3,110.735754E+0,108.160000E+0,-2.044649E+0,14.000000E+0,740.045000E+3,-2.853368E+0,1.790658E+3,-89.510880E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.932881E+3,112.232173E+0,109.420000E+0,-1.797650E+0,5.000000E+0,692.051200E+3,-4.610290E+0,1.790672E+3,-89.484740E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
2.977812E+3,113.729192E+0,111.250000E+0,-710.658434E-3,16.000000E+0,674.267800E+3,-5.105656E+0,1.790548E+3,-89.458800E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.022682E+3,112.231473E+0,112.640000E+0,801.805271E-3,11.000000E+0,689.830600E+3,-5.163152E+0,1.790594E+3,-89.471520E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.067573E+3,110.735821E+0,114.310000E+0,1.990741E+0,0.000000E+0,648.288600E+3,-3.915002E+0,1.790488E+3,-89.464840E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.112476E+3,109.239435E+0,114.250000E+0,2.302532E+0,0.000000E+0,619.301000E+3,-4.845356E+0,1.791334E+3,-89.457780E+0,200.000000E+0,0.000000E+0,2.005750E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.157385E+3,107.742683E+0,112.390000E+0,2.086823E+0,0.000000E+0,699.439000E+3,-4.608470E+0,1.790866E+3,-89.469880E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.202278E+3,106.245730E+0,110.600000E+0,1.757548E+0,0.000000E+0,740.276600E+3,-4.334858E+0,1.791080E+3,-89.433900E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.247179E+3,104.749278E+0,108.960000E+0,612.843692E-3,0.000000E+0,692.575200E+3,-5.600062E+0,1.791804E+3,-89.488640E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.292088E+3,106.245964E+0,107.500000E+0,-881.864130E-3,0.000000E+0,711.161800E+3,-4.980886E+0,1.791726E+3,-89.496440E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.336994E+3,107.742949E+0,106.160000E+0,-2.004432E+0,34.000000E+0,732.341600E+3,-5.747892E+0,1.791650E+3,-89.526540E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.381900E+3,109.239802E+0,105.350000E+0,-2.267213E+0,0.000000E+0,695.887000E+3,-5.499446E+0,1.791890E+3,-89.475620E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.426791E+3,110.736687E+0,108.240000E+0,-2.077818E+0,15.000000E+0,715.715600E+3,-6.874938E+0,1.791586E+3,-89.492180E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.471706E+3,112.233040E+0,109.380000E+0,-1.792625E+0,5.000000E+0,693.736800E+3,-5.125954E+0,1.791944E+3,-89.485860E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.516589E+3,113.730192E+0,111.270000E+0,-639.013632E-3,16.000000E+0,685.762800E+3,-3.587206E+0,1.792538E+3,-89.469180E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.561480E+3,112.234073E+0,112.640000E+0,881.988056E-3,11.000000E+0,680.206400E+3,-3.991674E+0,1.791442E+3,-89.514060E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.606381E+3,110.737721E+0,114.360000E+0,2.035612E+0,0.000000E+0,635.730200E+3,-3.635162E+0,1.791144E+3,-89.484000E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.651282E+3,109.241002E+0,114.270000E+0,2.298613E+0,0.000000E+0,670.141800E+3,-1.328666E+0,1.792170E+3,-89.522340E+0,200.000000E+0,0.000000E+0,2.005750E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.696204E+3,107.744316E+0,112.370000E+0,2.089370E+0,0.000000E+0,645.965400E+3,-6.012940E+0,1.792734E+3,-89.492320E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.741086E+3,106.246897E+0,110.530000E+0,1.777544E+0,0.000000E+0,720.411200E+3,-4.269918E+0,1.792724E+3,-89.530340E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.785989E+3,104.750845E+0,108.890000E+0,608.183622E-3,0.000000E+0,709.349400E+3,-3.968386E+0,1.793632E+3,-89.503840E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.830897E+3,106.247597E+0,107.420000E+0,-912.996412E-3,0.000000E+0,744.415800E+3,-4.018701E+0,1.793364E+3,-89.517700E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.875793E+3,107.744550E+0,106.060000E+0,-2.051209E+0,35.000000E+0,755.890400E+3,-3.966234E+0,1.792854E+3,-89.554580E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.920715E+3,109.241068E+0,105.330000E+0,-2.300681E+0,0.000000E+0,719.703400E+3,-4.049178E+0,1.793172E+3,-89.456680E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
3.965605E+3,110.738487E+0,108.310000E+0,-2.098018E+0,17.000000E+0,705.321800E+3,-3.249988E+0,1.793830E+3,-89.492180E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.010503E+3,112.234806E+0,109.330000E+0,-1.788210E+0,5.000000E+0,704.362400E+3,-5.515080E+0,1.793794E+3,-89.489040E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.055403E+3,113.731425E+0,111.290000E+0,-594.599480E-3,16.000000E+0,738.358000E+3,-1.783316E+0,1.793490E+3,-89.501080E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.100350E+3,112.234773E+0,112.620000E+0,926.647336E-3,11.000000E+0,663.890600E+3,-4.652982E+0,1.793186E+3,-89.490040E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.145256E+3,110.736554E+0,114.310000E+0,2.055743E+0,0.000000E+0,692.000400E+3,493.256000E-3,1.793388E+3,-89.465740E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.190135E+3,109.239668E+0,114.270000E+0,2.287060E+0,0.000000E+0,678.124400E+3,-9.503848E+0,1.794026E+3,-89.493160E+0,200.000000E+0,0.000000E+0,2.005750E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.235027E+3,107.743716E+0,112.370000E+0,2.068282E+0,0.000000E+0,714.032400E+3,-7.382169E+0,1.794716E+3,-89.497260E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.279937E+3,106.247297E+0,110.530000E+0,1.772115E+0,0.000000E+0,701.535200E+3,-4.059673E+0,1.796836E+3,-89.532600E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.324832E+3,104.750312E+0,108.850000E+0,607.541951E-3,0.000000E+0,691.669000E+3,-6.344880E+0,1.795042E+3,-89.508220E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.369728E+3,106.246831E+0,107.340000E+0,-897.608384E-3,0.000000E+0,712.871000E+3,-4.436658E+0,1.795568E+3,-89.507240E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.414638E+3,107.743349E+0,105.980000E+0,-2.049072E+0,34.000000E+0,741.663600E+3,-3.879074E+0,1.795958E+3,-89.594340E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.459535E+3,109.240335E+0,105.350000E+0,-2.327400E+0,0.000000E+0,715.268600E+3,-4.540814E+0,1.794614E+3,-89.522400E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.504440E+3,110.736921E+0,108.330000E+0,-2.133619E+0,19.000000E+0,770.884400E+3,-2.657299E+0,1.795436E+3,-89.498500E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.549344E+3,112.233740E+0,109.330000E+0,-1.792871E+0,4.000000E+0,709.927000E+3,-4.866934E+0,1.795744E+3,-89.496160E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.594248E+3,113.730559E+0,111.290000E+0,-558.960716E-3,17.000000E+0,681.065400E+3,-4.932402E+0,1.796610E+3,-89.540200E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.639156E+3,112.233773E+0,112.640000E+0,966.525015E-3,11.000000E+0,678.174200E+3,-3.597328E+0,1.797306E+3,-89.505540E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.684063E+3,110.736821E+0,114.390000E+0,2.068880E+0,0.000000E+0,683.902400E+3,-4.421116E+0,1.796348E+3,-89.522120E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.728950E+3,109.239935E+0,114.250000E+0,2.282601E+0,0.000000E+0,657.401000E+3,-3.960876E+0,1.796090E+3,-89.543280E+0,200.000000E+0,0.000000E+0,2.005750E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.773849E+3,107.743683E+0,112.370000E+0,2.086584E+0,0.000000E+0,769.162400E+3,-2.273194E+0,1.795818E+3,-89.499580E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.818757E+3,106.247064E+0,110.470000E+0,1.785999E+0,0.000000E+0,752.998000E+3,-6.114794E+0,1.796140E+3,-89.502660E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.863649E+3,104.750145E+0,108.810000E+0,598.946720E-3,0.000000E+0,711.301800E+3,-4.686670E+0,1.796772E+3,-89.530320E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.908548E+3,106.246564E+0,107.290000E+0,-933.173380E-3,0.000000E+0,695.607600E+3,-9.815990E+0,1.796300E+3,-89.469240E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.953443E+3,107.743183E+0,105.960000E+0,-2.084643E+0,31.000000E+0,772.442000E+3,-1.799770E+0,1.796704E+3,-89.491200E+0,200.000000E+0,0.000000E+0,1.365000E+0,30.000000E+0,5.000000E+0,1.000000E+0
4.998375E+3,109.239702E+0,105.330000E+0,-2.342996E+0,0.000000E+0,747.536600E+3,-3.860808E+0,1.798908E+3,-89.547820E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
5.043250E+3,110.737421E+0,108.330000E+0,-2.135968E+0,19.000000E+0,735.281200E+3,-9.354342E+0,1.798604E+3,-89.477760E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
5.088147E+3,112.233273E+0,109.310000E+0,-1.779490E+0,5.000000E+0,781.535000E+3,-1.112004E+0,1.801680E+3,-89.370560E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
5.133046E+3,113.729825E+0,111.310000E+0,-543.381367E-3,18.000000E+0,593.313600E+3,-3.378304E+0,1.798486E+3,-89.527100E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
5.177946E+3,112.233206E+0,112.620000E+0,978.093360E-3,11.000000E+0,699.281000E+3,-12.537200E+0,1.798736E+3,-89.551640E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
5.222847E+3,110.736521E+0,114.310000E+0,2.078220E+0,0.000000E+0,741.679400E+3,9.535246E+0,1.797360E+3,-89.527520E+0,200.000000E+0,0.000000E+0,2.650000E+0,30.000000E+0,5.000000E+0,1.000000E+0
5.267744E+3,109.239835E+0,114.290000E+0,2.287623E+0,0.000000E+0,780.615600E+3,-21.021160E+0,1.798484E+3,-89.498120E+0,200.000000E+0,0.000000E+0,2.005750E+0,30.000000E+0,5.000000E+0,1.000000E+0
