Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
25.000000E+0,-44.544450E+0,1.084650E+0,22.568700E+0,324.500000E-3,200.000000E+0
30.000000E+0,-40.804500E+0,2.348700E+0,23.040800E+0,738.100000E-3,200.000000E+0
40.000000E+0,-42.522900E+0,193.000000E-3,30.303500E+0,1.274400E+0,200.000000E+0
50.000000E+0,-36.680600E+0,6.676000E+0,23.574000E+0,3.459400E+0,200.000000E+0
60.000000E+0,-41.215400E+0,4.650200E+0,9.770240E+0,4.099760E+0,200.000000E+0
75.000000E+0,-40.634400E+0,605.300000E-3,2.139555E+0,3.383965E+0,200.000000E+0
100.000000E+0,-50.771050E+0,4.179450E+0,1.418655E+0,6.329545E+0,200.000000E+0
120.000000E+0,-40.134700E+0,2.424900E+0,2.193820E+0,3.664290E+0,200.000000E+0
150.000000E+0,-39.025350E+0,4.162050E+0,-4.707795E+0,267.885000E-3,200.000000E+0
200.000000E+0,-47.757950E+0,6.750000E-3,-7.029885E+0,434.495000E-3,200.000000E+0
250.000000E+0,-37.499750E+0,4.751550E+0,-8.632975E+0,857.185000E-3,200.000000E+0
300.000000E+0,-42.002000E+0,773.400000E-3,-10.915025E+0,2.745375E+0,200.000000E+0
400.000000E+0,-42.799950E+0,3.329250E+0,-12.696985E+0,2.821515E+0,200.000000E+0
500.000000E+0,-43.954950E+0,2.208550E+0,-20.082150E+0,2.116950E+0,200.000000E+0
600.000000E+0,-46.419500E+0,1.397400E+0,-24.941200E+0,1.668500E+0,200.000000E+0
750.000000E+0,-45.451300E+0,591.400000E-3,-25.303500E+0,1.053500E+0,200.000000E+0
1.000000E+3,-42.160700E+0,2.377600E+0,-35.418400E+0,7.828900E+0,200.000000E+0
1.200000E+3,-47.851550E+0,269.750000E-3,-55.471900E+0,865.400000E-3,200.000000E+0
1.500000E+3,-59.369700E+0,737.100000E-3,-56.013800E+0,1.092700E+0,200.000000E+0
2.000000E+3,-69.360000E+0,3.377900E+0,-72.211650E+0,2.567250E+0,200.000000E+0
2.500000E+3,-78.352350E+0,192.750000E-3,-87.593300E+0,2.651600E+0,200.000000E+0
3.000000E+3,-98.636050E+0,1.279550E+0,-95.617700E+0,366.800000E-3,200.000000E+0
4.000000E+3,-124.661000E+0,878.000000E-3,-110.827000E+0,4.938000E+0,200.000000E+0
5.000000E+3,-163.440500E+0,2.823500E+0,-118.514000E+0,7.295000E+0,200.000000E+0
6.000000E+3,-192.486500E+0,762.500000E-3,-108.347500E+0,1.783500E+0,200.000000E+0
7.500000E+3,-236.784000E+0,1.322000E+0,-96.175800E+0,4.589200E+0,200.000000E+0
10.000000E+3,-294.595000E+0,4.639000E+0,-41.352100E+0,12.534600E+0,200.000000E+0
12.000000E+3,-323.587500E+0,8.408500E+0,5.241415E+0,1.959045E+0,200.000000E+0
15.000000E+3,-312.958000E+0,907.000000E-3,72.531900E+0,10.943100E+0,200.000000E+0
20.000000E+3,-285.222000E+0,6.913000E+0,179.687000E+0,3.515000E+0,200.000000E+0
25.000000E+3,-224.263000E+0,5.102000E+0,249.456000E+0,7.026000E+0,200.000000E+0
30.000000E+3,-160.866500E+0,3.223500E+0,292.217000E+0,41.000000E-3,200.000000E+0
40.000000E+3,-36.132400E+0,11.115900E+0,290.330500E+0,3.861500E+0,200.000000E+0
50.000000E+3,54.178750E+0,3.487650E+0,262.118000E+0,1.517000E+0,200.000000E+0
60.000000E+3,101.804000E+0,1.015000E+0,204.605500E+0,726.500000E-3,200.000000E+0
75.000000E+3,133.310500E+0,1.021500E+0,137.496000E+0,1.597000E+0,200.000000E+0
100.000000E+3,125.516000E+0,1.345000E+0,58.288300E+0,354.000000E-3,200.000000E+0
120.000000E+3,108.565000E+0,187.000000E-3,24.445100E+0,134.800000E-3,200.000000E+0
150.000000E+3,82.091250E+0,102.950000E-3,-2.580960E+0,1.160000E-3,200.000000E+0
200.000000E+3,32.401000E+0,18.400000E-3,-24.060650E+0,138.950000E-3,200.000000E+0
