axis_index,artist_type,label,x,y
0,line,0 mV,nan,nan
0,line,0 mV,20.0,0.18031525
0,line,0 mV,25.0,0.1864595
0,line,0 mV,30.0,0.15574125
0,line,0 mV,40.0,0.132502075
0,line,0 mV,50.0,0.098141725
0,line,0 mV,60.0,0.0651924
0,line,0 mV,75.0,0.06772865
0,line,0 mV,100.0,0.042663875
0,line,0 mV,120.0,-0.048602875
0,line,0 mV,150.0,0.07905495
0,line,0 mV,200.0,0.0207097
0,line,0 mV,250.0,0.027838275
0,line,0 mV,300.0,0.02026255
0,line,0 mV,400.0,0.003451555
0,line,0 mV,500.0,0.007426205
0,line,0 mV,600.0,0.006915107
0,line,0 mV,750.0,0.00476871
0,line,0 mV,1000.0,0.001380176
0,line,0 mV,1200.0,0.001678258
0,line,0 mV,1500.0,-0.001522451
0,line,0 mV,2000.0,-0.003207148
0,line,0 mV,2500.0,-0.005442707
0,line,0 mV,3000.0,-0.006562055
0,line,0 mV,4000.0,-0.010618905
0,line,0 mV,5000.0,-0.013683275
0,line,0 mV,6000.0,-0.0147147
0,line,0 mV,7500.0,-0.01971555
0,line,0 mV,10000.0,-0.026092725
0,line,0 mV,12000.0,-0.030594375
0,line,0 mV,15000.0,-0.0380577
0,line,0 mV,20000.0,-0.050660175
0,line,0 mV,25000.0,-0.062610775
0,line,0 mV,30000.0,-0.07433695
0,line,0 mV,40000.0,-0.09737915
0,line,0 mV,50000.0,-0.120631
0,line,0 mV,60000.0,-0.14377125
0,line,0 mV,75000.0,-0.177937
0,line,0 mV,100000.0,-0.236727
0,line,0 mV,120000.0,-0.282914
0,line,0 mV,150000.0,-0.3549565
0,line,0 mV,200000.0,-0.47602425
0,line,20 mV,nan,nan
0,line,20 mV,20.0,0.18308425
0,line,20 mV,25.0,0.1862635
0,line,20 mV,30.0,0.15333225
0,line,20 mV,40.0,0.18749525
0,line,20 mV,50.0,0.07727615
0,line,20 mV,60.0,0.10161415
0,line,20 mV,75.0,0.074513975
0,line,20 mV,100.0,0.055963159
0,line,20 mV,120.0,0.092536125
0,line,20 mV,150.0,0.093469425
0,line,20 mV,200.0,0.0242749
0,line,20 mV,250.0,-0.001035672
0,line,20 mV,300.0,0.025744
0,line,20 mV,400.0,-0.00072571625
0,line,20 mV,500.0,0.013610415
