axis_index,artist_type,label,x,y
0,scatter,,0.00116388,0.111419
0,scatter,,0.00126846,0.12414199999999999
0,scatter,,0.00140065,0.13831800000000002
0,scatter,,0.00153389,0.154113
0,scatter,,0.00167806,0.171711
0,scatter,,0.00182694,0.191319
0,scatter,,0.00198935,0.21316600000000002
0,scatter,,0.00217289,0.237508
0,scatter,,0.00235282,0.264629
0,scatter,,0.002545395,0.294848
0,scatter,,0.00276198,0.328517
0,scatter,,0.00298877,0.366031
0,scatter,,0.003211285,0.407828
0,scatter,,0.00345199,0.454399
0,scatter,,0.0037141,0.506287
0,scatter,,0.003995175,0.564101
0,scatter,,0.004294655,0.628516
0,scatter,,0.00458948,0.700287
0,scatter,,0.004910915,0.780254
0,scatter,,0.005241945,0.869353
0,scatter,,0.00559483,0.968625
0,scatter,,0.005959405,1.079234
0,scatter,,0.0063552,1.202473
0,scatter,,0.006748615,1.339785
0,scatter,,0.00720513,1.492777
0,scatter,,0.00776833,1.663239
0,scatter,,0.008358695,1.853167
0,scatter,,0.008756875,2.0647819999999997
0,scatter,,0.00958684,2.300563
0,scatter,,0.010305085,2.563267
0,scatter,,0.010797915,2.85597
0,scatter,,0.01124051,3.182097
0,scatter,,0.012138735,3.5454649999999996
0,scatter,,0.013328065,3.950327
0,scatter,,0.01453281,4.40142
0,scatter,,0.01625013,4.904025
0,scatter,,0.01706418,5.464022
0,scatter,,0.01919943,6.087966
0,scatter,,0.02158125,6.78316
0,scatter,,0.02433925,7.557738
0,scatter,,0.027539225,8.420767
0,scatter,,0.031259925,9.382346
0,scatter,,0.034790545,10.453729000000001
0,scatter,,0.03978896,11.647454
0,scatter,,0.0447386,12.977492999999999
0,scatter,,0.051566675,14.459411
0,scatter,,0.056136965,16.110551
0,scatter,,0.06479854,17.950238
0,scatter,,0.074902285,20.0
0,scatter,,0.075237585,20.0
0,scatter,,0.06518097,17.950238
0,scatter,,0.056534425,16.110551
0,scatter,,0.049540945,14.459411
0,scatter,,0.04270654,12.977492999999999
0,scatter,,0.037227925,11.647454
0,scatter,,0.03272456,10.453729000000001
0,scatter,,0.0284965,9.382346
0,scatter,,0.027630775,8.420767
0,scatter,,0.02442758,7.557738
0,scatter,,0.0217287,6.78316
0,scatter,,0.0193707,6.087966
0,scatter,,0.017321685,5.464022
0,scatter,,0.01560919,4.904025
0,scatter,,0.01425978,4.40142
0,scatter,,0.01299387,3.950327
0,scatter,,0.011868255,3.5454649999999996
0,scatter,,0.010860465,3.182097
0,scatter,,0.009988415,2.85597
0,scatter,,0.009231745,2.563267
0,scatter,,0.00857323,2.300563
0,scatter,,0.007962955,2.0647819999999997
0,scatter,,0.007437405,1.853167
0,scatter,,0.006956105,1.663239
0,scatter,,0.006505415,1.492777
0,scatter,,0.00607202,1.339785
