Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.1,
Sample Interval,0.001,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,0.5
Label,,
TIME,CH1,CH2
-5.600e-02,-0.04,0.02
-5.500e-02,0.04,0
-5.400e-02,0.04,-0.02
-5.300e-02,0.04,0.02
-5.200e-02,0.04,0.04
-5.100e-02,0.04,0.04
-5.000e-02,-0.12,0.02
-4.900e-02,0.04,0
-4.800e-02,0.04,0.02
-4.700e-02,0.04,0.02
-4.600e-02,-0.04,0.04
-4.500e-02,-0.12,0.02
-4.400e-02,0.04,0
-4.300e-02,0.12,0
-4.200e-02,0.04,0
-4.100e-02,0.04,0
-4.000e-02,0.04,-0.04
-3.900e-02,0.04,-0.02
-3.800e-02,-0.04,0
-3.700e-02,0.12,0.06
-3.600e-02,0.04,0.02
-3.500e-02,0.04,0
-3.400e-02,-0.12,0.02
-3.300e-02,0.04,-0.02
-3.200e-02,0.04,0.02
-3.100e-02,0.04,0
-3.000e-02,0.04,0.02
-2.900e-02,-0.04,0.02
-2.800e-02,0.04,-0.02
-2.700e-02,-0.12,0
-2.600e-02,-0.04,0.04
-2.500e-02,0.04,-0.02
-2.400e-02,0.04,0.02
-2.300e-02,0.04,0.02
-2.200e-02,0.04,0.04
-2.100e-02,-0.04,0
-2.000e-02,0.12,0.02
-1.900e-02,0.04,0
-1.800e-02,0.04,0
-1.700e-02,-0.12,0
-1.600e-02,0.04,0
-1.500e-02,-0.04,0.02
-1.400e-02,-0.04,0
-1.300e-02,0.04,0.02
-1.200e-02,-0.04,0.02
-1.100e-02,-0.04,0
-1.000e-02,-0.04,0.02
-9.000e-03,-0.04,0
-8.000e-03,-0.04,-0.06
-7.000e-03,0.12,-0.02
-6.000e-03,0.04,0
-5.000e-03,-0.04,0.02
-4.000e-03,0.04,0
-3.000e-03,-0.04,0
-2.000e-03,0.04,0
-1.000e-03,-0.04,0.02
4.857e-17,8.6,2.74
1.000e-03,8.44,2.84
2.000e-03,8.52,2.84
3.000e-03,8.76,2.9
4.000e-03,8.52,2.94
5.000e-03,8.52,2.98
6.000e-03,8.52,3
7.000e-03,8.52,3.04
8.000e-03,8.52,3.08
9.000e-03,8.44,3.1
1.000e-02,8.6,3.1
1.100e-02,8.6,3.1
1.200e-02,8.36,3.16
1.300e-02,8.44,3.16
1.400e-02,8.28,3.12
1.500e-02,8.44,3.16
1.600e-02,8.44,3.16
1.700e-02,8.36,3.22
1.800e-02,8.44,3.2
1.900e-02,8.44,3.2
2.000e-02,8.36,3.22
2.100e-02,8.36,3.26
2.200e-02,8.36,3.26
2.300e-02,8.44,3.22
2.400e-02,8.44,3.26
2.500e-02,8.36,3.26
2.600e-02,8.28,3.3
2.700e-02,8.36,3.26
2.800e-02,8.36,3.28
2.900e-02,8.36,3.3
3.000e-02,8.44,3.26
3.100e-02,8.36,3.3
3.200e-02,8.44,3.32
3.300e-02,8.36,3.32
3.400e-02,8.44,3.34
3.500e-02,8.36,3.32
3.600e-02,8.44,3.32
