Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,352.741750E-3,203.658292E-3,-24.795425E-3,14.321877E-3,100.000000E+0
25.000000E+0,469.389000E-3,1.597057E-3,-20.098450E-3,8.246003E-3,100.000000E+0
30.000000E+0,443.832750E-3,22.624525E-3,-84.179375E-3,16.415359E-3,100.000000E+0
40.000000E+0,526.731000E-3,3.972772E-3,-116.844250E-3,2.244748E-3,100.000000E+0
50.000000E+0,450.250500E-3,42.012077E-3,-198.287750E-3,17.572526E-3,100.000000E+0
60.000000E+0,538.075750E-3,9.717902E-3,-244.512500E-3,26.120936E-3,100.000000E+0
75.000000E+0,425.590500E-3,33.464497E-3,-268.929500E-3,36.939039E-3,100.000000E+0
100.000000E+0,542.976000E-3,6.676871E-3,-432.153750E-3,3.373411E-3,100.000000E+0
120.000000E+0,661.365000E-3,7.704920E-3,-591.949750E-3,6.702124E-3,100.000000E+0
150.000000E+0,662.863750E-3,31.587702E-3,-472.256250E-3,67.696704E-3,100.000000E+0
200.000000E+0,583.714250E-3,41.497429E-3,-505.594250E-3,26.187290E-3,100.000000E+0
250.000000E+0,375.908750E-3,1.704899E-3,-364.422750E-3,1.200060E-3,100.000000E+0
300.000000E+0,460.193250E-3,2.424347E-3,-552.977500E-3,5.597043E-3,100.000000E+0
400.000000E+0,1.056880E+0,13.202043E-3,-293.206500E-3,38.581009E-3,100.000000E+0
500.000000E+0,620.440250E-3,2.847128E-3,-320.364750E-3,2.310769E-3,100.000000E+0
600.000000E+0,260.881500E-3,1.560902E-3,319.797250E-3,1.470974E-3,100.000000E+0
750.000000E+0,461.007750E-3,6.187207E-3,68.982950E-3,5.250878E-3,100.000000E+0
1.000000E+3,521.290250E-3,6.581176E-3,28.056200E-3,5.060563E-3,100.000000E+0
1.200000E+3,568.580750E-3,3.084679E-3,41.355425E-3,1.738507E-3,100.000000E+0
1.500000E+3,520.545750E-3,4.497218E-3,41.955600E-3,1.942530E-3,100.000000E+0
2.000000E+3,519.609750E-3,440.146211E-6,8.276185E-3,3.880176E-3,100.000000E+0
2.500000E+3,588.029500E-3,7.650790E-3,-38.802500E-3,4.218472E-3,100.000000E+0
3.000000E+3,615.199000E-3,2.037901E-3,-88.969675E-3,1.109978E-3,100.000000E+0
4.000000E+3,735.860000E-3,6.784087E-3,-122.480500E-3,6.108562E-3,100.000000E+0
5.000000E+3,805.567000E-3,1.295816E-3,-147.715750E-3,6.450990E-3,100.000000E+0
6.000000E+3,939.248750E-3,2.590753E-3,-143.903250E-3,873.112643E-6,100.000000E+0
7.500000E+3,1.451248E+0,1.501322E-3,-32.733800E-3,942.456580E-6,100.000000E+0
10.000000E+3,2.003172E+0,5.425589E-3,-24.482200E-3,9.299050E-3,100.000000E+0
12.000000E+3,2.298325E+0,1.835926E-3,-56.133900E-3,1.612686E-3,100.000000E+0
15.000000E+3,2.676865E+0,1.076882E-3,-103.797500E-3,4.000960E-3,100.000000E+0
20.000000E+3,3.019790E+0,1.595447E-3,-104.804000E-3,1.919855E-3,100.000000E+0
25.000000E+3,3.055500E+0,1.121695E-3,-144.003250E-3,617.366332E-6,100.000000E+0
30.000000E+3,3.041155E+0,686.931583E-6,-168.114500E-3,592.114220E-6,100.000000E+0
40.000000E+3,3.031477E+0,2.306300E-3,-224.033000E-3,2.703893E-3,100.000000E+0
50.000000E+3,3.022328E+0,849.540315E-6,-273.446000E-3,951.973214E-6,100.000000E+0
60.000000E+3,3.014870E+0,815.199362E-6,-328.038750E-3,1.282224E-3,100.000000E+0
75.000000E+3,3.008445E+0,945.899042E-6,-412.253250E-3,1.284804E-3,100.000000E+0
100.000000E+3,2.996893E+0,1.003653E-3,-557.112750E-3,1.003444E-3,100.000000E+0
120.000000E+3,2.992468E+0,955.310814E-6,-674.456250E-3,959.934210E-6,100.000000E+0
150.000000E+3,2.985210E+0,1.257835E-3,-849.781250E-3,1.053211E-3,100.000000E+0
200.000000E+3,2.968930E+0,687.240860E-6,-1.143188E+0,1.363898E-3,100.000000E+0
