Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,2e-05
Sample Interval,2e-07
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Label,
TIME,CH2
-2.140e-05,0
-2.120e-05,0.008
-2.100e-05,0
-2.080e-05,-0.008
-2.060e-05,-0.008
-2.040e-05,0
-2.020e-05,0
-2.000e-05,0
-1.980e-05,0
-1.960e-05,0
-1.940e-05,-0.008
-1.920e-05,0.024
-1.900e-05,0
-1.880e-05,0.008
-1.860e-05,0.008
-1.840e-05,-0.008
-1.820e-05,0.024
-1.800e-05,0
-1.780e-05,0
-1.760e-05,0.024
-1.740e-05,0.04
-1.720e-05,0.016
-1.700e-05,0.024
-1.680e-05,0.04
-1.660e-05,0
-1.640e-05,-0.008
-1.620e-05,0
-1.600e-05,0.016
-1.580e-05,0.016
-1.560e-05,0.008
-1.540e-05,0
-1.520e-05,-0.008
-1.500e-05,0.008
-1.480e-05,-0.008
-1.460e-05,0.016
-1.440e-05,0.016
-1.420e-05,0
-1.400e-05,0
-1.380e-05,0
-1.360e-05,-0.008
-1.340e-05,-0.008
-1.320e-05,-0.016
-1.300e-05,0
-1.280e-05,0
-1.260e-05,0
-1.240e-05,0
-1.220e-05,-0.016
-1.200e-05,0.008
-1.180e-05,0.008
-1.160e-05,0.008
-1.140e-05,0
-1.120e-05,0
-1.100e-05,-0.008
-1.080e-05,-0.016
-1.060e-05,0
-1.040e-05,0.008
-1.020e-05,0.008
-1.000e-05,0.008
-9.800e-06,0
-9.600e-06,-0.048
-9.400e-06,-0.008
-9.200e-06,0.008
-9.000e-06,0.016
-8.800e-06,-0.008
-8.600e-06,0.024
-8.400e-06,0.024
-8.200e-06,0.016
-8.000e-06,0
-7.800e-06,0.024
-7.600e-06,0.008
-7.400e-06,0.024
-7.200e-06,0.024
-7.000e-06,0.04
-6.800e-06,0.008
-6.600e-06,0.016
-6.400e-06,0
-6.200e-06,0.024
-6.000e-06,0.032
-5.800e-06,0.024
-5.600e-06,0.024
-5.400e-06,-0.008
-5.200e-06,0.008
-5.000e-06,-0.008
-4.800e-06,0.008
-4.600e-06,0.024
-4.400e-06,0.008
-4.200e-06,-0.008
-4.000e-06,0.008
-3.800e-06,0.016
-3.600e-06,0
-3.400e-06,0.008
-3.200e-06,-0.016
-3.000e-06,-0.016
-2.800e-06,0
-2.600e-06,-0.008
-2.400e-06,-0.016
-2.200e-06,0
-2.000e-06,0.016
-1.800e-06,0.008
-1.600e-06,0
-1.400e-06,-0.008
-1.200e-06,-0.024
-1.000e-06,-0.024
-8.000e-07,0
-6.000e-07,-0.008
-4.000e-07,0.024
-2.000e-07,0
2.843e-20,0.8
2.000e-07,0.616
4.000e-07,0.728
6.000e-07,0.776
8.000e-07,0.8
1.000e-06,0.832
1.200e-06,0.832
1.400e-06,0.856
1.600e-06,0.824
1.800e-06,0.808
2.000e-06,0.832
2.200e-06,0.816
2.400e-06,0.848
2.600e-06,0.872
2.800e-06,0.832
3.000e-06,0.832
3.200e-06,0.816
3.400e-06,0.84
3.600e-06,0.824
3.800e-06,0.856
4.000e-06,0.848
4.200e-06,0.848
4.400e-06,0.856
4.600e-06,0.832
4.800e-06,0.848
5.000e-06,0.84
5.200e-06,0.84
5.400e-06,0.856
5.600e-06,0.856
5.800e-06,0.848
6.000e-06,0.832
6.200e-06,0.824
6.400e-06,0.84
6.600e-06,0.84
6.800e-06,0.856
7.000e-06,0.832
7.200e-06,0.816
7.400e-06,0.808
7.600e-06,0.808
7.800e-06,0.816
8.000e-06,0.848
8.200e-06,0.848
8.400e-06,0.848
8.600e-06,0.84
8.800e-06,0.84
9.000e-06,0.84
9.200e-06,0.848
9.400e-06,0.84
9.600e-06,0.872
9.800e-06,0.856
1.000e-05,0.84
1.020e-05,0.856
1.040e-05,0.84
1.060e-05,0.864
1.080e-05,0.848
1.100e-05,0.864
1.120e-05,0.848
1.140e-05,0.864
1.160e-05,0.872
1.180e-05,0.872
1.200e-05,0.872
1.220e-05,0.864
1.240e-05,0.864
1.260e-05,0.88
1.280e-05,0.872
1.300e-05,0.88
1.320e-05,0.864
1.340e-05,0.856
1.360e-05,0.872
1.380e-05,0.872
1.400e-05,0.856
1.420e-05,0.872
1.440e-05,0.856
1.460e-05,0.864
1.480e-05,0.88
1.500e-05,0.888
1.520e-05,0.872
1.540e-05,0.88
1.560e-05,0.848
1.580e-05,0.872
1.600e-05,0.872
1.620e-05,0.864
1.640e-05,0.848
1.660e-05,0.856
1.680e-05,0.864
1.700e-05,0.872
1.720e-05,0.848
1.740e-05,0.864
1.760e-05,0.832
1.780e-05,0.824
1.800e-05,0.872
1.820e-05,0.856
1.840e-05,0.856
1.860e-05,0.856
1.880e-05,0.864
1.900e-05,0.848
1.920e-05,0.864
1.940e-05,0.88
1.960e-05,0.864
1.980e-05,0.864
2.000e-05,0.864
2.020e-05,0.872
2.040e-05,0.864
2.060e-05,0.872
2.080e-05,0.88
2.100e-05,0.888
2.120e-05,0.888
2.140e-05,0.88
2.160e-05,0.864
2.180e-05,0.88
2.200e-05,0.872
2.220e-05,0.928
2.240e-05,0.936
2.260e-05,0.896
2.280e-05,0.888
2.300e-05,0.88
2.320e-05,0.896
2.340e-05,0.88
2.360e-05,0.904
2.380e-05,0.904
2.400e-05,0.872
2.420e-05,0.896
2.440e-05,0.88
2.460e-05,0.872
2.480e-05,0.88
2.500e-05,0.88
2.520e-05,0.872
2.540e-05,0.88
2.560e-05,0.88
2.580e-05,0.888
2.600e-05,0.856
2.620e-05,0.888
2.640e-05,0.872
2.660e-05,0.88
2.680e-05,0.872
2.700e-05,0.856
2.720e-05,0.872
2.740e-05,0.856
2.760e-05,0.864
2.780e-05,0.872
2.800e-05,0.896
2.820e-05,0.888
2.840e-05,0.872
2.860e-05,0.88
2.880e-05,0.864
2.900e-05,0.88
2.920e-05,0.888
2.940e-05,0.88
2.960e-05,0.88
2.980e-05,0.872
3.000e-05,0.872
3.020e-05,0.88
3.040e-05,0.888
3.060e-05,0.904
3.080e-05,0.888
3.100e-05,0.888
3.120e-05,0.888
3.140e-05,0.896
3.160e-05,0.896
3.180e-05,0.888
3.200e-05,0.888
3.220e-05,0.896
3.240e-05,0.904
3.260e-05,0.88
3.280e-05,0.904
3.300e-05,0.872
3.320e-05,0.872
3.340e-05,0.904
3.360e-05,0.888
3.380e-05,0.896
3.400e-05,0.904
3.420e-05,0.872
