Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,2e-05
Sample Interval,2e-07
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
-2.140e-05,-0.12
-2.120e-05,0.04
-2.100e-05,-0.04
-2.080e-05,0.12
-2.060e-05,0.12
-2.040e-05,0.12
-2.020e-05,0.04
-2.000e-05,-0.04
-1.980e-05,0.12
-1.960e-05,-0.04
-1.940e-05,0.04
-1.920e-05,0.04
-1.900e-05,-0.04
-1.880e-05,0.2
-1.860e-05,0.12
-1.840e-05,-0.04
-1.820e-05,0.04
-1.800e-05,0.2
-1.780e-05,-0.04
-1.760e-05,0.04
-1.740e-05,0.12
-1.720e-05,-0.04
-1.700e-05,0.12
-1.680e-05,0.12
-1.660e-05,0.04
-1.640e-05,0.2
-1.620e-05,0.12
-1.600e-05,-0.04
-1.580e-05,-0.04
-1.560e-05,-0.04
-1.540e-05,-0.2
-1.520e-05,0.04
-1.500e-05,0.12
-1.480e-05,0.12
-1.460e-05,-0.04
-1.440e-05,0.04
-1.420e-05,0.04
-1.400e-05,-0.04
-1.380e-05,0.04
-1.360e-05,-0.04
-1.340e-05,0.12
-1.320e-05,0.12
-1.300e-05,0.04
-1.280e-05,-0.12
-1.260e-05,0.12
-1.240e-05,0.04
-1.220e-05,0.04
-1.200e-05,0.04
-1.180e-05,0.12
-1.160e-05,0.04
-1.140e-05,-0.04
-1.120e-05,0.12
-1.100e-05,-0.04
-1.080e-05,0.12
-1.060e-05,0.04
-1.040e-05,-0.04
-1.020e-05,0.12
-1.000e-05,0.04
-9.800e-06,0.04
-9.600e-06,-0.2
-9.400e-06,-0.04
-9.200e-06,0.12
-9.000e-06,0.04
-8.800e-06,-0.04
-8.600e-06,0.04
-8.400e-06,-0.04
-8.200e-06,-0.04
-8.000e-06,0.12
-7.800e-06,-0.12
-7.600e-06,-0.04
-7.400e-06,0.12
-7.200e-06,0.12
-7.000e-06,0.12
-6.800e-06,0.12
-6.600e-06,0.04
-6.400e-06,0.12
-6.200e-06,0.2
-6.000e-06,-0.04
-5.800e-06,-0.04
-5.600e-06,0.12
-5.400e-06,0.2
-5.200e-06,0.2
-5.000e-06,0.2
-4.800e-06,-0.04
-4.600e-06,0.04
-4.400e-06,0.04
-4.200e-06,-0.04
-4.000e-06,-0.12
-3.800e-06,-0.12
-3.600e-06,0.04
-3.400e-06,-0.04
-3.200e-06,0.12
-3.000e-06,0.04
-2.800e-06,0.04
-2.600e-06,0.12
-2.400e-06,0.04
-2.200e-06,-0.04
-2.000e-06,-0.04
-1.800e-06,0.2
-1.600e-06,-0.04
-1.400e-06,0.12
-1.200e-06,-0.04
-1.000e-06,0.12
-8.000e-07,-0.04
-6.000e-07,0.04
-4.000e-07,-0.04
-2.000e-07,0.04
2.843e-20,7.16
2.000e-07,7.4
4.000e-07,7.4
6.000e-07,7.32
8.000e-07,7.48
1.000e-06,7.56
1.200e-06,7.56
1.400e-06,7.64
1.600e-06,7.4
1.800e-06,7.48
2.000e-06,7.56
2.200e-06,7.56
2.400e-06,7.64
2.600e-06,7.64
2.800e-06,7.48
3.000e-06,7.56
3.200e-06,7.56
3.400e-06,7.56
3.600e-06,7.56
3.800e-06,7.48
4.000e-06,7.56
4.200e-06,7.4
4.400e-06,7.56
4.600e-06,7.48
4.800e-06,7.48
5.000e-06,7.56
5.200e-06,7.56
5.400e-06,7.48
5.600e-06,7.56
5.800e-06,7.56
6.000e-06,7.48
6.200e-06,7.56
6.400e-06,7.64
6.600e-06,7.64
6.800e-06,7.56
7.000e-06,7.48
7.200e-06,7.64
7.400e-06,7.56
7.600e-06,7.56
7.800e-06,7.64
8.000e-06,7.64
8.200e-06,7.48
8.400e-06,7.56
8.600e-06,7.64
8.800e-06,7.56
9.000e-06,7.56
9.200e-06,7.48
9.400e-06,7.56
9.600e-06,7.48
9.800e-06,7.56
1.000e-05,7.64
1.020e-05,7.56
1.040e-05,7.48
1.060e-05,7.56
1.080e-05,7.72
1.100e-05,7.56
1.120e-05,7.48
1.140e-05,7.64
1.160e-05,7.56
1.180e-05,7.56
1.200e-05,7.8
1.220e-05,7.64
1.240e-05,7.56
1.260e-05,7.64
1.280e-05,7.64
1.300e-05,7.48
1.320e-05,7.56
1.340e-05,7.56
1.360e-05,7.56
1.380e-05,7.64
1.400e-05,7.56
1.420e-05,7.56
1.440e-05,7.64
1.460e-05,7.56
1.480e-05,7.48
1.500e-05,7.56
1.520e-05,7.48
1.540e-05,7.48
1.560e-05,7.56
1.580e-05,7.56
1.600e-05,7.56
1.620e-05,7.64
1.640e-05,7.56
1.660e-05,7.64
1.680e-05,7.48
1.700e-05,7.56
1.720e-05,7.56
1.740e-05,7.64
1.760e-05,7.64
1.780e-05,7.64
1.800e-05,7.56
1.820e-05,7.56
1.840e-05,7.56
1.860e-05,7.56
1.880e-05,7.48
1.900e-05,7.48
1.920e-05,7.64
1.940e-05,7.56
1.960e-05,7.56
1.980e-05,7.56
2.000e-05,7.56
2.020e-05,7.48
2.040e-05,7.64
2.060e-05,7.64
2.080e-05,7.56
2.100e-05,7.64
2.120e-05,7.48
2.140e-05,7.64
2.160e-05,7.64
2.180e-05,7.56
2.200e-05,7.48
2.220e-05,7.64
2.240e-05,7.56
2.260e-05,7.56
2.280e-05,7.56
2.300e-05,7.56
2.320e-05,7.56
2.340e-05,7.48
2.360e-05,7.56
2.380e-05,7.64
2.400e-05,7.56
2.420e-05,7.56
2.440e-05,7.56
2.460e-05,7.48
2.480e-05,7.64
2.500e-05,7.48
2.520e-05,7.56
2.540e-05,7.48
2.560e-05,7.72
2.580e-05,7.56
2.600e-05,7.64
2.620e-05,7.48
2.640e-05,7.72
2.660e-05,7.56
2.680e-05,7.64
2.700e-05,7.56
2.720e-05,7.56
2.740e-05,7.56
2.760e-05,7.56
2.780e-05,7.48
2.800e-05,7.64
2.820e-05,7.56
2.840e-05,7.64
2.860e-05,7.56
2.880e-05,7.56
2.900e-05,7.64
2.920e-05,7.48
2.940e-05,7.56
2.960e-05,7.48
2.980e-05,7.56
3.000e-05,7.4
3.020e-05,7.64
3.040e-05,7.56
3.060e-05,7.56
3.080e-05,7.48
3.100e-05,7.64
3.120e-05,7.64
3.140e-05,7.4
3.160e-05,7.72
3.180e-05,7.64
3.200e-05,7.4
3.220e-05,7.48
3.240e-05,7.56
3.260e-05,7.56
3.280e-05,7.56
3.300e-05,7.56
