Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
7.917121E-3	2.956800E+2	5.000000E+2	5.015500E-1	3.154800E-1	1.589800E+3	1.567545E+3	3.188170E-1	4.997600E-1	9.910000E+37	3.154800E-1	3.141245E+41	3.108366E+41	3.188170E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.000000E+0
2.441806E-2	2.956800E+2	4.900000E+2	4.898100E-1	3.090420E-1	1.584930E+3	1.567930E+3	3.186750E-1	4.996600E-1	9.910000E+37	3.090420E-1	3.206684E+41	3.109751E+41	3.186750E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	2.000000E+0
4.103568E-2	2.956800E+2	4.800000E+2	4.791900E-1	3.046840E-1	1.572744E+3	1.584167E+3	3.161030E-1	5.007600E-1	9.910000E+37	3.046840E-1	3.252550E+41	3.135054E+41	3.161030E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	3.000000E+0
5.765329E-2	2.956800E+2	4.700000E+2	4.707900E-1	2.973230E-1	1.583429E+3	1.587592E+3	3.149550E-1	5.000200E-1	9.910000E+37	2.973230E-1	3.333075E+41	3.146481E+41	3.149550E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	4.000000E+0
7.407090E-2	2.956800E+2	4.600000E+2	4.594200E-1	2.896450E-1	1.586149E+3	1.581283E+3	3.157690E-1	4.993200E-1	9.910000E+37	2.896450E-1	3.421430E+41	3.138370E+41	3.157690E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	5.000000E+0
9.048851E-2	2.956800E+2	4.500000E+2	4.504200E-1	2.835340E-1	1.588593E+3	1.570030E+3	3.179430E-1	4.991800E-1	9.910000E+37	2.835340E-1	3.495172E+41	3.116911E+41	3.179430E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	6.000000E+0
1.069394E-1	2.956800E+2	4.400000E+2	4.411200E-1	2.753210E-1	1.602203E+3	1.571346E+3	3.178040E-1	4.993800E-1	9.910000E+37	2.753210E-1	3.599435E+41	3.118274E+41	3.178040E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	7.000000E+0
1.233571E-1	2.956800E+2	4.300000E+2	4.298600E-1	2.696450E-1	1.594170E+3	1.575232E+3	3.170580E-1	4.994400E-1	9.910000E+37	2.696450E-1	3.675203E+41	3.125611E+41	3.170580E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	8.000000E+0
1.397913E-1	2.956800E+2	4.200000E+2	4.200700E-1	2.650210E-1	1.585044E+3	1.571383E+3	3.179110E-1	4.995600E-1	9.910000E+37	2.650210E-1	3.739326E+41	3.117225E+41	3.179110E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	9.000000E+0
1.562089E-1	2.956800E+2	4.100000E+2	4.091100E-1	2.583200E-1	1.583733E+3	1.571283E+3	3.177340E-1	4.992500E-1	9.910000E+37	2.583200E-1	3.836327E+41	3.118961E+41	3.177340E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.000000E+1
