Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,2.639425E-3,1.523873E-3,-82.195750E-3,47.455762E-3,100.000000E+0
25.000000E+0,6.615330E-3,110.061399E-6,-136.610500E-3,99.843628E-6,100.000000E+0
30.000000E+0,10.031975E-3,10.789202E-6,-163.172000E-3,65.410244E-6,100.000000E+0
40.000000E+0,19.920850E-3,199.152862E-6,-217.444500E-3,138.557750E-6,100.000000E+0
50.000000E+0,32.692800E-3,263.486129E-6,-270.518250E-3,110.420503E-6,100.000000E+0
60.000000E+0,48.461300E-3,285.628806E-6,-323.378500E-3,351.774431E-6,100.000000E+0
75.000000E+0,77.864175E-3,282.944176E-6,-401.104750E-3,241.440857E-6,100.000000E+0
100.000000E+0,140.846000E-3,641.967678E-6,-525.670250E-3,411.775652E-6,100.000000E+0
120.000000E+0,204.134000E-3,750.841195E-6,-617.852000E-3,704.773013E-6,100.000000E+0
150.000000E+0,319.986250E-3,356.891002E-6,-740.867250E-3,518.277616E-6,100.000000E+0
200.000000E+0,283.467750E-3,598.850722E-6,-453.796750E-3,120.186054E-6,100.000000E+0
250.000000E+0,93.722500E-3,178.267033E-6,-670.154500E-3,357.513986E-6,100.000000E+0
300.000000E+0,87.087750E-3,144.756805E-6,-531.253750E-3,147.770726E-6,100.000000E+0
400.000000E+0,121.718500E-3,612.518367E-6,-513.048750E-3,412.474469E-6,100.000000E+0
500.000000E+0,79.684500E-3,98.311774E-6,-297.530250E-3,200.702983E-6,100.000000E+0
600.000000E+0,45.099425E-3,434.079857E-6,-170.012250E-3,64.406424E-6,100.000000E+0
750.000000E+0,-433.231500E-6,583.315183E-6,-55.341500E-3,37.774396E-6,100.000000E+0
1.000000E+3,-21.970250E-3,117.796318E-6,-21.716200E-3,68.927897E-6,100.000000E+0
1.200000E+3,-26.181425E-3,526.883575E-6,-13.742725E-3,301.563686E-6,100.000000E+0
1.500000E+3,-17.496525E-3,698.236931E-6,-19.626700E-3,952.274349E-6,100.000000E+0
2.000000E+3,-7.373730E-3,106.470222E-6,-25.761200E-3,127.686667E-6,100.000000E+0
2.500000E+3,876.663750E-6,650.615114E-6,-28.846725E-3,212.962924E-6,100.000000E+0
3.000000E+3,4.241815E-3,54.945396E-6,-28.232975E-3,73.775042E-6,100.000000E+0
4.000000E+3,4.692232E-3,293.530924E-6,-19.977550E-3,316.644489E-6,100.000000E+0
5.000000E+3,3.508410E-3,469.605523E-6,-16.641350E-3,132.477649E-6,100.000000E+0
6.000000E+3,-7.501098E-3,99.820313E-6,-8.775587E-3,71.475890E-6,100.000000E+0
7.500000E+3,-12.165050E-3,181.364750E-6,-791.390500E-6,80.747445E-6,100.000000E+0
10.000000E+3,-13.675125E-3,444.587856E-6,1.052322E-3,280.377507E-6,100.000000E+0
12.000000E+3,-7.353053E-3,107.041039E-6,882.477500E-6,144.547380E-6,100.000000E+0
15.000000E+3,-3.168258E-3,51.580254E-6,1.194460E-3,34.554905E-6,100.000000E+0
20.000000E+3,-2.656335E-3,41.901650E-6,609.573500E-6,20.717840E-6,100.000000E+0
25.000000E+3,-2.921350E-3,36.634018E-6,780.781000E-6,33.582981E-6,100.000000E+0
30.000000E+3,-1.511335E-3,1.685743E-3,4.732128E-3,3.554264E-3,100.000000E+0
40.000000E+3,-2.478665E-3,26.520477E-6,1.175197E-3,24.154026E-6,100.000000E+0
50.000000E+3,-3.220300E-3,17.891525E-6,880.743250E-6,7.599348E-6,100.000000E+0
60.000000E+3,-4.042342E-3,29.316769E-6,944.953750E-6,10.703802E-6,100.000000E+0
75.000000E+3,-5.576785E-3,9.714794E-6,1.014651E-3,23.590009E-6,100.000000E+0
100.000000E+3,-8.872665E-3,5.758518E-6,1.252402E-3,12.119941E-6,100.000000E+0
120.000000E+3,-12.438525E-3,15.142056E-6,1.394735E-3,16.694485E-6,100.000000E+0
150.000000E+3,-18.859050E-3,21.657043E-6,1.725175E-3,26.154744E-6,100.000000E+0
200.000000E+3,-33.166700E-3,23.885456E-6,2.278298E-3,18.823548E-6,100.000000E+0
