Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,4e-06
Sample Interval,4e-08
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Label,
TIME,CH1
-3.680e-05,-0.06
-3.676e-05,-0.02
-3.672e-05,-0.02
-3.668e-05,-0.06
-3.664e-05,-0.1
-3.660e-05,-0.02
-3.656e-05,-0.06
-3.652e-05,0.02
-3.648e-05,0.02
-3.644e-05,0.02
-3.640e-05,0.02
-3.636e-05,-0.06
-3.632e-05,-0.02
-3.628e-05,0.06
-3.624e-05,-0.06
-3.620e-05,-0.06
-3.616e-05,0.02
-3.612e-05,-0.02
-3.608e-05,0.02
-3.604e-05,0.1
-3.600e-05,-0.02
-3.596e-05,0.02
-3.592e-05,0.02
-3.588e-05,0.02
-3.584e-05,0.02
-3.580e-05,0.02
-3.576e-05,0.06
-3.572e-05,0.1
-3.568e-05,0.1
-3.564e-05,0.14
-3.560e-05,0.14
-3.556e-05,0.1
-3.552e-05,0.18
-3.548e-05,0.06
-3.544e-05,0.1
-3.540e-05,0.14
-3.536e-05,0.22
-3.532e-05,0.26
-3.528e-05,0.26
-3.524e-05,0.14
-3.520e-05,0.14
-3.516e-05,0.18
-3.512e-05,0.3
-3.508e-05,0.3
-3.504e-05,0.26
-3.500e-05,0.3
-3.496e-05,0.34
-3.492e-05,0.34
-3.488e-05,0.26
-3.484e-05,0.3
-3.480e-05,0.34
-3.476e-05,0.38
-3.472e-05,0.38
-3.468e-05,0.34
-3.464e-05,0.34
-3.460e-05,0.38
-3.456e-05,0.34
-3.452e-05,0.34
-3.448e-05,0.46
-3.444e-05,0.38
-3.440e-05,0.42
-3.436e-05,0.42
-3.432e-05,0.46
-3.428e-05,0.5
-3.424e-05,0.42
-3.420e-05,0.5
-3.416e-05,0.46
-3.412e-05,0.5
-3.408e-05,0.54
-3.404e-05,0.54
-3.400e-05,0.5
-3.396e-05,0.54
-3.392e-05,0.54
-3.388e-05,0.54
-3.384e-05,0.54
-3.380e-05,0.58
-3.376e-05,0.54
-3.372e-05,0.62
-3.368e-05,0.58
-3.364e-05,0.62
-3.360e-05,0.58
-3.356e-05,0.58
-3.352e-05,0.66
-3.348e-05,0.66
-3.344e-05,0.66
-3.340e-05,0.66
-3.336e-05,0.66
-3.332e-05,0.62
-3.328e-05,0.7
-3.324e-05,0.7
-3.320e-05,0.62
-3.316e-05,0.58
-3.312e-05,0.74
-3.308e-05,0.74
-3.304e-05,0.78
-3.300e-05,0.66
-3.296e-05,0.7
-3.292e-05,0.78
-3.288e-05,0.86
-3.284e-05,0.74
-3.280e-05,0.78
-3.276e-05,0.74
-3.272e-05,0.78
-3.268e-05,0.74
-3.264e-05,0.86
-3.260e-05,0.78
-3.256e-05,0.82
-3.252e-05,0.86
-3.248e-05,0.86
-3.244e-05,0.86
-3.240e-05,0.94
-3.236e-05,0.9
-3.232e-05,0.86
-3.228e-05,0.9
-3.224e-05,0.86
-3.220e-05,0.94
-3.216e-05,0.94
-3.212e-05,0.94
-3.208e-05,1.02
-3.204e-05,0.98
-3.200e-05,0.98
-3.196e-05,0.98
-3.192e-05,0.94
-3.188e-05,0.98
-3.184e-05,1.02
-3.180e-05,1.1
-3.176e-05,1.02
-3.172e-05,1.06
-3.168e-05,1.02
-3.164e-05,1.1
-3.160e-05,1.1
-3.156e-05,1.14
-3.152e-05,1.1
-3.148e-05,1.14
-3.144e-05,1.14
-3.140e-05,1.18
-3.136e-05,1.1
-3.132e-05,1.1
-3.128e-05,1.18
-3.124e-05,1.18
-3.120e-05,1.14
-3.116e-05,1.18
-3.112e-05,1.22
-3.108e-05,1.22
-3.104e-05,1.14
-3.100e-05,1.26
-3.096e-05,1.26
-3.092e-05,1.22
-3.088e-05,1.22
-3.084e-05,1.3
-3.080e-05,1.3
-3.076e-05,1.34
-3.072e-05,1.26
-3.068e-05,1.3
-3.064e-05,1.3
-3.060e-05,1.3
-3.056e-05,1.3
-3.052e-05,1.34
-3.048e-05,1.34
-3.044e-05,1.42
-3.040e-05,1.42
-3.036e-05,1.34
-3.032e-05,1.38
-3.028e-05,1.46
-3.024e-05,1.46
-3.020e-05,1.46
-3.016e-05,1.38
-3.012e-05,1.46
-3.008e-05,1.42
-3.004e-05,1.46
-3.000e-05,1.46
-2.996e-05,1.46
-2.992e-05,1.54
-2.988e-05,1.54
-2.984e-05,1.54
-2.980e-05,1.54
-2.976e-05,1.54
-2.972e-05,1.54
-2.968e-05,1.58
-2.964e-05,1.54
-2.960e-05,1.66
-2.956e-05,1.58
-2.952e-05,1.58
-2.948e-05,1.66
-2.944e-05,1.58
-2.940e-05,1.66
-2.936e-05,1.62
-2.932e-05,1.58
-2.928e-05,1.66
-2.924e-05,1.66
-2.920e-05,1.66
-2.916e-05,1.62
-2.912e-05,1.7
-2.908e-05,1.66
-2.904e-05,1.74
-2.900e-05,1.7
-2.896e-05,1.74
-2.892e-05,1.7
-2.888e-05,1.74
-2.884e-05,1.78
-2.880e-05,1.74
-2.876e-05,1.7
-2.872e-05,1.82
-2.868e-05,1.82
-2.864e-05,1.78
-2.860e-05,1.78
-2.856e-05,1.82
-2.852e-05,1.86
-2.848e-05,1.74
-2.844e-05,1.9
-2.840e-05,1.82
-2.836e-05,1.82
-2.832e-05,1.9
-2.828e-05,1.86
-2.824e-05,1.94
-2.820e-05,1.9
-2.816e-05,1.86
-2.812e-05,1.9
-2.808e-05,1.94
-2.804e-05,1.94
-2.800e-05,1.94
-2.796e-05,1.98
-2.792e-05,2.02
-2.788e-05,2.02
-2.784e-05,2.02
-2.780e-05,2.02
-2.776e-05,1.94
-2.772e-05,2.02
-2.768e-05,2.02
-2.764e-05,2.1
-2.760e-05,2.06
-2.756e-05,2.1
-2.752e-05,2.1
-2.748e-05,2.14
-2.744e-05,2.14
-2.740e-05,2.18
-2.736e-05,2.22
-2.732e-05,2.1
-2.728e-05,2.14
-2.724e-05,2.1
-2.720e-05,2.18
-2.716e-05,2.14
-2.712e-05,2.18
-2.708e-05,2.14
-2.704e-05,2.18
-2.700e-05,2.18
-2.696e-05,2.18
-2.692e-05,2.26
-2.688e-05,2.22
-2.684e-05,2.22
-2.680e-05,2.26
-2.676e-05,2.22
-2.672e-05,2.26
-2.668e-05,2.26
-2.664e-05,2.26
-2.660e-05,2.3
-2.656e-05,2.38
-2.652e-05,2.3
-2.648e-05,2.22
-2.644e-05,2.38
-2.640e-05,2.34
