Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
25.000000E+0,1.804513E+0,255.770892E-6,210.848750E-3,156.592425E-6,200.000000E+0
30.000000E+0,1.802947E+0,673.957528E-6,175.703250E-3,1.477814E-3,200.000000E+0
40.000000E+0,1.804150E+0,4.384176E-3,129.086750E-3,5.254501E-3,200.000000E+0
50.000000E+0,1.801590E+0,5.838343E-3,107.394775E-3,4.943879E-3,200.000000E+0
60.000000E+0,1.801100E+0,1.977498E-3,88.000825E-3,3.335179E-3,200.000000E+0
75.000000E+0,1.803223E+0,692.906018E-6,73.063750E-3,2.013186E-3,200.000000E+0
100.000000E+0,1.803172E+0,4.605586E-3,54.083575E-3,2.813432E-3,200.000000E+0
120.000000E+0,1.796045E+0,3.059792E-3,43.678275E-3,4.003639E-3,200.000000E+0
150.000000E+0,1.804095E+0,3.516508E-3,33.237825E-3,4.724822E-3,200.000000E+0
200.000000E+0,1.799503E+0,78.859054E-6,25.973450E-3,23.099946E-6,200.000000E+0
250.000000E+0,1.800118E+0,2.002803E-3,21.074550E-3,2.751524E-3,200.000000E+0
300.000000E+0,1.798265E+0,2.288171E-3,16.747525E-3,1.701516E-3,200.000000E+0
400.000000E+0,1.799115E+0,860.363295E-6,11.818625E-3,610.424551E-6,200.000000E+0
500.000000E+0,1.799080E+0,1.109211E-3,9.112020E-3,708.876532E-6,200.000000E+0
600.000000E+0,1.799550E+0,247.790233E-6,6.810875E-3,270.842021E-6,200.000000E+0
750.000000E+0,1.798790E+0,743.572458E-6,4.015862E-3,531.434238E-6,200.000000E+0
1.000000E+3,1.798785E+0,410.274298E-6,2.837752E-3,113.742609E-6,200.000000E+0
1.200000E+3,1.798802E+0,370.565447E-6,1.253840E-3,147.599933E-6,200.000000E+0
1.500000E+3,1.798662E+0,365.949110E-6,-768.214750E-6,187.225218E-6,200.000000E+0
2.000000E+3,1.797915E+0,68.007352E-6,-4.017438E-3,258.990771E-6,200.000000E+0
2.500000E+3,1.797907E+0,144.287041E-6,-6.086400E-3,64.325551E-6,200.000000E+0
3.000000E+3,1.797728E+0,81.662415E-6,-8.236200E-3,220.187405E-6,200.000000E+0
4.000000E+3,1.797878E+0,143.069040E-6,-10.258275E-3,162.800390E-6,200.000000E+0
5.000000E+3,1.796195E+0,318.786763E-6,-14.753800E-3,293.285876E-6,200.000000E+0
6.000000E+3,1.795205E+0,425.705297E-6,-17.458850E-3,794.707218E-6,200.000000E+0
7.500000E+3,1.794140E+0,145.773799E-6,-22.672500E-3,128.990407E-6,200.000000E+0
10.000000E+3,1.795375E+0,210.890967E-6,-27.407125E-3,193.961419E-6,200.000000E+0
12.000000E+3,1.789383E+0,131.029575E-6,-33.252325E-3,69.721782E-6,200.000000E+0
15.000000E+3,1.786528E+0,21.650623E-6,-39.242500E-3,252.757680E-6,200.000000E+0
20.000000E+3,1.793250E+0,122.678441E-6,-50.905125E-3,180.963441E-6,200.000000E+0
25.000000E+3,1.779432E+0,78.859051E-6,-54.840150E-3,190.348818E-6,200.000000E+0
30.000000E+3,1.777770E+0,75.828758E-6,-61.873500E-3,246.550472E-6,200.000000E+0
40.000000E+3,1.795645E+0,205.121916E-6,-98.775800E-3,146.795419E-6,200.000000E+0
50.000000E+3,1.779810E+0,98.742092E-6,-93.266375E-3,18.789808E-6,200.000000E+0
60.000000E+3,1.782430E+0,70.356236E-6,-111.900750E-3,155.369519E-6,200.000000E+0
75.000000E+3,1.785983E+0,122.346842E-6,-142.886250E-3,126.862869E-6,200.000000E+0
100.000000E+3,1.786405E+0,257.827461E-6,-199.054000E-3,236.614666E-6,200.000000E+0
120.000000E+3,1.783578E+0,223.201143E-6,-245.718250E-3,191.454139E-6,200.000000E+0
150.000000E+3,1.773328E+0,302.438009E-6,-315.549750E-3,156.622755E-6,200.000000E+0
200.000000E+3,1.754640E+0,83.666003E-6,-568.041250E-3,115.925353E-6,200.000000E+0
