time, Ch1, Ch2, Rm, I=Ch2/1000, V=Ch1-Ch2
-1.99600e-05, 0.240000, 0.100000, 1400.00, 0.000100000, 0.140000
-1.99200e-05, 0.400000, 0.100000, 3000.00, 0.000100000, 0.300000
-1.98800e-05, 0.720000, 0.180000, 3000.00, 0.000180000, 0.540000
-1.98400e-05, 0.800000, 0.260000, 2076.92, 0.000260000, 0.540000
-1.98000e-05, 0.800000, 0.380000, 1105.26, 0.000380000, 0.420000
-1.97600e-05, 0.880000, 0.340000, 1588.24, 0.000340000, 0.540000
-1.97200e-05, 1.04000, 0.420000, 1476.19, 0.000420000, 0.620000
-1.96800e-05, 1.36000, 0.420000, 2238.10, 0.000420000, 0.940000
-1.96400e-05, 1.44000, 0.580000, 1482.76, 0.000580000, 0.860000
-1.96000e-05, 1.52000, 0.620000, 1451.61, 0.000620000, 0.900000
-1.95600e-05, 1.76000, 0.660000, 1666.67, 0.000660000, 1.10000
-1.95200e-05, 1.76000, 0.660000, 1666.67, 0.000660000, 1.10000
-1.94800e-05, 1.92000, 0.780000, 1461.54, 0.000780000, 1.14000
-1.94400e-05, 2.08000, 0.820000, 1536.59, 0.000820000, 1.26000
-1.94000e-05, 2.08000, 0.980000, 1122.45, 0.000980000, 1.10000
-1.93600e-05, 2.24000, 1.06000, 1113.21, 0.00106000, 1.18000
-1.93200e-05, 2.48000, 1.06000, 1339.62, 0.00106000, 1.42000
-1.92800e-05, 2.56000, 1.10000, 1327.27, 0.00110000, 1.46000
-1.92400e-05, 2.56000, 1.14000, 1245.61, 0.00114000, 1.42000
-1.92000e-05, 2.72000, 1.18000, 1305.08, 0.00118000, 1.54000
-1.91600e-05, 2.88000, 1.30000, 1215.38, 0.00130000, 1.58000
-1.91200e-05, 3.12000, 1.38000, 1260.87, 0.00138000, 1.74000
-1.90800e-05, 3.12000, 1.54000, 1025.97, 0.00154000, 1.58000
-1.90400e-05, 3.36000, 1.46000, 1301.37, 0.00146000, 1.90000
-1.90000e-05, 3.36000, 1.58000, 1126.58, 0.00158000, 1.78000
-1.89600e-05, 3.44000, 1.58000, 1177.22, 0.00158000, 1.86000
-1.89200e-05, 3.68000, 1.66000, 1216.87, 0.00166000, 2.02000
-1.88800e-05, 3.76000, 1.70000, 1211.76, 0.00170000, 2.06000
-1.88400e-05, 3.92000, 1.82000, 1153.85, 0.00182000, 2.10000
-1.88000e-05, 4.00000, 1.86000, 1150.54, 0.00186000, 2.14000
-1.87600e-05, 4.16000, 1.90000, 1189.47, 0.00190000, 2.26000
-1.87200e-05, 4.32000, 1.98000, 1181.82, 0.00198000, 2.34000
-1.86800e-05, 4.56000, 2.10000, 1171.43, 0.00210000, 2.46000
-1.86400e-05, 4.40000, 2.26000, 946.903, 0.00226000, 2.14000
-1.86000e-05, 4.72000, 2.26000, 1088.50, 0.00226000, 2.46000
-1.85600e-05, 4.80000, 2.34000, 1051.28, 0.00234000, 2.46000
-1.85200e-05, 4.96000, 2.46000, 1016.26, 0.00246000, 2.50000
