time, Ch1, Ch2, Rm, I=Ch2/2000, V=Ch1-Ch2
-1.72000e-05, 3.50000, 2.26000, 1097.35, 0.00113000, 1.24000
-1.71600e-05, 3.46000, 2.24000, 1089.29, 0.00112000, 1.22000
-1.71200e-05, 3.54000, 2.26000, 1132.74, 0.00113000, 1.28000
-1.70800e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.70400e-05, 3.50000, 2.24000, 1125.00, 0.00112000, 1.26000
-1.70000e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.69600e-05, 3.54000, 2.28000, 1105.26, 0.00114000, 1.26000
-1.69200e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.68800e-05, 3.54000, 2.26000, 1132.74, 0.00113000, 1.28000
-1.68400e-05, 3.58000, 2.26000, 1168.14, 0.00113000, 1.32000
-1.68000e-05, 3.46000, 2.30000, 1008.70, 0.00115000, 1.16000
-1.67600e-05, 3.54000, 2.28000, 1105.26, 0.00114000, 1.26000
-1.67200e-05, 3.50000, 2.30000, 1043.48, 0.00115000, 1.20000
-1.66800e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.66400e-05, 3.46000, 2.28000, 1035.09, 0.00114000, 1.18000
-1.66000e-05, 3.54000, 2.32000, 1051.72, 0.00116000, 1.22000
-1.65600e-05, 3.50000, 2.32000, 1017.24, 0.00116000, 1.18000
-1.65200e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.64800e-05, 3.54000, 2.30000, 1078.26, 0.00115000, 1.24000
-1.64400e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.64000e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.63600e-05, 3.58000, 2.28000, 1140.35, 0.00114000, 1.30000
-1.63200e-05, 3.50000, 2.30000, 1043.48, 0.00115000, 1.20000
-1.62800e-05, 3.46000, 2.30000, 1008.70, 0.00115000, 1.16000
-1.62400e-05, 3.54000, 2.28000, 1105.26, 0.00114000, 1.26000
-1.62000e-05, 3.46000, 2.28000, 1035.09, 0.00114000, 1.18000
-1.61600e-05, 3.54000, 2.26000, 1132.74, 0.00113000, 1.28000
-1.61200e-05, 3.54000, 2.26000, 1132.74, 0.00113000, 1.28000
-1.60800e-05, 3.54000, 2.30000, 1078.26, 0.00115000, 1.24000
-1.60400e-05, 3.54000, 2.30000, 1078.26, 0.00115000, 1.24000
-1.60000e-05, 3.50000, 2.30000, 1043.48, 0.00115000, 1.20000
-1.59600e-05, 3.50000, 2.30000, 1043.48, 0.00115000, 1.20000
-1.59200e-05, 3.58000, 2.32000, 1086.21, 0.00116000, 1.26000
-1.58800e-05, 3.54000, 2.32000, 1051.72, 0.00116000, 1.22000
-1.58400e-05, 3.50000, 2.32000, 1017.24, 0.00116000, 1.18000
-1.58000e-05, 3.58000, 2.30000, 1113.04, 0.00115000, 1.28000
-1.57600e-05, 3.58000, 2.32000, 1086.21, 0.00116000, 1.26000
-1.57200e-05, 3.54000, 2.28000, 1105.26, 0.00114000, 1.26000
-1.56800e-05, 3.46000, 2.28000, 1035.09, 0.00114000, 1.18000
-1.56400e-05, 3.58000, 2.32000, 1086.21, 0.00116000, 1.26000
-1.56000e-05, 3.58000, 2.28000, 1140.35, 0.00114000, 1.30000
-1.55600e-05, 3.58000, 2.32000, 1086.21, 0.00116000, 1.26000
-1.55200e-05, 3.62000, 2.32000, 1120.69, 0.00116000, 1.30000
-1.54800e-05, 3.50000, 2.32000, 1017.24, 0.00116000, 1.18000
-1.54400e-05, 3.50000, 2.32000, 1017.24, 0.00116000, 1.18000
-1.54000e-05, 3.46000, 2.32000, 982.759, 0.00116000, 1.14000
-1.53600e-05, 3.54000, 2.30000, 1078.26, 0.00115000, 1.24000
-1.53200e-05, 3.46000, 2.34000, 957.265, 0.00117000, 1.12000
-1.52800e-05, 3.46000, 2.30000, 1008.70, 0.00115000, 1.16000
-1.52400e-05, 3.58000, 2.28000, 1140.35, 0.00114000, 1.30000
-1.52000e-05, 3.54000, 2.28000, 1105.26, 0.00114000, 1.26000
-1.51600e-05, 3.54000, 2.32000, 1051.72, 0.00116000, 1.22000
-1.51200e-05, 3.54000, 2.32000, 1051.72, 0.00116000, 1.22000
-1.50800e-05, 3.46000, 2.32000, 982.759, 0.00116000, 1.14000
-1.50400e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.50000e-05, 3.54000, 2.30000, 1078.26, 0.00115000, 1.24000
-1.49600e-05, 3.50000, 2.30000, 1043.48, 0.00115000, 1.20000
-1.49200e-05, 3.58000, 2.32000, 1086.21, 0.00116000, 1.26000
-1.48800e-05, 3.46000, 2.30000, 1008.70, 0.00115000, 1.16000
-1.48400e-05, 3.46000, 2.36000, 932.204, 0.00118000, 1.10000
-1.48000e-05, 3.58000, 2.32000, 1086.21, 0.00116000, 1.26000
-1.47600e-05, 3.58000, 2.32000, 1086.21, 0.00116000, 1.26000
-1.47200e-05, 3.42000, 2.30000, 973.913, 0.00115000, 1.12000
-1.46800e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.46400e-05, 3.58000, 2.32000, 1086.21, 0.00116000, 1.26000
-1.46000e-05, 3.46000, 2.32000, 982.759, 0.00116000, 1.14000
-1.45600e-05, 3.58000, 2.30000, 1113.04, 0.00115000, 1.28000
-1.45200e-05, 3.42000, 2.28000, 1000.00, 0.00114000, 1.14000
-1.44800e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.44400e-05, 3.54000, 2.32000, 1051.72, 0.00116000, 1.22000
-1.44000e-05, 3.42000, 2.32000, 948.276, 0.00116000, 1.10000
-1.43600e-05, 3.58000, 2.28000, 1140.35, 0.00114000, 1.30000
-1.43200e-05, 3.54000, 2.30000, 1078.26, 0.00115000, 1.24000
-1.42800e-05, 3.58000, 2.28000, 1140.35, 0.00114000, 1.30000
-1.42400e-05, 3.54000, 2.34000, 1025.64, 0.00117000, 1.20000
-1.42000e-05, 3.46000, 2.30000, 1008.70, 0.00115000, 1.16000
-1.41600e-05, 3.50000, 2.28000, 1070.18, 0.00114000, 1.22000
-1.41200e-05, 3.50000, 2.30000, 1043.48, 0.00115000, 1.20000
-1.40800e-05, 3.58000, 2.28000, 1140.35, 0.00114000, 1.30000
-1.40400e-05, 3.54000, 2.28000, 1105.26, 0.00114000, 1.26000
