time, Ch1, Ch2, Rm, I=Ch2/200, V=Ch1-Ch2
-1.52000e-06, 0.880000, 0.170000, 835.294, 0.000850000, 0.710000
-1.48000e-06, 0.960000, 0.170000, 929.412, 0.000850000, 0.790000
-1.44000e-06, 1.44000, 0.270000, 866.667, 0.00135000, 1.17000
-1.40000e-06, 1.44000, 0.350000, 622.857, 0.00175000, 1.09000
-1.36000e-06, 1.60000, 0.310000, 832.258, 0.00155000, 1.29000
-1.32000e-06, 1.92000, 0.430000, 693.023, 0.00215000, 1.49000
-1.28000e-06, 2.24000, 0.390000, 948.718, 0.00195000, 1.85000
-1.24000e-06, 2.48000, 0.470000, 855.319, 0.00235000, 2.01000
-1.20000e-06, 2.56000, 0.550000, 730.909, 0.00275000, 2.01000
-1.16000e-06, 2.88000, 0.550000, 847.273, 0.00275000, 2.33000
-1.12000e-06, 3.28000, 0.670000, 779.104, 0.00335000, 2.61000
-1.08000e-06, 3.36000, 0.710000, 746.479, 0.00355000, 2.65000
-1.04000e-06, 3.68000, 0.670000, 898.507, 0.00335000, 3.01000
-1.00000e-06, 4.00000, 0.850000, 741.176, 0.00425000, 3.15000
-9.60000e-07, 3.92000, 0.870000, 701.149, 0.00435000, 3.05000
-9.20000e-07, 4.32000, 0.850000, 816.471, 0.00425000, 3.47000
-8.80000e-07, 4.64000, 0.910000, 819.780, 0.00455000, 3.73000
-8.40000e-07, 4.80000, 0.910000, 854.945, 0.00455000, 3.89000
-8.00000e-07, 5.12000, 1.01000, 813.861, 0.00505000, 4.11000
-7.60000e-07, 5.20000, 1.09000, 754.128, 0.00545000, 4.11000
-7.20000e-07, 5.36000, 1.07000, 801.869, 0.00535000, 4.29000
-6.80000e-07, 5.68000, 1.19000, 754.622, 0.00595000, 4.49000
-6.40000e-07, 6.00000, 1.23000, 775.610, 0.00615000, 4.77000
-6.00000e-07, 6.24000, 1.23000, 814.634, 0.00615000, 5.01000
-5.60000e-07, 6.56000, 1.31000, 801.527, 0.00655000, 5.25000
-5.20000e-07, 6.48000, 1.39000, 732.374, 0.00695000, 5.09000
-4.80000e-07, 6.80000, 1.37000, 792.701, 0.00685000, 5.43000
-4.40000e-07, 7.04000, 1.49000, 744.966, 0.00745000, 5.55000
-4.00000e-07, 7.36000, 1.45000, 815.172, 0.00725000, 5.91000
-3.60000e-07, 7.52000, 1.55000, 770.323, 0.00775000, 5.97000
-3.20000e-07, 8.00000, 1.63000, 781.595, 0.00815000, 6.37000
-2.80000e-07, 8.00000, 1.65000, 769.697, 0.00825000, 6.35000
-2.40000e-07, 8.24000, 1.67000, 786.826, 0.00835000, 6.57000
-2.00000e-07, 8.40000, 1.77000, 749.153, 0.00885000, 6.63000
-1.60000e-07, 8.80000, 1.75000, 805.714, 0.00875000, 7.05000
-1.20000e-07, 8.96000, 1.83000, 779.235, 0.00915000, 7.13000
-8.00000e-08, 9.20000, 1.93000, 753.368, 0.00965000, 7.27000
-4.00000e-08, 9.36000, 1.93000, 769.948, 0.00965000, 7.43000
-3.12300e-19, 9.44000, 2.01000, 739.303, 0.0100500, 7.43000
4.00000e-08, 9.44000, 1.93000, 778.238, 0.00965000, 7.51000
8.00000e-08, 9.52000, 1.93000, 786.529, 0.00965000, 7.59000
1.20000e-07, 9.68000, 1.95000, 792.821, 0.00975000, 7.73000
1.60000e-07, 9.36000, 1.93000, 769.948, 0.00965000, 7.43000
2.00000e-07, 9.44000, 1.99000, 748.744, 0.00995000, 7.45000
2.40000e-07, 9.52000, 1.99000, 756.784, 0.00995000, 7.53000
2.80000e-07, 9.44000, 1.97000, 758.376, 0.00985000, 7.47000
3.20000e-07, 9.44000, 1.97000, 758.376, 0.00985000, 7.47000
3.60000e-07, 9.44000, 1.95000, 768.205, 0.00975000, 7.49000
4.00000e-07, 9.44000, 1.97000, 758.376, 0.00985000, 7.47000
4.40000e-07, 9.36000, 1.95000, 760.000, 0.00975000, 7.41000
4.80000e-07, 9.44000, 1.95000, 768.205, 0.00975000, 7.49000
5.20000e-07, 8.96000, 1.93000, 728.497, 0.00965000, 7.03000
5.60000e-07, 8.32000, 1.61000, 833.540, 0.00805000, 6.71000
6.00000e-07, 8.16000, 1.51000, 880.795, 0.00755000, 6.65000
6.40000e-07, 7.44000, 1.55000, 760.000, 0.00775000, 5.89000
6.80000e-07, 6.80000, 1.15000, 982.609, 0.00575000, 5.65000
7.20000e-07, 6.16000, 1.17000, 852.991, 0.00585000, 4.99000
7.60000e-07, 5.44000, 0.950000, 945.263, 0.00475000, 4.49000
8.00000e-07, 5.28000, 0.830000, 1072.29, 0.00415000, 4.45000
8.40000e-07, 4.64000, 0.790000, 974.683, 0.00395000, 3.85000
8.80000e-07, 3.92000, 0.490000, 1400.00, 0.00245000, 3.43000
9.20000e-07, 3.12000, 0.590000, 857.627, 0.00295000, 2.53000
9.60000e-07, 2.40000, 0.290000, 1455.17, 0.00145000, 2.11000
1.00000e-06, 1.84000, 0.130000, 2630.77, 0.000650000, 1.71000
1.04000e-06, 1.60000, 0.0700000, 4371.43, 0.000350000, 1.53000
