Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Offset (cm),Long Offset Std Dev,Long Algorithm,Long Reg Fit,Long Reg Factor,Trans Moment (emu),Trans Scan Std Dev,Trans Offset (cm),Trans Offset Std Dev,Trans Algorithm,Trans Reg Fit,Trans Reg Factor,Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Offset [w/o ABS] (cm),Long Offset Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Offset [w/o ABS] (cm),Trans Offset Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],RSO Position (deg),Amplitude (cm),Frequency,Cycles to Average,Scans per Measurement,Delta Temp (K),Error,EC Comp. Running,Using ABS
1717114553,,1.00E+03,1.76E+02,1.92E-04,1.28E-07,-2.68E-02,4.82E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.32E-01,0,,0
1717114571,,1.00E+03,1.76E+02,1.93E-04,8.20E-08,-2.67E-02,1.11E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.67E-01,0,,0
1717114590,,1.00E+03,1.75E+02,1.93E-04,9.40E-08,-2.65E-02,3.11E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.30E-01,0,,0
1717114608,,1.00E+03,1.74E+02,1.93E-04,6.81E-08,-2.64E-02,6.73E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.05E-01,0,,0
1717114628,,1.00E+03,1.74E+02,1.93E-04,5.98E-08,-2.62E-02,5.67E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.96E-01,0,,0
1717114646,,1.00E+03,1.73E+02,1.93E-04,6.30E-08,-2.61E-02,5.23E-07,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.87E-01,0,,0
1717114665,,1.00E+03,1.72E+02,1.94E-04,5.94E-08,-2.59E-02,1.20E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.15E-01,0,,0
1717114683,,1.00E+03,1.72E+02,1.94E-04,2.46E-08,-2.57E-02,3.99E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.28E-01,0,,0
1717114702,,1.00E+03,1.71E+02,1.94E-04,3.11E-08,-2.56E-02,3.24E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.19E-01,0,,0
1717114721,,1.00E+03,1.71E+02,1.94E-04,4.10E-08,-2.55E-02,3.08E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.89E-01,0,,0
1717114739,,1.00E+03,1.70E+02,1.94E-04,2.97E-08,-2.53E-02,1.30E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.28E-01,0,,0
1717114757,,1.00E+03,1.70E+02,1.94E-04,9.21E-09,-2.52E-02,2.37E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.03E-01,0,,0
1717114776,,1.00E+03,1.69E+02,1.94E-04,1.79E-08,-2.51E-02,7.38E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.84E-01,0,,0
1717114794,,1.00E+03,1.68E+02,1.94E-04,2.13E-08,-2.49E-02,7.79E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.81E-01,0,,0
1717114812,,1.00E+03,1.68E+02,1.94E-04,7.16E-09,-2.47E-02,1.55E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.98E-01,0,,0
1717114830,,1.00E+03,1.67E+02,1.94E-04,9.26E-10,-2.47E-02,2.82E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.40E-01,0,,0
1717114850,,1.00E+03,1.67E+02,1.94E-04,4.02E-09,-2.45E-02,1.85E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.36E-01,0,,0
1717114868,,1.00E+03,1.66E+02,1.94E-04,1.37E-09,-2.44E-02,9.89E-06,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717114886,,1.00E+03,1.65E+02,1.94E-04,3.57E-08,-2.41E-02,2.46E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717114904,,1.00E+03,1.65E+02,1.94E-04,3.33E-08,-2.40E-02,8.71E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.39E-01,0,,0
1717114924,,1.00E+03,1.64E+02,1.94E-04,2.54E-08,-2.39E-02,8.29E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.06E-01,0,,0
1717114942,,1.00E+03,1.64E+02,1.94E-04,5.89E-08,-2.38E-02,7.47E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717114959,,1.00E+03,1.63E+02,1.94E-04,3.11E-08,-2.36E-02,4.99E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.03E-01,0,,0
1717114976,,1.00E+03,1.63E+02,1.94E-04,4.60E-08,-2.35E-02,5.65E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.14E-01,0,,0
1717114997,,1.00E+03,1.62E+02,1.93E-04,4.76E-08,-2.33E-02,1.27E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.98E-01,0,,0
1717115014,,1.00E+03,1.61E+02,1.93E-04,2.68E-08,-2.31E-02,2.36E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717115033,,1.00E+03,1.61E+02,1.93E-04,3.11E-08,-2.31E-02,9.44E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717115050,,1.00E+03,1.60E+02,1.93E-04,5.78E-08,-2.29E-02,1.12E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.51E-01,0,,0
1717115070,,1.00E+03,1.60E+02,1.93E-04,6.95E-08,-2.27E-02,1.35E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.37E-01,0,,0
1717115095,,1.00E+03,1.59E+02,1.93E-04,3.23E-08,-2.24E-02,6.55E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.09E-01,0,,0
1717115113,,1.00E+03,1.58E+02,1.92E-04,3.76E-08,-2.24E-02,9.64E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.41E-01,0,,0
1717115132,,1.00E+03,1.58E+02,1.92E-04,8.30E-08,-2.22E-02,4.52E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.70E-01,0,,0
1717115150,,1.00E+03,1.57E+02,1.92E-04,7.00E-08,-2.20E-02,1.63E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.42E-01,0,,0
1717115168,,1.00E+03,1.56E+02,1.92E-04,7.07E-08,-2.20E-02,1.35E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717115187,,1.00E+03,1.56E+02,1.91E-04,4.01E-08,-2.18E-02,7.43E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.12E-01,0,,0
1717115206,,1.00E+03,1.55E+02,1.91E-04,8.52E-08,-2.15E-02,1.83E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717115224,,1.00E+03,1.55E+02,1.91E-04,7.43E-08,-2.15E-02,6.43E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.70E-01,0,,0
1717115242,,1.00E+03,1.54E+02,1.91E-04,7.06E-08,-2.13E-02,6.46E-06,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.43E-01,0,,0
1717115261,,1.00E+03,1.53E+02,1.90E-04,8.79E-08,-2.12E-02,4.72E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.05E-01,0,,0
1717115279,,1.00E+03,1.53E+02,1.90E-04,6.58E-08,-2.09E-02,2.00E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.01E-01,0,,0
1717115297,,1.00E+03,1.52E+02,1.90E-04,9.82E-08,-2.09E-02,1.07E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.72E-01,0,,0
1717115315,,1.00E+03,1.52E+02,1.90E-04,8.97E-08,-2.07E-02,8.85E-07,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.19E-01,0,,0
1717115333,,1.00E+03,1.51E+02,1.89E-04,1.01E-07,-2.06E-02,8.15E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.48E-01,0,,0
1717115352,,1.00E+03,1.51E+02,1.89E-04,1.05E-07,-2.04E-02,1.55E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.74E-01,0,,0
1717115371,,1.00E+03,1.50E+02,1.89E-04,1.05E-07,-2.02E-02,9.68E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717115389,,1.00E+03,1.49E+02,1.89E-04,1.03E-07,-2.01E-02,7.04E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.23E-01,0,,0
1717115407,,1.00E+03,1.49E+02,1.88E-04,1.05E-07,-2.01E-02,5.17E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.79E-01,0,,0
1717115426,,1.00E+03,1.48E+02,1.88E-04,1.02E-07,-1.98E-02,6.96E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.19E-01,0,,0
1717115443,,1.00E+03,1.48E+02,1.88E-04,7.74E-08,-1.97E-02,4.06E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.27E-01,0,,0
1717115462,,1.00E+03,1.47E+02,1.88E-04,1.02E-07,-1.95E-02,1.22E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.23E-01,0,,0
1717115480,,1.00E+03,1.46E+02,1.87E-04,8.80E-08,-1.94E-02,1.03E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.26E-01,0,,0
1717115499,,1.00E+03,1.46E+02,1.87E-04,8.64E-08,-1.91E-02,1.90E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.29E-01,0,,0
1717115516,,1.00E+03,1.45E+02,1.87E-04,5.97E-08,-1.91E-02,5.29E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.99E-01,0,,0
1717115535,,1.00E+03,1.45E+02,1.86E-04,1.01E-07,-1.90E-02,3.95E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.02E-01,0,,0
1717115553,,1.00E+03,1.44E+02,1.86E-04,8.82E-08,-1.87E-02,1.99E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.32E-01,0,,0
1717115574,,1.00E+03,1.43E+02,1.86E-04,1.25E-07,-1.86E-02,7.69E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.39E-01,0,,0
1717115592,,1.00E+03,1.43E+02,1.85E-04,8.64E-08,-1.84E-02,7.34E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.37E-01,0,,0
1717115610,,1.00E+03,1.42E+02,1.85E-04,1.17E-07,-1.84E-02,4.23E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.04E-01,0,,0
1717115629,,1.00E+03,1.42E+02,1.85E-04,1.25E-07,-1.81E-02,1.37E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717115648,,1.00E+03,1.41E+02,1.84E-04,1.10E-07,-1.80E-02,8.65E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.99E-01,0,,0
1717115666,,1.00E+03,1.40E+02,1.84E-04,1.08E-07,-1.78E-02,4.61E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.45E-01,0,,0
1717115684,,1.00E+03,1.40E+02,1.84E-04,1.14E-07,-1.77E-02,1.21E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.05E-01,0,,0
1717115702,,1.00E+03,1.39E+02,1.83E-04,1.10E-07,-1.75E-02,1.67E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.11E-01,0,,0
1717115722,,1.00E+03,1.39E+02,1.83E-04,1.37E-07,-1.75E-02,1.47E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.99E-01,0,,0
1717115741,,1.00E+03,1.38E+02,1.82E-04,1.29E-07,-1.72E-02,1.31E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.95E-01,0,,0
1717115760,,1.00E+03,1.37E+02,1.82E-04,1.13E-07,-1.71E-02,2.72E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.32E-01,0,,0
1717115779,,1.00E+03,1.37E+02,1.82E-04,1.21E-07,-1.69E-02,3.22E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.34E-01,0,,0
1717115798,,1.00E+03,1.36E+02,1.81E-04,1.09E-07,-1.67E-02,5.97E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.39E-01,0,,0
1717115816,,1.00E+03,1.36E+02,1.81E-04,1.42E-07,-1.66E-02,6.64E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.65E-01,0,,0
1717115834,,1.00E+03,1.35E+02,1.80E-04,1.30E-07,-1.65E-02,6.67E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.40E-01,0,,0
1717115852,,1.00E+03,1.34E+02,1.80E-04,1.41E-07,-1.63E-02,2.21E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.06E-01,0,,0
1717115870,,1.00E+03,1.34E+02,1.80E-04,1.15E-07,-1.62E-02,1.92E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.14E-01,0,,0
1717115889,,1.00E+03,1.33E+02,1.79E-04,1.22E-07,-1.60E-02,4.13E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.87E-01,0,,0
1717115907,,1.00E+03,1.33E+02,1.79E-04,1.18E-07,-1.59E-02,1.38E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.43E-01,0,,0
1717115926,,1.00E+03,1.32E+02,1.79E-04,1.16E-07,-1.57E-02,5.39E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.10E-01,0,,0
1717115945,,1.00E+03,1.31E+02,1.78E-04,1.35E-07,-1.55E-02,4.49E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.21E-01,0,,0
1717115963,,1.00E+03,1.31E+02,1.78E-04,1.23E-07,-1.54E-02,6.73E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.92E-01,0,,0
1717115982,,1.00E+03,1.30E+02,1.77E-04,1.24E-07,-1.51E-02,1.33E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.27E-01,0,,0
1717115999,,1.00E+03,1.30E+02,1.77E-04,1.17E-07,-1.51E-02,2.34E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.22E-01,0,,0
1717116018,,1.00E+03,1.29E+02,1.77E-04,1.27E-07,-1.49E-02,7.78E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.18E-01,0,,0
1717116037,,1.00E+03,1.28E+02,1.76E-04,1.01E-07,-1.48E-02,1.83E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.86E-01,0,,0
1717116055,,1.00E+03,1.28E+02,1.76E-04,1.26E-07,-1.46E-02,1.90E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.67E-01,0,,0
1717116074,,1.00E+03,1.27E+02,1.76E-04,9.18E-08,-1.44E-02,9.85E-06,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.07E-01,0,,0
1717116094,,1.00E+03,1.27E+02,1.75E-04,8.74E-08,-1.42E-02,1.12E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.81E-01,0,,0
1717116112,,1.00E+03,1.26E+02,1.75E-04,9.07E-08,-1.42E-02,1.50E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.46E-01,0,,0
1717116129,,1.00E+03,1.25E+02,1.75E-04,8.77E-08,-1.40E-02,4.13E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.12E-01,0,,0
1717116148,,1.00E+03,1.25E+02,1.75E-04,7.77E-08,-1.39E-02,1.16E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,6.01E-01,0,,0
1717116167,,1.00E+03,1.24E+02,1.74E-04,5.81E-08,-1.36E-02,7.06E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.89E-01,0,,0
1717116185,,1.00E+03,1.24E+02,1.74E-04,8.71E-08,-1.35E-02,6.24E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.29E-01,0,,0
1717116203,,1.00E+03,1.23E+02,1.74E-04,5.91E-08,-1.33E-02,3.16E-06,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.27E-01,0,,0
1717116221,,1.00E+03,1.22E+02,1.74E-04,5.74E-08,-1.31E-02,4.31E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.86E-01,0,,0
1717116241,,1.00E+03,1.22E+02,1.74E-04,3.21E-08,-1.30E-02,1.96E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.38E-01,0,,0
1717116260,,1.00E+03,1.21E+02,1.74E-04,1.85E-08,-1.29E-02,1.22E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.33E-01,0,,0
1717116278,,1.00E+03,1.21E+02,1.74E-04,4.07E-09,-1.26E-02,7.88E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.39E-01,0,,0
1717116296,,1.00E+03,1.20E+02,1.74E-04,1.27E-08,-1.25E-02,9.37E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.31E-01,0,,0
1717116315,,1.00E+03,1.19E+02,1.74E-04,2.27E-08,-1.22E-02,7.30E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.94E-01,0,,0
1717116333,,1.00E+03,1.19E+02,1.74E-04,2.48E-08,-1.21E-02,1.23E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.33E-01,0,,0
1717116353,,1.00E+03,1.18E+02,1.74E-04,3.34E-08,-1.18E-02,1.65E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.33E-01,0,,0
1717116372,,1.00E+03,1.18E+02,1.74E-04,2.69E-08,-1.16E-02,3.39E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.97E-01,0,,0
1717116390,,1.00E+03,1.17E+02,1.74E-04,4.06E-08,-1.15E-02,8.89E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.37E-01,0,,0
1717116408,,1.00E+03,1.16E+02,1.74E-04,5.59E-08,-1.14E-02,1.32E-04,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.40E-01,0,,0
1717116425,,1.00E+03,1.16E+02,1.74E-04,5.88E-08,-1.10E-02,2.48E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.76E-01,0,,0
1717116444,,1.00E+03,1.15E+02,1.74E-04,6.82E-08,-1.10E-02,7.92E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.44E-01,0,,0
1717116463,,1.00E+03,1.15E+02,1.75E-04,7.14E-08,-1.07E-02,1.67E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.38E-01,0,,0
1717116480,,1.00E+03,1.14E+02,1.75E-04,6.36E-08,-1.06E-02,8.12E-06,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.05E-01,0,,0
1717116498,,1.00E+03,1.13E+02,1.75E-04,4.14E-08,-1.04E-02,8.70E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.02E-01,0,,0
1717116516,,1.00E+03,1.13E+02,1.75E-04,1.19E-08,-1.02E-02,1.04E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.04E-01,0,,0
1717116535,,1.00E+03,1.12E+02,1.75E-04,3.53E-08,-1.01E-02,1.15E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717116567,,1.00E+03,1.11E+02,1.75E-04,3.35E-08,-9.77E-03,1.57E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.12E-01,0,,0
1717116586,,1.00E+03,1.11E+02,1.75E-04,3.93E-08,-9.60E-03,4.59E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717116605,,1.00E+03,1.10E+02,1.76E-04,5.55E-08,-9.50E-03,5.58E-07,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.47E-01,0,,0
1717116623,,1.00E+03,1.09E+02,1.76E-04,4.96E-08,-9.32E-03,1.61E-05,3,9.89E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717116640,,1.00E+03,1.09E+02,1.76E-04,4.38E-08,-9.30E-03,1.12E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.44E-01,0,,0
1717116659,,1.00E+03,1.08E+02,1.76E-04,3.01E-08,-9.24E-03,5.22E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.10E-01,0,,0
1717116678,,1.00E+03,1.08E+02,1.76E-04,7.01E-09,-9.15E-03,1.02E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.03E-01,0,,0
1717116696,,1.00E+03,1.07E+02,1.76E-04,5.21E-08,-9.22E-03,1.37E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.13E-01,0,,0
1717116714,,1.00E+03,1.06E+02,1.76E-04,6.45E-08,-9.22E-03,5.02E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.08E-01,0,,0
1717116733,,1.00E+03,1.06E+02,1.76E-04,7.66E-08,-9.18E-03,7.04E-05,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,4.69E-01,0,,0
1717116751,,1.00E+03,1.05E+02,1.77E-04,9.94E-09,-9.07E-03,1.08E-04,3,9.90E-01,1.80E+00,,,,,,,,,,,,,,,,,,0,4.00E+00,1.00E+00,4,2,5.16E-01,0,,0
