Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	N	W	Rrem-Ro/Ro	t-to	t-tor	dW/dt	dW/dt-tor	S_dW	WR	T	U	V
318.80	300.00	0.30090	0.030300	9930.7	9718.4	0.030900	0.30030	0.0100000	40.000	479.00	9816.5	-0.015287	316.25	275.90	9.9778	9.9778	8.0241	9816.5			
320.12	300.00	0.29990	0.030000	9996.7	10098	0.029700	0.29990	0.0100000	40.000	480.00	9818.4	-0.015101	317.57	277.22	6.1123	6.1123	11.219	9818.4			
321.44	300.00	0.30050	0.031100	9662.4	10135	0.029600	0.30000	0.0100000	40.000	481.00	9826.3	-0.014303	318.89	278.54	9.8151	9.8151	14.651	9826.3			
322.76	300.00	0.30050	0.032300	9303.4	10153	0.029500	0.29950	0.0100000	40.000	482.00	9828.4	-0.014091	320.21	279.86	21.068	21.068	18.122	9828.4			
324.08	300.00	0.29970	0.029500	10159	10214	0.029500	0.30130	0.0100000	40.000	483.00	9876.3	-0.0092891	321.53	281.19	26.284	26.284	20.023	9876.3			
325.40	300.00	0.30050	0.032100	9361.4	9146.3	0.032800	0.30000	0.0100000	40.000	484.00	9932.5	-0.0036494	322.85	282.51	27.332	27.332	18.501	9932.5			
326.72	300.00	0.30070	0.032500	9252.3	10201	0.029400	0.29990	0.0100000	40.000	485.00	9947.9	-0.0021094	324.18	283.83	15.617	15.617	11.838	9947.9			
328.05	300.00	0.29880	0.028100	10633	9268.5	0.032400	0.30030	0.0100000	40.000	486.00	9973.2	0.00042872	325.50	285.15	2.2033	2.2033	4.5429	9973.2			
329.37	300.00	0.30030	0.031200	9625.0	9695.8	0.030900	0.29960	0.0100000	40.000	487.00	9959.1	-0.00097977	326.82	286.47	-12.249	-12.249	-1.1837	9959.1			
330.69	300.00	0.30100	0.030000	10033	10094	0.029700	0.29980	0.0100000	40.000	488.00	9941.4	-0.0027541	328.14	287.79	-10.189	-10.189	-3.1047	9941.4			
332.01	300.00	0.30020	0.030200	9940.4	9983.3	0.030000	0.29950	0.0100000	40.000	489.00	9882.8	-0.0086347	329.46	289.11	-1.3008	-1.3008	-1.9468	9882.8			
333.33	300.00	0.30000	0.032200	9316.8	9807.8	0.030700	0.30110	0.0100000	40.000	490.00	9944.0	-0.0024955	330.78	290.43	6.0119	6.0119	-0.95547	9944.0			
334.65	300.00	0.30050	0.031100	9662.4	9784.3	0.030600	0.29940	0.0100000	40.000	491.00	9949.3	-0.0019708	332.10	291.76	7.9927	7.9927	-0.60336	9949.3			
335.97	300.00	0.30070	0.030000	10023	9332.3	0.032200	0.30050	0.0100000	40.000	492.00	9947.9	-0.0021017	333.42	293.08	-7.2920	-7.2920	-2.5570	9947.9			
337.29	300.00	0.29990	0.031900	9401.3	10410	0.028800	0.29980	0.0100000	40.000	493.00	9933.7	-0.0035352	334.75	294.40	-8.4286	-8.4286	-4.5629	9933.7			
338.61	300.00	0.29930	0.032400	9237.7	10824	0.027800	0.30090	0.0100000	40.000	494.00	9903.6	-0.0065456	336.07	295.72	-11.069	-11.069	-5.1417	9903.6			
339.94	300.00	0.29940	0.030600	9784.3	9891.1	0.030300	0.29970	0.0100000	40.000	495.00	9915.7	-0.0053339	337.39	297.04	-4.0175	-4.0175	-2.2192	9915.7			
341.26	300.00	0.29910	0.028900	10349	10023	0.029900	0.29970	0.0100000	40.000	496.00	9883.8	-0.0085369	338.71	298.36	5.0988	5.0988	1.2804	9883.8			
342.58	300.00	0.30100	0.030900	9741.1	9563.7	0.031400	0.30030	0.0100000	40.000	497.00	9917.0	-0.0052014	340.03	299.68	7.3202	7.3202	5.1684	9917.0			
343.90	300.00	0.29970	0.030100	9956.8	9493.7	0.031600	0.30000	0.0100000	40.000	498.00	9936.7	-0.0032337	341.35	301.00	9.0698	9.0698	6.7366	9936.7			
345.22	300.00	0.30140	0.030100	10013	9703.2	0.031000	0.30080	0.0100000	40.000	499.00	9937.6	-0.0031354	342.67	302.32	8.3708	8.3708	6.3438	9937.6			
346.54	300.00	0.29990	0.028800	10413	11004	0.027300	0.30040	0.0100000	40.000	500.00	9933.4	-0.0035603	343.99	303.65	3.8232	3.8232	4.0137	9933.4			
347.86	300.00	0.29990	0.028100	10673	10207	0.029400	0.30010	0.0100000	40.000	501.00	9974.0	0.00050836	345.31	304.97	3.1348	3.1348	-1.6194	9974.0			
349.18	300.00	0.30080	0.029900	10060	10108	0.029700	0.30020	0.0100000	40.000	502.00	9943.8	-0.0025223	346.64	306.29	-4.3303	-4.3303	-7.8731	9943.8			
350.50	300.00	0.30080	0.032600	9227.0	9852.5	0.030500	0.30050	0.0100000	40.000	503.00	9953.2	-0.0015771	347.96	307.61	-19.095	-19.095	-13.331	9953.2			
351.83	300.00	0.30060	0.029800	10087	9583.3	0.031200	0.29900	0.0100000	40.000	504.00	9915.2	-0.0053868	349.28	308.93	-22.898	-22.898	-17.771	9915.2			
353.15	300.00	0.29980	0.031300	9578.3	9400.0	0.032000	0.30080	0.0100000	40.000	505.00	9862.1	-0.010713	350.60	310.25	-23.465	-23.465	-18.427	9862.1			
354.47	300.00	0.30020	0.031300	9591.1	9530.2	0.031500	0.30020	0.0100000	40.000	506.00	9838.0	-0.013128	351.92	311.57	-19.066	-19.066	-12.869	9838.0			
355.79	300.00	0.30020	0.031900	9410.7	9966.8	0.030100	0.30000	0.0100000	40.000	507.00	9836.8	-0.013255	353.24	312.89	-7.6092	-7.6092	-6.1176	9836.8			
357.11	300.00	0.30000	0.029900	10033	10108	0.029700	0.30020	0.0100000	40.000	508.00	9801.9	-0.016749	354.56	314.21	8.6955	8.6955	0.37071	9801.9			
358.43	300.00	0.30080	0.031000	9703.2	10115	0.029600	0.29940	0.0100000	40.000	509.00	9829.9	-0.013944	355.88	315.54	10.857	10.857	2.7071	9829.9			
359.75	300.00	0.30000	0.028600	10490	9894.4	0.030300	0.29980	0.0100000	40.000	510.00	9898.9	-0.0070217	357.20	316.86	8.9764	8.9764	0.88819	9898.9			
361.07	300.00	0.30110	0.032200	9350.9	10660	0.028200	0.30060	0.0100000	40.000	511.00	9860.0	-0.010925	358.53	318.18	-7.3840	-7.3840	-2.3373	9860.0			
362.39	300.00	0.30010	0.029900	10037	9149.8	0.032700	0.29920	0.0100000	40.000	512.00	9846.2	-0.012311	359.85	319.50	-16.704	-16.704	-4.9005	9846.2			
363.72	300.00	0.29930	0.029700	10077	9530.2	0.031500	0.30020	0.0100000	40.000	513.00	9807.5	-0.016193	361.17	320.82	-7.4321	-7.4321	-5.3689	9807.5			
365.04	300.00	0.30030	0.031900	9413.8	9612.2	0.031200	0.29990	0.0100000	40.000	514.00	9814.8	-0.015456	362.49	322.14	-1.9588	-1.9588	-2.5620	9814.8			
366.36	300.00	0.30130	0.029800	10111	9708.7	0.030900	0.30000	0.0100000	40.000	515.00	9826.6	-0.014277	363.81	323.46	6.6339	6.6339	1.7696	9826.6			
367.68	300.00	0.29940	0.030000	9980.0	9385.6	0.031900	0.29940	0.0100000	40.000	516.00	9823.7	-0.014566	365.13	324.78	6.6505	6.6505	4.3596	9823.7			
369.00	300.00	0.29970	0.029700	10091	9996.7	0.030000	0.29990	0.0100000	40.000	517.00	9846.9	-0.012242	366.45	326.10	4.9543	4.9543	5.0127	9846.9			
370.32	300.00	0.30000	0.030900	9708.7	8832.4	0.034000	0.30030	0.0100000	40.000	518.00	9848.6	-0.012067	367.77	327.43	5.5180	5.5180	2.4192	9848.6			
371.64	300.00	0.29990	0.031600	9490.5	10081	0.029700	0.29940	0.0100000	40.000	519.00	9846.8	-0.012244	369.09	328.75	1.3068	1.3068	0.015068	9846.8			
372.96	300.00	0.30100	0.029900	10067	11152	0.026900	0.30000	0.0100000	40.000	520.00	9860.2	-0.010909	370.42	330.07	-6.3336	-6.3336	0.19508	9860.2			
374.28	300.00	0.29910	0.027300	10956	10186	0.029500	0.30050	0.0100000	40.000	521.00	9849.7	-0.011956	371.74	331.39	-5.3702	-5.3702	1.9918	9849.7			
375.61	300.00	0.29910	0.029100	10278	9917.5	0.030300	0.30050	0.0100000	40.000	522.00	9805.3	-0.016409	373.06	332.71	5.8543	5.8543	6.4808	9805.3			
376.93	300.00	0.30180	0.030500	9895.1	9295.0	0.032200	0.29930	0.0100000	40.000	523.00	9838.8	-0.013053	374.38	334.03	14.502	14.502	13.527	9838.8			
378.25	300.00	0.30070	0.029800	10091	10007	0.030000	0.30020	0.0100000	40.000	524.00	9904.3	-0.0064815	375.70	335.35	23.752	23.752	19.496	9904.3			
379.57	300.00	0.30000	0.030100	9966.8	9830.1	0.030600	0.30080	0.0100000	40.000	525.00	9896.0	-0.0073094	377.02	336.67	28.899	28.899	25.532	9896.0			
380.89	300.00	0.30020	0.027800	10799	9339.6	0.032100	0.29980	0.0100000	40.000	526.00	9933.6	-0.0035381	378.34	338.00	24.474	24.474	28.738	9933.6			
382.21	300.00	0.29990	0.031600	9490.5	10017	0.029900	0.29950	0.0100000	40.000	527.00	10015	0.0046318	379.66	339.32	36.036	36.036	25.970	10015			
383.53	300.00	0.29940	0.031600	9474.7	10003	0.030000	0.30010	0.0100000	40.000	528.00	10006	0.0037708	380.99	340.64	30.528	30.528	20.576	10006			
384.86	300.00	0.29970	0.029800	10057	10071	0.029700	0.29910	0.0100000	40.000	529.00	10098	0.012922	382.31	341.96	9.9105	9.9105	13.150	10098			
386.18	300.00	0.30010	0.029900	10037	10394	0.028900	0.30040	0.0100000	40.000	530.00	10094	0.012552	383.63	343.28	1.9325	1.9325	5.0308	10094			
387.50	300.00	0.29940	0.029100	10289	9675.2	0.031100	0.30090	0.0100000	40.000	531.00	10037	0.0068101	384.95	344.60	-12.656	-12.656	0.72140	10037			
388.82	300.00	0.29930	0.028900	10356	9727.3	0.030800	0.29960	0.0100000	40.000	532.00	10050	0.0081075	386.27	345.92	-4.5606	-4.5606	0.47139	10050			
390.14	300.00	0.29970	0.029900	10023	9852.5	0.030500	0.30050	0.0100000	40.000	533.00	10036	0.0067562	387.59	347.25	8.9809	8.9809	2.9289	10036			
391.46	300.00	0.30030	0.029200	10284	10906	0.027600	0.30100	0.0100000	40.000	534.00	10064	0.0095561	388.92	348.57	8.6605	8.6605	6.3367	10064			
392.79	300.00	0.29990	0.029800	10064	9438.9	0.031900	0.30110	0.0100000	40.000	535.00	10089	0.012038	390.24	349.89	14.220	14.220	6.2770	10089			
394.11	300.00	0.29970	0.028100	10665	10498	0.028500	0.29920	0.0100000	40.000	536.00	10081	0.011207	391.56	351.21	4.3827	4.3827	2.4078	10081			
395.43	300.00	0.29960	0.028700	10439	11096	0.027100	0.30070	0.0100000	40.000	537.00	10122	0.015356	392.88	352.53	-4.8590	-4.8590	-2.5989	10122			
396.75	300.00	0.29950	0.028800	10399	9816.4	0.030500	0.29940	0.0100000	40.000	538.00	10077	0.010802	394.20	353.85	-10.365	-10.365	-7.5653	10077			
398.07	300.00	0.30000	0.027900	10753	10748	0.027800	0.29880	0.0100000	40.000	539.00	10059	0.0090201	395.52	355.18	-16.373	-16.373	-8.7615	10059			
399.39	300.00	0.30070	0.029500	10193	10003	0.030000	0.30010	0.0100000	40.000	540.00	10044	0.0075036	396.84	356.50	-10.612	-10.612	-7.1690	10044			
400.71	300.00	0.30070	0.030100	9990.0	9950.3	0.030200	0.30050	0.0100000	40.000	541.00	10030	0.0061520	398.17	357.82	-1.5980	-1.5980	-6.1580	10030			
402.04	300.00	0.30010	0.029800	10070	10458	0.028600	0.29910	0.0100000	40.000	542.00	10021	0.0052019	399.49	359.14	3.1033	3.1033	-4.8850	10021			
403.36	300.00	0.29990	0.029200	10271	9634.6	0.031200	0.30060	0.0100000	40.000	543.00	10060	0.0091117	400.81	360.46	-5.3105	-5.3105	-7.0212	10060			
404.68	300.00	0.30070	0.031700	9485.8	9881.2	0.030300	0.29940	0.0100000	40.000	544.00	10049	0.0080808	402.13	361.78	-10.008	-10.008	-11.316	10049			
406.00	300.00	0.29960	0.028700	10439	10526	0.028500	0.30000	0.0100000	40.000	545.00	9980.8	0.0011923	403.45	363.10	-21.293	-21.293	-14.957	9980.8			
407.32	300.00	0.30030	0.030300	9910.9	9655.9	0.031100	0.30030	0.0100000	40.000	546.00	9994.1	0.0025278	404.77	364.43	-23.073	-23.073	-17.677	9994.1			
408.64	300.00	0.30020	0.030400	9875.0	10208	0.029300	0.29910	0.0100000	40.000	547.00	9946.7	-0.0022254	406.10	365.75	-15.099	-15.099	-18.608	9946.7			
409.97	300.00	0.29970	0.030300	9891.1	9063.4	0.033100	0.30000	0.0100000	40.000	548.00	9914.0	-0.0055034	407.42	367.07	-18.913	-18.913	-17.094	9914.0			
411.29	300.00	0.29990	0.030000	9996.7	9630.2	0.031100	0.29950	0.0100000	40.000	549.00	9921.0	-0.0048003	408.74	368.39	-14.661	-14.661	-17.006	9921.0			
412.61	300.00	0.30070	0.029800	10091	9753.2	0.030800	0.30040	0.0100000	40.000	550.00	9882.0	-0.0087211	410.06	369.71	-13.723	-13.723	-17.884	9882.0			
413.93	300.00	0.29920	0.029500	10142	10111	0.029600	0.29930	0.0100000	40.000	551.00	9865.9	-0.010334	411.38	371.03	-22.633	-22.633	-17.323	9865.9			
415.25	300.00	0.29990	0.030700	9768.7	9476.3	0.031700	0.30040	0.0100000	40.000	552.00	9850.9	-0.011833	412.70	372.36	-19.491	-19.491	-18.573	9850.9			
416.57	300.00	0.29970	0.030100	9956.8	10546	0.028400	0.29950	0.0100000	40.000	553.00	9787.0	-0.018247	414.03	373.68	-16.106	-16.106	-19.669	9787.0			
417.89	300.00	0.30070	0.031000	9700.0	9636.7	0.031100	0.29970	0.0100000	40.000	554.00	9792.6	-0.017685	415.35	375.00	-20.910	-20.910	-19.691	9792.6			
419.22	300.00	0.29920	0.032100	9320.9	9463.7	0.031700	0.30000	0.0100000	40.000	555.00	9788.6	-0.018085	416.67	376.32	-19.203	-19.203	-17.912	9788.6			
420.54	300.00	0.30050	0.029100	10326	9718.4	0.030900	0.30030	0.0100000	40.000	556.00	9712.0	-0.025775	417.99	377.64	-22.741	-22.741	-12.997	9712.0			
421.86	300.00	0.29940	0.031900	9385.6	9503.2	0.031600	0.30030	0.0100000	40.000	557.00	9700.4	-0.026932	419.31	378.96	-10.599	-10.599	-5.3366	9700.4			
423.18	300.00	0.30070	0.031900	9426.3	10410	0.028800	0.29980	0.0100000	40.000	558.00	9686.4	-0.028336	420.63	380.29	8.4689	8.4689	0.98295	9686.4			
424.50	300.00	0.30030	0.030600	9813.7	9963.6	0.030200	0.30090	0.0100000	40.000	559.00	9731.3	-0.023831	421.96	381.61	17.392	17.392	8.0085	9731.3			
425.83	300.00	0.29930	0.030500	9813.1	9927.4	0.030300	0.30080	0.0100000	40.000	560.00	9752.5	-0.021712	423.28	382.93	12.394	12.394	12.606	9752.5			
427.15	300.00	0.30000	0.028900	10381	9665.6	0.031100	0.30060	0.0100000	40.000	561.00	9782.3	-0.018715	424.60	384.25	12.387	12.387	13.289	9782.3			
428.47	300.00	0.30040	0.030800	9753.2	9636.7	0.031100	0.29970	0.0100000	40.000	562.00	9742.8	-0.022678	425.92	385.57	12.389	12.389	13.593	9742.8			
429.79	300.00	0.29990	0.031700	9460.6	9115.2	0.033000	0.30080	0.0100000	40.000	563.00	9818.0	-0.015137	427.24	386.89	11.883	11.883	13.618	9818.0			
431.11	300.00	0.30010	0.030100	9970.1	9752.4	0.030700	0.29940	0.0100000	40.000	564.00	9816.5	-0.015288	428.56	388.22	18.911	18.911	13.627	9816.5			
432.43	300.00	0.30030	0.028700	10463	9797.4	0.030600	0.29980	0.0100000	40.000	565.00	9824.0	-0.014533	429.88	389.54	12.522	12.522	12.804	9824.0			
433.75	300.00	0.30010	0.030500	9839.3	8916.4	0.033500	0.29870	0.0100000	40.000	566.00	9864.8	-0.010445	431.21	390.86	12.433	12.433	10.328	9864.8			
435.08	300.00	0.29980	0.030300	9894.4	9413.8	0.031900	0.30030	0.0100000	40.000	567.00	9876.6	-0.0092581	432.53	392.18	8.2745	8.2745	5.1180	9876.6			
436.40	300.00	0.30000	0.029600	10135	9914.2	0.030300	0.30040	0.0100000	40.000	568.00	9872.4	-0.0096850	433.85	393.50	-0.50174	-0.50174	1.8024	9872.4			
437.72	300.00	0.30000	0.030400	9868.4	10007	0.030000	0.30020	0.0100000	40.000	569.00	9874.9	-0.0094285	435.17	394.82	-7.1374	-7.1374	-0.095224	9874.9			
439.04	300.00	0.30000	0.030200	9933.8	10074	0.029800	0.30020	0.0100000	40.000	570.00	9862.3	-0.010692	436.49	396.14	-4.0558	-4.0558	0.79776	9862.3			
440.36	300.00	0.29850	0.029200	10223	10381	0.028900	0.30000	0.0100000	40.000	571.00	9834.5	-0.013485	437.81	397.47	2.9443	2.9443	4.4319	9834.5			
441.68	300.00	0.30150	0.030500	9885.2	9281.7	0.032300	0.29980	0.0100000	40.000	572.00	9865.8	-0.010345	439.14	398.79	12.739	12.739	8.8014	9865.8			
443.01	300.00	0.29980	0.030700	9765.5	11055	0.027200	0.30070	0.0100000	40.000	573.00	9892.6	-0.0076507	440.46	400.11	17.669	17.669	13.610	9892.6			
444.33	300.00	0.30010	0.029700	10104	10514	0.028600	0.30070	0.0100000	40.000	574.00	9917.4	-0.0051651	441.78	401.43	14.710	14.710	17.182	9917.4			
445.65	300.00	0.30130	0.030700	9814.3	9794.8	0.030700	0.30070	0.0100000	40.000	575.00	9925.4	-0.0043635	443.10	402.75	19.985	19.985	19.200	9925.4			
446.97	300.00	0.30010	0.029800	10070	10320	0.029100	0.30030	0.0100000	40.000	576.00	9946.6	-0.0022382	444.42	404.07	20.805	20.805	18.572	9946.6			
448.29	300.00	0.29990	0.030800	9737.0	9966.9	0.030200	0.30100	0.0100000	40.000	577.00	10010	0.0041320	445.74	405.40	22.831	22.831	15.553	10010			
449.61	300.00	0.29970	0.030200	9923.8	9413.8	0.031900	0.30030	0.0100000	40.000	578.00	10013	0.0043775	447.07	406.72	14.526	14.526	8.9986	10013			
450.93	300.00	0.30010	0.029800	10070	10463	0.028700	0.30030	0.0100000	40.000	579.00	10043	0.0074617	448.39	408.04	-0.38180	-0.38180	1.8566	10043			
452.26	300.00	0.30040	0.030500	9849.2	9699.0	0.030900	0.29970	0.0100000	40.000	580.00	10026	0.0057250	449.71	409.36	-12.788	-12.788	-5.9458	10026			
453.58	300.00	0.30070	0.028700	10477	9342.7	0.032100	0.29990	0.0100000	40.000	581.00	10001	0.0032052	451.03	410.68	-14.905	-14.905	-12.562	10001			
454.90	300.00	0.30070	0.029700	10125	10323	0.029100	0.30040	0.0100000	40.000	582.00	9949.3	-0.0019700	452.35	412.00	-16.181	-16.181	-14.718	9949.3			
456.22	300.00	0.29970	0.029300	10229	10201	0.029400	0.29990	0.0100000	40.000	583.00	9983.1	0.0014292	453.67	413.33	-18.553	-18.553	-15.547	9983.1			
457.54	300.00	0.29990	0.029000	10341	9635.5	0.031000	0.29870	0.0100000	40.000	584.00	9927.9	-0.0041138	454.99	414.65	-11.165	-11.165	-14.739	9927.9			
458.86	300.00	0.30000	0.029200	10274	9920.3	0.030100	0.29860	0.0100000	40.000	585.00	9888.9	-0.0080222	456.32	415.97	-16.932	-16.932	-13.533	9888.9			
460.19	300.00	0.29950	0.030100	9950.2	10242	0.029300	0.30010	0.0100000	40.000	586.00	9922.6	-0.0046452	457.64	417.29	-10.863	-10.863	-12.208	9922.6			
461.51	300.00	0.29980	0.028800	10410	10250	0.029200	0.29930	0.0100000	40.000	587.00	9873.9	-0.0095288	458.96	418.61	-10.154	-10.154	-8.8311	9873.9			
462.83	300.00	0.29960	0.029900	10020	9465.2	0.031600	0.29910	0.0100000	40.000	588.00	9863.6	-0.010561	460.28	419.93	-11.927	-11.927	-2.0623	9863.6			
464.15	300.00	0.30080	0.029700	10128	10560	0.028400	0.29990	0.0100000	40.000	589.00	9851.3	-0.011795	461.60	421.25	5.7201	5.7201	3.1718	9851.3			
465.47	300.00	0.29990	0.030800	9737.0	9643.1	0.031100	0.29990	0.0100000	40.000	590.00	9855.1	-0.011418	462.92	422.58	16.912	16.912	5.6034	9855.1			
466.79	300.00	0.30020	0.030700	9778.5	9546.3	0.031300	0.29880	0.0100000	40.000	591.00	9916.0	-0.0053085	464.25	423.90	15.308	15.308	6.3851	9916.0			
468.12	300.00	0.29970	0.030300	9891.1	9297.2	0.032300	0.30030	0.0100000	40.000	592.00	9943.0	-0.0025942	465.57	425.22	2.0043	2.0043	4.5367	9943.0			
469.44	300.00	0.30140	0.029900	10080	9993.3	0.030000	0.29980	0.0100000	40.000	593.00	9908.5	-0.0060601	466.89	426.54	-8.0182	-8.0182	2.3994	9908.5			
470.76	300.00	0.29990	0.031300	9581.5	9894.7	0.030400	0.30080	0.0100000	40.000	594.00	9872.1	-0.0097141	468.21	427.86	-3.5221	-3.5221	0.86877	9872.1			
472.08	300.00	0.29810	0.027200	10960	9695.8	0.030900	0.29960	0.0100000	40.000	595.00	9898.5	-0.0070629	469.53	429.18	6.2252	6.2252	1.7813	9898.5			
473.40	300.00	0.30010	0.029600	10139	10502	0.028500	0.29930	0.0100000	40.000	596.00	9924.8	-0.0044273	470.85	430.51	7.6546	7.6546	3.7799	9924.8			
474.72	300.00	0.29930	0.031300	9562.3	9297.2	0.032300	0.30030	0.0100000	40.000	597.00	9923.3	-0.0045775	472.17	431.83	6.5670	6.5670	4.6008	9923.3			
476.04	300.00	0.29930	0.031500	9501.6	9750.8	0.030900	0.30130	0.0100000	40.000	598.00	9910.3	-0.0058828	473.50	433.15	1.9749	1.9749	3.7029	9910.3			
477.37	300.00	0.30070	0.030600	9826.8	9155.5	0.032800	0.30030	0.0100000	40.000	599.00	9949.1	-0.0019821	474.82	434.47	0.58225	0.58225	3.3944	9949.1			
478.69	300.00	0.30030	0.031000	9687.1	10542	0.028400	0.29940	0.0100000	40.000	600.00	9924.9	-0.0044159	476.14	435.79	1.7359	1.7359	5.4044	9924.9			
480.01	300.00	0.29960	0.029100	10296	10978	0.027400	0.30080	0.0100000	40.000	601.00	9919.8	-0.0049250	477.46	437.11	6.1119	6.1119	8.6881	9919.8			
481.33	300.00	0.29950	0.033100	9048.3	9910.9	0.030300	0.30030	0.0100000	40.000	602.00	9936.4	-0.0032608	478.78	438.44	16.617	16.617	10.051	9936.4			
482.65	300.00	0.30070	0.030300	9924.1	9597.4	0.031300	0.30040	0.0100000	40.000	603.00	9983.8	0.0014916	480.10	439.76	18.393	18.393	7.6080	9983.8			
483.97	300.00	0.30030	0.030000	10010	9435.7	0.031900	0.30100	0.0100000	40.000	604.00	10003	0.0033912	481.43	441.08	7.3993	7.3993	4.6063	10003			
485.30	300.00	0.29940	0.027700	10809	10190	0.029400	0.29960	0.0100000	40.000	605.00	10008	0.0039417	482.75	442.40	-10.482	-10.482	1.8348	10008			
486.62	300.00	0.29890	0.031000	9641.9	10472	0.028600	0.29950	0.0100000	40.000	606.00	9973.1	0.00041902	484.07	443.72	-8.8962	-8.8962	3.2093	9973.1			
487.94	300.00	0.30050	0.030500	9852.5	10211	0.029400	0.30020	0.0100000	40.000	607.00	9929.3	-0.0039705	485.39	445.04	2.7593	2.7593	7.7351	9929.3			
489.26	300.00	0.29960	0.030900	9695.8	9976.7	0.030100	0.30030	0.0100000	40.000	608.00	9983.4	0.0014504	486.71	446.36	25.266	25.266	11.366	9983.4			
490.58	300.00	0.30080	0.027700	10859	10282	0.029100	0.29920	0.0100000	40.000	609.00	10021	0.0052553	488.03	447.69	30.028	30.028	12.608	10021			
491.90	300.00	0.29970	0.032100	9336.4	10050	0.029800	0.29950	0.0100000	40.000	610.00	10094	0.012553	489.36	449.01	7.6727	7.6727	10.869	10094			
493.23	300.00	0.30080	0.031400	9579.6	9536.5	0.031500	0.30040	0.0100000	40.000	611.00	10072	0.010381	490.68	450.33	-2.6862	-2.6862	5.8809	10072			
494.55	300.00	0.29990	0.031200	9612.2	9894.7	0.030400	0.30080	0.0100000	40.000	612.00	10009	0.0039733	492.00	451.65	-5.9343	-5.9343	0.72663	10009			
495.87	300.00	0.30090	0.029200	10305	10292	0.029100	0.29950	0.0100000	40.000	613.00	10046	0.0077649	493.32	452.97	0.32388	0.32388	-2.1135	10046			
497.19	300.00	0.30040	0.032100	9358.3	10391	0.028900	0.30030	0.0100000	40.000	614.00	10068	0.0099283	494.64	454.29	4.2570	4.2570	-3.4178	10068			
498.51	300.00	0.29930	0.029100	10285	10010	0.030000	0.30030	0.0100000	40.000	615.00	10045	0.0076187	495.96	455.62	-6.5279	-6.5279	-3.3064	10045			
499.83	300.00	0.30000	0.029100	10309	8958.3	0.033600	0.30100	0.0100000	40.000	616.00	10037	0.0068686	497.29	456.94	-9.2077	-9.2077	-4.1965	10037			
501.15	300.00	0.29990	0.031500	9520.6	9582.8	0.031400	0.30090	0.0100000	40.000	617.00	10018	0.0049676	498.61	458.26	-5.3774	-5.3774	-6.3737	10018			
502.48	300.00	0.29950	0.029900	10017	10432	0.028700	0.29940	0.0100000	40.000	618.00	10020	0.0051504	499.93	459.58	-4.1267	-4.1267	-4.8594	10020			
503.80	300.00	0.29910	0.028200	10606	10547	0.028500	0.30060	0.0100000	40.000	619.00	10018	0.0049135	501.25	460.90	-6.6290	-6.6290	-1.5764	10018			
505.12	300.00	0.29990	0.030300	9897.7	10683	0.028100	0.30020	0.0100000	40.000	620.00	10010	0.0041605	502.57	462.22	1.0436	1.0436	1.3484	10010			
506.44	300.00	0.30060	0.031100	9665.6	10088	0.029700	0.29960	0.0100000	40.000	621.00	9979.6	0.0010690	503.89	463.54	7.2073	7.2073	3.4848	9979.6			
507.76	300.00	0.29910	0.029500	10139	9636.7	0.031100	0.29970	0.0100000	40.000	622.00	10046	0.0077644	505.21	464.87	9.2465	9.2465	3.3108	10046			
509.08	300.00	0.29930	0.029200	10250	10705	0.028100	0.30080	0.0100000	40.000	623.00	10048	0.0078888	506.54	466.19	6.5557	6.5557	3.1831	10048			
510.41	300.00	0.29990	0.030100	9963.5	10050	0.029800	0.29950	0.0100000	40.000	624.00	10037	0.0068795	507.86	467.51	-7.4993	-7.4993	2.8214	10037			
511.73	300.00	0.29990	0.030000	9996.7	8952.2	0.033500	0.29990	0.0100000	40.000	625.00	10027	0.0058567	509.18	468.83	0.40533	0.40533	1.9452	10027			
513.05	300.00	0.29940	0.027200	11007	10033	0.029900	0.30000	0.0100000	40.000	626.00	10007	0.0038097	510.50	470.15	5.3987	5.3987	-0.21465	10007			
514.37	300.00	0.30010	0.030200	9937.1	10074	0.029700	0.29920	0.0100000	40.000	627.00	10066	0.0096923	511.82	471.47	4.8658	4.8658	-2.5642	10066			
515.69	300.00	0.29960	0.028400	10549	10249	0.029300	0.30030	0.0100000	40.000	628.00	10054	0.0085403	513.14	472.80	-4.2438	-4.2438	-6.0452	10054			
517.01	300.00	0.29970	0.029400	10194	9927.2	0.030200	0.29980	0.0100000	40.000	629.00	10036	0.0067168	514.47	474.12	-19.247	-19.247	-8.4293	10036			
518.33	300.00	0.30010	0.029800	10070	10124	0.029800	0.30170	0.0100000	40.000	630.00	9993.7	0.0024842	515.79	475.44	-17.000	-17.000	-9.2359	9993.7			
