Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	2W 1?	N	W	(Rrem-Ro)/Ro	t-tor	WR	S	T	U	V	W	X	Y
39.745	2500.0	2.4994	0.43310	5771.0	10739	0.028000	0.30070	1.0000	0.0000	100.00	10.000	1.0000	176.00	10582	-0.11506	-123.19								
39.826	2450.0	2.4509	0.42150	5814.7	10985	0.027300	0.29990	1.0000	0.0000	100.00	10.000	1.0000	177.00	10562	-0.11676	-123.11								
39.907	2400.0	2.3996	0.41080	5841.3	9996.7	0.029900	0.29890	1.0000	0.0000	100.00	10.000	1.0000	178.00	10589	-0.11448	-123.03								
39.988	2350.0	2.3496	0.40160	5850.6	10608	0.028300	0.30020	1.0000	0.0000	100.00	10.000	1.0000	179.00	10598	-0.11370	-122.95								
40.070	2300.0	2.3002	0.38810	5926.8	9868.4	0.030400	0.30000	1.0000	0.0000	100.00	10.000	1.0000	180.00	10606	-0.11304	-122.87								
43.939	2350.0	2.3496	0.38590	6088.6	10239	0.029300	0.30000	1.0000	0.0000	100.00	10.000	1.0000	181.00	10620	-0.11186	-119.00								
44.020	2400.0	2.4000	0.40140	5979.1	11228	0.026700	0.29980	1.0000	0.0000	100.00	10.000	1.0000	182.00	10635	-0.11068	-118.92								
44.101	2450.0	2.4498	0.41100	5960.6	10813	0.027800	0.30060	1.0000	0.0000	100.00	10.000	1.0000	183.00	10617	-0.11212	-118.84								
44.182	2500.0	2.5005	0.42680	5858.7	11379	0.026400	0.30040	1.0000	0.0000	100.00	10.000	1.0000	184.00	10653	-0.10912	-118.76								
44.263	2500.0	2.5006	0.42790	5843.9	10207	0.029500	0.30110	1.0000	0.0000	100.00	10.000	1.0000	185.00	10633	-0.11079	-118.68								
44.344	2500.0	2.5001	0.42640	5863.3	11070	0.027100	0.30000	1.0000	0.0000	100.00	10.000	1.0000	186.00	10670	-0.10775	-118.60								
44.425	2500.0	2.4994	0.42970	5816.6	10256	0.029300	0.30050	1.0000	0.0000	100.00	10.000	1.0000	187.00	10659	-0.10860	-118.51								
44.506	2500.0	2.5001	0.43020	5811.5	10567	0.028400	0.30010	1.0000	0.0000	100.00	10.000	1.0000	188.00	10647	-0.10960	-118.43								
44.587	2500.0	2.4994	0.43010	5811.2	10465	0.028600	0.29930	1.0000	0.0000	100.00	10.000	1.0000	189.00	10650	-0.10940	-118.35								
44.668	2500.0	2.5000	0.43090	5801.8	10888	0.027700	0.30160	1.0000	0.0000	100.00	10.000	1.0000	190.00	10624	-0.11158	-118.27								
44.749	2500.0	2.4997	0.43160	5791.7	10524	0.028600	0.30100	1.0000	0.0000	100.00	10.000	1.0000	191.00	10640	-0.11022	-118.19								
44.831	2500.0	2.4991	0.43270	5775.6	10381	0.028900	0.30000	1.0000	0.0000	100.00	10.000	1.0000	192.00	10628	-0.11121	-118.11								
44.912	2500.0	2.5009	0.43220	5786.4	10218	0.029300	0.29940	1.0000	0.0000	100.00	10.000	1.0000	193.00	10579	-0.11534	-118.03								
44.993	2500.0	2.4997	0.43360	5765.0	11843	0.025400	0.30080	1.0000	0.0000	100.00	10.000	1.0000	194.00	10547	-0.11800	-117.95								
45.074	2500.0	2.5002	0.43310	5772.8	10530	0.028300	0.29800	1.0000	0.0000	100.00	10.000	1.0000	195.00	10501	-0.12185	-117.87								
45.155	2500.0	2.5010	0.43410	5761.3	11255	0.026700	0.30050	1.0000	0.0000	100.00	10.000	1.0000	196.00	10497	-0.12215	-117.79								
45.236	2500.0	2.4999	0.43660	5725.8	10524	0.028600	0.30100	1.0000	0.0000	100.00	10.000	1.0000	197.00	10472	-0.12425	-117.70								
45.317	2500.0	2.5003	0.43360	5766.4	10736	0.028000	0.30060	1.0000	0.0000	100.00	10.000	1.0000	198.00	10488	-0.12294	-117.62								
45.398	2500.0	2.5014	0.43540	5745.1	10047	0.029800	0.29940	1.0000	0.0000	100.00	10.000	1.0000	199.00	10473	-0.12417	-117.54								
45.479	2500.0	2.5002	0.43450	5754.2	10060	0.029900	0.30080	1.0000	0.0000	100.00	10.000	1.0000	200.00	10469	-0.12455	-117.46								
45.561	2500.0	2.4994	0.43530	5741.8	10211	0.029400	0.30020	1.0000	0.0000	100.00	10.000	1.0000	201.00	10443	-0.12673	-117.38								
45.642	2500.0	2.5003	0.43560	5739.9	9990.0	0.029900	0.29870	1.0000	0.0000	100.00	10.000	1.0000	202.00	10457	-0.12552	-117.30								
45.723	2500.0	2.4995	0.43420	5756.6	10190	0.029500	0.30060	1.0000	0.0000	100.00	10.000	1.0000	203.00	10466	-0.12480	-117.22								
45.804	2500.0	2.4990	0.43700	5718.5	10145	0.029600	0.30030	1.0000	0.0000	100.00	10.000	1.0000	204.00	10485	-0.12321	-117.14								
45.885	2500.0	2.5000	0.43720	5718.2	10413	0.028800	0.29990	1.0000	0.0000	100.00	10.000	1.0000	205.00	10409	-0.12954	-117.05								
45.966	2500.0	2.4990	0.43830	5701.6	10132	0.029600	0.29990	1.0000	0.0000	100.00	10.000	1.0000	206.00	10395	-0.13074	-116.97								
46.047	2500.0	2.5003	0.43670	5725.4	10542	0.028400	0.29940	1.0000	0.0000	100.00	10.000	1.0000	207.00	10322	-0.13684	-116.89								
46.129	2500.0	2.5011	0.43850	5703.8	10585	0.028400	0.30060	1.0000	0.0000	100.00	10.000	1.0000	208.00	10330	-0.13616	-116.81								
46.210	2500.0	2.4991	0.43920	5690.1	10257	0.029200	0.29950	1.0000	0.0000	100.00	10.000	1.0000	209.00	10317	-0.13724	-116.73								
46.291	2500.0	2.5009	0.44060	5676.1	10370	0.028900	0.29970	1.0000	0.0000	100.00	10.000	1.0000	210.00	10329	-0.13619	-116.65								
46.372	2500.0	2.5006	0.43950	5689.6	10341	0.029000	0.29990	1.0000	0.0000	100.00	10.000	1.0000	211.00	10324	-0.13667	-116.57								
46.453	2500.0	2.5002	0.43880	5697.8	10827	0.027700	0.29990	1.0000	0.0000	100.00	10.000	1.0000	212.00	10339	-0.13538	-116.49								
46.534	2500.0	2.4995	0.44140	5662.7	10562	0.028300	0.29890	1.0000	0.0000	100.00	10.000	1.0000	213.00	10324	-0.13660	-116.41								
46.615	2500.0	2.4992	0.43890	5694.2	10618	0.028300	0.30050	1.0000	0.0000	100.00	10.000	1.0000	214.00	10343	-0.13505	-116.32								
46.696	2500.0	2.5007	0.44050	5677.0	10253	0.029200	0.29940	1.0000	0.0000	100.00	10.000	1.0000	215.00	10356	-0.13400	-116.24								
46.777	2500.0	2.4999	0.43740	5715.4	10229	0.029300	0.29970	1.0000	0.0000	100.00	10.000	1.0000	216.00	10354	-0.13410	-116.16								
46.858	2500.0	2.4996	0.43950	5687.4	9722.6	0.031000	0.30140	1.0000	0.0000	100.00	10.000	1.0000	217.00	10330	-0.13613	-116.08								
46.939	2500.0	2.5006	0.44390	5633.3	10694	0.028100	0.30050	1.0000	0.0000	100.00	10.000	1.0000	218.00	10351	-0.13440	-116.00								
47.021	2500.0	2.4999	0.44170	5659.7	10467	0.028700	0.30040	1.0000	0.0000	100.00	10.000	1.0000	219.00	10311	-0.13770	-115.92								
47.102	2500.0	2.5008	0.44130	5666.9	10309	0.029100	0.30000	1.0000	0.0000	100.00	10.000	1.0000	220.00	10333	-0.13591	-115.84								
47.183	2500.0	2.4997	0.44180	5658.0	9940.2	0.030100	0.29920	1.0000	0.0000	100.00	10.000	1.0000	221.00	10304	-0.13829	-115.76								
47.264	2500.0	2.5001	0.44430	5627.1	10533	0.028500	0.30020	1.0000	0.0000	100.00	10.000	1.0000	222.00	10273	-0.14094	-115.68								
47.346	2500.0	2.4984	0.44150	5658.9	9683.9	0.031000	0.30020	1.0000	0.0000	100.00	10.000	1.0000	223.00	10268	-0.14132	-115.59								
47.427	2500.0	2.5002	0.44240	5651.4	10580	0.028300	0.29940	1.0000	0.0000	100.00	10.000	1.0000	224.00	10241	-0.14362	-115.51								
47.508	2500.0	2.5000	0.44570	5609.2	10410	0.028800	0.29980	1.0000	0.0000	100.00	10.000	1.0000	225.00	10222	-0.14514	-115.43								
47.590	2500.0	2.5005	0.44600	5606.5	10389	0.028800	0.29920	1.0000	0.0000	100.00	10.000	1.0000	226.00	10195	-0.14745	-115.35								
47.671	2500.0	2.5008	0.44310	5643.9	9620.6	0.031100	0.29920	1.0000	0.0000	100.00	10.000	1.0000	227.00	10213	-0.14590	-115.27								
47.752	2500.0	2.4995	0.44390	5630.8	10978	0.027300	0.29970	1.0000	0.0000	100.00	10.000	1.0000	228.00	10260	-0.14204	-115.19								
47.833	2500.0	2.5019	0.44500	5622.2	9754.0	0.030900	0.30140	1.0000	0.0000	100.00	10.000	1.0000	229.00	10223	-0.14508	-115.11								
47.914	2500.0	2.4999	0.44450	5624.1	10707	0.028000	0.29980	1.0000	0.0000	100.00	10.000	1.0000	230.00	10224	-0.14501	-115.03								
47.995	2500.0	2.5000	0.44580	5607.9	9772.0	0.030700	0.30000	1.0000	0.0000	100.00	10.000	1.0000	231.00	10218	-0.14548	-114.94								
48.076	2500.0	2.4996	0.44680	5594.4	9676.4	0.030900	0.29900	1.0000	0.0000	100.00	10.000	1.0000	232.00	10246	-0.14316	-114.86								
48.157	2500.0	2.5009	0.44670	5598.6	10732	0.028000	0.30050	1.0000	0.0000	100.00	10.000	1.0000	233.00	10229	-0.14459	-114.78								
48.239	2500.0	2.5010	0.44990	5559.0	9983.4	0.030100	0.30050	1.0000	0.0000	100.00	10.000	1.0000	234.00	10282	-0.14018	-114.70								
48.320	2500.0	2.4993	0.44600	5603.8	10235	0.029300	0.29990	1.0000	0.0000	100.00	10.000	1.0000	235.00	10300	-0.13865	-114.62								
48.401	2500.0	2.5006	0.44670	5597.9	9674.2	0.031000	0.29990	1.0000	0.0000	100.00	10.000	1.0000	236.00	10295	-0.13905	-114.54								
48.482	2500.0	2.5006	0.44960	5561.8	10618	0.028300	0.30050	1.0000	0.0000	100.00	10.000	1.0000	237.00	10292	-0.13931	-114.46								
48.563	2500.0	2.5010	0.44720	5592.6	10693	0.028000	0.29940	1.0000	0.0000	100.00	10.000	1.0000	238.00	10327	-0.13636	-114.38								
48.644	2500.0	2.5001	0.44750	5586.8	9930.5	0.030200	0.29990	1.0000	0.0000	100.00	10.000	1.0000	239.00	10276	-0.14070	-114.30								
48.726	2500.0	2.4994	0.44810	5577.8	10484	0.028500	0.29880	1.0000	0.0000	100.00	10.000	1.0000	240.00	10274	-0.14086	-114.21								
48.807	2500.0	2.5010	0.44760	5587.6	10190	0.029500	0.30060	1.0000	0.0000	100.00	10.000	1.0000	241.00	10274	-0.14083	-114.13								
48.888	2500.0	2.4995	0.44700	5591.7	10523	0.028500	0.29990	1.0000	0.0000	100.00	10.000	1.0000	242.00	10323	-0.13673	-114.05								
48.969	2500.0	2.4998	0.44730	5588.6	10176	0.029600	0.30120	1.0000	0.0000	100.00	10.000	1.0000	243.00	10333	-0.13592	-113.97								
49.050	2500.0	2.5001	0.45010	5554.5	10791	0.027700	0.29890	1.0000	0.0000	100.00	10.000	1.0000	244.00	10321	-0.13689	-113.89								
49.131	2500.0	2.4997	0.44970	5558.6	10964	0.027400	0.30040	1.0000	0.0000	100.00	10.000	1.0000	245.00	10360	-0.13363	-113.81								
49.212	2500.0	2.4997	0.44800	5579.7	10309	0.029100	0.30000	1.0000	0.0000	100.00	10.000	1.0000	246.00	10381	-0.13190	-113.73								
49.293	2500.0	2.5002	0.44940	5563.4	10324	0.029000	0.29940	1.0000	0.0000	100.00	10.000	1.0000	247.00	10431	-0.12768	-113.65								
49.374	2500.0	2.5002	0.44980	5558.5	10361	0.029100	0.30150	1.0000	0.0000	100.00	10.000	1.0000	248.00	10423	-0.12833	-113.57								
49.455	2500.0	2.4989	0.44980	5555.6	9888.2	0.030400	0.30060	1.0000	0.0000	100.00	10.000	1.0000	249.00	10401	-0.13024	-113.48								
49.536	2500.0	2.5000	0.45010	5554.3	9715.2	0.030900	0.30020	1.0000	0.0000	100.00	10.000	1.0000	250.00	10419	-0.12871	-113.40								
49.617	2500.0	2.5014	0.45290	5523.1	10714	0.028000	0.30000	1.0000	0.0000	100.00	10.000	1.0000	251.00	10383	-0.13170	-113.32								
49.698	2500.0	2.4996	0.45260	5522.8	10801	0.027700	0.29920	1.0000	0.0000	100.00	10.000	1.0000	252.00	10375	-0.13239	-113.24								
49.779	2500.0	2.4993	0.45140	5536.8	9878.3	0.030400	0.30030	1.0000	0.0000	100.00	10.000	1.0000	253.00	10386	-0.13143	-113.16								
49.860	2500.0	2.5003	0.45280	5521.9	10490	0.028600	0.30000	1.0000	0.0000	100.00	10.000	1.0000	254.00	10378	-0.13210	-113.08								
49.941	2500.0	2.4986	0.45140	5535.2	10801	0.027700	0.29920	1.0000	0.0000	100.00	10.000	1.0000	255.00	10321	-0.13688	-113.00								
50.022	2500.0	2.4999	0.45510	5493.1	10670	0.028200	0.30090	1.0000	0.0000	100.00	10.000	1.0000	256.00	10338	-0.13545	-112.92								
50.104	2500.0	2.4995	0.45330	5514.0	10735	0.027900	0.29950	1.0000	0.0000	100.00	10.000	1.0000	257.00	10333	-0.13591	-112.84								
50.185	2500.0	2.4998	0.45170	5534.2	10455	0.028600	0.29900	1.0000	0.0000	100.00	10.000	1.0000	258.00	10327	-0.13640	-112.76								
50.266	2500.0	2.5000	0.45180	5533.4	10214	0.029400	0.30030	1.0000	0.0000	100.00	10.000	1.0000	259.00	10320	-0.13701	-112.67								
50.347	2500.0	2.4998	0.45310	5517.1	10314	0.029000	0.29910	1.0000	0.0000	100.00	10.000	1.0000	260.00	10313	-0.13760	-112.59								
50.428	2500.0	2.5001	0.45250	5525.1	9733.8	0.030800	0.29980	1.0000	0.0000	100.00	10.000	1.0000	261.00	10322	-0.13680	-112.51								
50.509	2550.0	2.5496	0.46540	5478.3	10017	0.029900	0.29950	1.0000	0.0000	100.00	10.000	1.0000	262.00	10294	-0.13919	-112.43								
50.590	2600.0	2.6003	0.47910	5427.5	10763	0.027900	0.30030	1.0000	0.0000	100.00	10.000	1.0000	263.00	10260	-0.14200	-112.35								
50.671	2650.0	2.6493	0.49400	5363.0	10007	0.030000	0.30020	1.0000	0.0000	100.00	10.000	1.0000	264.00	10296	-0.13901	-112.27								
50.752	2700.0	2.7002	0.50830	5312.2	9589.7	0.031200	0.29920	1.0000	0.0000	100.00	10.000	1.0000	265.00	10288	-0.13967	-112.19								
50.833	2700.0	2.7003	0.50730	5322.9	11325	0.026500	0.30010	1.0000	0.0000	100.00	10.000	1.0000	266.00	10252	-0.14263	-112.11								
50.914	2700.0	2.7002	0.51150	5279.0	10194	0.029400	0.29970	1.0000	0.0000	100.00	10.000	1.0000	267.00	10246	-0.14318	-112.03								
50.995	2700.0	2.7001	0.50850	5309.9	10201	0.029400	0.29990	1.0000	0.0000	100.00	10.000	1.0000	268.00	10178	-0.14882	-111.94								
51.076	2700.0	2.7007	0.50910	5304.9	10207	0.029400	0.30010	1.0000	0.0000	100.00	10.000	1.0000	269.00	10217	-0.14563	-111.86								
51.157	2700.0	2.7003	0.51120	5282.3	9740.3	0.030800	0.30000	1.0000	0.0000	100.00	10.000	1.0000	270.00	10181	-0.14859	-111.78								
51.238	2700.0	2.7015	0.50990	5298.1	9914.2	0.030300	0.30040	1.0000	0.0000	100.00	10.000	1.0000	271.00	10163	-0.15007	-111.70								
51.319	2700.0	2.7008	0.51330	5261.6	10114	0.029700	0.30040	1.0000	0.0000	100.00	10.000	1.0000	272.00	10167	-0.14976	-111.62								
51.400	2700.0	2.6998	0.51120	5281.3	10098	0.029700	0.29990	1.0000	0.0000	100.00	10.000	1.0000	273.00	10190	-0.14784	-111.54								
51.481	2700.0	2.7010	0.51340	5261.0	10628	0.028200	0.29970	1.0000	0.0000	100.00	10.000	1.0000	274.00	10151	-0.15109	-111.46								
51.562	2700.0	2.7002	0.50920	5302.8	10323	0.029100	0.30040	1.0000	0.0000	100.00	10.000	1.0000	275.00	10147	-0.15147	-111.38								
51.644	2700.0	2.7009	0.51360	5258.8	10060	0.029800	0.29980	1.0000	0.0000	100.00	10.000	1.0000	276.00	10158	-0.15051	-111.30								
51.725	2700.0	2.6992	0.51070	5285.3	10530	0.028500	0.30010	1.0000	0.0000	100.00	10.000	1.0000	277.00	10074	-0.15754	-111.22								
51.806	2700.0	2.6999	0.51540	5238.5	9319.9	0.032200	0.30010	1.0000	0.0000	100.00	10.000	1.0000	278.00	10010	-0.16293	-111.13								
51.887	2700.0	2.7000	0.51430	5249.9	11256	0.026600	0.29940	1.0000	0.0000	100.00	10.000	1.0000	279.00	10012	-0.16271	-111.05								
51.968	2700.0	2.6994	0.51620	5229.4	9471.5	0.031600	0.29930	1.0000	0.0000	100.00	10.000	1.0000	280.00	9976.5	-0.16571	-110.97								
52.049	2700.0	2.7005	0.51380	5255.9	9940.4	0.030200	0.30020	1.0000	0.0000	100.00	10.000	1.0000	281.00	9951.3	-0.16781	-110.89								
52.130	2700.0	2.7004	0.51410	5252.7	9813.1	0.030500	0.29930	1.0000	0.0000	100.00	10.000	1.0000	282.00	9922.7	-0.17021	-110.81								
52.211	2700.0	2.7002	0.51430	5250.2	10498	0.028500	0.29920	1.0000	0.0000	100.00	10.000	1.0000	283.00	9907.6	-0.17147	-110.73								
52.292	2700.0	2.6993	0.51450	5246.5	9946.8	0.030100	0.29940	1.5000	0.0000	100.00	10.000	1.0000	284.00	9902.1	-0.17192	-110.65								
52.373	2700.0	2.6991	0.51560	5234.9	9910.9	0.030300	0.30030	1.5000	0.0000	100.00	10.000	1.0000	285.00	9834.4	-0.17759	-110.57								
52.471	2700.0	2.6999	0.51820	5210.2	9832.8	0.030500	0.29990	1.5000	0.0000	100.00	10.000	1.0000	286.00	9807.7	-0.17982	-110.47								
52.585	2700.0	2.7016	0.51490	5246.8	9557.3	0.031400	0.30010	1.5000	0.0000	100.00	10.000	1.0000	287.00	9815.1	-0.17920	-110.35								
52.700	2700.0	2.6995	0.51690	5222.5	8841.2	0.034000	0.30060	1.5000	0.0000	100.00	10.000	1.0000	288.00	9778.1	-0.18229	-110.24								
52.814	2700.0	2.6994	0.51830	5208.2	10256	0.029300	0.30050	1.5000	0.0000	100.00	10.000	1.0000	289.00	9818.9	-0.17888	-110.13								
52.928	2700.0	2.7002	0.52150	5177.8	9454.3	0.031700	0.29970	1.5000	0.0000	100.00	10.000	1.0000	290.00	9778.5	-0.18227	-110.01								
53.043	2700.0	2.7014	0.52190	5176.1	9212.3	0.032500	0.29940	1.5000	0.0000	100.00	10.000	1.0000	291.00	9834.8	-0.17755	-109.90								
53.157	2700.0	2.7004	0.51950	5198.1	9312.7	0.032300	0.30080	1.5000	0.0000	100.00	10.000	1.0000	292.00	9822.2	-0.17861	-109.78								
53.272	2700.0	2.6999	0.51940	5198.1	9797.4	0.030600	0.29980	1.5000	0.0000	100.00	10.000	1.0000	293.00	9826.0	-0.17829	-109.67								
53.386	2700.0	2.7008	0.52210	5173.0	9983.3	0.030000	0.29950	1.5000	0.0000	100.00	10.000	1.0000	294.00	9785.0	-0.18172	-109.55								
53.500	2700.0	2.7007	0.52250	5168.8	9205.5	0.032600	0.30010	1.5000	0.0000	100.00	10.000	1.0000	295.00	9801.6	-0.18033	-109.44								
53.615	2700.0	2.6991	0.52160	5174.7	9763.0	0.030800	0.30070	1.5000	0.0000	100.00	10.000	1.0000	296.00	9800.6	-0.18041	-109.33								
53.729	2700.0	2.7008	0.52560	5138.5	10215	0.029300	0.29930	1.5000	0.0000	100.00	10.000	1.0000	297.00	9796.7	-0.18074	-109.21								
53.844	2700.0	2.7011	0.52520	5143.0	9753.2	0.030800	0.30040	1.5000	0.0000	100.00	10.000	1.0000	298.00	9798.2	-0.18062	-109.10								
53.958	2700.0	2.6998	0.52590	5133.7	10176	0.029500	0.30020	1.5000	0.0000	100.00	10.000	1.0000	299.00	9871.3	-0.17450	-108.98								
54.073	2700.0	2.7011	0.52660	5129.3	10406	0.028800	0.29970	1.5000	0.0000	100.00	10.000	1.0000	300.00	9876.4	-0.17408	-108.87								
54.187	2700.0	2.6999	0.52480	5144.6	10655	0.028100	0.29940	1.5000	0.0000	100.00	10.000	1.0000	301.00	9918.6	-0.17054	-108.75								
54.301	2700.0	2.7012	0.52600	5135.4	9676.4	0.030900	0.29900	1.5000	0.0000	100.00	10.000	1.0000	302.00	9920.9	-0.17035	-108.64								
54.416	2700.0	2.6999	0.52510	5141.7	9891.4	0.030400	0.30070	1.5000	0.0000	100.00	10.000	1.0000	303.00	9935.6	-0.16912	-108.52								
54.530	2700.0	2.6997	0.52860	5107.3	9637.8	0.031200	0.30070	1.5000	0.0000	100.00	10.000	1.0000	304.00	9931.0	-0.16951	-108.41								
54.645	2700.0	2.6998	0.52620	5130.7	10296	0.029100	0.29960	1.5000	0.0000	100.00	10.000	1.0000	305.00	9925.9	-0.16994	-108.30								
54.759	2700.0	2.7004	0.52790	5115.4	9891.1	0.030300	0.29970	1.5000	0.0000	100.00	10.000	1.0000	306.00	9925.8	-0.16995	-108.18								
54.873	2700.0	2.7000	0.52900	5104.0	9750.8	0.030900	0.30130	1.5000	0.0000	100.00	10.000	1.0000	307.00	9906.2	-0.17158	-108.07								
54.988	2700.0	2.7000	0.52720	5121.4	9587.9	0.031300	0.30010	1.5000	0.0000	100.00	10.000	1.0000	308.00	9864.3	-0.17509	-107.95								
55.102	2700.0	2.7003	0.52850	5109.4	10377	0.028900	0.29990	1.5000	0.0000	100.00	10.000	1.0000	309.00	9874.6	-0.17423	-107.84								
55.216	2700.0	2.6988	0.52750	5116.2	10362	0.029000	0.30050	1.5000	0.0000	100.00	10.000	1.0000	310.00	9846.9	-0.17655	-107.72								
55.331	2700.0	2.7001	0.53190	5076.3	10341	0.029000	0.29990	1.5000	0.0000	100.00	10.000	1.0000	311.00	9806.4	-0.17993	-107.61								
55.446	2700.0	2.6987	0.53220	5070.8	9260.1	0.032300	0.29910	1.5000	0.0000	100.00	10.000	1.0000	312.00	9754.2	-0.18430	-107.49								
55.560	2700.0	2.6993	0.53360	5058.7	9621.8	0.031200	0.30020	1.5000	0.0000	100.00	10.000	1.0000	313.00	9741.2	-0.18538	-107.38								
55.675	2700.0	2.7004	0.53100	5085.5	9701.0	0.031100	0.30170	1.5000	0.0000	100.00	10.000	1.0000	314.00	9711.1	-0.18790	-107.26								
55.789	2700.0	2.6998	0.53020	5092.0	9875.4	0.030500	0.30120	1.5000	0.0000	100.00	10.000	1.0000	315.00	9713.8	-0.18767	-107.15								
55.904	2700.0	2.7003	0.53300	5066.2	9202.5	0.032600	0.30000	1.5000	0.0000	100.00	10.000	1.0000	316.00	9661.8	-0.19202	-107.04								
56.019	2700.0	2.6996	0.53130	5081.1	9353.1	0.032000	0.29930	1.5000	0.0000	100.00	10.000	1.0000	317.00	9622.2	-0.19533	-106.92								
56.133	2700.0	2.6991	0.53450	5049.8	9333.3	0.032100	0.29960	1.5000	0.0000	100.00	10.000	1.0000	318.00	9660.9	-0.19210	-106.81								
56.248	2700.0	2.6998	0.53330	5062.4	9970.2	0.030200	0.30110	1.5000	0.0000	100.00	10.000	1.0000	319.00	9675.5	-0.19088	-106.69								
56.362	2700.0	2.7001	0.53490	5047.9	9594.2	0.031300	0.30030	1.5000	0.0000	100.00	10.000	1.0000	320.00	9630.9	-0.19461	-106.58								
56.476	2700.0	2.6999	0.53100	5084.6	9557.3	0.031400	0.30010	1.5000	0.0000	100.00	10.000	1.0000	321.00	9589.9	-0.19804	-106.46								
56.591	2700.0	2.6996	0.53180	5076.3	9557.3	0.031400	0.30010	1.5000	0.0000	100.00	10.000	1.0000	322.00	9553.7	-0.20106	-106.35								
56.705	2700.0	2.6999	0.53360	5059.8	9404.4	0.031900	0.30000	1.5000	0.0000	100.00	10.000	1.0000	323.00	9583.0	-0.19862	-106.23								
56.819	2700.0	2.7005	0.53350	5061.9	9258.5	0.032500	0.30090	1.5000	0.0000	100.00	10.000	1.0000	324.00	9595.5	-0.19757	-106.12								
56.934	2700.0	2.7002	0.53610	5036.7	9695.8	0.030900	0.29960	1.5000	0.0000	100.00	10.000	1.0000	325.00	9590.7	-0.19797	-106.01								
57.048	2700.0	2.6997	0.53550	5041.5	9202.5	0.032600	0.30000	1.5000	0.0000	100.00	10.000	1.0000	326.00	9590.4	-0.19800	-105.89								
57.163	2700.0	2.6996	0.53490	5046.9	9060.4	0.033100	0.29990	1.5000	0.0000	100.00	10.000	1.0000	327.00	9618.5	-0.19564	-105.78								
57.277	2700.0	2.7007	0.53700	5029.2	10562	0.028300	0.29890	1.5000	0.0000	100.00	10.000	1.0000	328.00	9635.7	-0.19420	-105.66								
57.391	2700.0	2.6999	0.53590	5038.1	9894.4	0.030300	0.29980	1.5000	0.0000	100.00	10.000	1.0000	329.00	9637.6	-0.19405	-105.55								
57.506	2700.0	2.7006	0.53810	5018.8	9441.6	0.031700	0.29930	1.5000	0.0000	100.00	10.000	1.0000	330.00	9611.5	-0.19623	-105.43								
57.620	2700.0	2.6989	0.53990	4998.9	9500.0	0.031600	0.30020	1.5000	0.0000	100.00	10.000	1.0000	331.00	9593.3	-0.19775	-105.32								
57.736	2700.0	2.6996	0.54250	4976.2	9581.5	0.031300	0.29990	1.5000	0.0000	100.00	10.000	1.0000	332.00	9611.1	-0.19626	-105.20								
57.850	2700.0	2.6995	0.53980	5000.9	9875.0	0.030400	0.30020	1.0000	0.0000	100.00	10.000	1.0000	333.00	9592.7	-0.19780	-105.09								
57.964	2700.0	2.7005	0.54090	4992.6	9884.5	0.030300	0.29950	1.0000	0.0000	100.00	10.000	1.0000	334.00	9645.1	-0.19342	-104.98								
58.062	2700.0	2.6994	0.53810	5016.5	9600.6	0.031300	0.30050	1.0000	0.0000	100.00	10.000	1.0000	335.00	9648.1	-0.19317	-104.88								
