Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.263405E-2	1.401700E+2	2.000000E+3	1.990340E+0	6.761200E-3	2.943767E+5	2.983720E+5	6.701500E-3	1.999540E+0	9.910000E+37	6.761200E-3	1.465716E+43	1.478773E+43	6.701500E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.000000E+0
3.866888E-2	1.401700E+2	1.990000E+3	1.982250E+0	6.768500E-3	2.928640E+5	2.952501E+5	6.777000E-3	2.000910E+0	9.910000E+37	6.768500E-3	1.464135E+43	1.462299E+43	6.777000E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.000000E+0
6.503706E-2	1.401700E+2	1.980000E+3	1.942580E+0	7.075400E-3	2.745541E+5	2.873414E+5	6.961300E-3	2.000270E+0	9.910000E+37	7.075400E-3	1.400628E+43	1.423585E+43	6.961300E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.000000E+0
9.092187E-2	1.401700E+2	1.970000E+3	1.970070E+0	6.872100E-3	2.866766E+5	3.126833E+5	6.389500E-3	1.997890E+0	9.910000E+37	6.872100E-3	1.442063E+43	1.550982E+43	6.389500E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.000000E+0
1.166400E-1	1.401700E+2	1.960000E+3	1.935120E+0	7.905200E-3	2.447908E+5	3.659854E+5	5.485000E-3	2.007430E+0	9.910000E+37	7.905200E-3	1.253605E+43	1.806746E+43	5.485000E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.000000E+0
1.425248E-1	1.401700E+2	1.950000E+3	1.968310E+0	5.572400E-3	3.532248E+5	2.801114E+5	7.198600E-3	2.016410E+0	9.910000E+37	5.572400E-3	1.778408E+43	1.376657E+43	7.198600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	6.000000E+0
1.684930E-1	1.401700E+2	1.940000E+3	1.939800E+0	6.731100E-3	2.881847E+5	2.919686E+5	6.841900E-3	1.997620E+0	9.910000E+37	6.731100E-3	1.472271E+43	1.448428E+43	6.841900E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	7.000000E+0
1.943611E-1	1.401700E+2	1.930000E+3	1.958870E+0	6.762800E-3	2.896537E+5	2.900286E+5	6.893700E-3	1.999370E+0	9.910000E+37	6.762800E-3	1.465369E+43	1.437544E+43	6.893700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	8.000000E+0
2.203793E-1	1.401700E+2	1.920000E+3	1.929210E+0	5.974700E-3	3.228965E+5	2.901372E+5	6.892600E-3	1.999800E+0	9.910000E+37	5.974700E-3	1.658661E+43	1.437774E+43	6.892600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	9.000000E+0
2.461974E-1	1.401700E+2	1.910000E+3	1.926040E+0	5.665700E-3	3.399474E+5	3.129628E+5	6.399100E-3	2.002680E+0	9.910000E+37	5.665700E-3	1.749122E+43	1.548655E+43	6.399100E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.000000E+1
2.720822E-1	1.401700E+2	1.900000E+3	1.871830E+0	6.137900E-3	3.049626E+5	3.108491E+5	6.407000E-3	1.991610E+0	9.910000E+37	6.137900E-3	1.614559E+43	1.546746E+43	6.407000E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.100000E+1
2.980337E-1	1.401700E+2	1.890000E+3	1.853620E+0	7.041500E-3	2.632422E+5	3.204376E+5	6.280100E-3	2.012380E+0	9.910000E+37	7.041500E-3	1.407371E+43	1.578000E+43	6.280100E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.200000E+1
3.240185E-1	1.401700E+2	1.880000E+3	1.881690E+0	6.458200E-3	2.913645E+5	2.501927E+5	7.913900E-3	1.980000E+0	9.910000E+37	6.458200E-3	1.534483E+43	1.252227E+43	7.913900E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.300000E+1
3.500367E-1	1.401700E+2	1.870000E+3	1.867850E+0	6.255100E-3	2.986123E+5	2.945557E+5	6.788800E-3	1.999680E+0	9.910000E+37	6.255100E-3	1.584307E+43	1.459757E+43	6.788800E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.400000E+1
3.758715E-1	1.401700E+2	1.860000E+3	1.861780E+0	5.892600E-3	3.159522E+5	3.533145E+5	5.626800E-3	1.988030E+0	9.910000E+37	5.892600E-3	1.681770E+43	1.761214E+43	5.626800E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.500000E+1
4.018230E-1	1.401700E+2	1.850000E+3	1.868730E+0	5.407200E-3	3.456003E+5	2.709825E+5	7.426900E-3	2.012560E+0	9.910000E+37	5.407200E-3	1.832742E+43	1.334339E+43	7.426900E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.600000E+1
4.277745E-1	1.401700E+2	1.840000E+3	1.847820E+0	6.092700E-3	3.032843E+5	3.154082E+5	6.371300E-3	2.009560E+0	9.910000E+37	6.092700E-3	1.626537E+43	1.555413E+43	6.371300E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.700000E+1
4.535926E-1	1.401700E+2	1.830000E+3	1.829680E+0	5.960000E-3	3.069933E+5	3.075163E+5	6.537800E-3	2.010480E+0	9.910000E+37	5.960000E-3	1.662752E+43	1.515800E+43	6.537800E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.800000E+1
4.794774E-1	1.401700E+2	1.820000E+3	1.806980E+0	7.450700E-3	2.425249E+5	3.166706E+5	6.353700E-3	2.012030E+0	9.910000E+37	7.450700E-3	1.330076E+43	1.559721E+43	6.353700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.900000E+1
5.053289E-1	1.401700E+2	1.810000E+3	1.814590E+0	5.963000E-3	3.043082E+5	2.912796E+5	6.863200E-3	1.999110E+0	9.910000E+37	5.963000E-3	1.661915E+43	1.443933E+43	6.863200E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.000000E+1
5.313471E-1	1.401700E+2	1.800000E+3	1.804290E+0	6.229200E-3	2.896504E+5	3.028636E+5	6.575600E-3	1.991510E+0	9.910000E+37	6.229200E-3	1.590894E+43	1.507087E+43	6.575600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.100000E+1
5.571985E-1	1.401700E+2	1.790000E+3	1.790000E+0	5.944100E-3	3.011389E+5	2.921193E+5	6.815400E-3	1.990910E+0	9.910000E+37	5.944100E-3	1.667199E+43	1.454060E+43	6.815400E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.200000E+1
5.831667E-1	1.401700E+2	1.780000E+3	1.780290E+0	5.837800E-3	3.049591E+5	3.090473E+5	6.477100E-3	2.001730E+0	9.910000E+37	5.837800E-3	1.697557E+43	1.530006E+43	6.477100E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.300000E+1
6.091848E-1	1.401700E+2	1.770000E+3	1.765200E+0	5.829200E-3	3.028203E+5	3.047663E+5	6.600500E-3	2.011610E+0	9.910000E+37	5.829200E-3	1.700062E+43	1.501401E+43	6.600500E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.400000E+1
6.350863E-1	1.401700E+2	1.760000E+3	1.758570E+0	5.691900E-3	3.089601E+5	2.906869E+5	6.894600E-3	2.004170E+0	9.910000E+37	5.691900E-3	1.741071E+43	1.437357E+43	6.894600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.500000E+1
6.608045E-1	1.401700E+2	1.750000E+3	1.758500E+0	5.543800E-3	3.172012E+5	3.212494E+5	6.247700E-3	2.007070E+0	9.910000E+37	5.543800E-3	1.787583E+43	1.586184E+43	6.247700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.600000E+1
6.868059E-1	1.401700E+2	1.740000E+3	1.749210E+0	5.400400E-3	3.239038E+5	2.900761E+5	6.894500E-3	1.999930E+0	9.910000E+37	5.400400E-3	1.835049E+43	1.437378E+43	6.894500E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.700000E+1
7.126408E-1	1.401700E+2	1.730000E+3	1.696420E+0	6.491600E-3	2.613254E+5	2.852205E+5	7.010400E-3	1.999510E+0	9.910000E+37	6.491600E-3	1.526588E+43	1.413614E+43	7.010400E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.800000E+1
7.384422E-1	1.401700E+2	1.720000E+3	1.711300E+0	5.535400E-3	3.091556E+5	3.315260E+5	6.082600E-3	2.016540E+0	9.910000E+37	5.535400E-3	1.790295E+43	1.629237E+43	6.082600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.900000E+1
7.644771E-1	1.401700E+2	1.710000E+3	1.708430E+0	4.112600E-3	4.154136E+5	3.749766E+5	5.331800E-3	1.999300E+0	9.910000E+37	4.112600E-3	2.409668E+43	1.858659E+43	5.331800E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.000000E+1
7.903119E-1	1.401700E+2	1.700000E+3	1.700850E+0	5.731300E-3	2.967651E+5	2.857601E+5	7.071000E-3	2.020610E+0	9.910000E+37	5.731300E-3	1.729102E+43	1.401499E+43	7.071000E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.100000E+1
8.161800E-1	1.401700E+2	1.690000E+3	1.678440E+0	4.192600E-3	4.003339E+5	3.619281E+5	5.536100E-3	2.003670E+0	9.910000E+37	4.192600E-3	2.363688E+43	1.790069E+43	5.536100E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.200000E+1
8.420482E-1	1.401700E+2	1.680000E+3	1.680130E+0	5.513100E-3	3.047523E+5	3.219239E+5	6.256200E-3	2.014020E+0	9.910000E+37	5.513100E-3	1.797537E+43	1.584029E+43	6.256200E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.300000E+1
8.678496E-1	1.401700E+2	1.670000E+3	1.674070E+0	5.414800E-3	3.091656E+5	3.087736E+5	6.471700E-3	1.998290E+0	9.910000E+37	5.414800E-3	1.830169E+43	1.531282E+43	6.471700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.400000E+1
8.937011E-1	1.401700E+2	1.660000E+3	1.660240E+0	5.237400E-3	3.169970E+5	2.961694E+5	6.730000E-3	1.993220E+0	9.910000E+37	5.237400E-3	1.892160E+43	1.472511E+43	6.730000E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.500000E+1
9.196026E-1	1.401700E+2	1.650000E+3	1.675520E+0	6.240900E-3	2.684741E+5	3.797207E+5	5.283700E-3	2.006330E+0	9.910000E+37	6.240900E-3	1.587912E+43	1.875580E+43	5.283700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.600000E+1
9.454207E-1	1.401700E+2	1.640000E+3	1.647010E+0	5.015100E-3	3.284102E+5	2.439034E+5	8.056100E-3	1.964910E+0	9.910000E+37	5.015100E-3	1.976032E+43	1.230124E+43	8.056100E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.700000E+1
9.712722E-1	1.401700E+2	1.630000E+3	1.616720E+0	4.110900E-3	3.932764E+5	3.192448E+5	6.289500E-3	2.007890E+0	9.910000E+37	4.110900E-3	2.410664E+43	1.575642E+43	6.289500E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.800000E+1
9.971737E-1	1.401700E+2	1.620000E+3	1.615730E+0	5.329100E-3	3.031900E+5	3.000240E+5	6.662100E-3	1.998790E+0	9.910000E+37	5.329100E-3	1.859601E+43	1.487519E+43	6.662100E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.900000E+1
1.023042E+0	1.401700E+2	1.610000E+3	1.610040E+0	5.247700E-3	3.068087E+5	3.430144E+5	5.788300E-3	1.985470E+0	9.910000E+37	5.247700E-3	1.888446E+43	1.712074E+43	5.788300E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.000000E+1
1.049027E+0	1.401700E+2	1.600000E+3	1.598930E+0	5.323400E-3	3.003588E+5	3.752690E+5	5.354000E-3	2.009190E+0	9.910000E+37	5.323400E-3	1.861592E+43	1.850953E+43	5.354000E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.100000E+1
1.075011E+0	1.401700E+2	1.590000E+3	1.616350E+0	5.365300E-3	3.012599E+5	3.823106E+5	5.232500E-3	2.000440E+0	9.910000E+37	5.365300E-3	1.847054E+43	1.893932E+43	5.232500E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.200000E+1
1.100813E+0	1.401700E+2	1.580000E+3	1.584170E+0	4.751500E-3	3.334042E+5	2.913640E+5	6.834200E-3	1.991240E+0	9.910000E+37	4.751500E-3	2.085657E+43	1.450060E+43	6.834200E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.300000E+1
1.126681E+0	1.401700E+2	1.570000E+3	1.562330E+0	4.589500E-3	3.404140E+5	3.672961E+5	5.481300E-3	2.013260E+0	9.910000E+37	4.589500E-3	2.159277E+43	1.807965E+43	5.481300E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.400000E+1
1.152516E+0	1.401700E+2	1.560000E+3	1.560570E+0	5.203200E-3	2.999250E+5	3.083295E+5	6.503400E-3	2.005190E+0	9.910000E+37	5.203200E-3	1.904597E+43	1.523818E+43	6.503400E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.500000E+1
1.178334E+0	1.401700E+2	1.550000E+3	1.549870E+0	4.578500E-3	3.385104E+5	3.433718E+5	5.801700E-3	1.992140E+0	9.910000E+37	4.578500E-3	2.164464E+43	1.708120E+43	5.801700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.600000E+1
1.204336E+0	1.401700E+2	1.540000E+3	1.534960E+0	4.656000E-3	3.296735E+5	3.627669E+5	5.521700E-3	2.003090E+0	9.910000E+37	4.656000E-3	2.128436E+43	1.794737E+43	5.521700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.700000E+1
1.230187E+0	1.401700E+2	1.530000E+3	1.532940E+0	3.305400E-3	4.637684E+5	3.210721E+5	6.256600E-3	2.008820E+0	9.910000E+37	3.305400E-3	2.998124E+43	1.583927E+43	6.256600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.800000E+1
1.256172E+0	1.401700E+2	1.520000E+3	1.506750E+0	6.084700E-3	2.476293E+5	2.952344E+5	6.761000E-3	1.996080E+0	9.910000E+37	6.084700E-3	1.628675E+43	1.465760E+43	6.761000E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.900000E+1
1.282223E+0	1.401700E+2	1.510000E+3	1.510100E+0	4.657200E-3	3.242506E+5	3.644428E+5	5.497900E-3	2.003670E+0	9.910000E+37	4.657200E-3	2.127888E+43	1.802506E+43	5.497900E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.000000E+1
1.308258E+0	1.401700E+2	1.500000E+3	1.516330E+0	4.130900E-3	3.670701E+5	2.908043E+5	6.871700E-3	1.998320E+0	9.910000E+37	4.130900E-3	2.398993E+43	1.442147E+43	6.871700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.100000E+1
1.334243E+0	1.401700E+2	1.490000E+3	1.503240E+0	4.365300E-3	3.443612E+5	2.872918E+5	6.965600E-3	2.001160E+0	9.910000E+37	4.365300E-3	2.270176E+43	1.422706E+43	6.965600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.200000E+1
1.360278E+0	1.401700E+2	1.480000E+3	1.477890E+0	4.796500E-3	3.081184E+5	2.524760E+5	7.867600E-3	1.986380E+0	9.910000E+37	4.796500E-3	2.066090E+43	1.259596E+43	7.867600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.300000E+1
1.386296E+0	1.401700E+2	1.470000E+3	1.458130E+0	4.417300E-3	3.300953E+5	2.972560E+5	6.727300E-3	1.999730E+0	9.910000E+37	4.417300E-3	2.243452E+43	1.473102E+43	6.727300E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.400000E+1
1.412164E+0	1.401700E+2	1.460000E+3	1.472080E+0	5.828800E-3	2.525528E+5	3.740903E+5	5.350500E-3	2.001570E+0	9.910000E+37	5.828800E-3	1.700178E+43	1.852163E+43	5.350500E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.500000E+1
1.438199E+0	1.401700E+2	1.450000E+3	1.447770E+0	3.229400E-3	4.483093E+5	3.198225E+5	6.288300E-3	2.011140E+0	9.910000E+37	3.229400E-3	3.068681E+43	1.575943E+43	6.288300E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.600000E+1
1.464084E+0	1.401700E+2	1.440000E+3	1.436870E+0	6.039700E-3	2.379042E+5	3.002004E+5	6.636400E-3	1.992250E+0	9.910000E+37	6.039700E-3	1.640810E+43	1.493279E+43	6.636400E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.700000E+1
1.489902E+0	1.401700E+2	1.430000E+3	1.429740E+0	4.368300E-3	3.272989E+5	3.098976E+5	6.485400E-3	2.009810E+0	9.910000E+37	4.368300E-3	2.268617E+43	1.528048E+43	6.485400E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.800000E+1
1.515870E+0	1.401700E+2	1.420000E+3	1.418430E+0	4.279700E-3	3.314321E+5	2.900036E+5	6.866500E-3	1.991310E+0	9.910000E+37	4.279700E-3	2.315583E+43	1.443239E+43	6.866500E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.900000E+1
1.541955E+0	1.401700E+2	1.410000E+3	1.398020E+0	4.178900E-3	3.345426E+5	2.828218E+5	7.148000E-3	2.021610E+0	9.910000E+37	4.178900E-3	2.371437E+43	1.386402E+43	7.148000E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	6.000000E+1
1.567956E+0	1.401700E+2	1.400000E+3	1.398170E+0	4.596600E-3	3.041748E+5	2.955893E+5	6.758600E-3	1.997770E+0	9.910000E+37	4.596600E-3	2.155941E+43	1.466280E+43	6.758600E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	6.100000E+1
1.593925E+0	1.401700E+2	1.390000E+3	1.393430E+0	3.031900E-3	4.595897E+5	2.932187E+5	6.824700E-3	2.001130E+0	9.910000E+37	3.031900E-3	3.268577E+43	1.452078E+43	6.824700E-3	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	6.200000E+1
