Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.270073E-2	2.406200E+2	2.000000E+3	1.755550E+0	4.966390E-2	3.534861E+4	3.449697E+4	4.972350E-2	1.715310E+0	9.910000E+37	4.966390E-2	1.995413E+42	1.993021E+42	4.972350E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.000000E+0
3.880222E-2	2.406200E+2	2.010000E+3	1.767070E+0	4.987280E-2	3.543154E+4	3.409771E+4	5.076880E-2	1.731100E+0	9.910000E+37	4.987280E-2	1.987055E+42	1.951986E+42	5.076880E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.000000E+0
6.475371E-2	2.406200E+2	2.020000E+3	1.764790E+0	4.988980E-2	3.537376E+4	3.418153E+4	4.995680E-2	1.707600E+0	9.910000E+37	4.988980E-2	1.986378E+42	1.983714E+42	4.995680E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.000000E+0
9.075519E-2	2.406200E+2	2.030000E+3	1.759300E+0	4.972120E-2	3.538330E+4	3.568539E+4	4.953260E-2	1.767590E+0	9.910000E+37	4.972120E-2	1.993114E+42	2.000703E+42	4.953260E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.000000E+0
1.167234E-1	2.406200E+2	2.040000E+3	1.736460E+0	5.015390E-2	3.462263E+4	3.546776E+4	4.946830E-2	1.754530E+0	9.910000E+37	5.015390E-2	1.975918E+42	2.003303E+42	4.946830E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.000000E+0
1.426415E-1	2.406200E+2	2.050000E+3	1.749420E+0	4.952640E-2	3.532298E+4	3.429536E+4	4.986360E-2	1.710090E+0	9.910000E+37	4.952640E-2	2.000953E+42	1.987422E+42	4.986360E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	6.000000E+0
1.686430E-1	2.406200E+2	2.060000E+3	1.761060E+0	5.031860E-2	3.499819E+4	3.559732E+4	4.974110E-2	1.770650E+0	9.910000E+37	5.031860E-2	1.969451E+42	1.992316E+42	4.974110E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	7.000000E+0
1.944611E-1	2.406200E+2	2.070000E+3	1.710300E+0	5.009510E-2	3.414106E+4	3.546932E+4	4.990820E-2	1.770210E+0	9.910000E+37	5.009510E-2	1.978237E+42	1.985646E+42	4.990820E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	8.000000E+0
2.202293E-1	2.406200E+2	2.080000E+3	1.759320E+0	4.943720E-2	3.558697E+4	3.531499E+4	4.993970E-2	1.763620E+0	9.910000E+37	4.943720E-2	2.004563E+42	1.984393E+42	4.993970E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	9.000000E+0
2.460307E-1	2.406200E+2	2.090000E+3	1.770640E+0	4.975540E-2	3.558689E+4	3.416601E+4	5.074020E-2	1.733590E+0	9.910000E+37	4.975540E-2	1.991744E+42	1.953087E+42	5.074020E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.000000E+1
