Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.271740E-2	2.607400E+2	2.000000E+3	1.396340E+0	4.971700E-2	2.808577E+4	2.803020E+4	5.067070E-2	1.420310E+0	9.910000E+37	4.971700E-2	1.993282E+42	1.955765E+42	5.067070E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.000000E+0
3.870222E-2	2.607400E+2	1.990000E+3	1.477650E+0	5.017150E-2	2.945198E+4	2.927692E+4	5.027920E-2	1.472020E+0	9.910000E+37	5.017150E-2	1.975225E+42	1.970994E+42	5.027920E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	2.000000E+0
6.460370E-2	2.607400E+2	1.980000E+3	1.469690E+0	5.027300E-2	2.923418E+4	2.937110E+4	5.027800E-2	1.476720E+0	9.910000E+37	5.027300E-2	1.971237E+42	1.971041E+42	5.027800E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	3.000000E+0
9.047185E-2	2.607400E+2	1.970000E+3	1.400310E+0	4.973600E-2	2.815486E+4	2.856659E+4	5.053840E-2	1.443710E+0	9.910000E+37	4.973600E-2	1.992521E+42	1.960885E+42	5.053840E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	4.000000E+0
1.163233E-1	2.607400E+2	1.960000E+3	1.387330E+0	4.963900E-2	2.794839E+4	2.832684E+4	4.982060E-2	1.411260E+0	9.910000E+37	4.963900E-2	1.996414E+42	1.989137E+42	4.982060E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	5.000000E+0
1.422748E-1	2.607400E+2	1.950000E+3	1.395300E+0	5.026990E-2	2.775617E+4	2.829341E+4	4.982150E-2	1.409620E+0	9.910000E+37	5.026990E-2	1.971359E+42	1.989101E+42	4.982150E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	6.000000E+0
1.681263E-1	2.607400E+2	1.940000E+3	1.402870E+0	5.000240E-2	2.805605E+4	2.848449E+4	5.001950E-2	1.424780E+0	9.910000E+37	5.000240E-2	1.981905E+42	1.981227E+42	5.001950E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	7.000000E+0
1.940778E-1	2.607400E+2	1.930000E+3	1.467070E+0	5.025040E-2	2.919519E+4	2.838222E+4	5.001230E-2	1.419460E+0	9.910000E+37	5.025040E-2	1.972124E+42	1.981513E+42	5.001230E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	8.000000E+0
2.198792E-1	2.607400E+2	1.920000E+3	1.468000E+0	4.987670E-2	2.943258E+4	2.819175E+4	4.985750E-2	1.405570E+0	9.910000E+37	4.987670E-2	1.986900E+42	1.987665E+42	4.985750E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	9.000000E+0
2.457307E-1	2.607400E+2	1.910000E+3	1.399400E+0	4.987510E-2	2.805809E+4	2.929422E+4	5.025360E-2	1.472140E+0	9.910000E+37	4.987510E-2	1.986963E+42	1.971998E+42	5.025360E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.000000E+1
2.716822E-1	2.607400E+2	1.900000E+3	1.424700E+0	5.067420E-2	2.811490E+4	2.807071E+4	4.971160E-2	1.395440E+0	9.910000E+37	5.067420E-2	1.955630E+42	1.993498E+42	4.971160E-2	9.910000E+37	8.000000E-2	1.000000E+0	5.000000E-2	3.000000E+0	5.000000E-2	3.000000E+0	1.000000E+0	1.100000E+1
