Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.04,
Sample Interval,0.0004,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.2,0.1
Label,,
TIME,CH1,CH2
-4.640e-02,0,0.012
-4.600e-02,0,-0.004
-4.560e-02,0,0.004
-4.520e-02,0.024,-0.004
-4.480e-02,0.008,0.012
-4.440e-02,0,-0.008
-4.400e-02,0,-0.016
-4.360e-02,-0.008,0.004
-4.320e-02,0.008,-0.02
-4.280e-02,0.008,-0.008
-4.240e-02,0.016,0.02
-4.200e-02,-0.008,-0.008
-4.160e-02,0,-0.016
-4.120e-02,0,0
-4.080e-02,0,0.024
-4.040e-02,0.016,-0.008
-4.000e-02,0.016,0.012
-3.960e-02,0,0.02
-3.920e-02,0.016,0
-3.880e-02,0.016,0.008
-3.840e-02,0.016,0.008
-3.800e-02,0,-0.024
-3.760e-02,0,0.004
-3.720e-02,0.016,-0.008
-3.680e-02,0.016,0
-3.640e-02,0.016,0.004
-3.600e-02,0.016,0
-3.560e-02,0.008,0
-3.520e-02,0,0.012
-3.480e-02,-0.016,0.008
-3.440e-02,0,0.008
-3.400e-02,0.016,0.02
-3.360e-02,0.008,-0.008
-3.320e-02,0,-0.028
-3.280e-02,0.008,-0.008
-3.240e-02,0.016,0.016
-3.200e-02,0.008,0
-3.160e-02,0,0.004
-3.120e-02,0,0.008
-3.080e-02,0.016,-0.016
-3.040e-02,0,0.008
-3.000e-02,0.016,0.016
-2.960e-02,0.008,0
-2.920e-02,0,-0.004
-2.880e-02,0,0.012
-2.840e-02,0.008,0.008
-2.800e-02,0.016,-0.008
-2.760e-02,0.008,0.012
-2.720e-02,0,0.004
-2.680e-02,0,0.004
-2.640e-02,-0.008,0.004
-2.600e-02,0.016,0
-2.560e-02,0.008,-0.004
-2.520e-02,0.008,-0.004
-2.480e-02,0,0.004
-2.440e-02,-0.016,-0.036
-2.400e-02,-0.008,0.016
-2.360e-02,-0.008,0.02
-2.320e-02,0.008,-0.016
-2.280e-02,0.024,0.028
-2.240e-02,0,0.012
-2.200e-02,0,-0.004
-2.160e-02,0,-0.012
-2.120e-02,0.016,-0.008
-2.080e-02,-0.008,-0.044
-2.040e-02,0.008,0.012
-2.000e-02,0,-0.008
-1.960e-02,0.016,-0.012
-1.920e-02,0.016,0.004
-1.880e-02,0,0
-1.840e-02,0.016,-0.004
-1.800e-02,0,0.004
-1.760e-02,0.008,-0.02
-1.720e-02,0.008,-0.012
-1.680e-02,0.008,0.012
-1.640e-02,-0.008,0.012
-1.600e-02,0,0.004
-1.560e-02,0,0.004
-1.520e-02,0,-0.012
-1.480e-02,-0.008,0.004
-1.440e-02,0,0
-1.400e-02,0,0.008
-1.360e-02,0.008,0.028
-1.320e-02,0.016,0.016
-1.280e-02,-0.008,-0.012
-1.240e-02,0.016,0.016
-1.200e-02,0.008,-0.012
-1.160e-02,0,-0.008
-1.120e-02,0.008,-0.008
-1.080e-02,0.024,0.004
-1.040e-02,0.008,0.012
-1.000e-02,0,0.016
-9.600e-03,0,0.02
-9.200e-03,0.008,0
-8.800e-03,-0.008,0.004
-8.400e-03,0,-0.016
-8.000e-03,0.008,0.02
-7.600e-03,-0.008,0
-7.200e-03,0.016,0.016
-6.800e-03,0,-0.008
-6.400e-03,0,0
-6.000e-03,0,0
-5.600e-03,0.008,0.008
-5.200e-03,0.016,0.016
-4.800e-03,0.032,0.028
-4.400e-03,0.048,0.032
-4.000e-03,0.072,0.04
-3.600e-03,0.096,0.044
-3.200e-03,0.08,0.052
-2.800e-03,0.08,0.04
-2.400e-03,0.088,0.036
-2.000e-03,0.096,0.064
-1.600e-03,0.168,0.088
-1.200e-03,0.32,0.192
-8.000e-04,0.464,0.288
-4.000e-04,0.616,0.376
-5.649e-17,0.792,0.468
4.000e-04,0.8,0.468
8.000e-04,0.808,0.464
1.200e-03,0.792,0.452
1.600e-03,0.808,0.472
2.000e-03,0.816,0.452
2.400e-03,0.808,0.476
2.800e-03,0.808,0.468
3.200e-03,0.816,0.48
3.600e-03,0.816,0.468
4.000e-03,0.808,0.468
4.400e-03,0.808,0.48
4.800e-03,0.8,0.484
5.200e-03,0.816,0.468
5.600e-03,0.736,0.428
6.000e-03,0.592,0.36
6.400e-03,0.4,0.236
6.800e-03,0.264,0.14
7.200e-03,0.088,0.056
7.600e-03,0.088,0.024
8.000e-03,0.08,0.052
8.400e-03,0.08,0.06
8.800e-03,0.08,0.044
9.200e-03,0.056,0.04
9.600e-03,0.024,0.028
1.000e-02,0.056,0.012
1.040e-02,0.04,0.012
1.080e-02,0,-0.012
1.120e-02,0,-0.008
1.160e-02,0,0.008
1.200e-02,0.024,0.024
1.240e-02,0,0
1.280e-02,0.024,0.032
1.320e-02,0.024,0.008
1.360e-02,0.048,0.056
1.400e-02,0.064,0.048
1.440e-02,0.08,0.036
1.480e-02,0.088,0.056
1.520e-02,0.08,0.052
1.560e-02,0.088,0.04
1.600e-02,0.088,0.056
1.640e-02,0.16,0.08
1.680e-02,0.328,0.168
1.720e-02,0.48,0.264
1.760e-02,0.6,0.328
1.800e-02,0.792,0.456
1.840e-02,0.808,0.456
1.880e-02,0.816,0.448
1.920e-02,0.808,0.448
1.960e-02,0.792,0.46
2.000e-02,0.792,0.428
2.040e-02,0.808,0.472
2.080e-02,0.808,0.468
2.120e-02,0.8,0.464
2.160e-02,0.808,0.472
2.200e-02,0.824,0.468
2.240e-02,0.816,0.464
2.280e-02,0.816,0.468
2.320e-02,0.8,0.488
2.360e-02,0.744,0.436
2.400e-02,0.592,0.328
2.440e-02,0.416,0.244
2.480e-02,0.272,0.144
2.520e-02,0.088,0.06
2.560e-02,0.08,0.04
2.600e-02,0.088,0.04
2.640e-02,0.096,0.06
2.680e-02,0.096,0.056
2.720e-02,0.072,0.04
2.760e-02,0.072,0.052
2.800e-02,0.032,0.032
2.840e-02,0.032,0.016
2.880e-02,-0.008,0
2.920e-02,0.016,0
2.960e-02,0.008,0.008
3.000e-02,0,0.02
3.040e-02,0.008,-0.008
3.080e-02,0.016,0.008
3.120e-02,0.024,0.004
3.160e-02,0.048,0.032
3.200e-02,0.064,0.052
3.240e-02,0.088,0.048
3.280e-02,0.096,0.052
3.320e-02,0.088,0.052
3.360e-02,0.072,0.048
3.400e-02,0.08,0.048
3.440e-02,0.152,0.1
3.480e-02,0.336,0.192
3.520e-02,0.48,0.288
3.560e-02,0.624,0.36
3.600e-02,0.792,0.456
3.640e-02,0.808,0.476
3.680e-02,0.792,0.46
3.720e-02,0.808,0.476
3.760e-02,0.808,0.464
3.800e-02,0.8,0.468
3.840e-02,0.808,0.468
3.880e-02,0.808,0.48
3.920e-02,0.808,0.48
3.960e-02,0.808,0.476
4.000e-02,0.816,0.46
4.040e-02,0.792,0.468
4.080e-02,0.808,0.468
4.120e-02,0.808,0.476
4.160e-02,0.736,0.448
4.200e-02,0.592,0.324
4.240e-02,0.416,0.24
4.280e-02,0.256,0.132
4.320e-02,0.104,0.048
4.360e-02,0.088,0.036
4.400e-02,0.08,0.032
4.440e-02,0.08,0.044
4.480e-02,0.08,0.044
4.520e-02,0.08,0.04
4.560e-02,0.056,0.036
4.600e-02,0.04,0.02
4.640e-02,0.04,0.008
4.680e-02,0,-0.012
4.720e-02,0.016,0.016
4.760e-02,0.008,0.012
4.800e-02,0,0.004
4.840e-02,0,-0.016
4.880e-02,0.008,0.02
4.920e-02,0.04,0.008
4.960e-02,0.048,0.008
5.000e-02,0.064,0.056
5.040e-02,0.104,0.04
5.080e-02,0.088,0.044
5.120e-02,0.096,0.064
5.160e-02,0.08,0.056
5.200e-02,0.088,0.04
5.240e-02,0.152,0.076
5.280e-02,0.32,0.196
5.320e-02,0.48,0.292
5.360e-02,0.624,0.388
5.400e-02,0.8,0.48
5.440e-02,0.808,0.476
5.480e-02,0.8,0.472
5.520e-02,0.808,0.48
5.560e-02,0.808,0.468
5.600e-02,0.8,0.46
5.640e-02,0.808,0.464
5.680e-02,0.808,0.46
5.720e-02,0.808,0.444
5.760e-02,0.808,0.476
5.800e-02,0.792,0.464
5.840e-02,0.808,0.476
5.880e-02,0.8,0.476
5.920e-02,0.816,0.46
5.960e-02,0.736,0.436
6.000e-02,0.576,0.34
6.040e-02,0.432,0.264
6.080e-02,0.272,0.128
6.120e-02,0.096,0.056
6.160e-02,0.072,0.044
6.200e-02,0.08,0.044
6.240e-02,0.088,0.052
6.280e-02,0.088,0.036
6.320e-02,0.08,0.044
6.360e-02,0.064,0.032
6.400e-02,0.04,0.028
6.440e-02,0.032,0.024
6.480e-02,0.016,0
6.520e-02,0,0.012
6.560e-02,0.024,0.016
6.600e-02,0,0.012
6.640e-02,0,0.008
6.680e-02,0.008,0
6.720e-02,0.04,0.02
6.760e-02,0.048,0.032
6.800e-02,0.064,0.032
6.840e-02,0.072,0.04
6.880e-02,0.08,0.06
6.920e-02,0.088,0.044
6.960e-02,0.08,0.052
7.000e-02,0.08,0.04
7.040e-02,0.152,0.092
7.080e-02,0.32,0.172
7.120e-02,0.464,0.272
7.160e-02,0.616,0.348
7.200e-02,0.792,0.468
7.240e-02,0.808,0.464
7.280e-02,0.816,0.488
7.320e-02,0.792,0.468
7.360e-02,0.808,0.472
7.400e-02,0.8,0.468
7.440e-02,0.808,0.46
7.480e-02,0.808,0.48
7.520e-02,0.8,0.472
7.560e-02,0.816,0.468
7.600e-02,0.816,0.46
7.640e-02,0.816,0.48
7.680e-02,0.816,0.476
7.720e-02,0.808,0.488
7.760e-02,0.736,0.432
7.800e-02,0.584,0.32
7.840e-02,0.44,0.24
7.880e-02,0.272,0.152
7.920e-02,0.12,0.064
7.960e-02,0.08,0.052
8.000e-02,0.096,0.044
8.040e-02,0.08,0.044
8.080e-02,0.096,0.064
8.120e-02,0.08,0.044
8.160e-02,0.072,0.032
8.200e-02,0.032,0.024
8.240e-02,0.04,0.004
8.280e-02,0.024,0.012
8.320e-02,0.016,-0.004
8.360e-02,0.008,0
8.400e-02,0.016,-0.008
8.440e-02,0.008,0
8.480e-02,0.024,0.012
8.520e-02,0.016,0.024
8.560e-02,0.064,0.012
8.600e-02,0.08,0.032
8.640e-02,0.096,0.052
8.680e-02,0.096,0.056
8.720e-02,0.104,0.056
8.760e-02,0.072,0.056
8.800e-02,0.08,0.04
8.840e-02,0.144,0.072
8.880e-02,0.312,0.176
8.920e-02,0.48,0.288
8.960e-02,0.624,0.356
9.000e-02,0.784,0.468
9.040e-02,0.808,0.48
9.080e-02,0.8,0.46
9.120e-02,0.824,0.484
9.160e-02,0.792,0.476
9.200e-02,0.808,0.48
9.240e-02,0.808,0.484
9.280e-02,0.808,0.472
9.320e-02,0.8,0.488
9.360e-02,0.8,0.476
9.400e-02,0.808,0.46
9.440e-02,0.808,0.476
9.480e-02,0.808,0.468
9.520e-02,0.808,0.484
9.560e-02,0.744,0.42
9.600e-02,0.576,0.34
9.640e-02,0.424,0.24
9.680e-02,0.256,0.168
9.720e-02,0.096,0.052
9.760e-02,0.088,0.044
9.800e-02,0.088,0.052
9.840e-02,0.064,0.028
9.880e-02,0.08,0.04
9.920e-02,0.072,0.044
9.960e-02,0.064,0.02
1.000e-01,0.032,0.016
1.004e-01,0.04,0.004
1.008e-01,0.008,-0.012
1.012e-01,0.024,0.008
