Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-05,
Sample Interval,2e-07,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.2,0.1
Label,,
TIME,CH1,CH2
-8.980e-05,0,-0.016
-8.960e-05,0,-0.012
-8.940e-05,0,0.004
-8.920e-05,0.016,0
-8.900e-05,0,-0.008
-8.880e-05,0,-0.004
-8.860e-05,0.008,-0.012
-8.840e-05,0.024,-0.012
-8.820e-05,0,-0.004
-8.800e-05,0.008,0
-8.780e-05,0,0.02
-8.760e-05,0.008,0.008
-8.740e-05,0.008,-0.004
-8.720e-05,0.016,0.004
-8.700e-05,0.016,0.016
-8.680e-05,0,-0.004
-8.660e-05,0.024,0.012
-8.640e-05,0.016,0.04
-8.620e-05,0.008,0.02
-8.600e-05,0,0
-8.580e-05,0.016,0.004
-8.560e-05,0.016,-0.004
-8.540e-05,0,0
-8.520e-05,0.008,0.004
-8.500e-05,0.024,0.004
-8.480e-05,0,-0.004
-8.460e-05,0.016,0
-8.440e-05,0,0
-8.420e-05,0,0.012
-8.400e-05,0.024,0.02
-8.380e-05,0.008,0.016
-8.360e-05,0,0.016
-8.340e-05,0.008,0.02
-8.320e-05,0.016,0.004
-8.300e-05,-0.008,0.024
-8.280e-05,0,0.012
-8.260e-05,0,0.024
-8.240e-05,0,0.016
-8.220e-05,0,0.012
-8.200e-05,0.016,0.008
-8.180e-05,0,0.008
-8.160e-05,0.008,-0.004
-8.140e-05,0.008,-0.012
-8.120e-05,-0.008,0.008
-8.100e-05,0.016,0.004
-8.080e-05,0.016,-0.012
-8.060e-05,0,0.008
-8.040e-05,-0.008,-0.012
-8.020e-05,0.016,-0.012
-8.000e-05,0,-0.004
-7.980e-05,0.024,-0.004
-7.960e-05,0.016,0.004
-7.940e-05,0.008,0.004
-7.920e-05,0.008,-0.008
-7.900e-05,0,0
-7.880e-05,0.008,-0.004
-7.860e-05,0.016,0.008
-7.840e-05,0,-0.004
-7.820e-05,0,0.008
-7.800e-05,0.008,0.008
-7.780e-05,0,-0.004
-7.760e-05,-0.016,-0.02
-7.740e-05,-0.008,-0.008
-7.720e-05,0.008,-0.004
-7.700e-05,0.008,-0.008
-7.680e-05,0.016,-0.016
-7.660e-05,0.024,0
-7.640e-05,0.016,0.004
-7.620e-05,0.008,-0.004
-7.600e-05,0.008,0
-7.580e-05,0.008,-0.004
-7.560e-05,0.008,-0.004
-7.540e-05,0.008,0.012
-7.520e-05,0.008,0.016
-7.500e-05,0,0.004
-7.480e-05,0.016,0.016
-7.460e-05,0.008,0.012
-7.440e-05,0.008,0.016
-7.420e-05,0.016,0.02
-7.400e-05,0,0.028
-7.380e-05,0.008,0.012
-7.360e-05,0.008,0.008
-7.340e-05,0.016,0.008
-7.320e-05,0.016,0.008
-7.300e-05,0.016,0.016
-7.280e-05,0,0.004
-7.260e-05,0,0.012
-7.240e-05,0.024,0.008
-7.220e-05,-0.008,0.004
-7.200e-05,0.008,0.008
-7.180e-05,-0.008,0.008
