Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.02,
Sample Interval,0.0002,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.05
Label,,
TIME,CH1,CH2
-2.260e-02,0.01,0.016
-2.240e-02,0.01,-0.008
-2.220e-02,-0.01,0.02
-2.200e-02,-0.03,-0.004
-2.180e-02,0.01,-0.006
-2.160e-02,0.01,-0.008
-2.140e-02,-0.01,0.004
-2.120e-02,-0.01,0
-2.100e-02,0.03,0.01
-2.080e-02,0.03,-0.01
-2.060e-02,-0.01,-0.014
-2.040e-02,0.01,-0.02
-2.020e-02,0.01,0.01
-2.000e-02,0.01,-0.004
-1.980e-02,0.01,0.004
-1.960e-02,0.01,0.006
-1.940e-02,-0.01,-0.006
-1.920e-02,0.01,0
-1.900e-02,0.01,-0.006
-1.880e-02,0.01,0.016
-1.860e-02,0.01,0.002
-1.840e-02,0.01,-0.01
-1.820e-02,0.03,-0.014
-1.800e-02,0.01,-0.008
-1.780e-02,0.01,-0.01
-1.760e-02,0.03,-0.008
-1.740e-02,-0.01,-0.016
-1.720e-02,0.01,-0.012
-1.700e-02,-0.01,-0.008
-1.680e-02,-0.01,-0.01
-1.660e-02,0.01,0
-1.640e-02,-0.01,-0.014
-1.620e-02,0.01,-0.01
-1.600e-02,0.01,-0.004
-1.580e-02,-0.01,-0.004
-1.560e-02,0.05,-0.006
-1.540e-02,0.03,-0.012
-1.520e-02,0.01,-0.006
-1.500e-02,0.03,-0.004
-1.480e-02,-0.01,-0.02
-1.460e-02,0.03,0
-1.440e-02,0.01,-0.004
-1.420e-02,-0.01,0.006
-1.400e-02,-0.01,-0.01
-1.380e-02,0.01,0
-1.360e-02,0.01,-0.01
-1.340e-02,0.03,0
-1.320e-02,-0.01,-0.006
-1.300e-02,-0.01,-0.014
-1.280e-02,-0.01,0.004
-1.260e-02,-0.01,-0.002
-1.240e-02,0.03,0
-1.220e-02,0.01,0.008
-1.200e-02,0.01,-0.004
-1.180e-02,0.01,0.016
-1.160e-02,0.05,0.008
-1.140e-02,-0.01,0.002
