Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
7.933795E-3	7.995000E+1	1.000000E+3	1.000770E+0	7.718000E-3	1.296670E+5	9.211836E+4	5.424000E-3	4.996500E-1	9.910000E+37	7.718000E-3	1.284011E+43	1.827065E+43	5.424000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.000000E+0
2.523478E-2	7.995000E+1	1.000000E+3	1.002630E+0	5.988000E-3	1.674399E+5	7.277834E+4	6.907000E-3	5.026800E-1	9.910000E+37	5.988000E-3	1.654977E+43	1.434776E+43	6.907000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	2.000000E+0
4.168572E-2	7.995000E+1	9.900000E+2	9.907300E-1	7.763000E-3	1.276221E+5	3.791597E+4	1.316200E-2	4.990500E-1	9.910000E+37	7.763000E-3	1.276568E+43	7.529251E+42	1.316200E-2	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	3.000000E+0
5.816999E-2	7.995000E+1	9.800000E+2	9.799000E-1	1.121500E-2	8.737405E+4	9.799961E+4	5.099000E-3	4.997000E-1	9.910000E+37	1.121500E-2	8.836380E+42	1.943518E+43	5.099000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	4.000000E+0
7.458760E-2	7.995000E+1	9.700000E+2	9.711700E-1	1.128900E-2	8.602799E+4	4.870678E+4	1.023800E-2	4.986600E-1	9.910000E+37	1.128900E-2	8.778457E+42	9.679625E+42	1.023800E-2	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	5.000000E+0
9.100521E-2	7.995000E+1	9.600000E+2	9.573600E-1	2.131100E-2	4.492328E+4	9.478211E+4	5.278000E-3	5.002600E-1	9.910000E+37	2.131100E-2	4.650181E+42	1.877605E+43	5.278000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	6.000000E+0
1.074562E-1	7.995000E+1	9.500000E+2	9.497700E-1	1.058200E-2	8.975335E+4	7.858562E+4	6.342000E-3	4.983900E-1	9.910000E+37	1.058200E-2	9.364959E+42	1.562599E+43	6.342000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	7.000000E+0
1.238738E-1	7.995000E+1	9.400000E+2	9.403400E-1	1.068300E-2	8.802209E+4	5.693204E+4	8.755000E-3	4.984400E-1	9.910000E+37	1.068300E-2	9.276420E+42	1.131925E+43	8.755000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	8.000000E+0
1.402914E-1	7.995000E+1	9.300000E+2	9.301500E-1	1.032300E-2	9.010462E+4	3.739000E+4	1.336400E-2	4.996800E-1	9.910000E+37	1.032300E-2	9.599923E+42	7.415444E+42	1.336400E-2	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	9.000000E+0
1.567423E-1	7.995000E+1	9.200000E+2	9.180500E-1	1.455900E-2	6.305722E+4	1.084380E+5	4.603000E-3	4.991400E-1	9.910000E+37	1.455900E-2	6.806786E+42	2.152944E+43	4.603000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.000000E+1
1.731932E-1	7.995000E+1	9.100000E+2	9.101200E-1	1.031800E-2	8.820702E+4	1.652066E+5	3.025000E-3	4.997500E-1	9.910000E+37	1.031800E-2	9.604575E+42	3.276033E+43	3.025000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.100000E+1
1.896609E-1	7.995000E+1	9.000000E+2	8.984600E-1	1.359500E-2	6.608753E+4	8.844464E+4	5.645000E-3	4.992700E-1	9.910000E+37	1.359500E-2	7.289445E+42	1.755536E+43	5.645000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.200000E+1
2.061118E-1	7.995000E+1	8.900000E+2	8.887700E-1	9.462000E-3	9.393046E+4	3.625601E+4	1.372600E-2	4.976500E-1	9.910000E+37	9.462000E-3	1.047347E+43	7.219875E+42	1.372600E-2	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.300000E+1
2.225461E-1	7.995000E+1	8.800000E+2	8.829200E-1	-4.729000E-3	-1.867033E+5	-1.438770E+5	-3.495000E-3	5.028500E-1	9.910000E+37	-4.729000E-3	-2.095580E+43	-2.835479E+43	-3.495000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.400000E+1
2.389637E-1	7.995000E+1	8.700000E+2	8.700100E-1	8.850000E-4	9.830621E+5	-7.930476E+6	-6.300000E-5	4.996200E-1	9.910000E+37	8.850000E-4	1.119774E+44	-1.573016E+45	-6.300000E-5	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.500000E+1
2.554146E-1	7.995000E+1	8.600000E+2	8.608100E-1	6.450000E-4	1.334589E+6	3.570349E+5	1.403000E-3	5.009200E-1	9.910000E+37	6.450000E-4	1.536434E+44	7.063435E+43	1.403000E-3	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.600000E+1
