Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,1e-06
Sample Interval,1e-08
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH2
-3.320e-06,0.014
-3.310e-06,0.018
-3.300e-06,0.006
-3.290e-06,0.002
-3.280e-06,-0.006
-3.270e-06,0.002
-3.260e-06,-0.006
-3.250e-06,0.006
-3.240e-06,0.006
-3.230e-06,0.002
-3.220e-06,0.006
-3.210e-06,0.01
-3.200e-06,0.014
-3.190e-06,0.01
-3.180e-06,0.002
-3.170e-06,0.002
-3.160e-06,0.006
-3.150e-06,0.01
-3.140e-06,0.006
-3.130e-06,0.014
-3.120e-06,0.014
-3.110e-06,0.014
-3.100e-06,0.014
-3.090e-06,0.01
-3.080e-06,0.002
-3.070e-06,-0.006
-3.060e-06,-0.01
-3.050e-06,-0.014
-3.040e-06,-0.014
-3.030e-06,-0.014
-3.020e-06,-0.006
-3.010e-06,-0.002
-3.000e-06,-0.002
-2.990e-06,0.014
-2.980e-06,0.006
-2.970e-06,0.006
-2.960e-06,0.01
-2.950e-06,0.014
-2.940e-06,0.014
-2.930e-06,0.014
-2.920e-06,0.014
-2.910e-06,0.014
-2.900e-06,0.006
-2.890e-06,0.006
-2.880e-06,0.002
-2.870e-06,0.01
-2.860e-06,0.006
-2.850e-06,0.006
-2.840e-06,0.014
-2.830e-06,0.014
-2.820e-06,-0.002
-2.810e-06,0.01
-2.800e-06,0.014
-2.790e-06,0.014
-2.780e-06,0.022
-2.770e-06,0.03
-2.760e-06,0.03
-2.750e-06,0.01
-2.740e-06,-0.014
-2.730e-06,-0.03
-2.720e-06,-0.034
-2.710e-06,-0.026
-2.700e-06,-0.006
-2.690e-06,0.022
-2.680e-06,0.034
-2.670e-06,0.034
-2.660e-06,0.03
-2.650e-06,0.002
-2.640e-06,-0.01
-2.630e-06,-0.022
-2.620e-06,-0.014
-2.610e-06,0.014
-2.600e-06,0.022
-2.590e-06,0.038
-2.580e-06,0.038
-2.570e-06,0.022
-2.560e-06,0.006
-2.550e-06,-0.006
-2.540e-06,-0.014
-2.530e-06,-0.01
-2.520e-06,0.002
-2.510e-06,0.014
-2.500e-06,0.022
-2.490e-06,0.03
-2.480e-06,0.018
-2.470e-06,0.01
-2.460e-06,-0.002
-2.450e-06,0.002
-2.440e-06,-0.01
-2.430e-06,-0.014
-2.420e-06,-0.006
-2.410e-06,0.002
-2.400e-06,0.018
-2.390e-06,0.006
-2.380e-06,0.006
-2.370e-06,0.01
-2.360e-06,0.006
-2.350e-06,0.006
-2.340e-06,0.002
-2.330e-06,0.014
-2.320e-06,0.01
-2.310e-06,0.002
-2.300e-06,0.018
-2.290e-06,0.014
-2.280e-06,0.006
-2.270e-06,-0.002
-2.260e-06,-0.002
-2.250e-06,-0.002
-2.240e-06,-0.014
-2.230e-06,-0.002
-2.220e-06,-0.01
-2.210e-06,-0.002
-2.200e-06,0.014
-2.190e-06,0.018
-2.180e-06,0.018
-2.170e-06,0.022
-2.160e-06,0.018
-2.150e-06,0.014
-2.140e-06,0.002
-2.130e-06,0.006
-2.120e-06,-0.002
-2.110e-06,0.002
-2.100e-06,0.01
-2.090e-06,0.006
-2.080e-06,0.002
-2.070e-06,-0.002
-2.060e-06,-0.002
-2.050e-06,-0.01
-2.040e-06,-0.014
-2.030e-06,-0.01
-2.020e-06,-0.014
-2.010e-06,-0.002
-2.000e-06,0.006
-1.990e-06,0.006
-1.980e-06,0.002
-1.970e-06,0.014
-1.960e-06,0.002
-1.950e-06,0.014
-1.940e-06,0.022
-1.930e-06,0.018
-1.920e-06,0.026
-1.910e-06,0.018
-1.900e-06,0.014
-1.890e-06,0.022
-1.880e-06,0.014
-1.870e-06,0.018
-1.860e-06,0.022
-1.850e-06,0.034
-1.840e-06,0.03
-1.830e-06,0.03
-1.820e-06,0.014
-1.810e-06,0.01
-1.800e-06,0.03
-1.790e-06,0.026
-1.780e-06,0.034
-1.770e-06,0.038
-1.760e-06,0.046
-1.750e-06,0.046
-1.740e-06,0.05
-1.730e-06,0.054
-1.720e-06,0.05
-1.710e-06,0.054
-1.700e-06,0.062
-1.690e-06,0.066
-1.680e-06,0.066
-1.670e-06,0.066
-1.660e-06,0.07
-1.650e-06,0.062
-1.640e-06,0.066
-1.630e-06,0.066
-1.620e-06,0.062
-1.610e-06,0.07
-1.600e-06,0.066
-1.590e-06,0.07
-1.580e-06,0.078
-1.570e-06,0.09
-1.560e-06,0.09
-1.550e-06,0.094
-1.540e-06,0.102
-1.530e-06,0.102
-1.520e-06,0.106
-1.510e-06,0.102
-1.500e-06,0.106
-1.490e-06,0.102
-1.480e-06,0.114
-1.470e-06,0.114
-1.460e-06,0.122
-1.450e-06,0.13
-1.440e-06,0.122
-1.430e-06,0.122
-1.420e-06,0.126
-1.410e-06,0.114
-1.400e-06,0.118
-1.390e-06,0.11
-1.380e-06,0.11
-1.370e-06,0.106
-1.360e-06,0.126
-1.350e-06,0.138
-1.340e-06,0.158
-1.330e-06,0.158
-1.320e-06,0.158
-1.310e-06,0.146
-1.300e-06,0.142
-1.290e-06,0.142
-1.280e-06,0.142
-1.270e-06,0.15
-1.260e-06,0.166
-1.250e-06,0.158
-1.240e-06,0.158
-1.230e-06,0.154
-1.220e-06,0.158
-1.210e-06,0.158
-1.200e-06,0.154
-1.190e-06,0.158
-1.180e-06,0.158
-1.170e-06,0.162
-1.160e-06,0.166
-1.150e-06,0.174
-1.140e-06,0.17
-1.130e-06,0.178
-1.120e-06,0.186
-1.110e-06,0.186
-1.100e-06,0.198
-1.090e-06,0.194
-1.080e-06,0.198
-1.070e-06,0.182
-1.060e-06,0.186
-1.050e-06,0.178
-1.040e-06,0.178
-1.030e-06,0.178
-1.020e-06,0.166
-1.010e-06,0.17
-1.000e-06,0.166
-9.900e-07,0.166
-9.800e-07,0.178
-9.700e-07,0.178
-9.600e-07,0.186
-9.500e-07,0.186
-9.400e-07,0.194
-9.300e-07,0.19
-9.200e-07,0.202
-9.100e-07,0.19
-9.000e-07,0.182
-8.900e-07,0.174
-8.800e-07,0.178
-8.700e-07,0.17
-8.600e-07,0.178
-8.500e-07,0.174
-8.400e-07,0.17
-8.300e-07,0.166
-8.200e-07,0.162
-8.100e-07,0.166
-8.000e-07,0.182
-7.900e-07,0.182
-7.800e-07,0.198
-7.700e-07,0.214
-7.600e-07,0.21
-7.500e-07,0.194
