Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,1e-07,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.2
Label,,
TIME,CH1,CH2
-1.030e-05,0,0.024
-1.020e-05,0,0
-1.010e-05,0,0.016
-1.000e-05,0.02,0.016
-9.900e-06,-0.02,0.016
-9.800e-06,0,0.008
-9.700e-06,-0.02,0.016
-9.600e-06,0.02,0.008
-9.500e-06,0,0.024
-9.400e-06,0,0.008
-9.300e-06,-0.02,0.016
-9.200e-06,0,0.008
-9.100e-06,0,0.016
-9.000e-06,0,0
-8.900e-06,-0.02,0.024
-8.800e-06,0.04,0
-8.700e-06,0,0.008
-8.600e-06,0,0
-8.500e-06,0.02,0.016
-8.400e-06,0.06,-0.016
-8.300e-06,0.02,0.024
-8.200e-06,-0.02,0.008
-8.100e-06,0,-0.008
-8.000e-06,0,-0.008
-7.900e-06,0.04,0.016
-7.800e-06,0.04,0.008
-7.700e-06,0.04,0.016
-7.600e-06,0.02,0.008
-7.500e-06,0,0.032
-7.400e-06,0.02,-0.008
-7.300e-06,0.02,0.016
-7.200e-06,0,0
-7.100e-06,0.02,0.008
-7.000e-06,0.04,0
-6.900e-06,0.02,0.008
-6.800e-06,0,0.008
-6.700e-06,0,0.016
-6.600e-06,0.04,0.008
-6.500e-06,0,0.024
-6.400e-06,0.02,0.008
-6.300e-06,-0.02,0.016
-6.200e-06,0,0.016
-6.100e-06,0,0.008
-6.000e-06,0,0.008
-5.900e-06,0,0.032
-5.800e-06,0,-0.008
-5.700e-06,0,0.008
-5.600e-06,0.06,0.016
-5.500e-06,0.1,0.04
-5.400e-06,0.16,0.056
-5.300e-06,0.2,0.08
-5.200e-06,0.28,0.096
-5.100e-06,0.32,0.104
-5.000e-06,0.38,0.136
-4.900e-06,0.52,0.176
-4.800e-06,0.52,0.16
-4.700e-06,0.62,0.184
-4.600e-06,0.62,0.192
-4.500e-06,0.58,0.184
-4.400e-06,0.62,0.2
-4.300e-06,0.62,0.184
-4.200e-06,0.62,0.192
-4.100e-06,0.58,0.184
-4.000e-06,0.6,0.192
-3.900e-06,0.6,0.176
-3.800e-06,0.6,0.192
-3.700e-06,0.62,0.176
-3.600e-06,0.6,0.192
-3.500e-06,0.6,0.184
-3.400e-06,0.6,0.192
-3.300e-06,0.58,0.176
-3.200e-06,0.58,0.192
-3.100e-06,0.62,0.216
-3.000e-06,0.64,0.184
-2.900e-06,0.64,0.168
-2.800e-06,0.6,0.184
-2.700e-06,0.58,0.16
-2.600e-06,0.6,0.192
-2.500e-06,0.62,0.16
-2.400e-06,0.62,0.168
-2.300e-06,0.62,0.16
-2.200e-06,0.62,0.192
-2.100e-06,0.62,0.16
-2.000e-06,0.64,0.176
-1.900e-06,0.6,0.16
-1.800e-06,0.6,0.168
-1.700e-06,0.58,0.16
-1.600e-06,0.64,0.168
-1.500e-06,0.7,0.192
-1.400e-06,0.74,0.216
-1.300e-06,0.84,0.216
-1.200e-06,0.92,0.256
-1.100e-06,0.96,0.272
-1.000e-06,1.04,0.296
-9.000e-07,1.14,0.304
-8.000e-07,1.18,0.336
-7.000e-07,1.22,0.344
-6.000e-07,1.32,0.384
-5.000e-07,1.38,0.376
-4.000e-07,1.48,0.416
-3.000e-07,1.54,0.432
-2.000e-07,1.62,0.464
-1.000e-07,1.7,0.472
7.438e-21,1.78,0.488
1.000e-07,1.8,0.52
2.000e-07,1.9,0.544
3.000e-07,1.92,0.544
4.000e-07,1.98,0.56
5.000e-07,2,0.552
6.000e-07,2,0.552
7.000e-07,2.02,0.552
8.000e-07,2.02,0.544
9.000e-07,1.98,0.544
1.000e-06,2.04,0.544
1.100e-06,2.02,0.544
1.200e-06,2.02,0.512
1.300e-06,2.02,0.528
1.400e-06,2.02,0.512
1.500e-06,2,0.52
1.600e-06,2.02,0.528
1.700e-06,2.02,0.496
1.800e-06,2,0.504
1.900e-06,2,0.52
2.000e-06,2.02,0.496
2.100e-06,2.02,0.512
2.200e-06,2,0.496
2.300e-06,2,0.496
2.400e-06,2.06,0.488
2.500e-06,2.02,0.488
2.600e-06,2,0.472
2.700e-06,2.04,0.496
2.800e-06,2.02,0.464
2.900e-06,2.02,0.488
3.000e-06,2.02,0.464
3.100e-06,2.02,0.488
3.200e-06,2.02,0.472
3.300e-06,2,0.48
3.400e-06,1.98,0.456
3.500e-06,2,0.48
3.600e-06,2.02,0.472
3.700e-06,2.02,0.472
3.800e-06,2,0.472
3.900e-06,2,0.448
4.000e-06,2.02,0.464
4.100e-06,1.98,0.464
4.200e-06,2,0.448
4.300e-06,2.02,0.456
4.400e-06,1.96,0.448
4.500e-06,1.92,0.432
4.600e-06,1.86,0.376
4.700e-06,1.76,0.36
4.800e-06,1.7,0.328
4.900e-06,1.64,0.32
5.000e-06,1.56,0.296
5.100e-06,1.52,0.264
5.200e-06,1.42,0.256
5.300e-06,1.36,0.24
5.400e-06,1.32,0.208
5.500e-06,1.22,0.168
5.600e-06,1.16,0.16
5.700e-06,1.08,0.128
5.800e-06,1.02,0.104
5.900e-06,0.92,0.072
6.000e-06,0.88,0.064
6.100e-06,0.78,0.04
6.200e-06,0.76,0.024
6.300e-06,0.68,0
6.400e-06,0.58,0.016
6.500e-06,0.58,-0.024
6.600e-06,0.62,-0.008
6.700e-06,0.58,-0.016
6.800e-06,0.58,-0.032
6.900e-06,0.58,-0.032
7.000e-06,0.58,-0.008
7.100e-06,0.62,-0.032
7.200e-06,0.6,-0.008
7.300e-06,0.58,-0.024
7.400e-06,0.62,-0.008
7.500e-06,0.6,-0.016
7.600e-06,0.6,-0.016
7.700e-06,0.6,-0.024
7.800e-06,0.58,0
7.900e-06,0.58,-0.032
8.000e-06,0.6,-0.008
8.100e-06,0.6,-0.016
8.200e-06,0.56,-0.008
8.300e-06,0.58,-0.024
8.400e-06,0.58,-0.016
8.500e-06,0.6,-0.024
8.600e-06,0.6,0
8.700e-06,0.64,-0.024
8.800e-06,0.58,-0.008
8.900e-06,0.62,-0.024
9.000e-06,0.6,-0.008
9.100e-06,0.6,-0.024
9.200e-06,0.6,0.008
9.300e-06,0.56,-0.016
9.400e-06,0.58,0
9.500e-06,0.62,-0.016
9.600e-06,0.58,0
9.700e-06,0.58,-0.016
9.800e-06,0.6,0.008
9.900e-06,0.6,-0.024
1.000e-05,0.6,-0.008
1.010e-05,0.6,0
1.020e-05,0.56,-0.016
1.030e-05,0.58,-0.024
1.040e-05,0.58,-0.024
1.050e-05,0.54,-0.048
1.060e-05,0.58,-0.024
1.070e-05,0.56,-0.024
1.080e-05,0.6,0.008
1.090e-05,0.58,-0.008
1.100e-05,0.6,-0.008
1.110e-05,0.58,0.008
1.120e-05,0.62,0
1.130e-05,0.62,-0.008
1.140e-05,0.62,-0.016
