Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-07,
Sample Interval,2e-09,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,0.5
Label,,
TIME,CH1,CH2
-6.100e-07,0.16,0.1
-6.080e-07,0.24,0.12
-6.060e-07,0.32,0.12
-6.040e-07,0.32,0.14
-6.020e-07,0.32,0.14
-6.000e-07,0.24,0.18
-5.980e-07,0.4,0.16
-5.960e-07,0.32,0.16
-5.940e-07,0.4,0.18
-5.920e-07,0.4,0.18
-5.900e-07,0.32,0.16
-5.880e-07,0.48,0.16
-5.860e-07,0.4,0.16
-5.840e-07,0.4,0.18
-5.820e-07,0.48,0.18
-5.800e-07,0.4,0.16
-5.780e-07,0.4,0.18
-5.760e-07,0.4,0.16
-5.740e-07,0.4,0.22
-5.720e-07,0.48,0.2
-5.700e-07,0.56,0.22
-5.680e-07,0.4,0.2
-5.660e-07,0.4,0.16
-5.640e-07,0.64,0.2
-5.620e-07,0.4,0.22
-5.600e-07,0.48,0.18
-5.580e-07,0.48,0.22
-5.560e-07,0.56,0.2
-5.540e-07,0.48,0.2
-5.520e-07,0.56,0.2
-5.500e-07,0.56,0.22
-5.480e-07,0.48,0.16
-5.460e-07,0.72,0.18
-5.440e-07,0.64,0.2
-5.420e-07,0.72,0.2
-5.400e-07,0.56,0.18
-5.380e-07,0.64,0.2
-5.360e-07,0.64,0.16
-5.340e-07,0.64,0.2
-5.320e-07,0.72,0.18
-5.300e-07,0.8,0.2
-5.280e-07,0.8,0.2
-5.260e-07,0.72,0.2
-5.240e-07,0.72,0.2
-5.220e-07,0.72,0.2
-5.200e-07,0.64,0.22
-5.180e-07,0.8,0.2
-5.160e-07,0.8,0.22
-5.140e-07,0.8,0.24
-5.120e-07,0.64,0.24
-5.100e-07,0.8,0.24
-5.080e-07,0.8,0.24
-5.060e-07,0.8,0.22
-5.040e-07,0.72,0.24
-5.020e-07,0.8,0.24
-5.000e-07,0.88,0.26
-4.980e-07,0.72,0.28
-4.960e-07,0.88,0.26
-4.940e-07,0.88,0.28
-4.920e-07,0.8,0.26
-4.900e-07,0.96,0.28
-4.880e-07,1.04,0.28
-4.860e-07,0.96,0.3
-4.840e-07,0.96,0.32
-4.820e-07,1.04,0.26
-4.800e-07,1.04,0.3
-4.780e-07,0.88,0.32
-4.760e-07,1.04,0.32
-4.740e-07,1.2,0.32
-4.720e-07,0.88,0.32
-4.700e-07,1.04,0.32
-4.680e-07,1.12,0.3
-4.660e-07,1.04,0.36
-4.640e-07,1.2,0.36
-4.620e-07,1.12,0.34
-4.600e-07,1.28,0.34
-4.580e-07,1.12,0.36
-4.560e-07,1.2,0.38
-4.540e-07,1.28,0.36
-4.520e-07,1.2,0.36
-4.500e-07,1.28,0.4
-4.480e-07,1.28,0.4
-4.460e-07,1.28,0.4
-4.440e-07,1.28,0.36
-4.420e-07,1.28,0.42
-4.400e-07,1.28,0.44
-4.380e-07,1.36,0.44
-4.360e-07,1.36,0.44
-4.340e-07,1.36,0.44
-4.320e-07,1.44,0.46
-4.300e-07,1.52,0.46
-4.280e-07,1.36,0.48
-4.260e-07,1.36,0.46
-4.240e-07,1.52,0.44
-4.220e-07,1.36,0.46
-4.200e-07,1.44,0.5
-4.180e-07,1.44,0.48
-4.160e-07,1.36,0.5
-4.140e-07,1.52,0.48
-4.120e-07,1.44,0.44
-4.100e-07,1.44,0.5
-4.080e-07,1.44,0.5
-4.060e-07,1.6,0.52
-4.040e-07,1.52,0.54
-4.020e-07,1.52,0.48
-4.000e-07,1.52,0.52
-3.980e-07,1.52,0.52
-3.960e-07,1.6,0.52
-3.940e-07,1.52,0.56
-3.920e-07,1.76,0.52
-3.900e-07,1.68,0.5
-3.880e-07,1.52,0.48
-3.860e-07,1.52,0.54
-3.840e-07,1.68,0.54
-3.820e-07,1.76,0.54
-3.800e-07,1.68,0.52
-3.780e-07,1.84,0.52
-3.760e-07,1.68,0.54
-3.740e-07,1.6,0.62
-3.720e-07,1.84,0.52
-3.700e-07,1.84,0.56
-3.680e-07,1.68,0.52
-3.660e-07,1.68,0.56
-3.640e-07,1.76,0.6
-3.620e-07,1.92,0.58
-3.600e-07,1.84,0.58
-3.580e-07,1.92,0.52
-3.560e-07,1.84,0.58
-3.540e-07,1.84,0.62
-3.520e-07,1.92,0.6
-3.500e-07,1.76,0.6
-3.480e-07,1.92,0.56
-3.460e-07,1.84,0.56
-3.440e-07,1.92,0.58
-3.420e-07,1.92,0.62
-3.400e-07,1.92,0.62
-3.380e-07,1.84,0.6
-3.360e-07,1.92,0.56
-3.340e-07,1.92,0.6
-3.320e-07,1.92,0.64
-3.300e-07,1.84,0.64
-3.280e-07,1.92,0.62
-3.260e-07,2.08,0.62
-3.240e-07,1.92,0.62
-3.220e-07,1.84,0.62
-3.200e-07,2,0.62
-3.180e-07,1.92,0.58
-3.160e-07,2,0.62
-3.140e-07,2.08,0.6
-3.120e-07,2,0.64
-3.100e-07,1.92,0.64
-3.080e-07,2,0.6
-3.060e-07,1.92,0.6
-3.040e-07,2,0.6
-3.020e-07,1.92,0.58
-3.000e-07,2,0.58
-2.980e-07,2,0.58
-2.960e-07,1.92,0.58
-2.940e-07,1.92,0.58
-2.920e-07,2.16,0.58
-2.900e-07,1.92,0.58
-2.880e-07,2,0.6
-2.860e-07,1.92,0.56
-2.840e-07,1.92,0.58
-2.820e-07,2,0.58
-2.800e-07,2,0.58
-2.780e-07,2,0.54
-2.760e-07,2,0.54
-2.740e-07,2,0.56
-2.720e-07,1.92,0.6
-2.700e-07,1.92,0.6
-2.680e-07,2.08,0.58
-2.660e-07,2,0.56
-2.640e-07,2,0.58
-2.620e-07,2.16,0.6
-2.600e-07,1.76,0.64
-2.580e-07,2.08,0.62
-2.560e-07,2.16,0.62
-2.540e-07,1.92,0.6
-2.520e-07,1.84,0.6
-2.500e-07,2,0.64
-2.480e-07,1.92,0.64
-2.460e-07,2.08,0.64
-2.440e-07,1.92,0.6
-2.420e-07,2,0.64
-2.400e-07,2.16,0.62
-2.380e-07,2.08,0.64
-2.360e-07,1.92,0.62
-2.340e-07,2.08,0.6
-2.320e-07,2.08,0.6
-2.300e-07,2.08,0.62
-2.280e-07,1.92,0.66
-2.260e-07,2.08,0.62
-2.240e-07,2.08,0.62
-2.220e-07,2,0.62
-2.200e-07,2.08,0.6
-2.180e-07,2,0.62
-2.160e-07,2,0.6
-2.140e-07,2.16,0.64
-2.120e-07,2.08,0.62
-2.100e-07,1.92,0.64
-2.080e-07,2,0.62
-2.060e-07,2.08,0.62
-2.040e-07,2.08,0.6
-2.020e-07,2.16,0.6
-2.000e-07,1.92,0.62
-1.980e-07,2,0.6
-1.960e-07,2.08,0.64
-1.940e-07,2.08,0.64
-1.920e-07,2,0.62
-1.900e-07,2.08,0.62
-1.880e-07,2.08,0.6
-1.860e-07,2.08,0.62
-1.840e-07,1.92,0.64
-1.820e-07,2,0.62
