Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,4e-05,
Sample Interval,4e-07,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.2,0.05
Label,,
TIME,CH1,CH2
-2.520e-05,0.008,0.002
-2.480e-05,0,-0.006
-2.440e-05,0,-0.002
-2.400e-05,0,-0.01
-2.360e-05,0,-0.034
-2.320e-05,0,-0.008
-2.280e-05,0,0.026
-2.240e-05,-0.016,0.02
-2.200e-05,0,0.01
-2.160e-05,0.008,0.02
-2.120e-05,0,-0.004
-2.080e-05,0,-0.006
-2.040e-05,0.024,0.018
-2.000e-05,-0.008,0.024
-1.960e-05,0.016,-0.004
-1.920e-05,0,0.02
-1.880e-05,0.008,-0.002
-1.840e-05,-0.008,0.026
-1.800e-05,0,0.016
-1.760e-05,0,-0.016
-1.720e-05,0.008,-0.016
-1.680e-05,-0.008,-0.02
-1.640e-05,0.008,-0.02
-1.600e-05,-0.008,0.01
-1.560e-05,0.008,0.016
-1.520e-05,-0.008,-0.004
-1.480e-05,0.008,-0.004
-1.440e-05,0,0.052
-1.400e-05,-0.008,-0.034
-1.360e-05,0.016,0.006
-1.320e-05,0.016,0.022
-1.280e-05,0,0.012
-1.240e-05,0,0.01
-1.200e-05,0,0.012
-1.160e-05,0,0.012
-1.120e-05,0,0.012
-1.080e-05,-0.016,-0.008
-1.040e-05,0,-0.006
-1.000e-05,0.008,0.026
-9.600e-06,0,0.006
-9.200e-06,0.024,0.008
-8.800e-06,0,0.012
-8.400e-06,0.008,0
-8.000e-06,0.016,-0.012
-7.600e-06,0.008,-0.032
-7.200e-06,0,-0.016
-6.800e-06,0,0
-6.400e-06,0,-0.006
-6.000e-06,0.008,-0.002
-5.600e-06,0.008,-0.006
-5.200e-06,0.072,0.022
-4.800e-06,0.328,0.102
-4.400e-06,0.608,0.19
-4.000e-06,0.6,0.196
-3.600e-06,0.6,0.188
-3.200e-06,0.6,0.196
-2.800e-06,0.608,0.182
-2.400e-06,0.6,0.2
-2.000e-06,0.6,0.188
-1.600e-06,0.6,0.194
-1.200e-06,0.68,0.212
-8.000e-07,0.976,0.27
-4.000e-07,1.256,0.368
-3.123e-20,1.536,0.404
4.000e-07,1.616,0.404
8.000e-07,1.616,0.404
1.200e-06,1.616,0.404
1.600e-06,1.616,0.404
2.000e-06,1.616,0.404
2.400e-06,1.616,0.404
2.800e-06,1.616,0.404
3.200e-06,1.616,0.404
3.600e-06,1.616,0.404
4.000e-06,1.616,0.404
4.400e-06,1.616,0.404
4.800e-06,1.616,0.404
5.200e-06,1.616,0.404
5.600e-06,1.368,0.35
6.000e-06,1.072,0.242
6.400e-06,0.768,0.164
6.800e-06,0.584,0.116
7.200e-06,0.592,0.104
7.600e-06,0.6,0.12
8.000e-06,0.592,0.108
8.400e-06,0.6,0.076
8.800e-06,0.608,0.118
9.200e-06,0.616,0.11
9.600e-06,0.592,0.106
1.000e-05,0.584,0.102
1.040e-05,0.584,0.106
1.080e-05,0.6,0.09
1.120e-05,0.6,0.09
1.160e-05,0.6,0.096
1.200e-05,0.592,0.1
1.240e-05,0.608,0.084
1.280e-05,0.592,0.078
1.320e-05,0.584,0.074
1.360e-05,0.608,0.102
1.400e-05,0.608,0.078
1.440e-05,0.584,0.07
1.480e-05,0.6,0.072
1.520e-05,0.6,0.072
1.560e-05,0.584,0.054
1.600e-05,0.592,0.066
1.640e-05,0.608,0.066
1.680e-05,0.592,0.072
1.720e-05,0.592,0.056
1.760e-05,0.592,0.052
1.800e-05,0.6,0.062
1.840e-05,0.608,0.074
1.880e-05,0.592,0.074
1.920e-05,0.6,0.066
1.960e-05,0.608,0.05
2.000e-05,0.608,0.068
2.040e-05,0.592,0.076
2.080e-05,0.6,0.074
2.120e-05,0.608,0.068
2.160e-05,0.6,0.092
2.200e-05,0.6,0.064
2.240e-05,0.592,0.066
2.280e-05,0.6,0.064
2.320e-05,0.6,0.07
2.360e-05,0.6,0.078
2.400e-05,0.6,0.056
2.440e-05,0.616,0.066
2.480e-05,0.584,0.064
2.520e-05,0.6,0.096
2.560e-05,0.6,0.084
2.600e-05,0.608,0.086
2.640e-05,0.608,0.056
2.680e-05,0.6,0.074
2.720e-05,0.592,0.072
2.760e-05,0.608,0.086
2.800e-05,0.592,0.092
2.840e-05,0.6,0.066
2.880e-05,0.6,0.066
2.920e-05,0.6,0.052
2.960e-05,0.592,0.038
3.000e-05,0.6,0.058
3.040e-05,0.608,0.082
3.080e-05,0.6,0.064
3.120e-05,0.592,0.05
3.160e-05,0.608,0.066
3.200e-05,0.6,0.046
3.240e-05,0.6,0.04
3.280e-05,0.6,0.092
3.320e-05,0.592,0.024
3.360e-05,0.616,0.068
3.400e-05,0.592,0.046
3.440e-05,0.592,0.058
3.480e-05,0.6,0.048
3.520e-05,0.6,0.044
3.560e-05,0.6,0.032
3.600e-05,0.608,0.04
3.640e-05,0.6,0.04
3.680e-05,0.592,0.052
3.720e-05,0.6,0.07
3.760e-05,0.584,0.054
3.800e-05,0.616,0.038
3.840e-05,0.608,0.058
3.880e-05,0.6,0.058
3.920e-05,0.592,0.048
3.960e-05,0.6,0.07
4.000e-05,0.6,0.054
4.040e-05,0.592,0.054
4.080e-05,0.6,0.06
4.120e-05,0.616,0.078
4.160e-05,0.608,0.074
4.200e-05,0.6,0.064
4.240e-05,0.592,0.054
4.280e-05,0.6,0.072
4.320e-05,0.6,0.056
4.360e-05,0.6,0.062
4.400e-05,0.6,0.058
4.440e-05,0.6,0.06
4.480e-05,0.592,0.064
4.520e-05,0.584,0.044
4.560e-05,0.608,0.072
4.600e-05,0.6,0.056
4.640e-05,0.592,0.026
4.680e-05,0.6,0.05
4.720e-05,0.6,0.052
4.760e-05,0.6,0.03
4.800e-05,0.608,0.056
4.840e-05,0.608,0.054
4.880e-05,0.616,0.06
4.920e-05,0.6,0.036
4.960e-05,0.6,0.044
5.000e-05,0.64,0.076
5.040e-05,0.592,0.038
5.080e-05,0.6,0.028
5.120e-05,0.608,0.052
5.160e-05,0.6,0.048
5.200e-05,0.6,0.052
5.240e-05,0.6,0.048
5.280e-05,0.616,0.06
5.320e-05,0.6,0.036
5.360e-05,0.6,0.058
5.400e-05,0.6,0.048
5.440e-05,0.608,0.05
5.480e-05,0.616,0.08
5.520e-05,0.608,0.07
5.560e-05,0.608,0.066
5.600e-05,0.592,0.052
5.640e-05,0.6,0.034
5.680e-05,0.608,0.09
5.720e-05,0.6,0.066
5.760e-05,0.6,0.058
5.800e-05,0.6,0.064
5.840e-05,0.6,0.044
5.880e-05,0.608,0.036
5.920e-05,0.6,0.05
5.960e-05,0.6,0.034
6.000e-05,0.6,0.032
6.040e-05,0.6,0.054
6.080e-05,0.6,0.04
6.120e-05,0.6,0.032
6.160e-05,0.608,0.05
6.200e-05,0.592,0.036
6.240e-05,0.6,0.048
6.280e-05,0.6,0.038
6.320e-05,0.6,0.036
6.360e-05,0.6,0.058
6.400e-05,0.592,0.06
6.440e-05,0.592,0.04
6.480e-05,0.6,0.07
6.520e-05,0.608,0.054
6.560e-05,0.592,0.056
6.600e-05,0.6,0.04
6.640e-05,0.592,0.06
6.680e-05,0.6,0.066
6.720e-05,0.6,0.04
6.760e-05,0.6,0.046
6.800e-05,0.6,0.038
6.840e-05,0.6,0.038
6.880e-05,0.608,0.048
6.920e-05,0.6,0.042
6.960e-05,0.608,0.03
7.000e-05,0.608,0.038
7.040e-05,0.6,0.018
7.080e-05,0.6,0.042
7.120e-05,0.592,0.066
7.160e-05,0.608,0.054
7.200e-05,0.592,0.042
7.240e-05,0.6,0.044
7.280e-05,0.6,0.026
7.320e-05,0.6,0.026
7.360e-05,0.6,0.066
7.400e-05,0.6,0.06
7.440e-05,0.592,0.052
7.480e-05,0.6,0.08
7.520e-05,0.6,0.062
7.560e-05,0.608,0.042
7.600e-05,0.616,0.058
7.640e-05,0.6,0.044
7.680e-05,0.6,0.048
7.720e-05,0.6,0.046
7.760e-05,0.592,0.052
7.800e-05,0.608,0.044
7.840e-05,0.592,0.034
7.880e-05,0.6,0.034
7.920e-05,0.6,0.032
7.960e-05,0.592,-0.004
8.000e-05,0.6,0.038
8.040e-05,0.6,0.042
8.080e-05,0.6,0.05
8.120e-05,0.6,0.032
8.160e-05,0.6,0.048
8.200e-05,0.6,0.04
8.240e-05,0.6,0.06
8.280e-05,0.6,0.03
8.320e-05,0.6,0.06
8.360e-05,0.6,0.072
8.400e-05,0.6,0.052
8.440e-05,0.6,0.052
8.480e-05,0.6,0.064
8.520e-05,0.6,0.052
8.560e-05,0.608,0.044
8.600e-05,0.608,0.048
8.640e-05,0.6,0.04
8.680e-05,0.592,0.03
8.720e-05,0.6,0.04
8.760e-05,0.6,0.048
8.800e-05,0.6,0.04
8.840e-05,0.6,0.034
8.880e-05,0.6,0.04
8.920e-05,0.616,0.046
8.960e-05,0.608,0.032
9.000e-05,0.6,0.032
9.040e-05,0.584,0.03
9.080e-05,0.616,0.036
9.120e-05,0.592,0.042
9.160e-05,0.608,0.038
9.200e-05,0.6,0.038
9.240e-05,0.608,0.046
9.280e-05,0.592,0.058
9.320e-05,0.592,0.044
9.360e-05,0.616,0.048
9.400e-05,0.592,0.052
9.440e-05,0.616,0.082
9.480e-05,0.608,0.078
9.520e-05,0.592,0.046
9.560e-05,0.6,0.038
9.600e-05,0.6,0.044
9.640e-05,0.6,0.044
9.680e-05,0.6,0.042
9.720e-05,0.6,0.056
9.760e-05,0.6,0.058
9.800e-05,0.6,0.034
9.840e-05,0.6,0.03
9.880e-05,0.608,0.058
9.920e-05,0.592,0.03
9.960e-05,0.608,0.046
1.000e-04,0.616,0.036
1.004e-04,0.592,0.028
1.008e-04,0.584,0.024
1.012e-04,0.6,0.026
1.016e-04,0.6,0.046
1.020e-04,0.6,0.046
1.024e-04,0.608,0.036
1.028e-04,0.6,0.034
1.032e-04,0.6,0.036
1.036e-04,0.592,0.046
1.040e-04,0.6,0.056
1.044e-04,0.592,0.058
1.048e-04,0.6,0.052
1.052e-04,0.616,0.05
1.056e-04,0.6,0.046
1.060e-04,0.6,0.042
1.064e-04,0.6,0.036
1.068e-04,0.616,0.076
1.072e-04,0.6,0.058
1.076e-04,0.6,0.058
1.080e-04,0.6,0.05
1.084e-04,0.592,0.016
1.088e-04,0.6,0.042
1.092e-04,0.6,0.036
1.096e-04,0.6,0.04
1.100e-04,0.608,0.04
1.104e-04,0.6,0.05
1.108e-04,0.608,0.044
1.112e-04,0.592,0.026
1.116e-04,0.608,0.032
1.120e-04,0.592,0.042
1.124e-04,0.592,0.016
1.128e-04,0.6,0.046
1.132e-04,0.608,0.036
1.136e-04,0.6,0.048
1.140e-04,0.6,0.03
1.144e-04,0.576,0.028
1.148e-04,0.608,0.042
1.152e-04,0.6,0.052
1.156e-04,0.616,0.056
1.160e-04,0.6,0.054
1.164e-04,0.584,0.024
1.168e-04,0.6,0.052
1.172e-04,0.608,0.056
1.176e-04,0.6,0.058
1.180e-04,0.6,0.032
1.184e-04,0.6,0.05
1.188e-04,0.608,0.046
1.192e-04,0.608,0.02
1.196e-04,0.6,0.02
1.200e-04,0.6,0.046
1.204e-04,0.6,0.024
1.208e-04,0.608,0.046
1.212e-04,0.608,0.032
1.216e-04,0.6,0.014
1.220e-04,0.592,0.026
1.224e-04,0.6,0.022
1.228e-04,0.6,0.014
1.232e-04,0.608,0.056
1.236e-04,0.6,0.048
1.240e-04,0.6,0.06
1.244e-04,0.6,0.056
1.248e-04,0.6,0.066
1.252e-04,0.592,0.038
1.256e-04,0.6,0.048
1.260e-04,0.6,0.026
1.264e-04,0.592,0.044
1.268e-04,0.616,0.066
1.272e-04,0.608,0.064
1.276e-04,0.6,0.038
1.280e-04,0.592,0.042
1.284e-04,0.592,0.024
1.288e-04,0.6,0.038
1.292e-04,0.6,0.042
1.296e-04,0.608,0.034
1.300e-04,0.608,0.034
1.304e-04,0.592,0.02
1.308e-04,0.616,0.052
1.312e-04,0.6,0.028
1.316e-04,0.608,0.036
1.320e-04,0.6,0.038
1.324e-04,0.608,0.026
1.328e-04,0.6,0.054
1.332e-04,0.6,0.054
1.336e-04,0.6,0.058
1.340e-04,0.608,0.06
1.344e-04,0.6,0.054
1.348e-04,0.624,0.042
1.352e-04,0.6,0.048
