Tiempo,T(K),Setpoint(K),Heater,V muestra 1 (V),I muestra 1 (A),R muestra 1 (Ohm),V muestra 2 (V),I muestra 2 (A),R muestra 2 (Ohm)
15 27 08,246.358,248.402,97.3,0.001458859275,0.000685,2.129721569343066,0.001458859275,0.000685,2.129721569343066
15 27 20,245.743,248.602,100.0,0.002132664866666666,0.001,2.132664866666666,0.002132664866666666,0.001,2.132664866666666
15 27 31,246.389,248.802,0.0,0.0021327628166666664,0.001,2.1327628166666663,0.0021327628166666664,0.001,2.1327628166666663
15 27 42,244.925,249.002,0.0,0.002135168383333333,0.001,2.1351683833333333,0.002135168383333333,0.001,2.1351683833333333
15 27 54,244.603,249.202,100.0,0.0021370905666666666,0.001,2.1370905666666666,0.0021370905666666666,0.001,2.1370905666666666
15 28 05,243.77,249.402,100.0,0.0021391169333333337,0.001,2.1391169333333337,0.0021391169333333337,0.001,2.1391169333333337
15 28 16,244.178,249.602,100.0,0.0021417368166666666,0.001,2.1417368166666666,0.0021417368166666666,0.001,2.1417368166666666
15 28 27,243.03,250.0,100.0,0.0021440821833333336,0.001,2.1440821833333334,0.0021440821833333336,0.001,2.1440821833333334
15 28 38,242.424,250.0,100.0,0.002146476983333333,0.001,2.1464769833333333,0.002146476983333333,0.001,2.1464769833333333
15 28 49,242.004,250.0,100.0,0.0021493352166666664,0.001,2.1493352166666666,0.0021493352166666664,0.001,2.1493352166666666
15 29 00,243.162,250.0,100.0,0.00215248605,0.001,2.1524860500000003,0.00215248605,0.001,2.1524860500000003
15 29 11,241.335,250.0,100.0,0.0021530955833333333,0.001,2.153095583333333,0.0021530955833333333,0.001,2.153095583333333
15 29 22,240.444,250.0,100.0,0.0021558059,0.001,2.1558059,0.0021558059,0.001,2.1558059
15 29 33,239.992,250.0,100.0,0.0021567229666666667,0.001,2.1567229666666665,0.0021567229666666667,0.001,2.1567229666666665
15 29 44,240.47,250.0,100.0,0.00215879785,0.001,2.15879785,0.00215879785,0.001,2.15879785
15 29 56,240.176,250.0,100.0,0.0021598764833333332,0.001,2.159876483333333,0.0021598764833333332,0.001,2.159876483333333
15 30 07,240.715,250.0,100.0,0.0021613297833333336,0.001,2.1613297833333336,0.0021613297833333336,0.001,2.1613297833333336
