Tiempo,T(K),Setpoint(K),Heater,V muestra 1 (V),I muestra 1 (A),R muestra 1 (Ohm),V muestra 2 (V),I muestra 2 (A),R muestra 2 (Ohm)
14 44 45,300.272,300.113,10.2,0.0008681747033333333,0.0005185,1.6743967277402765,0.0008681747033333333,0.0005185,1.6743967277402765
14 44 58,299.806,299.913,0.0,0.001674440983333333,0.001,1.6744409833333331,0.001674440983333333,0.001,1.6744409833333331
14 45 09,299.711,299.713,3.8,0.001674557383333333,0.001,1.6745573833333331,0.001674557383333333,0.001,1.6745573833333331
14 45 20,300.083,299.513,0.0,0.0016747080166666668,0.001,1.6747080166666668,0.0016747080166666668,0.001,1.6747080166666668
14 45 31,300.224,299.313,0.0,0.0016748448000000003,0.001,1.6748448000000002,0.0016748448000000003,0.001,1.6748448000000002
14 45 42,300.384,299.113,2.2,0.00167494495,0.001,1.67494495,0.00167494495,0.001,1.67494495
14 45 53,300.108,298.913,0.0,0.0016750401333333333,0.001,1.6750401333333333,0.0016750401333333333,0.001,1.6750401333333333
14 46 04,300.56,298.713,0.0,0.0016751616166666664,0.001,1.6751616166666663,0.0016751616166666664,0.001,1.6751616166666663
14 46 15,299.322,298.513,0.5,0.0016753046166666666,0.001,1.6753046166666665,0.0016753046166666666,0.001,1.6753046166666665
14 46 26,300.341,298.313,0.0,0.0016753932666666667,0.001,1.6753932666666667,0.0016753932666666667,0.001,1.6753932666666667
14 46 37,300.357,298.113,0.0,0.0016755192833333335,0.001,1.6755192833333334,0.0016755192833333335,0.001,1.6755192833333334
14 46 48,299.153,297.913,0.0,0.0016756673999999997,0.001,1.6756673999999998,0.0016756673999999997,0.001,1.6756673999999998
14 46 59,299.955,297.713,0.0,0.0016757861333333334,0.001,1.6757861333333333,0.0016757861333333334,0.001,1.6757861333333333
14 47 10,299.284,297.513,0.0,0.0016759256666666665,0.001,1.6759256666666664,0.0016759256666666665,0.001,1.6759256666666664
14 47 21,299.924,297.313,0.0,0.0016760818,0.001,1.6760818,0.0016760818,0.001,1.6760818
14 47 32,299.628,297.113,0.0,0.0016762888,0.001,1.6762888,0.0016762888,0.001,1.6762888
14 47 43,298.499,296.913,0.0,0.0016762908,0.001,1.6762908,0.0016762908,0.001,1.6762908
14 47 54,297.357,296.713,0.0,0.0016764297833333334,0.001,1.6764297833333335,0.0016764297833333334,0.001,1.6764297833333335
14 48 05,297.725,296.513,0.0,0.0016765319333333336,0.001,1.6765319333333335,0.0016765319333333336,0.001,1.6765319333333335
14 48 16,296.952,296.313,0.0,0.0016765643833333334,0.001,1.6765643833333332,0.0016765643833333334,0.001,1.6765643833333332
14 48 27,297.547,296.113,0.0,0.0016767765666666665,0.001,1.6767765666666665,0.0016767765666666665,0.001,1.6767765666666665
14 48 38,299.626,295.913,9.9,0.001676863383333333,0.001,1.6768633833333328,0.001676863383333333,0.001,1.6768633833333328
