Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,0.000000E+0,0.000000E+0,0.000000E+0,0.000000E+0,100.000000E+0
25.000000E+0,38.631600E+0,0.000000E+0,665.585000E-3,0.000000E+0,100.000000E+0
30.000000E+0,38.479600E+0,0.000000E+0,445.839000E-3,0.000000E+0,100.000000E+0
40.000000E+0,38.503200E+0,0.000000E+0,357.077000E-3,0.000000E+0,100.000000E+0
50.000000E+0,38.458100E+0,0.000000E+0,291.555000E-3,0.000000E+0,100.000000E+0
60.000000E+0,38.402400E+0,0.000000E+0,242.432000E-3,0.000000E+0,100.000000E+0
75.000000E+0,38.656200E+0,0.000000E+0,193.781000E-3,0.000000E+0,100.000000E+0
100.000000E+0,38.475800E+0,0.000000E+0,137.774000E-3,0.000000E+0,100.000000E+0
120.000000E+0,38.389000E+0,0.000000E+0,80.839200E-3,0.000000E+0,100.000000E+0
150.000000E+0,38.592200E+0,0.000000E+0,84.182700E-3,0.000000E+0,100.000000E+0
200.000000E+0,38.582700E+0,0.000000E+0,65.971400E-3,0.000000E+0,100.000000E+0
250.000000E+0,38.644100E+0,0.000000E+0,59.440600E-3,0.000000E+0,100.000000E+0
300.000000E+0,38.591200E+0,0.000000E+0,56.789400E-3,0.000000E+0,100.000000E+0
400.000000E+0,38.544700E+0,0.000000E+0,40.124900E-3,0.000000E+0,100.000000E+0
500.000000E+0,38.764400E+0,0.000000E+0,42.226800E-3,0.000000E+0,100.000000E+0
600.000000E+0,38.538000E+0,0.000000E+0,34.200700E-3,0.000000E+0,100.000000E+0
750.000000E+0,38.435800E+0,0.000000E+0,31.141300E-3,0.000000E+0,100.000000E+0
1.000000E+3,38.664200E+0,0.000000E+0,42.022700E-3,0.000000E+0,100.000000E+0
1.200000E+3,38.476500E+0,0.000000E+0,45.118300E-3,0.000000E+0,100.000000E+0
1.500000E+3,38.456000E+0,0.000000E+0,48.353200E-3,0.000000E+0,100.000000E+0
2.000000E+3,38.469900E+0,0.000000E+0,54.790500E-3,0.000000E+0,100.000000E+0
2.500000E+3,38.532500E+0,0.000000E+0,72.544100E-3,0.000000E+0,100.000000E+0
3.000000E+3,38.437600E+0,0.000000E+0,80.652200E-3,0.000000E+0,100.000000E+0
4.000000E+3,38.614800E+0,0.000000E+0,108.910000E-3,0.000000E+0,100.000000E+0
5.000000E+3,38.412000E+0,0.000000E+0,134.583000E-3,0.000000E+0,100.000000E+0
6.000000E+3,38.645400E+0,0.000000E+0,157.053000E-3,0.000000E+0,100.000000E+0
7.500000E+3,38.543000E+0,0.000000E+0,205.170000E-3,0.000000E+0,100.000000E+0
10.000000E+3,38.512300E+0,0.000000E+0,260.881000E-3,0.000000E+0,100.000000E+0
12.000000E+3,38.573700E+0,0.000000E+0,307.028000E-3,0.000000E+0,100.000000E+0
15.000000E+3,38.512100E+0,0.000000E+0,381.420000E-3,0.000000E+0,100.000000E+0
20.000000E+3,38.596800E+0,0.000000E+0,513.193000E-3,0.000000E+0,100.000000E+0
25.000000E+3,38.581800E+0,0.000000E+0,629.707000E-3,0.000000E+0,100.000000E+0
30.000000E+3,38.456000E+0,0.000000E+0,758.459000E-3,0.000000E+0,100.000000E+0
40.000000E+3,38.386600E+0,0.000000E+0,986.776000E-3,0.000000E+0,100.000000E+0
50.000000E+3,38.527200E+0,0.000000E+0,1.246790E+0,0.000000E+0,100.000000E+0
60.000000E+3,38.656800E+0,0.000000E+0,1.504380E+0,0.000000E+0,100.000000E+0
75.000000E+3,38.844200E+0,0.000000E+0,1.892360E+0,0.000000E+0,100.000000E+0
100.000000E+3,38.694700E+0,0.000000E+0,2.464820E+0,0.000000E+0,100.000000E+0
120.000000E+3,38.753700E+0,0.000000E+0,2.964610E+0,0.000000E+0,100.000000E+0
150.000000E+3,38.687100E+0,0.000000E+0,3.663610E+0,0.000000E+0,100.000000E+0
200.000000E+3,39.064600E+0,0.000000E+0,4.829300E+0,0.000000E+0,100.000000E+0
