Model,DPO3034
Firmware Version,2.16

Point Format,Y,,
5.8240000e-07,0.208,0.156,0.09
5.8280000e-07,0.208,0.156,0.092
5.8320000e-07,0.208,0.158,0.09
5.8360000e-07,0.208,0.16,0.092
5.8400000e-07,0.208,0.164,0.092
5.8440000e-07,0.21,0.166,0.092
5.8480000e-07,0.21,0.162,0.094
5.8520000e-07,0.206,0.166,0.092
5.8560000e-07,0.206,0.17,0.094
5.8600000e-07,0.206,0.166,0.09
5.8640000e-07,0.208,0.166,0.092
5.8680000e-07,0.208,0.162,0.094
5.8720000e-07,0.21,0.164,0.092
5.8760000e-07,0.21,0.158,0.09
5.8800000e-07,0.21,0.156,0.092
5.8840000e-07,0.21,0.158,0.092
5.8880000e-07,0.206,0.156,0.092
5.8920000e-07,0.206,0.152,0.092
5.8960000e-07,0.208,0.154,0.092
5.9000000e-07,0.208,0.154,0.092
5.9040000e-07,0.212,0.154,0.092
5.9080000e-07,0.212,0.152,0.096
5.9120000e-07,0.21,0.156,0.096
5.9160000e-07,0.21,0.156,0.094
5.9200000e-07,0.21,0.154,0.094
5.9240000e-07,0.208,0.158,0.094
5.9280000e-07,0.212,0.158,0.094
5.9320000e-07,0.21,0.16,0.094
5.9360000e-07,0.21,0.16,0.094
5.9400000e-07,0.208,0.16,0.098
5.9440000e-07,0.208,0.164,0.096
5.9480000e-07,0.204,0.164,0.096
5.9520000e-07,0.204,0.166,0.096
5.9560000e-07,0.208,0.164,0.096
5.9600000e-07,0.208,0.166,0.096
5.9640000e-07,0.208,0.162,0.096
5.9680000e-07,0.208,0.162,0.094
5.9720000e-07,0.21,0.162,0.094
5.9760000e-07,0.21,0.162,0.094
5.9800000e-07,0.206,0.16,0.092
5.9840000e-07,0.208,0.158,0.092
5.9880000e-07,0.212,0.16,0.094
5.9920000e-07,0.212,0.158,0.09
5.9960000e-07,0.212,0.156,0.09
6.0000000e-07,0.21,0.154,0.092
6.0040000e-07,0.21,0.156,0.096
6.0080000e-07,0.214,0.156,0.096
6.0120000e-07,0.212,0.154,0.096
6.0160000e-07,0.214,0.158,0.094
6.0200000e-07,0.214,0.16,0.096
6.0240000e-07,0.214,0.158,0.1
6.0280000e-07,0.214,0.158,0.098
6.0320000e-07,0.212,0.158,0.1
6.0360000e-07,0.212,0.158,0.096
6.0400000e-07,0.212,0.16,0.096
6.0440000e-07,0.206,0.162,0.098
6.0480000e-07,0.206,0.164,0.096
6.0520000e-07,0.204,0.162,0.096
6.0560000e-07,0.208,0.164,0.094
6.0600000e-07,0.208,0.164,0.096
6.0640000e-07,0.208,0.16,0.094
6.0680000e-07,0.206,0.16,0.096
6.0720000e-07,0.206,0.158,0.096
6.0760000e-07,0.208,0.16,0.096
6.0800000e-07,0.208,0.158,0.092
6.0840000e-07,0.208,0.16,0.092
6.0880000e-07,0.21,0.162,0.094
6.0920000e-07,0.21,0.16,0.098
6.0960000e-07,0.212,0.16,0.096
6.1000000e-07,0.212,0.16,0.096
6.1040000e-07,0.214,0.158,0.094
6.1080000e-07,0.216,0.158,0.096
6.1120000e-07,0.218,0.158,0.096
6.1160000e-07,0.216,0.158,0.096
6.1200000e-07,0.214,0.158,0.096
6.1240000e-07,0.216,0.158,0.096
6.1280000e-07,0.21,0.158,0.096
6.1320000e-07,0.212,0.162,0.098
6.1360000e-07,0.21,0.162,0.098
6.1400000e-07,0.208,0.16,0.098
6.1440000e-07,0.208,0.162,0.1
6.1480000e-07,0.208,0.16,0.1
6.1520000e-07,0.206,0.16,0.096
6.1560000e-07,0.204,0.16,0.098
6.1600000e-07,0.202,0.16,0.098
6.1640000e-07,0.204,0.156,0.096
6.1680000e-07,0.206,0.158,0.096
6.1720000e-07,0.204,0.16,0.098
6.1760000e-07,0.204,0.158,0.094
6.1800000e-07,0.204,0.158,0.092
6.1840000e-07,0.204,0.16,0.094
6.1880000e-07,0.204,0.164,0.094
6.1920000e-07,0.212,0.162,0.092
6.1960000e-07,0.214,0.162,0.098
6.2000000e-07,0.214,0.162,0.096
6.2040000e-07,0.212,0.162,0.096
6.2080000e-07,0.218,0.164,0.096
6.2120000e-07,0.214,0.162,0.094
6.2160000e-07,0.214,0.164,0.094
6.2200000e-07,0.214,0.162,0.096
6.2240000e-07,0.22,0.16,0.098
6.2280000e-07,0.216,0.16,0.096
6.2320000e-07,0.214,0.164,0.1
6.2360000e-07,0.214,0.158,0.096
6.2400000e-07,0.212,0.16,0.096
6.2440000e-07,0.21,0.162,0.096
6.2480000e-07,0.208,0.162,0.1
6.2520000e-07,0.206,0.16,0.096
6.2560000e-07,0.208,0.16,0.098
6.2600000e-07,0.204,0.16,0.098
6.2640000e-07,0.204,0.158,0.096
6.2680000e-07,0.2,0.156,0.096
6.2720000e-07,0.2,0.156,0.094
6.2760000e-07,0.204,0.158,0.096
6.2800000e-07,0.204,0.16,0.094
6.2840000e-07,0.206,0.166,0.094
6.2880000e-07,0.208,0.16,0.092
6.2920000e-07,0.21,0.162,0.09
6.2960000e-07,0.212,0.162,0.09
6.3000000e-07,0.21,0.162,0.092
6.3040000e-07,0.214,0.162,0.094
6.3080000e-07,0.214,0.16,0.094
6.3120000e-07,0.216,0.16,0.094
6.3160000e-07,0.218,0.164,0.094
6.3200000e-07,0.216,0.164,0.094
6.3240000e-07,0.216,0.16,0.096
6.3280000e-07,0.216,0.16,0.096
6.3320000e-07,0.212,0.162,0.092
6.3360000e-07,0.212,0.164,0.092
6.3400000e-07,0.21,0.16,0.096
6.3440000e-07,0.21,0.16,0.096
6.3480000e-07,0.21,0.158,0.096
6.3520000e-07,0.206,0.156,0.096
6.3560000e-07,0.212,0.156,0.092
6.3600000e-07,0.208,0.156,0.096
6.3640000e-07,0.208,0.158,0.094
6.3680000e-07,0.206,0.16,0.096
6.3720000e-07,0.206,0.158,0.094
6.3760000e-07,0.208,0.158,0.09
6.3800000e-07,0.206,0.158,0.092
6.3840000e-07,0.206,0.158,0.094
6.3880000e-07,0.206,0.158,0.09
6.3920000e-07,0.21,0.158,0.092
6.3960000e-07,0.21,0.162,0.092
6.4000000e-07,0.212,0.162,0.09
6.4040000e-07,0.216,0.16,0.09
6.4080000e-07,0.218,0.16,0.09
6.4120000e-07,0.218,0.16,0.09
6.4160000e-07,0.214,0.162,0.092
6.4200000e-07,0.214,0.164,0.092
6.4240000e-07,0.214,0.166,0.094
6.4280000e-07,0.216,0.16,0.092
6.4320000e-07,0.212,0.16,0.094
6.4360000e-07,0.212,0.16,0.094
6.4400000e-07,0.214,0.158,0.094
6.4440000e-07,0.212,0.156,0.094
6.4480000e-07,0.208,0.154,0.096
6.4520000e-07,0.204,0.154,0.096
6.4560000e-07,0.208,0.154,0.094
6.4600000e-07,0.206,0.154,0.094
6.4640000e-07,0.204,0.156,0.096
6.4680000e-07,0.204,0.156,0.096
6.4720000e-07,0.208,0.154,0.094
6.4760000e-07,0.208,0.156,0.092
6.4800000e-07,0.208,0.156,0.094
6.4840000e-07,0.204,0.156,0.092
6.4880000e-07,0.206,0.16,0.09
6.4920000e-07,0.21,0.16,0.09
6.4960000e-07,0.21,0.156,0.09
6.5000000e-07,0.21,0.158,0.092
6.5040000e-07,0.21,0.158,0.092
6.5080000e-07,0.212,0.16,0.092
6.5120000e-07,0.212,0.16,0.094
6.5160000e-07,0.212,0.16,0.09
6.5200000e-07,0.212,0.162,0.09
6.5240000e-07,0.212,0.162,0.09
6.5280000e-07,0.21,0.158,0.09
6.5320000e-07,0.21,0.158,0.09
6.5360000e-07,0.212,0.158,0.09
6.5400000e-07,0.21,0.156,0.09
6.5440000e-07,0.212,0.152,0.09
6.5480000e-07,0.208,0.152,0.09
6.5520000e-07,0.208,0.154,0.092
6.5560000e-07,0.206,0.156,0.09
6.5600000e-07,0.208,0.158,0.092
6.5640000e-07,0.206,0.154,0.094
6.5680000e-07,0.204,0.156,0.094
6.5720000e-07,0.206,0.158,0.092
6.5760000e-07,0.208,0.156,0.092
6.5800000e-07,0.208,0.16,0.094
6.5840000e-07,0.206,0.158,0.092
6.5880000e-07,0.208,0.158,0.092
6.5920000e-07,0.208,0.158,0.088
6.5960000e-07,0.208,0.158,0.088
6.6000000e-07,0.212,0.158,0.088
6.6040000e-07,0.208,0.158,0.088
6.6080000e-07,0.21,0.16,0.09
6.6120000e-07,0.21,0.158,0.09
6.6160000e-07,0.214,0.16,0.084
6.6200000e-07,0.212,0.158,0.086
6.6240000e-07,0.212,0.158,0.086
6.6280000e-07,0.212,0.158,0.088
6.6320000e-07,0.212,0.16,0.088
6.6360000e-07,0.212,0.156,0.09
6.6400000e-07,0.208,0.154,0.09
6.6440000e-07,0.208,0.154,0.094
6.6480000e-07,0.206,0.152,0.094
6.6520000e-07,0.206,0.156,0.092
6.6560000e-07,0.21,0.154,0.092
6.6600000e-07,0.21,0.154,0.094
6.6640000e-07,0.212,0.156,0.094
6.6680000e-07,0.21,0.156,0.092
6.6720000e-07,0.212,0.154,0.09
6.6760000e-07,0.208,0.156,0.092
6.6800000e-07,0.208,0.156,0.09
6.6840000e-07,0.21,0.156,0.09
6.6880000e-07,0.21,0.158,0.09
6.6920000e-07,0.21,0.16,0.092
6.6960000e-07,0.208,0.158,0.09
6.7000000e-07,0.208,0.156,0.086
6.7040000e-07,0.21,0.158,0.088
6.7080000e-07,0.21,0.16,0.086
6.7120000e-07,0.208,0.156,0.088
6.7160000e-07,0.208,0.158,0.088
6.7200000e-07,0.208,0.156,0.082
6.7240000e-07,0.212,0.158,0.088
6.7280000e-07,0.21,0.154,0.09
6.7320000e-07,0.21,0.154,0.086
6.7360000e-07,0.21,0.152,0.086
6.7400000e-07,0.21,0.154,0.088
6.7440000e-07,0.212,0.156,0.088
6.7480000e-07,0.21,0.154,0.088
6.7520000e-07,0.212,0.154,0.086
6.7560000e-07,0.21,0.152,0.094
6.7600000e-07,0.212,0.154,0.094
6.7640000e-07,0.212,0.152,0.09
6.7680000e-07,0.214,0.154,0.09
6.7720000e-07,0.214,0.156,0.09
6.7760000e-07,0.212,0.156,0.09
6.7800000e-07,0.21,0.156,0.092
6.7840000e-07,0.208,0.154,0.088
6.7880000e-07,0.21,0.156,0.088
6.7920000e-07,0.212,0.16,0.088
6.7960000e-07,0.208,0.156,0.09
6.8000000e-07,0.206,0.158,0.088
6.8040000e-07,0.21,0.156,0.086
6.8080000e-07,0.21,0.156,0.084
6.8120000e-07,0.206,0.158,0.086
6.8160000e-07,0.206,0.156,0.084
6.8200000e-07,0.208,0.154,0.086
6.8240000e-07,0.206,0.152,0.084
6.8280000e-07,0.208,0.154,0.086
6.8320000e-07,0.21,0.156,0.088
6.8360000e-07,0.21,0.152,0.088
6.8400000e-07,0.212,0.15,0.086
6.8440000e-07,0.214,0.152,0.082
6.8480000e-07,0.21,0.15,0.086
6.8520000e-07,0.208,0.146,0.084
6.8560000e-07,0.212,0.156,0.086
6.8600000e-07,0.212,0.156,0.086
6.8640000e-07,0.212,0.156,0.09
6.8680000e-07,0.214,0.156,0.086
6.8720000e-07,0.214,0.152,0.09
6.8760000e-07,0.212,0.154,0.09
6.8800000e-07,0.214,0.156,0.088
6.8840000e-07,0.21,0.156,0.088
6.8880000e-07,0.21,0.156,0.088
6.8920000e-07,0.208,0.158,0.086
6.8960000e-07,0.208,0.16,0.086
6.9000000e-07,0.208,0.16,0.084
6.9040000e-07,0.202,0.162,0.088
6.9080000e-07,0.202,0.16,0.084
6.9120000e-07,0.208,0.16,0.084
6.9160000e-07,0.208,0.154,0.084
6.9200000e-07,0.206,0.156,0.082
6.9240000e-07,0.206,0.154,0.08
6.9280000e-07,0.208,0.154,0.082
6.9320000e-07,0.208,0.152,0.086
6.9360000e-07,0.206,0.154,0.084
6.9400000e-07,0.204,0.156,0.086
6.9440000e-07,0.208,0.158,0.084
6.9480000e-07,0.212,0.154,0.086
6.9520000e-07,0.212,0.15,0.086
6.9560000e-07,0.214,0.152,0.084
6.9600000e-07,0.214,0.152,0.082
6.9640000e-07,0.212,0.154,0.082
6.9680000e-07,0.214,0.152,0.086
6.9720000e-07,0.212,0.15,0.088
6.9760000e-07,0.212,0.15,0.086
6.9800000e-07,0.212,0.152,0.086
6.9840000e-07,0.21,0.154,0.082
6.9880000e-07,0.208,0.156,0.088
6.9920000e-07,0.208,0.156,0.088
6.9960000e-07,0.208,0.152,0.086
7.0000000e-07,0.206,0.156,0.08
7.0040000e-07,0.206,0.158,0.084
7.0080000e-07,0.204,0.156,0.082
7.0120000e-07,0.2,0.156,0.082
7.0160000e-07,0.202,0.156,0.08
7.0200000e-07,0.2,0.158,0.078
7.0240000e-07,0.202,0.156,0.08
7.0280000e-07,0.204,0.156,0.084
7.0320000e-07,0.206,0.156,0.082
7.0360000e-07,0.206,0.154,0.08
7.0400000e-07,0.212,0.154,0.082
7.0440000e-07,0.212,0.152,0.078
7.0480000e-07,0.212,0.156,0.084
7.0520000e-07,0.216,0.154,0.082
7.0560000e-07,0.214,0.154,0.082
7.0600000e-07,0.216,0.154,0.082
7.0640000e-07,0.218,0.154,0.084
7.0680000e-07,0.214,0.152,0.086
7.0720000e-07,0.214,0.152,0.084
7.0760000e-07,0.216,0.152,0.082
7.0800000e-07,0.214,0.154,0.082
7.0840000e-07,0.21,0.152,0.082
7.0880000e-07,0.212,0.154,0.084
7.0920000e-07,0.208,0.154,0.084
7.0960000e-07,0.204,0.152,0.082
7.1000000e-07,0.204,0.152,0.082
7.1040000e-07,0.204,0.152,0.084
7.1080000e-07,0.204,0.154,0.082
7.1120000e-07,0.202,0.152,0.08
7.1160000e-07,0.204,0.154,0.08
7.1200000e-07,0.204,0.154,0.08
7.1240000e-07,0.204,0.156,0.08
7.1280000e-07,0.208,0.156,0.084
7.1320000e-07,0.206,0.158,0.084
7.1360000e-07,0.21,0.158,0.086
7.1400000e-07,0.208,0.158,0.084
7.1440000e-07,0.212,0.158,0.084
7.1480000e-07,0.218,0.16,0.082
7.1520000e-07,0.214,0.16,0.082
7.1560000e-07,0.216,0.158,0.082
7.1600000e-07,0.216,0.156,0.082
7.1640000e-07,0.216,0.152,0.086
7.1680000e-07,0.218,0.152,0.082
7.1720000e-07,0.216,0.152,0.084
7.1760000e-07,0.214,0.148,0.084
7.1800000e-07,0.216,0.148,0.082
7.1840000e-07,0.212,0.148,0.086
7.1880000e-07,0.21,0.148,0.082
7.1920000e-07,0.208,0.15,0.08
7.1960000e-07,0.206,0.148,0.08
7.2000000e-07,0.202,0.152,0.082
7.2040000e-07,0.204,0.152,0.082
7.2080000e-07,0.204,0.152,0.082
7.2120000e-07,0.202,0.156,0.08
7.2160000e-07,0.2,0.152,0.08
7.2200000e-07,0.2,0.156,0.08
7.2240000e-07,0.2,0.158,0.08
7.2280000e-07,0.202,0.158,0.08
7.2320000e-07,0.206,0.158,0.082
7.2360000e-07,0.208,0.158,0.08
7.2400000e-07,0.208,0.16,0.08
7.2440000e-07,0.214,0.16,0.08
7.2480000e-07,0.212,0.164,0.082
7.2520000e-07,0.214,0.16,0.082
7.2560000e-07,0.216,0.162,0.08
7.2600000e-07,0.222,0.162,0.082
7.2640000e-07,0.214,0.156,0.084
7.2680000e-07,0.214,0.154,0.086
7.2720000e-07,0.216,0.154,0.086
7.2760000e-07,0.212,0.152,0.084
7.2800000e-07,0.212,0.148,0.082
7.2840000e-07,0.212,0.15,0.086
7.2880000e-07,0.21,0.144,0.086
7.2920000e-07,0.208,0.144,0.084
7.2960000e-07,0.204,0.144,0.082
7.3000000e-07,0.2,0.142,0.08
7.3040000e-07,0.2,0.146,0.08
7.3080000e-07,0.2,0.144,0.082
7.3120000e-07,0.2,0.148,0.082
7.3160000e-07,0.202,0.152,0.084
7.3200000e-07,0.202,0.154,0.08
7.3240000e-07,0.202,0.156,0.082
7.3280000e-07,0.202,0.16,0.084
7.3320000e-07,0.202,0.162,0.084
7.3360000e-07,0.206,0.164,0.082
7.3400000e-07,0.208,0.166,0.082
7.3440000e-07,0.21,0.166,0.084
7.3480000e-07,0.216,0.162,0.082
7.3520000e-07,0.216,0.162,0.082
7.3560000e-07,0.214,0.16,0.084
7.3600000e-07,0.212,0.16,0.084
7.3640000e-07,0.218,0.16,0.084
7.3680000e-07,0.22,0.158,0.084
7.3720000e-07,0.216,0.154,0.084
7.3760000e-07,0.214,0.152,0.08
7.3800000e-07,0.212,0.148,0.082
7.3840000e-07,0.212,0.146,0.082
7.3880000e-07,0.21,0.144,0.082
7.3920000e-07,0.208,0.144,0.086
7.3960000e-07,0.208,0.142,0.086
7.4000000e-07,0.202,0.144,0.08
7.4040000e-07,0.202,0.146,0.084
7.4080000e-07,0.2,0.148,0.082
7.4120000e-07,0.202,0.148,0.084
7.4160000e-07,0.202,0.152,0.08
7.4200000e-07,0.204,0.156,0.084
7.4240000e-07,0.208,0.156,0.084
7.4280000e-07,0.206,0.158,0.082
7.4320000e-07,0.206,0.16,0.082
7.4360000e-07,0.208,0.162,0.084
7.4400000e-07,0.21,0.166,0.084
7.4440000e-07,0.212,0.162,0.084
7.4480000e-07,0.212,0.164,0.082
7.4520000e-07,0.216,0.164,0.082
7.4560000e-07,0.218,0.164,0.082
7.4600000e-07,0.218,0.158,0.084
7.4640000e-07,0.218,0.16,0.086
7.4680000e-07,0.212,0.16,0.082
7.4720000e-07,0.214,0.154,0.082
7.4760000e-07,0.214,0.152,0.084
7.4800000e-07,0.212,0.152,0.086
7.4840000e-07,0.212,0.15,0.084
7.4880000e-07,0.21,0.148,0.084
7.4920000e-07,0.21,0.146,0.084
7.4960000e-07,0.206,0.148,0.084
7.5000000e-07,0.202,0.142,0.088
7.5040000e-07,0.204,0.146,0.082
7.5080000e-07,0.202,0.146,0.084
7.5120000e-07,0.202,0.15,0.086
7.5160000e-07,0.202,0.15,0.086
7.5200000e-07,0.2,0.154,0.086
7.5240000e-07,0.202,0.156,0.086
7.5280000e-07,0.204,0.162,0.086
7.5320000e-07,0.206,0.162,0.084
7.5360000e-07,0.208,0.164,0.086
7.5400000e-07,0.206,0.164,0.086
7.5440000e-07,0.208,0.166,0.086
7.5480000e-07,0.21,0.162,0.086
7.5520000e-07,0.21,0.162,0.086
7.5560000e-07,0.214,0.162,0.086
7.5600000e-07,0.214,0.162,0.086
7.5640000e-07,0.216,0.158,0.086
7.5680000e-07,0.214,0.156,0.084
7.5720000e-07,0.212,0.154,0.086
7.5760000e-07,0.212,0.152,0.088
7.5800000e-07,0.216,0.144,0.086
7.5840000e-07,0.212,0.146,0.088
7.5880000e-07,0.212,0.146,0.086
7.5920000e-07,0.21,0.146,0.086
7.5960000e-07,0.21,0.146,0.088
7.6000000e-07,0.202,0.146,0.09
7.6040000e-07,0.202,0.146,0.088
7.6080000e-07,0.204,0.148,0.086
7.6120000e-07,0.204,0.15,0.086
7.6160000e-07,0.208,0.156,0.086
7.6200000e-07,0.206,0.156,0.086
7.6240000e-07,0.206,0.158,0.088
7.6280000e-07,0.204,0.16,0.088
7.6320000e-07,0.208,0.16,0.09
7.6360000e-07,0.208,0.162,0.09
7.6400000e-07,0.208,0.166,0.09
7.6440000e-07,0.206,0.166,0.09
7.6480000e-07,0.208,0.164,0.088
7.6520000e-07,0.212,0.164,0.088
7.6560000e-07,0.212,0.164,0.09
7.6600000e-07,0.208,0.16,0.088
7.6640000e-07,0.208,0.156,0.088
7.6680000e-07,0.208,0.156,0.088
7.6720000e-07,0.214,0.154,0.092
7.6760000e-07,0.212,0.152,0.09
7.6800000e-07,0.214,0.148,0.09
7.6840000e-07,0.212,0.148,0.088
7.6880000e-07,0.21,0.148,0.086
7.6920000e-07,0.212,0.148,0.088
7.6960000e-07,0.21,0.148,0.09
7.7000000e-07,0.206,0.15,0.092
7.7040000e-07,0.204,0.152,0.092
7.7080000e-07,0.204,0.148,0.094
7.7120000e-07,0.208,0.156,0.09
7.7160000e-07,0.204,0.156,0.09
7.7200000e-07,0.204,0.16,0.09
7.7240000e-07,0.208,0.16,0.09
7.7280000e-07,0.214,0.16,0.09
7.7320000e-07,0.212,0.164,0.09
7.7360000e-07,0.208,0.162,0.09
7.7400000e-07,0.21,0.162,0.09
7.7440000e-07,0.216,0.164,0.09
7.7480000e-07,0.214,0.162,0.09
7.7520000e-07,0.21,0.164,0.09
7.7560000e-07,0.212,0.162,0.092
7.7600000e-07,0.212,0.16,0.092
7.7640000e-07,0.214,0.158,0.09
7.7680000e-07,0.216,0.16,0.088
7.7720000e-07,0.212,0.154,0.09
7.7760000e-07,0.208,0.152,0.09
7.7800000e-07,0.208,0.15,0.092
7.7840000e-07,0.208,0.148,0.092
7.7880000e-07,0.21,0.15,0.092
7.7920000e-07,0.214,0.148,0.092
7.7960000e-07,0.208,0.148,0.09
7.8000000e-07,0.208,0.152,0.092
7.8040000e-07,0.206,0.152,0.094
7.8080000e-07,0.212,0.152,0.094
7.8120000e-07,0.21,0.156,0.096
7.8160000e-07,0.208,0.16,0.094
7.8200000e-07,0.208,0.16,0.094
7.8240000e-07,0.208,0.164,0.09
7.8280000e-07,0.206,0.164,0.092
7.8320000e-07,0.208,0.166,0.094
7.8360000e-07,0.208,0.164,0.092
7.8400000e-07,0.208,0.166,0.092
7.8440000e-07,0.208,0.166,0.09
7.8480000e-07,0.212,0.164,0.092
7.8520000e-07,0.208,0.16,0.094
7.8560000e-07,0.21,0.16,0.094
7.8600000e-07,0.21,0.16,0.09
7.8640000e-07,0.212,0.158,0.09
7.8680000e-07,0.212,0.156,0.09
7.8720000e-07,0.208,0.152,0.088
7.8760000e-07,0.208,0.15,0.09
7.8800000e-07,0.212,0.152,0.088
7.8840000e-07,0.212,0.152,0.09
7.8880000e-07,0.21,0.15,0.09
7.8920000e-07,0.206,0.152,0.092
7.8960000e-07,0.212,0.152,0.092
7.9000000e-07,0.208,0.156,0.09
7.9040000e-07,0.208,0.154,0.092
7.9080000e-07,0.206,0.156,0.094
7.9120000e-07,0.206,0.16,0.094
7.9160000e-07,0.21,0.16,0.094
7.9200000e-07,0.208,0.164,0.092
7.9240000e-07,0.208,0.162,0.096
7.9280000e-07,0.208,0.166,0.096
7.9320000e-07,0.206,0.162,0.094
7.9360000e-07,0.208,0.162,0.092
7.9400000e-07,0.208,0.164,0.09
7.9440000e-07,0.208,0.168,0.09
7.9480000e-07,0.208,0.166,0.092
7.9520000e-07,0.208,0.16,0.094
7.9560000e-07,0.212,0.158,0.092
7.9600000e-07,0.21,0.16,0.092
7.9640000e-07,0.212,0.156,0.09
7.9680000e-07,0.212,0.154,0.09
7.9720000e-07,0.212,0.154,0.092
7.9760000e-07,0.214,0.154,0.092
7.9800000e-07,0.21,0.15,0.09
7.9840000e-07,0.21,0.15,0.09
7.9880000e-07,0.214,0.15,0.092
7.9920000e-07,0.21,0.152,0.09
7.9960000e-07,0.212,0.154,0.09
8.0000000e-07,0.212,0.152,0.09
8.0040000e-07,0.212,0.156,0.09
8.0080000e-07,0.212,0.156,0.092
8.0120000e-07,0.208,0.16,0.092
8.0160000e-07,0.208,0.162,0.09
8.0200000e-07,0.206,0.162,0.094
8.0240000e-07,0.206,0.164,0.092
8.0280000e-07,0.212,0.164,0.092
8.0320000e-07,0.21,0.166,0.096
8.0360000e-07,0.212,0.164,0.096
8.0400000e-07,0.212,0.164,0.094
8.0440000e-07,0.208,0.164,0.092
8.0480000e-07,0.212,0.16,0.092
8.0520000e-07,0.208,0.16,0.094
8.0560000e-07,0.212,0.16,0.092
8.0600000e-07,0.212,0.156,0.09
8.0640000e-07,0.21,0.156,0.092
8.0680000e-07,0.212,0.156,0.09
8.0720000e-07,0.21,0.154,0.09
8.0760000e-07,0.21,0.154,0.088
8.0800000e-07,0.21,0.154,0.09
8.0840000e-07,0.212,0.152,0.09
8.0880000e-07,0.218,0.154,0.088
8.0920000e-07,0.214,0.154,0.09
8.0960000e-07,0.21,0.152,0.092
8.1000000e-07,0.208,0.154,0.09
8.1040000e-07,0.21,0.156,0.09
8.1080000e-07,0.21,0.156,0.092
8.1120000e-07,0.21,0.16,0.09
8.1160000e-07,0.206,0.16,0.09
8.1200000e-07,0.208,0.158,0.094
8.1240000e-07,0.208,0.158,0.09
8.1280000e-07,0.208,0.162,0.092
8.1320000e-07,0.206,0.162,0.092
8.1360000e-07,0.204,0.164,0.088
8.1400000e-07,0.204,0.16,0.088
8.1440000e-07,0.206,0.158,0.09
8.1480000e-07,0.206,0.158,0.094
8.1520000e-07,0.208,0.158,0.092
8.1560000e-07,0.208,0.158,0.092
8.1600000e-07,0.208,0.158,0.092
8.1640000e-07,0.212,0.156,0.092
8.1680000e-07,0.212,0.156,0.094
8.1720000e-07,0.212,0.156,0.088
8.1760000e-07,0.21,0.152,0.088
8.1800000e-07,0.208,0.152,0.086
8.1840000e-07,0.208,0.152,0.088
8.1880000e-07,0.212,0.15,0.09
8.1920000e-07,0.212,0.152,0.088
8.1960000e-07,0.212,0.15,0.09
8.2000000e-07,0.212,0.152,0.09
8.2040000e-07,0.21,0.15,0.092
8.2080000e-07,0.208,0.154,0.09
8.2120000e-07,0.208,0.158,0.092
8.2160000e-07,0.208,0.156,0.09
8.2200000e-07,0.208,0.156,0.094
8.2240000e-07,0.204,0.158,0.094
8.2280000e-07,0.204,0.158,0.09
8.2320000e-07,0.206,0.16,0.092
8.2360000e-07,0.204,0.158,0.094
8.2400000e-07,0.208,0.162,0.092
8.2440000e-07,0.208,0.16,0.092
8.2480000e-07,0.208,0.16,0.092
8.2520000e-07,0.208,0.158,0.09
8.2560000e-07,0.21,0.158,0.09
8.2600000e-07,0.21,0.16,0.09
8.2640000e-07,0.21,0.158,0.092
8.2680000e-07,0.21,0.156,0.092
8.2720000e-07,0.212,0.158,0.09
8.2760000e-07,0.214,0.158,0.092
8.2800000e-07,0.212,0.154,0.088
8.2840000e-07,0.21,0.156,0.09
8.2880000e-07,0.212,0.154,0.09
8.2920000e-07,0.212,0.154,0.09
8.2960000e-07,0.212,0.154,0.084
8.3000000e-07,0.21,0.156,0.088
8.3040000e-07,0.21,0.154,0.09
8.3080000e-07,0.208,0.154,0.09
8.3120000e-07,0.208,0.154,0.086
8.3160000e-07,0.208,0.154,0.086
8.3200000e-07,0.21,0.158,0.088
8.3240000e-07,0.208,0.154,0.09
8.3280000e-07,0.204,0.158,0.092
8.3320000e-07,0.206,0.152,0.09
8.3360000e-07,0.206,0.154,0.086
8.3400000e-07,0.208,0.154,0.092
8.3440000e-07,0.208,0.156,0.094
8.3480000e-07,0.208,0.154,0.092
8.3520000e-07,0.21,0.158,0.09
8.3560000e-07,0.21,0.154,0.092
8.3600000e-07,0.212,0.154,0.092
8.3640000e-07,0.212,0.156,0.09
8.3680000e-07,0.212,0.156,0.09
8.3720000e-07,0.216,0.156,0.09
8.3760000e-07,0.218,0.158,0.086
8.3800000e-07,0.214,0.158,0.086
8.3840000e-07,0.218,0.16,0.088
8.3880000e-07,0.214,0.158,0.086
8.3920000e-07,0.214,0.156,0.088
8.3960000e-07,0.212,0.154,0.088
8.4000000e-07,0.212,0.154,0.09
8.4040000e-07,0.21,0.156,0.088
8.4080000e-07,0.208,0.156,0.088
8.4120000e-07,0.208,0.158,0.086
8.4160000e-07,0.206,0.156,0.086
8.4200000e-07,0.206,0.154,0.088
8.4240000e-07,0.208,0.15,0.09
8.4280000e-07,0.204,0.15,0.09
8.4320000e-07,0.206,0.152,0.09
8.4360000e-07,0.206,0.15,0.086
8.4400000e-07,0.204,0.152,0.088
8.4440000e-07,0.202,0.15,0.088
8.4480000e-07,0.206,0.154,0.088
8.4520000e-07,0.208,0.154,0.088
8.4560000e-07,0.21,0.158,0.09
8.4600000e-07,0.21,0.156,0.088
8.4640000e-07,0.21,0.156,0.092
8.4680000e-07,0.212,0.158,0.088
8.4720000e-07,0.216,0.16,0.086
8.4760000e-07,0.214,0.162,0.09
8.4800000e-07,0.212,0.16,0.086
