Model,DPO3034
Firmware Version,2.16

Point Format,Y,,
Horizontal Units,S,,
Horizontal Scale,0.0002,,
Sample Interval,4e-10,,
Record Length,5e+06,,
Gating,49.0% to 51.00%,49.0% to 51.00%,49.0% to 51.00%
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.02,0.02,0.02
Label,,,
TIME,CH1,CH2,CH3
2.6521840e-04,0.0696,0.0488,0.02
2.6521880e-04,0.072,0.048,0.02
2.6521920e-04,0.0736,0.0488,0.0208
2.6521960e-04,0.0744,0.0488,0.02
2.6522000e-04,0.0752,0.048,0.0192
2.6522040e-04,0.0752,0.0488,0.0184
2.6522080e-04,0.0752,0.048,0.0184
2.6522120e-04,0.076,0.0472,0.0192
2.6522160e-04,0.0736,0.0456,0.0192
2.6522200e-04,0.072,0.0456,0.0192
2.6522240e-04,0.0704,0.0472,0.0192
2.6522280e-04,0.068,0.0456,0.0192
2.6522320e-04,0.0664,0.0456,0.0216
2.6522360e-04,0.0656,0.0464,0.0208
2.6522400e-04,0.0616,0.0448,0.0192
2.6522440e-04,0.0616,0.044,0.0192
2.6522480e-04,0.06,0.0424,0.02
2.6522520e-04,0.0592,0.0424,0.0208
2.6522560e-04,0.06,0.0432,0.02
2.6522600e-04,0.0616,0.0432,0.0208
2.6522640e-04,0.0624,0.044,0.0208
2.6522680e-04,0.064,0.0432,0.0216
2.6522720e-04,0.0656,0.0448,0.0224
2.6522760e-04,0.068,0.0464,0.0224
2.6522800e-04,0.0696,0.0472,0.0224
2.6522840e-04,0.0704,0.0496,0.0224
2.6522880e-04,0.0712,0.0488,0.0208
2.6522920e-04,0.0728,0.048,0.02
2.6522960e-04,0.0744,0.0496,0.02
2.6523000e-04,0.0744,0.0496,0.02
2.6523040e-04,0.0744,0.0488,0.02
2.6523080e-04,0.0752,0.048,0.02
2.6523120e-04,0.0728,0.0496,0.0184
2.6523160e-04,0.0712,0.0496,0.0192
2.6523200e-04,0.0704,0.0488,0.0192
2.6523240e-04,0.0688,0.0464,0.02
2.6523280e-04,0.0672,0.0464,0.0192
2.6523320e-04,0.0632,0.0448,0.0192
2.6523360e-04,0.0624,0.044,0.02
2.6523400e-04,0.0608,0.0424,0.0192
2.6523440e-04,0.0608,0.0424,0.02
2.6523480e-04,0.06,0.0408,0.02
2.6523520e-04,0.06,0.0416,0.0192
2.6523560e-04,0.0608,0.0408,0.02
2.6523600e-04,0.0608,0.0424,0.0216
2.6523640e-04,0.0624,0.044,0.0208
2.6523680e-04,0.064,0.044,0.0216
2.6523720e-04,0.0648,0.0456,0.0224
2.6523760e-04,0.0664,0.0448,0.0232
2.6523800e-04,0.0688,0.0448,0.02
2.6523840e-04,0.0688,0.0472,0.0208
2.6523880e-04,0.0704,0.048,0.0216
2.6523920e-04,0.0704,0.0488,0.0208
2.6523960e-04,0.072,0.0488,0.0208
2.6524000e-04,0.0744,0.0496,0.0208
2.6524040e-04,0.0744,0.0504,0.0192
2.6524080e-04,0.0736,0.0496,0.0192
2.6524120e-04,0.072,0.0496,0.02
2.6524160e-04,0.0704,0.0504,0.02
2.6524200e-04,0.0696,0.0488,0.0192
2.6524240e-04,0.0696,0.0488,0.0208
2.6524280e-04,0.0664,0.0472,0.02
2.6524320e-04,0.0632,0.0464,0.02
2.6524360e-04,0.0616,0.044,0.0192
2.6524400e-04,0.0608,0.044,0.0192
2.6524440e-04,0.06,0.0424,0.0208
2.6524480e-04,0.0616,0.0432,0.02
2.6524520e-04,0.0608,0.0432,0.0216
2.6524560e-04,0.0608,0.0424,0.02
2.6524600e-04,0.0608,0.0432,0.02
2.6524640e-04,0.0624,0.0448,0.0208
2.6524680e-04,0.064,0.0464,0.0192
2.6524720e-04,0.0656,0.0464,0.0208
2.6524760e-04,0.0664,0.0456,0.0216
2.6524800e-04,0.068,0.0472,0.0216
2.6524840e-04,0.0704,0.0464,0.0216
2.6524880e-04,0.072,0.0456,0.0216
2.6524920e-04,0.0712,0.0472,0.0208
2.6524960e-04,0.072,0.0488,0.02
2.6525000e-04,0.0728,0.0488,0.0208
2.6525040e-04,0.0712,0.0504,0.0216
2.6525080e-04,0.072,0.0496,0.0216
2.6525120e-04,0.0696,0.0504,0.0224
2.6525160e-04,0.068,0.0496,0.0216
2.6525200e-04,0.0672,0.0496,0.02
2.6525240e-04,0.0672,0.0488,0.02
2.6525280e-04,0.0648,0.048,0.02
2.6525320e-04,0.0648,0.0472,0.02
2.6525360e-04,0.0632,0.0472,0.02
2.6525400e-04,0.0624,0.044,0.0208
2.6525440e-04,0.0624,0.0456,0.0208
2.6525480e-04,0.0632,0.0464,0.0216
2.6525520e-04,0.064,0.0464,0.0216
2.6525560e-04,0.064,0.0464,0.0216
2.6525600e-04,0.0648,0.0456,0.0224
2.6525640e-04,0.0664,0.044,0.0216
2.6525680e-04,0.0664,0.0456,0.0224
2.6525720e-04,0.068,0.0464,0.0216
2.6525760e-04,0.0688,0.0448,0.0208
2.6525800e-04,0.0696,0.0448,0.0208
2.6525840e-04,0.0696,0.0464,0.0216
2.6525880e-04,0.0704,0.0456,0.0216
2.6525920e-04,0.072,0.0456,0.0216
2.6525960e-04,0.0704,0.0464,0.0216
2.6526000e-04,0.0712,0.0464,0.0216
2.6526040e-04,0.0704,0.0464,0.0216
2.6526080e-04,0.0696,0.048,0.0216
2.6526120e-04,0.068,0.048,0.0208
2.6526160e-04,0.0672,0.0464,0.0208
2.6526200e-04,0.0688,0.0472,0.0216
2.6526240e-04,0.0664,0.0464,0.0216
2.6526280e-04,0.0648,0.0464,0.0224
2.6526320e-04,0.0656,0.0448,0.0224
2.6526360e-04,0.0648,0.0464,0.0224
2.6526400e-04,0.0632,0.0472,0.0232
2.6526440e-04,0.0648,0.0472,0.0232
2.6526480e-04,0.064,0.048,0.0232
2.6526520e-04,0.0648,0.048,0.0248
2.6526560e-04,0.0656,0.048,0.0256
2.6526600e-04,0.0664,0.0488,0.0248
2.6526640e-04,0.0672,0.0472,0.024
2.6526680e-04,0.068,0.0464,0.024
2.6526720e-04,0.0688,0.0464,0.024
2.6526760e-04,0.0688,0.0448,0.0248
2.6526800e-04,0.0704,0.0432,0.0248
2.6526840e-04,0.0712,0.044,0.0232
2.6526880e-04,0.0696,0.0464,0.0224
2.6526920e-04,0.0704,0.0456,0.0224
2.6526960e-04,0.0704,0.0464,0.0216
2.6527000e-04,0.0704,0.0472,0.0208
2.6527040e-04,0.0696,0.0472,0.0224
2.6527080e-04,0.0696,0.0472,0.0224
2.6527120e-04,0.068,0.0472,0.0224
2.6527160e-04,0.0672,0.0472,0.0216
2.6527200e-04,0.0664,0.0464,0.0216
2.6527240e-04,0.0648,0.0456,0.0224
2.6527280e-04,0.0648,0.0456,0.0232
2.6527320e-04,0.064,0.0472,0.0232
2.6527360e-04,0.0632,0.0496,0.0224
2.6527400e-04,0.0624,0.0512,0.0232
2.6527440e-04,0.0624,0.0512,0.0224
2.6527480e-04,0.064,0.0512,0.024
2.6527520e-04,0.0648,0.0512,0.0248
2.6527560e-04,0.0656,0.0504,0.0248
2.6527600e-04,0.0656,0.0512,0.0248
2.6527640e-04,0.0672,0.0512,0.024
2.6527680e-04,0.0672,0.0504,0.0248
2.6527720e-04,0.0688,0.048,0.024
2.6527760e-04,0.0696,0.0472,0.024
2.6527800e-04,0.0688,0.0472,0.024
2.6527840e-04,0.0696,0.0464,0.0232
2.6527880e-04,0.0704,0.0456,0.0232
2.6527920e-04,0.0712,0.0464,0.024
2.6527960e-04,0.072,0.0464,0.0232
2.6528000e-04,0.0712,0.0464,0.0232
2.6528040e-04,0.0704,0.0464,0.024
2.6528080e-04,0.0704,0.0464,0.0232
2.6528120e-04,0.0688,0.0456,0.0224
2.6528160e-04,0.068,0.0456,0.0216
2.6528200e-04,0.0656,0.0456,0.024
2.6528240e-04,0.0664,0.0464,0.0224
2.6528280e-04,0.0664,0.0472,0.0248
2.6528320e-04,0.064,0.0488,0.0248
2.6528360e-04,0.0632,0.0488,0.0248
2.6528400e-04,0.0632,0.0504,0.0248
2.6528440e-04,0.0648,0.0528,0.0256
2.6528480e-04,0.064,0.0528,0.0256
2.6528520e-04,0.0656,0.052,0.0272
2.6528560e-04,0.0672,0.052,0.0272
2.6528600e-04,0.068,0.052,0.0264
2.6528640e-04,0.0688,0.0512,0.0272
2.6528680e-04,0.0696,0.0504,0.0264
2.6528720e-04,0.0704,0.0496,0.024
2.6528760e-04,0.0696,0.0496,0.0256
2.6528800e-04,0.0696,0.0488,0.024
2.6528840e-04,0.0704,0.0488,0.024
2.6528880e-04,0.0712,0.048,0.024
2.6528920e-04,0.0712,0.048,0.0232
2.6528960e-04,0.072,0.0464,0.0232
2.6529000e-04,0.072,0.0456,0.0232
2.6529040e-04,0.072,0.0448,0.024
2.6529080e-04,0.0712,0.0448,0.0248
2.6529120e-04,0.0704,0.044,0.0232
2.6529160e-04,0.0704,0.0448,0.024
2.6529200e-04,0.0704,0.0448,0.0256
2.6529240e-04,0.0688,0.0464,0.0256
2.6529280e-04,0.0672,0.048,0.0256
2.6529320e-04,0.0672,0.0496,0.0256
2.6529360e-04,0.0656,0.0496,0.0264
2.6529400e-04,0.0648,0.0512,0.0264
2.6529440e-04,0.064,0.052,0.0264
2.6529480e-04,0.0624,0.052,0.0264
2.6529520e-04,0.0648,0.052,0.0272
2.6529560e-04,0.0632,0.0536,0.0272
2.6529600e-04,0.0656,0.0536,0.028
2.6529640e-04,0.0664,0.0528,0.0264
2.6529680e-04,0.0664,0.052,0.0264
2.6529720e-04,0.0672,0.0512,0.0272
2.6529760e-04,0.0672,0.0512,0.0264
2.6529800e-04,0.068,0.052,0.0264
2.6529840e-04,0.068,0.052,0.0264
2.6529880e-04,0.0696,0.0496,0.0264
2.6529920e-04,0.0696,0.0472,0.0248
2.6529960e-04,0.0704,0.0456,0.0248
2.6530000e-04,0.0696,0.0456,0.0264
2.6530040e-04,0.0696,0.044,0.0248
2.6530080e-04,0.0704,0.0448,0.024
2.6530120e-04,0.0688,0.0448,0.024
2.6530160e-04,0.068,0.0464,0.0248
2.6530200e-04,0.0672,0.048,0.0256
2.6530240e-04,0.0664,0.0488,0.0248
2.6530280e-04,0.0672,0.0496,0.0256
2.6530320e-04,0.0648,0.0496,0.0264
2.6530360e-04,0.0632,0.0512,0.0272
2.6530400e-04,0.0616,0.0528,0.0256
2.6530440e-04,0.0632,0.052,0.0256
2.6530480e-04,0.0632,0.052,0.0272
2.6530520e-04,0.064,0.0536,0.0288
2.6530560e-04,0.064,0.0528,0.0288
2.6530600e-04,0.0632,0.0528,0.028
2.6530640e-04,0.0632,0.0528,0.0272
2.6530680e-04,0.064,0.0528,0.028
2.6530720e-04,0.0664,0.0528,0.028
2.6530760e-04,0.0672,0.0512,0.0272
2.6530800e-04,0.0672,0.0512,0.0272
2.6530840e-04,0.0696,0.0496,0.0272
2.6530880e-04,0.0704,0.0488,0.0272
2.6530920e-04,0.0728,0.048,0.028
2.6530960e-04,0.0728,0.0472,0.0272
2.6531000e-04,0.0728,0.0472,0.0264
2.6531040e-04,0.0728,0.0464,0.0272
2.6531080e-04,0.0744,0.0464,0.028
2.6531120e-04,0.0736,0.0488,0.0272
2.6531160e-04,0.0712,0.0496,0.0272
2.6531200e-04,0.0696,0.0504,0.0272
2.6531240e-04,0.068,0.0504,0.0272
2.6531280e-04,0.0688,0.052,0.028
2.6531320e-04,0.068,0.0504,0.0288
2.6531360e-04,0.068,0.0512,0.028
2.6531400e-04,0.0664,0.0512,0.028
2.6531440e-04,0.0648,0.0536,0.0288
2.6531480e-04,0.064,0.0528,0.0296
2.6531520e-04,0.0632,0.0528,0.0296
2.6531560e-04,0.0632,0.052,0.0288
2.6531600e-04,0.064,0.0528,0.0296
2.6531640e-04,0.0648,0.0544,0.028
2.6531680e-04,0.0656,0.0528,0.0288
2.6531720e-04,0.0664,0.0528,0.0272
2.6531760e-04,0.0664,0.0512,0.0272
2.6531800e-04,0.0672,0.0512,0.0288
2.6531840e-04,0.0696,0.0496,0.0296
2.6531880e-04,0.0712,0.048,0.0272
2.6531920e-04,0.072,0.048,0.028
2.6531960e-04,0.0728,0.048,0.0288
2.6532000e-04,0.0736,0.0472,0.0296
2.6532040e-04,0.0728,0.048,0.028
2.6532080e-04,0.0728,0.0488,0.0288
2.6532120e-04,0.0728,0.0488,0.0288
2.6532160e-04,0.072,0.0496,0.028
2.6532200e-04,0.072,0.0512,0.0296
2.6532240e-04,0.0704,0.0512,0.0304
2.6532280e-04,0.0704,0.0512,0.0304
2.6532320e-04,0.0688,0.0512,0.0296
2.6532360e-04,0.068,0.052,0.0304
2.6532400e-04,0.0664,0.0512,0.0296
2.6532440e-04,0.0664,0.0528,0.0296
2.6532480e-04,0.0648,0.0528,0.0296
2.6532520e-04,0.064,0.0512,0.0296
2.6532560e-04,0.0624,0.0528,0.0304
2.6532600e-04,0.0632,0.0528,0.0296
2.6532640e-04,0.0632,0.0504,0.028
2.6532680e-04,0.0632,0.0504,0.028
2.6532720e-04,0.064,0.0512,0.0288
2.6532760e-04,0.0648,0.0504,0.0304
2.6532800e-04,0.0672,0.0488,0.0296
2.6532840e-04,0.068,0.0488,0.0288
2.6532880e-04,0.0704,0.0472,0.028
2.6532920e-04,0.0712,0.0472,0.028
2.6532960e-04,0.0728,0.0472,0.0296
2.6533000e-04,0.0736,0.048,0.0304
2.6533040e-04,0.0736,0.048,0.0296
2.6533080e-04,0.0728,0.0512,0.028
2.6533120e-04,0.0736,0.0512,0.0304
2.6533160e-04,0.072,0.0528,0.0296
2.6533200e-04,0.072,0.0528,0.0304
2.6533240e-04,0.0712,0.0528,0.0312
2.6533280e-04,0.0712,0.0528,0.0304
2.6533320e-04,0.0696,0.0528,0.0296
2.6533360e-04,0.0696,0.0528,0.0296
2.6533400e-04,0.068,0.0528,0.0296
2.6533440e-04,0.0656,0.0528,0.0304
2.6533480e-04,0.064,0.0544,0.0312
2.6533520e-04,0.0624,0.0536,0.0304
2.6533560e-04,0.0616,0.0536,0.0296
2.6533600e-04,0.0616,0.0528,0.0296
2.6533640e-04,0.0624,0.052,0.0288
2.6533680e-04,0.0648,0.052,0.0288
2.6533720e-04,0.0648,0.0512,0.0288
2.6533760e-04,0.0656,0.0512,0.0288
2.6533800e-04,0.0648,0.0488,0.0288
2.6533840e-04,0.0664,0.048,0.0288
2.6533880e-04,0.0696,0.0488,0.0288
2.6533920e-04,0.0704,0.0488,0.0296
2.6533960e-04,0.0712,0.0496,0.0288
2.6534000e-04,0.0744,0.0504,0.0288
2.6534040e-04,0.0736,0.052,0.0304
2.6534080e-04,0.0752,0.0528,0.0304
2.6534120e-04,0.0744,0.0528,0.0304
2.6534160e-04,0.0744,0.0544,0.0312
2.6534200e-04,0.0736,0.0552,0.032
2.6534240e-04,0.0728,0.0552,0.0328
2.6534280e-04,0.0712,0.0536,0.032
2.6534320e-04,0.0704,0.052,0.0304
2.6534360e-04,0.068,0.0528,0.0312
2.6534400e-04,0.0672,0.0536,0.032
2.6534440e-04,0.0656,0.0544,0.032
2.6534480e-04,0.0656,0.0536,0.0304
2.6534520e-04,0.064,0.0536,0.0312
2.6534560e-04,0.064,0.0536,0.0304
2.6534600e-04,0.064,0.0528,0.0304
2.6534640e-04,0.064,0.0536,0.0304
2.6534680e-04,0.0648,0.0528,0.0304
2.6534720e-04,0.0656,0.0496,0.0296
2.6534760e-04,0.0664,0.048,0.0296
2.6534800e-04,0.0664,0.0488,0.0296
2.6534840e-04,0.0688,0.048,0.0288
2.6534880e-04,0.0704,0.0488,0.0296
2.6534920e-04,0.072,0.0496,0.0304
2.6534960e-04,0.072,0.0504,0.0288
2.6535000e-04,0.0728,0.0512,0.0288
2.6535040e-04,0.0744,0.0528,0.0296
2.6535080e-04,0.0752,0.0536,0.032
2.6535120e-04,0.0744,0.0536,0.032
2.6535160e-04,0.0744,0.0536,0.0312
2.6535200e-04,0.0744,0.0552,0.032
2.6535240e-04,0.0728,0.0536,0.032
2.6535280e-04,0.0704,0.0544,0.032
2.6535320e-04,0.068,0.0544,0.032
2.6535360e-04,0.0664,0.0536,0.0312
2.6535400e-04,0.0672,0.0536,0.032
2.6535440e-04,0.064,0.052,0.032
2.6535480e-04,0.064,0.052,0.0312
2.6535520e-04,0.0632,0.0528,0.0304
2.6535560e-04,0.0624,0.0528,0.0304
2.6535600e-04,0.0632,0.0512,0.0312
2.6535640e-04,0.064,0.0504,0.0312
2.6535680e-04,0.0648,0.0512,0.0304
2.6535720e-04,0.0664,0.0496,0.0304
2.6535760e-04,0.0672,0.0496,0.0296
2.6535800e-04,0.0688,0.0488,0.0296
2.6535840e-04,0.0696,0.0488,0.0296
2.6535880e-04,0.0712,0.0504,0.0288
2.6535920e-04,0.0728,0.0512,0.0312
2.6535960e-04,0.0744,0.0512,0.0296
2.6536000e-04,0.0744,0.052,0.0296
2.6536040e-04,0.076,0.0528,0.0312
2.6536080e-04,0.0752,0.0544,0.0312
2.6536120e-04,0.0752,0.0544,0.0312
2.6536160e-04,0.0728,0.0552,0.032
2.6536200e-04,0.0728,0.0552,0.0304
2.6536240e-04,0.0712,0.0552,0.0304
2.6536280e-04,0.0704,0.0528,0.032
2.6536320e-04,0.068,0.0528,0.0336
2.6536360e-04,0.0664,0.0536,0.0328
2.6536400e-04,0.0648,0.0528,0.032
2.6536440e-04,0.064,0.0528,0.032
2.6536480e-04,0.0648,0.052,0.0328
2.6536520e-04,0.064,0.0528,0.0304
2.6536560e-04,0.0656,0.052,0.0304
2.6536600e-04,0.0656,0.0504,0.032
2.6536640e-04,0.0656,0.0512,0.032
2.6536680e-04,0.0664,0.0504,0.0312
2.6536720e-04,0.068,0.0512,0.0312
2.6536760e-04,0.0688,0.0512,0.0312
2.6536800e-04,0.068,0.0504,0.0304
2.6536840e-04,0.0704,0.0512,0.0304
2.6536880e-04,0.0728,0.0528,0.0304
2.6536920e-04,0.0728,0.0528,0.0312
2.6536960e-04,0.0744,0.0552,0.0312
2.6537000e-04,0.0752,0.0552,0.0312
2.6537040e-04,0.076,0.0552,0.0312
2.6537080e-04,0.076,0.0536,0.032
2.6537120e-04,0.0744,0.056,0.0312
2.6537160e-04,0.0728,0.0544,0.0312
2.6537200e-04,0.072,0.0536,0.0312
2.6537240e-04,0.0712,0.0528,0.032
2.6537280e-04,0.0696,0.052,0.0328
2.6537320e-04,0.068,0.052,0.0328
2.6537360e-04,0.0672,0.0528,0.032
2.6537400e-04,0.0648,0.052,0.032
2.6537440e-04,0.0648,0.0512,0.032
2.6537480e-04,0.0632,0.0504,0.032
2.6537520e-04,0.0648,0.0488,0.0312
2.6537560e-04,0.0664,0.0496,0.032
2.6537600e-04,0.0656,0.048,0.0312
2.6537640e-04,0.0664,0.048,0.0304
2.6537680e-04,0.0664,0.0488,0.0312
2.6537720e-04,0.0696,0.0504,0.0312
2.6537760e-04,0.0712,0.052,0.0312
2.6537800e-04,0.072,0.052,0.0296
2.6537840e-04,0.0728,0.0536,0.0296
2.6537880e-04,0.0728,0.0536,0.0296
2.6537920e-04,0.0728,0.0544,0.0304
2.6537960e-04,0.0736,0.0552,0.032
2.6538000e-04,0.0752,0.056,0.032
2.6538040e-04,0.0736,0.0568,0.032
2.6538080e-04,0.0728,0.056,0.032
2.6538120e-04,0.072,0.0552,0.032
2.6538160e-04,0.0712,0.056,0.032
2.6538200e-04,0.0688,0.0552,0.032
2.6538240e-04,0.0664,0.0552,0.0328
2.6538280e-04,0.0656,0.0536,0.0328
2.6538320e-04,0.064,0.052,0.032
2.6538360e-04,0.0616,0.0512,0.0328
2.6538400e-04,0.0616,0.0496,0.0304
2.6538440e-04,0.0624,0.048,0.032
2.6538480e-04,0.0624,0.048,0.0312
2.6538520e-04,0.0632,0.0472,0.0304
2.6538560e-04,0.064,0.0472,0.0312
2.6538600e-04,0.0656,0.0464,0.0296
2.6538640e-04,0.0688,0.0464,0.0288
2.6538680e-04,0.0696,0.048,0.0312
2.6538720e-04,0.0728,0.0488,0.032
2.6538760e-04,0.072,0.0504,0.0304
2.6538800e-04,0.0744,0.0512,0.0304
2.6538840e-04,0.0744,0.052,0.0312
2.6538880e-04,0.0752,0.0536,0.0304
2.6538920e-04,0.076,0.0544,0.0296
2.6538960e-04,0.0744,0.0552,0.032
2.6539000e-04,0.0752,0.056,0.032
2.6539040e-04,0.0744,0.0568,0.032
2.6539080e-04,0.0728,0.0568,0.0328
2.6539120e-04,0.0728,0.056,0.0312
2.6539160e-04,0.0696,0.056,0.0312
2.6539200e-04,0.0672,0.0552,0.0304
2.6539240e-04,0.0672,0.0536,0.0312
2.6539280e-04,0.0648,0.0536,0.032
2.6539320e-04,0.0648,0.052,0.0312
2.6539360e-04,0.0648,0.0496,0.0296
2.6539400e-04,0.064,0.0488,0.0288
2.6539440e-04,0.0648,0.048,0.0304
2.6539480e-04,0.0648,0.048,0.0288
2.6539520e-04,0.0648,0.048,0.0296
2.6539560e-04,0.0664,0.0472,0.0304
2.6539600e-04,0.068,0.0464,0.0296
2.6539640e-04,0.0704,0.0472,0.0288
2.6539680e-04,0.0704,0.0488,0.0296
2.6539720e-04,0.0736,0.0504,0.0296
2.6539760e-04,0.0752,0.0512,0.0288
2.6539800e-04,0.0744,0.0512,0.0288
2.6539840e-04,0.076,0.0512,0.0296
2.6539880e-04,0.0752,0.0528,0.0296
2.6539920e-04,0.0744,0.0552,0.0296
2.6539960e-04,0.0752,0.056,0.0304
2.6540000e-04,0.0744,0.0552,0.0296
2.6540040e-04,0.0728,0.0552,0.0296
2.6540080e-04,0.072,0.0576,0.0312
2.6540120e-04,0.0704,0.0568,0.0312
2.6540160e-04,0.0704,0.056,0.0304
2.6540200e-04,0.0672,0.0552,0.0288
2.6540240e-04,0.0664,0.0528,0.0296
2.6540280e-04,0.0656,0.052,0.0304
2.6540320e-04,0.0632,0.052,0.0304
2.6540360e-04,0.0616,0.0488,0.0296
2.6540400e-04,0.064,0.0456,0.0304
2.6540440e-04,0.064,0.0464,0.0296
2.6540480e-04,0.0648,0.0464,0.028
2.6540520e-04,0.0648,0.0456,0.028
2.6540560e-04,0.0672,0.0464,0.0288
2.6540600e-04,0.0688,0.0472,0.0288
2.6540640e-04,0.0704,0.048,0.0288
2.6540680e-04,0.0728,0.0496,0.0288
2.6540720e-04,0.0744,0.0504,0.028
2.6540760e-04,0.076,0.0512,0.028
2.6540800e-04,0.0776,0.0512,0.028
2.6540840e-04,0.0776,0.0504,0.0288
2.6540880e-04,0.0768,0.052,0.0288
2.6540920e-04,0.0768,0.0528,0.0296
2.6540960e-04,0.0744,0.0536,0.0296
2.6541000e-04,0.072,0.0536,0.0272
2.6541040e-04,0.072,0.0544,0.028
2.6541080e-04,0.0712,0.0552,0.0296
2.6541120e-04,0.068,0.0552,0.0304
2.6541160e-04,0.0664,0.0544,0.0304
2.6541200e-04,0.064,0.0536,0.0296
2.6541240e-04,0.0616,0.0528,0.0296
2.6541280e-04,0.0632,0.0504,0.0296
2.6541320e-04,0.0616,0.0496,0.0296
2.6541360e-04,0.0608,0.0464,0.0296
2.6541400e-04,0.0616,0.0464,0.0288
2.6541440e-04,0.0624,0.0456,0.0288
2.6541480e-04,0.064,0.0456,0.0272
2.6541520e-04,0.0656,0.0464,0.028
2.6541560e-04,0.0672,0.048,0.0272
2.6541600e-04,0.0696,0.048,0.0272
2.6541640e-04,0.072,0.0488,0.0272
2.6541680e-04,0.0736,0.0504,0.028
2.6541720e-04,0.076,0.0504,0.0272
2.6541760e-04,0.0784,0.0504,0.028
2.6541800e-04,0.0784,0.0512,0.0272
2.6541840e-04,0.0776,0.0512,0.0272
2.6541880e-04,0.0768,0.0544,0.028
2.6541920e-04,0.076,0.0528,0.0272
2.6541960e-04,0.0752,0.0528,0.0272
2.6542000e-04,0.0736,0.0544,0.0264
2.6542040e-04,0.0704,0.0536,0.0272
2.6542080e-04,0.0688,0.0536,0.0272
2.6542120e-04,0.0672,0.0544,0.028
2.6542160e-04,0.0656,0.0536,0.0272
2.6542200e-04,0.0632,0.0504,0.028
2.6542240e-04,0.0616,0.0496,0.028
2.6542280e-04,0.06,0.048,0.028
2.6542320e-04,0.06,0.0472,0.0272
2.6542360e-04,0.06,0.0456,0.0272
2.6542400e-04,0.0616,0.0464,0.0272
2.6542440e-04,0.0632,0.0472,0.0272
2.6542480e-04,0.0656,0.0464,0.0264
2.6542520e-04,0.0664,0.048,0.0264
2.6542560e-04,0.068,0.0488,0.0264
2.6542600e-04,0.0696,0.048,0.0248
2.6542640e-04,0.0736,0.048,0.0256
2.6542680e-04,0.0752,0.0504,0.0264
2.6542720e-04,0.076,0.0512,0.0248
2.6542760e-04,0.0776,0.0504,0.0248
2.6542800e-04,0.0784,0.0504,0.0256
2.6542840e-04,0.0776,0.0504,0.0256
2.6542880e-04,0.0776,0.0504,0.0256
2.6542920e-04,0.076,0.052,0.0248
2.6542960e-04,0.0744,0.0528,0.0256
2.6543000e-04,0.0736,0.0536,0.0248
2.6543040e-04,0.0712,0.0512,0.0256
2.6543080e-04,0.0688,0.0512,0.0256
2.6543120e-04,0.0656,0.0512,0.0264
2.6543160e-04,0.064,0.0496,0.0256
2.6543200e-04,0.0624,0.0472,0.0264
2.6543240e-04,0.0608,0.0456,0.0256
2.6543280e-04,0.0592,0.0456,0.0256
2.6543320e-04,0.0608,0.0456,0.0256
2.6543360e-04,0.06,0.0456,0.0256
2.6543400e-04,0.0608,0.0448,0.0248
2.6543440e-04,0.0616,0.0456,0.0256
2.6543480e-04,0.064,0.0472,0.0264
2.6543520e-04,0.0656,0.0488,0.0256
2.6543560e-04,0.0688,0.0496,0.0256
2.6543600e-04,0.0728,0.0504,0.0248
2.6543640e-04,0.0736,0.0504,0.024
2.6543680e-04,0.076,0.052,0.0248
2.6543720e-04,0.0768,0.052,0.0256
2.6543760e-04,0.0776,0.0512,0.024
2.6543800e-04,0.0784,0.0512,0.024
2.6543840e-04,0.0784,0.052,0.024
2.6543880e-04,0.0752,0.0512,0.0232
2.6543920e-04,0.0744,0.052,0.024
2.6543960e-04,0.0728,0.0512,0.0232
2.6544000e-04,0.0704,0.0512,0.024
2.6544040e-04,0.0696,0.0504,0.0248
2.6544080e-04,0.068,0.0488,0.0256
2.6544120e-04,0.064,0.0472,0.0248
2.6544160e-04,0.0632,0.0464,0.0248
2.6544200e-04,0.0624,0.0448,0.0248
2.6544240e-04,0.06,0.044,0.024
2.6544280e-04,0.06,0.0432,0.0232
2.6544320e-04,0.0608,0.0432,0.024
2.6544360e-04,0.06,0.0432,0.0248
2.6544400e-04,0.0592,0.044,0.0248
2.6544440e-04,0.0624,0.0456,0.0248
2.6544480e-04,0.0648,0.0464,0.024
2.6544520e-04,0.0672,0.048,0.024
2.6544560e-04,0.0696,0.0488,0.0248
2.6544600e-04,0.0712,0.0496,0.024
2.6544640e-04,0.0744,0.0496,0.024
2.6544680e-04,0.0776,0.0512,0.024
2.6544720e-04,0.0776,0.052,0.024
2.6544760e-04,0.0776,0.052,0.0248
2.6544800e-04,0.0776,0.0528,0.024
2.6544840e-04,0.076,0.0528,0.0256
2.6544880e-04,0.076,0.0536,0.024
2.6544920e-04,0.0736,0.0528,0.024
2.6544960e-04,0.0736,0.0512,0.0232
2.6545000e-04,0.0704,0.0504,0.0248
2.6545040e-04,0.0688,0.0504,0.0256
2.6545080e-04,0.0656,0.048,0.024
2.6545120e-04,0.0648,0.0456,0.0248
2.6545160e-04,0.0616,0.0432,0.024
2.6545200e-04,0.0608,0.044,0.0232
2.6545240e-04,0.0608,0.0416,0.0232
2.6545280e-04,0.06,0.0408,0.0232
2.6545320e-04,0.06,0.0424,0.0232
2.6545360e-04,0.0616,0.0432,0.0232
2.6545400e-04,0.0632,0.0408,0.0232
