Model,DPO3034
Firmware Version,2.16

Point Format,Y,,
Horizontal Units,S,,
Horizontal Scale,0.0002,,
Sample Interval,4e-10,,
Record Length,5e+06,,
Gating,49.0% to 51.00%,49.0% to 51.00%,49.0% to 51.00%
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.02,0.02,0.02
Label,,,
TIME,CH1,CH2,CH3
2.7660680e-04,0.084,0.0696,0.0976
2.7660720e-04,0.0816,0.068,0.0968
2.7660760e-04,0.0792,0.0664,0.0952
2.7660800e-04,0.0784,0.0672,0.0936
2.7660840e-04,0.076,0.0656,0.0944
2.7660880e-04,0.0752,0.0672,0.092
2.7660920e-04,0.0736,0.0688,0.0912
2.7660960e-04,0.0744,0.0696,0.0896
2.7661000e-04,0.0744,0.0696,0.0888
2.7661040e-04,0.0744,0.0704,0.0888
2.7661080e-04,0.0752,0.0712,0.0896
2.7661120e-04,0.0768,0.072,0.088
2.7661160e-04,0.0792,0.072,0.0864
2.7661200e-04,0.0792,0.072,0.0856
2.7661240e-04,0.0808,0.0704,0.0848
2.7661280e-04,0.0832,0.0704,0.084
2.7661320e-04,0.084,0.068,0.0832
2.7661360e-04,0.0864,0.0656,0.0832
2.7661400e-04,0.0864,0.0624,0.0832
2.7661440e-04,0.0856,0.0616,0.0816
2.7661480e-04,0.0848,0.06,0.0784
2.7661520e-04,0.0848,0.0568,0.0784
2.7661560e-04,0.084,0.0544,0.0776
2.7661600e-04,0.0824,0.0536,0.0768
2.7661640e-04,0.0824,0.0536,0.076
2.7661680e-04,0.08,0.0544,0.0744
2.7661720e-04,0.0784,0.0536,0.0744
2.7661760e-04,0.0776,0.0528,0.0728
2.7661800e-04,0.076,0.0536,0.0736
2.7661840e-04,0.0752,0.0536,0.072
2.7661880e-04,0.072,0.0552,0.0704
2.7661920e-04,0.0712,0.0576,0.0704
2.7661960e-04,0.072,0.0592,0.0696
2.7662000e-04,0.0728,0.0608,0.0688
2.7662040e-04,0.0728,0.06,0.0688
2.7662080e-04,0.0728,0.06,0.068
2.7662120e-04,0.0728,0.0608,0.068
2.7662160e-04,0.0752,0.0616,0.068
2.7662200e-04,0.0768,0.0592,0.0664
2.7662240e-04,0.0784,0.0592,0.0648
2.7662280e-04,0.0808,0.0584,0.0632
2.7662320e-04,0.0824,0.0568,0.0624
2.7662360e-04,0.0824,0.0544,0.064
2.7662400e-04,0.084,0.0544,0.0632
2.7662440e-04,0.0848,0.0512,0.0616
2.7662480e-04,0.084,0.0496,0.0608
2.7662520e-04,0.0824,0.048,0.0592
2.7662560e-04,0.0824,0.048,0.06
2.7662600e-04,0.0808,0.0464,0.0592
2.7662640e-04,0.08,0.0456,0.0584
2.7662680e-04,0.0784,0.0448,0.0576
2.7662720e-04,0.0776,0.044,0.056
2.7662760e-04,0.0752,0.0448,0.0552
2.7662800e-04,0.0728,0.0456,0.0552
2.7662840e-04,0.0728,0.0488,0.0544
2.7662880e-04,0.072,0.0496,0.0528
2.7662920e-04,0.0704,0.0512,0.0536
2.7662960e-04,0.0704,0.0536,0.052
2.7663000e-04,0.0704,0.0552,0.052
2.7663040e-04,0.0704,0.056,0.0536
2.7663080e-04,0.072,0.0568,0.052
2.7663120e-04,0.0728,0.0576,0.0504
2.7663160e-04,0.0744,0.0568,0.0496
2.7663200e-04,0.0768,0.0568,0.0488
2.7663240e-04,0.0776,0.056,0.0496
2.7663280e-04,0.0784,0.0552,0.048
2.7663320e-04,0.0784,0.0536,0.0472
2.7663360e-04,0.0792,0.0528,0.0464
2.7663400e-04,0.0792,0.0504,0.0456
2.7663440e-04,0.0808,0.048,0.0456
2.7663480e-04,0.0808,0.048,0.0464
2.7663520e-04,0.0824,0.0472,0.0448
2.7663560e-04,0.0824,0.0448,0.0448
2.7663600e-04,0.0808,0.0448,0.0448
2.7663640e-04,0.08,0.0464,0.044
2.7663680e-04,0.0792,0.0464,0.0432
2.7663720e-04,0.0784,0.0448,0.0432
2.7663760e-04,0.0776,0.0456,0.044
2.7663800e-04,0.0752,0.048,0.0432
2.7663840e-04,0.0736,0.0488,0.0424
2.7663880e-04,0.0736,0.0512,0.0416
2.7663920e-04,0.0712,0.0536,0.0432
2.7663960e-04,0.0704,0.056,0.0424
2.7664000e-04,0.0704,0.0568,0.0416
2.7664040e-04,0.072,0.0592,0.0408
2.7664080e-04,0.072,0.0592,0.0408
2.7664120e-04,0.0736,0.06,0.0408
2.7664160e-04,0.0752,0.06,0.0392
2.7664200e-04,0.0776,0.0608,0.0384
2.7664240e-04,0.0792,0.0592,0.0392
2.7664280e-04,0.0792,0.0576,0.0384
2.7664320e-04,0.0816,0.0584,0.0376
2.7664360e-04,0.0816,0.0576,0.0368
2.7664400e-04,0.0856,0.0576,0.036
2.7664440e-04,0.0848,0.0544,0.036
2.7664480e-04,0.0848,0.052,0.0352
2.7664520e-04,0.0848,0.052,0.0352
2.7664560e-04,0.0848,0.0512,0.0352
2.7664600e-04,0.084,0.0504,0.0352
2.7664640e-04,0.0832,0.0496,0.0344
2.7664680e-04,0.0816,0.048,0.036
2.7664720e-04,0.0792,0.0512,0.0352
2.7664760e-04,0.0784,0.052,0.0352
2.7664800e-04,0.0784,0.0552,0.036
2.7664840e-04,0.0768,0.0568,0.0352
2.7664880e-04,0.0752,0.0608,0.0376
2.7664920e-04,0.0744,0.0632,0.036
2.7664960e-04,0.0728,0.0648,0.036
2.7665000e-04,0.0736,0.0664,0.036
2.7665040e-04,0.0744,0.0704,0.0376
2.7665080e-04,0.0736,0.0704,0.0376
2.7665120e-04,0.0728,0.0704,0.0368
2.7665160e-04,0.0736,0.0704,0.0352
2.7665200e-04,0.0744,0.0704,0.036
2.7665240e-04,0.076,0.0696,0.036
2.7665280e-04,0.0776,0.068,0.0352
2.7665320e-04,0.0784,0.0664,0.0352
2.7665360e-04,0.0792,0.0672,0.0352
2.7665400e-04,0.0808,0.0656,0.0344
2.7665440e-04,0.0808,0.0648,0.0352
2.7665480e-04,0.0808,0.0632,0.0344
2.7665520e-04,0.0816,0.0608,0.0352
2.7665560e-04,0.0808,0.0592,0.0352
2.7665600e-04,0.0816,0.06,0.0328
2.7665640e-04,0.08,0.0584,0.0344
2.7665680e-04,0.08,0.0584,0.0336
2.7665720e-04,0.0792,0.0616,0.0344
2.7665760e-04,0.0784,0.0632,0.0336
2.7665800e-04,0.0776,0.064,0.0344
2.7665840e-04,0.0752,0.0656,0.0344
2.7665880e-04,0.0728,0.0688,0.0352
2.7665920e-04,0.0736,0.0688,0.0352
2.7665960e-04,0.0736,0.072,0.036
2.7666000e-04,0.072,0.0744,0.036
2.7666040e-04,0.0736,0.076,0.036
2.7666080e-04,0.0728,0.0752,0.0368
2.7666120e-04,0.0728,0.0736,0.036
2.7666160e-04,0.0744,0.0752,0.036
2.7666200e-04,0.0752,0.076,0.0368
2.7666240e-04,0.0752,0.0744,0.036
2.7666280e-04,0.0768,0.0736,0.036
2.7666320e-04,0.0776,0.072,0.036
2.7666360e-04,0.0776,0.072,0.0352
2.7666400e-04,0.0792,0.072,0.0336
2.7666440e-04,0.08,0.0688,0.0352
2.7666480e-04,0.0824,0.0688,0.0344
2.7666520e-04,0.0824,0.0664,0.0344
2.7666560e-04,0.0816,0.0656,0.0336
2.7666600e-04,0.0824,0.0648,0.0328
2.7666640e-04,0.0824,0.0664,0.0336
2.7666680e-04,0.0808,0.0648,0.0344
2.7666720e-04,0.0808,0.0664,0.0328
2.7666760e-04,0.0808,0.0672,0.0336
2.7666800e-04,0.08,0.0704,0.0344
2.7666840e-04,0.0792,0.0728,0.0344
2.7666880e-04,0.08,0.0744,0.0352
2.7666920e-04,0.0792,0.0768,0.036
2.7666960e-04,0.0792,0.0768,0.0352
2.7667000e-04,0.0784,0.076,0.0352
2.7667040e-04,0.0776,0.0768,0.0352
2.7667080e-04,0.0776,0.0768,0.036
2.7667120e-04,0.0776,0.0768,0.0352
2.7667160e-04,0.0784,0.0776,0.0336
2.7667200e-04,0.0784,0.0768,0.0344
2.7667240e-04,0.08,0.0776,0.0336
2.7667280e-04,0.08,0.0776,0.0344
2.7667320e-04,0.0808,0.076,0.036
2.7667360e-04,0.0824,0.076,0.0344
2.7667400e-04,0.0824,0.076,0.0336
2.7667440e-04,0.0832,0.0736,0.0336
2.7667480e-04,0.0832,0.072,0.0336
2.7667520e-04,0.0848,0.072,0.032
2.7667560e-04,0.0848,0.0712,0.0328
2.7667600e-04,0.0856,0.0704,0.0336
2.7667640e-04,0.0848,0.072,0.0336
2.7667680e-04,0.0848,0.0728,0.0336
2.7667720e-04,0.0848,0.0736,0.0344
2.7667760e-04,0.0856,0.076,0.0336
2.7667800e-04,0.0848,0.0768,0.0344
2.7667840e-04,0.0856,0.0776,0.0344
2.7667880e-04,0.0848,0.0784,0.0336
2.7667920e-04,0.084,0.0784,0.0352
2.7667960e-04,0.0848,0.0792,0.0352
2.7668000e-04,0.0856,0.0792,0.0352
2.7668040e-04,0.0832,0.0784,0.0344
2.7668080e-04,0.0816,0.0784,0.0344
2.7668120e-04,0.08,0.0784,0.0344
2.7668160e-04,0.0808,0.0776,0.0328
2.7668200e-04,0.0792,0.0768,0.0336
2.7668240e-04,0.0792,0.0768,0.0344
2.7668280e-04,0.0792,0.0768,0.0328
2.7668320e-04,0.08,0.0752,0.0328
2.7668360e-04,0.0824,0.0744,0.0328
2.7668400e-04,0.0824,0.0736,0.0312
2.7668440e-04,0.0832,0.0728,0.0312
2.7668480e-04,0.0824,0.0736,0.032
2.7668520e-04,0.0824,0.0712,0.032
2.7668560e-04,0.0824,0.0712,0.0312
2.7668600e-04,0.0824,0.0712,0.0312
2.7668640e-04,0.0832,0.072,0.032
2.7668680e-04,0.0832,0.0728,0.032
2.7668720e-04,0.0832,0.0744,0.032
2.7668760e-04,0.0824,0.0752,0.0312
2.7668800e-04,0.0824,0.0744,0.032
2.7668840e-04,0.0824,0.0744,0.032
2.7668880e-04,0.0824,0.0744,0.032
2.7668920e-04,0.0808,0.0752,0.0312
2.7668960e-04,0.0808,0.0728,0.032
2.7669000e-04,0.0816,0.0744,0.032
2.7669040e-04,0.08,0.0736,0.0312
2.7669080e-04,0.0784,0.072,0.0304
2.7669120e-04,0.0792,0.0704,0.0304
2.7669160e-04,0.0792,0.0704,0.0304
2.7669200e-04,0.0784,0.0688,0.0296
2.7669240e-04,0.0776,0.0688,0.0296
2.7669280e-04,0.0776,0.0656,0.0296
2.7669320e-04,0.0784,0.0632,0.0296
2.7669360e-04,0.0784,0.064,0.0296
2.7669400e-04,0.0784,0.0632,0.0288
2.7669440e-04,0.0792,0.064,0.028
2.7669480e-04,0.0808,0.0624,0.028
2.7669520e-04,0.08,0.0608,0.0272
2.7669560e-04,0.0792,0.064,0.0272
2.7669600e-04,0.0792,0.064,0.0264
2.7669640e-04,0.0792,0.064,0.0272
2.7669680e-04,0.0792,0.0648,0.0264
2.7669720e-04,0.0808,0.0656,0.0264
2.7669760e-04,0.0824,0.0656,0.0272
2.7669800e-04,0.0808,0.0664,0.0256
2.7669840e-04,0.0808,0.0664,0.0248
2.7669880e-04,0.0808,0.0656,0.0256
2.7669920e-04,0.0808,0.0664,0.0256
2.7669960e-04,0.0808,0.064,0.0256
2.7670000e-04,0.08,0.064,0.024
2.7670040e-04,0.0792,0.0616,0.0232
2.7670080e-04,0.0792,0.0616,0.0232
2.7670120e-04,0.08,0.0608,0.0232
2.7670160e-04,0.08,0.0584,0.0232
2.7670200e-04,0.08,0.0576,0.0216
2.7670240e-04,0.08,0.0544,0.0216
2.7670280e-04,0.0808,0.0544,0.0208
2.7670320e-04,0.0816,0.0536,0.0208
2.7670360e-04,0.0808,0.052,0.0192
2.7670400e-04,0.08,0.052,0.0176
2.7670440e-04,0.0792,0.0512,0.016
2.7670480e-04,0.0792,0.0504,0.016
2.7670520e-04,0.08,0.0496,0.0168
2.7670560e-04,0.08,0.0496,0.016
2.7670600e-04,0.08,0.0512,0.0144
2.7670640e-04,0.0808,0.052,0.0152
2.7670680e-04,0.0816,0.0528,0.0152
2.7670720e-04,0.0808,0.0536,0.0144
2.7670760e-04,0.0808,0.0536,0.0152
2.7670800e-04,0.0808,0.0536,0.0144
2.7670840e-04,0.0816,0.0528,0.012
2.7670880e-04,0.0808,0.0536,0.0136
2.7670920e-04,0.0792,0.0536,0.0128
2.7670960e-04,0.08,0.0528,0.0128
2.7671000e-04,0.08,0.0512,0.012
2.7671040e-04,0.0792,0.0496,0.0128
2.7671080e-04,0.0792,0.048,0.0128
2.7671120e-04,0.0784,0.0464,0.0128
2.7671160e-04,0.0792,0.0464,0.0104
2.7671200e-04,0.0792,0.0432,0.0104
2.7671240e-04,0.0784,0.0432,0.0104
2.7671280e-04,0.0784,0.04,0.0104
2.7671320e-04,0.0784,0.04,0.0104
2.7671360e-04,0.0768,0.0384,0.008
2.7671400e-04,0.0768,0.0368,0.0072
2.7671440e-04,0.0784,0.0352,0.0072
2.7671480e-04,0.0768,0.036,0.0056
2.7671520e-04,0.0752,0.0368,0.0056
2.7671560e-04,0.0752,0.036,0.0056
2.7671600e-04,0.0744,0.0376,0.0048
2.7671640e-04,0.0744,0.0384,0.0048
2.7671680e-04,0.0736,0.0392,0.004
2.7671720e-04,0.0728,0.0392,0.0032
2.7671760e-04,0.072,0.0376,0.004
2.7671800e-04,0.0712,0.0384,0.0032
2.7671840e-04,0.072,0.0384,0.0016
2.7671880e-04,0.0704,0.0392,0.0024
2.7671920e-04,0.0696,0.0392,0.0032
2.7671960e-04,0.0696,0.0376,0.0032
2.7672000e-04,0.0696,0.036,0.0016
2.7672040e-04,0.0704,0.0336,0.0016
2.7672080e-04,0.0704,0.0344,0
2.7672120e-04,0.0704,0.0312,0
2.7672160e-04,0.0704,0.0304,0.0008
2.7672200e-04,0.0704,0.0296,0.0008
2.7672240e-04,0.0728,0.0288,0.0008
2.7672280e-04,0.072,0.0264,0
2.7672320e-04,0.072,0.0256,0
2.7672360e-04,0.0712,0.0256,-0.0024
2.7672400e-04,0.072,0.0256,-0.0024
2.7672440e-04,0.072,0.0256,-0.0024
2.7672480e-04,0.072,0.0232,-0.004
2.7672520e-04,0.0704,0.0232,-0.0032
2.7672560e-04,0.0704,0.024,-0.0064
2.7672600e-04,0.0688,0.0224,-0.0064
2.7672640e-04,0.0688,0.0232,-0.0056
2.7672680e-04,0.0672,0.0232,-0.0064
2.7672720e-04,0.068,0.0232,-0.0088
2.7672760e-04,0.068,0.0224,-0.0096
2.7672800e-04,0.0672,0.024,-0.0088
2.7672840e-04,0.0672,0.0224,-0.0096
2.7672880e-04,0.068,0.0232,-0.0104
2.7672920e-04,0.0664,0.0248,-0.0088
2.7672960e-04,0.0664,0.0224,-0.0096
2.7673000e-04,0.0664,0.0208,-0.0112
2.7673040e-04,0.0672,0.0192,-0.0112
2.7673080e-04,0.0664,0.0176,-0.0112
2.7673120e-04,0.068,0.0176,-0.0112
2.7673160e-04,0.068,0.0176,-0.0112
2.7673200e-04,0.0688,0.0176,-0.0112
2.7673240e-04,0.0688,0.016,-0.0112
2.7673280e-04,0.0696,0.0152,-0.012
2.7673320e-04,0.0696,0.0168,-0.0112
2.7673360e-04,0.0704,0.016,-0.0128
2.7673400e-04,0.0712,0.016,-0.012
2.7673440e-04,0.072,0.0144,-0.012
2.7673480e-04,0.0712,0.0144,-0.0136
2.7673520e-04,0.0704,0.0152,-0.0144
2.7673560e-04,0.0712,0.0144,-0.0144
2.7673600e-04,0.0704,0.0144,-0.0152
2.7673640e-04,0.0704,0.0144,-0.0184
2.7673680e-04,0.068,0.0144,-0.0184
2.7673720e-04,0.068,0.012,-0.0184
2.7673760e-04,0.0664,0.0104,-0.0192
2.7673800e-04,0.064,0.012,-0.02
2.7673840e-04,0.0632,0.012,-0.0192
2.7673880e-04,0.0624,0.0136,-0.02
2.7673920e-04,0.0616,0.0144,-0.0192
2.7673960e-04,0.0632,0.0128,-0.0192
2.7674000e-04,0.064,0.012,-0.0208
2.7674040e-04,0.0608,0.0104,-0.02
2.7674080e-04,0.0632,0.0104,-0.02
2.7674120e-04,0.064,0.0096,-0.0192
2.7674160e-04,0.064,0.0088,-0.0184
2.7674200e-04,0.0656,0.0088,-0.0184
2.7674240e-04,0.0664,0.0096,-0.0184
2.7674280e-04,0.0648,0.0096,-0.02
2.7674320e-04,0.0664,0.012,-0.0176
2.7674360e-04,0.0672,0.012,-0.0176
2.7674400e-04,0.0688,0.0112,-0.0168
2.7674440e-04,0.068,0.0112,-0.0184
2.7674480e-04,0.0656,0.0104,-0.02
2.7674520e-04,0.0672,0.0096,-0.0192
2.7674560e-04,0.0672,0.0112,-0.0192
2.7674600e-04,0.0664,0.0104,-0.0216
2.7674640e-04,0.0632,0.0096,-0.0224
2.7674680e-04,0.0608,0.0072,-0.0224
2.7674720e-04,0.0608,0.0072,-0.0224
2.7674760e-04,0.06,0.0072,-0.0224
2.7674800e-04,0.0592,0.008,-0.0224
2.7674840e-04,0.056,0.0088,-0.0224
2.7674880e-04,0.056,0.008,-0.0224
2.7674920e-04,0.056,0.0072,-0.0224
2.7674960e-04,0.056,0.0072,-0.0224
2.7675000e-04,0.0552,0.0064,-0.0224
2.7675040e-04,0.0568,0.0056,-0.0224
2.7675080e-04,0.0568,0.0056,-0.0224
2.7675120e-04,0.0568,0.0072,-0.0224
2.7675160e-04,0.0576,0.008,-0.0224
2.7675200e-04,0.06,0.0088,-0.0216
2.7675240e-04,0.0592,0.0104,-0.0216
2.7675280e-04,0.0608,0.012,-0.0208
2.7675320e-04,0.0616,0.0136,-0.0192
2.7675360e-04,0.0624,0.0136,-0.02
2.7675400e-04,0.0624,0.0144,-0.0192
2.7675440e-04,0.0624,0.0136,-0.0192
2.7675480e-04,0.0624,0.0136,-0.0184
2.7675520e-04,0.0616,0.0136,-0.0184
2.7675560e-04,0.06,0.0128,-0.02
2.7675600e-04,0.0608,0.0128,-0.02
2.7675640e-04,0.0576,0.0128,-0.0216
2.7675680e-04,0.0568,0.012,-0.0216
2.7675720e-04,0.0552,0.012,-0.0224
2.7675760e-04,0.0536,0.012,-0.0216
2.7675800e-04,0.0536,0.012,-0.0208
2.7675840e-04,0.0528,0.0104,-0.0216
2.7675880e-04,0.052,0.0112,-0.0224
2.7675920e-04,0.0544,0.0112,-0.0224
2.7675960e-04,0.0544,0.0104,-0.0224
2.7676000e-04,0.0528,0.008,-0.0224
2.7676040e-04,0.0544,0.0088,-0.0224
2.7676080e-04,0.0552,0.0096,-0.0224
2.7676120e-04,0.0584,0.012,-0.0216
2.7676160e-04,0.06,0.012,-0.0208
2.7676200e-04,0.0592,0.012,-0.02
2.7676240e-04,0.0616,0.0152,-0.0192
2.7676280e-04,0.0632,0.016,-0.0192
2.7676320e-04,0.0648,0.0168,-0.0184
2.7676360e-04,0.0648,0.0192,-0.0168
2.7676400e-04,0.0656,0.0208,-0.0152
2.7676440e-04,0.064,0.0208,-0.016
2.7676480e-04,0.0632,0.0232,-0.0152
2.7676520e-04,0.0632,0.0216,-0.0144
2.7676560e-04,0.0624,0.0216,-0.0152
2.7676600e-04,0.0616,0.0208,-0.0144
2.7676640e-04,0.06,0.02,-0.0144
2.7676680e-04,0.0584,0.0216,-0.0152
2.7676720e-04,0.0576,0.0224,-0.0152
2.7676760e-04,0.056,0.0232,-0.0152
2.7676800e-04,0.0552,0.0216,-0.016
2.7676840e-04,0.0552,0.0208,-0.0168
2.7676880e-04,0.0544,0.0224,-0.0176
2.7676920e-04,0.0536,0.0216,-0.0184
2.7676960e-04,0.056,0.0208,-0.0176
2.7677000e-04,0.0584,0.0208,-0.0168
2.7677040e-04,0.0576,0.0208,-0.0168
2.7677080e-04,0.0584,0.0208,-0.0168
2.7677120e-04,0.06,0.0224,-0.0152
2.7677160e-04,0.0624,0.0232,-0.016
2.7677200e-04,0.0632,0.0232,-0.0144
2.7677240e-04,0.0648,0.0256,-0.0128
2.7677280e-04,0.0656,0.0264,-0.0112
2.7677320e-04,0.0664,0.028,-0.0104
2.7677360e-04,0.0656,0.028,-0.008
2.7677400e-04,0.0656,0.0296,-0.0088
2.7677440e-04,0.0656,0.0304,-0.0088
2.7677480e-04,0.0624,0.0312,-0.0064
2.7677520e-04,0.0608,0.032,-0.0048
2.7677560e-04,0.06,0.032,-0.0056
2.7677600e-04,0.0584,0.0328,-0.0048
2.7677640e-04,0.056,0.0336,-0.0048
2.7677680e-04,0.056,0.0344,-0.0032
2.7677720e-04,0.056,0.0344,-0.0048
2.7677760e-04,0.0528,0.0336,-0.0048
2.7677800e-04,0.0512,0.0336,-0.0056
2.7677840e-04,0.052,0.0336,-0.0048
2.7677880e-04,0.0536,0.0344,-0.0048
2.7677920e-04,0.0544,0.0344,-0.004
2.7677960e-04,0.0552,0.0352,-0.004
2.7678000e-04,0.056,0.0344,-0.004
2.7678040e-04,0.0576,0.0352,-0.0024
2.7678080e-04,0.0592,0.036,-0.0024
2.7678120e-04,0.0616,0.0376,-0.0016
2.7678160e-04,0.064,0.0384,-0.0016
2.7678200e-04,0.064,0.0384,-0.0016
2.7678240e-04,0.0648,0.0392,0
2.7678280e-04,0.0664,0.04,0.0008
2.7678320e-04,0.0664,0.0424,0.0024
2.7678360e-04,0.0648,0.0408,0.0032
2.7678400e-04,0.0648,0.0424,0.0056
2.7678440e-04,0.0656,0.0424,0.0056
2.7678480e-04,0.064,0.0424,0.0064
2.7678520e-04,0.0608,0.0424,0.008
2.7678560e-04,0.0576,0.0432,0.008
2.7678600e-04,0.0568,0.0456,0.008
2.7678640e-04,0.0568,0.0464,0.008
2.7678680e-04,0.0544,0.0456,0.008
2.7678720e-04,0.0536,0.0456,0.0088
2.7678760e-04,0.052,0.0472,0.0088
2.7678800e-04,0.052,0.0472,0.008
2.7678840e-04,0.0528,0.0488,0.008
2.7678880e-04,0.0536,0.0496,0.008
2.7678920e-04,0.0552,0.0488,0.0104
2.7678960e-04,0.0584,0.0496,0.0112
2.7679000e-04,0.0616,0.0496,0.0112
2.7679040e-04,0.064,0.0496,0.0104
2.7679080e-04,0.0656,0.052,0.012
2.7679120e-04,0.0672,0.0528,0.0112
2.7679160e-04,0.0696,0.0544,0.0128
2.7679200e-04,0.072,0.0552,0.0152
2.7679240e-04,0.072,0.0544,0.0144
2.7679280e-04,0.0728,0.0552,0.0144
2.7679320e-04,0.0728,0.0552,0.016
2.7679360e-04,0.0736,0.0544,0.0168
2.7679400e-04,0.0728,0.0544,0.0184
2.7679440e-04,0.0704,0.0536,0.0192
2.7679480e-04,0.068,0.052,0.02
2.7679520e-04,0.0648,0.0544,0.0208
2.7679560e-04,0.0624,0.0552,0.0208
2.7679600e-04,0.0592,0.0552,0.0216
2.7679640e-04,0.0584,0.0568,0.02
2.7679680e-04,0.0576,0.0576,0.0208
2.7679720e-04,0.0544,0.0568,0.0224
2.7679760e-04,0.0552,0.0584,0.0232
2.7679800e-04,0.0552,0.06,0.0224
2.7679840e-04,0.056,0.06,0.0232
2.7679880e-04,0.0568,0.0616,0.0232
2.7679920e-04,0.0576,0.0632,0.0248
2.7679960e-04,0.06,0.064,0.0256
2.7680000e-04,0.0632,0.0648,0.0248
2.7680040e-04,0.0656,0.0664,0.0256
2.7680080e-04,0.0696,0.0672,0.0272
2.7680120e-04,0.0712,0.068,0.0272
2.7680160e-04,0.0736,0.0704,0.0272
2.7680200e-04,0.076,0.068,0.028
2.7680240e-04,0.0768,0.068,0.0304
2.7680280e-04,0.0792,0.068,0.0304
2.7680320e-04,0.0784,0.0672,0.0328
2.7680360e-04,0.0784,0.0648,0.0312
2.7680400e-04,0.076,0.0656,0.0312
2.7680440e-04,0.0728,0.0632,0.0336
2.7680480e-04,0.0704,0.0632,0.0336
2.7680520e-04,0.0688,0.0624,0.0328
2.7680560e-04,0.0656,0.0616,0.0336
2.7680600e-04,0.0632,0.0624,0.0336
2.7680640e-04,0.0608,0.064,0.036
2.7680680e-04,0.0592,0.0648,0.036
2.7680720e-04,0.0576,0.0648,0.0344
2.7680760e-04,0.0552,0.0664,0.0352
2.7680800e-04,0.056,0.0664,0.036
2.7680840e-04,0.0592,0.0688,0.0368
2.7680880e-04,0.0592,0.0704,0.0368
2.7680920e-04,0.06,0.0712,0.0384
2.7680960e-04,0.0624,0.0736,0.0384
2.7681000e-04,0.0664,0.076,0.0392
2.7681040e-04,0.0704,0.0768,0.0408
2.7681080e-04,0.0712,0.0768,0.0424
2.7681120e-04,0.0736,0.0784,0.044
2.7681160e-04,0.0768,0.0792,0.0448
2.7681200e-04,0.0792,0.0792,0.0448
2.7681240e-04,0.0808,0.0784,0.044
2.7681280e-04,0.08,0.076,0.0448
2.7681320e-04,0.08,0.0736,0.0448
2.7681360e-04,0.08,0.0736,0.0472
2.7681400e-04,0.0784,0.072,0.0472
2.7681440e-04,0.0752,0.0704,0.0488
2.7681480e-04,0.072,0.068,0.0488
2.7681520e-04,0.0712,0.068,0.048
2.7681560e-04,0.0688,0.0688,0.048
2.7681600e-04,0.0664,0.068,0.048
2.7681640e-04,0.0648,0.0672,0.048
2.7681680e-04,0.064,0.0672,0.0488
2.7681720e-04,0.0608,0.0672,0.0488
2.7681760e-04,0.0608,0.0696,0.0488
2.7681800e-04,0.0616,0.0704,0.0488
2.7681840e-04,0.0608,0.072,0.0488
2.7681880e-04,0.0624,0.0736,0.0504
2.7681920e-04,0.064,0.076,0.052
2.7681960e-04,0.0664,0.0792,0.0512
2.7682000e-04,0.0688,0.0816,0.0512
2.7682040e-04,0.0704,0.0816,0.0528
2.7682080e-04,0.0752,0.0824,0.0536
2.7682120e-04,0.0784,0.0832,0.056
2.7682160e-04,0.0808,0.0832,0.056
2.7682200e-04,0.08,0.0824,0.0584
2.7682240e-04,0.0824,0.0832,0.0576
2.7682280e-04,0.0832,0.0816,0.0576
2.7682320e-04,0.0816,0.0792,0.06
2.7682360e-04,0.0816,0.0784,0.0592
2.7682400e-04,0.0816,0.0752,0.0592
2.7682440e-04,0.0784,0.0744,0.0592
2.7682480e-04,0.0768,0.0736,0.06
2.7682520e-04,0.0752,0.0704,0.0592
2.7682560e-04,0.0736,0.0696,0.06
2.7682600e-04,0.072,0.0672,0.0592
2.7682640e-04,0.0696,0.0664,0.0592
2.7682680e-04,0.0648,0.068,0.06
2.7682720e-04,0.0648,0.0664,0.0592
2.7682760e-04,0.064,0.068,0.0592
2.7682800e-04,0.064,0.0696,0.0592
2.7682840e-04,0.064,0.072,0.0592
2.7682880e-04,0.0672,0.0744,0.0608
2.7682920e-04,0.068,0.0768,0.0616
2.7682960e-04,0.0704,0.0784,0.0616
2.7683000e-04,0.0728,0.08,0.0616
2.7683040e-04,0.0736,0.0808,0.0632
2.7683080e-04,0.0768,0.0824,0.0632
2.7683120e-04,0.0784,0.084,0.0656
2.7683160e-04,0.0792,0.0832,0.0656
2.7683200e-04,0.0824,0.0808,0.0656
2.7683240e-04,0.0824,0.0808,0.0656
2.7683280e-04,0.0824,0.0792,0.0664
2.7683320e-04,0.0824,0.0792,0.0672
2.7683360e-04,0.0816,0.0792,0.0664
2.7683400e-04,0.0808,0.076,0.0664
2.7683440e-04,0.0792,0.0744,0.0664
2.7683480e-04,0.0776,0.0728,0.0672
2.7683520e-04,0.076,0.0712,0.0672
2.7683560e-04,0.0736,0.0688,0.0664
2.7683600e-04,0.072,0.068,0.0664
2.7683640e-04,0.0688,0.0672,0.0664
2.7683680e-04,0.0688,0.0656,0.0664
2.7683720e-04,0.068,0.0656,0.0664
2.7683760e-04,0.0672,0.0672,0.0672
2.7683800e-04,0.0664,0.068,0.068
2.7683840e-04,0.068,0.0704,0.0664
2.7683880e-04,0.0688,0.0736,0.0664
2.7683920e-04,0.072,0.076,0.0672
2.7683960e-04,0.0728,0.0776,0.068
