Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.185067E-2	1.900600E+2	-1.000000E+3	-9.996180E-1	-1.782570E+1	5.607735E+1	6.258609E+1	7.997400E+0	5.005260E-1	-5.172300E-2	-1.782570E+1	2.901597E+0	3.060132E+0	7.997400E+0	2.447310E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.000000E+0
3.635208E-2	1.900600E+2	-9.900000E+2	-9.893090E-1	-1.760850E+1	5.618360E+1	6.264453E+1	7.982900E+0	5.000850E-1	-5.119450E-2	-1.760850E+1	2.907374E+0	2.997833E+0	7.982900E+0	2.393140E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	2.000000E+0
6.193687E-2	1.900600E+2	-9.800000E+2	-9.805550E-1	-1.742850E+1	5.626158E+1	6.258483E+1	8.000900E+0	5.007350E-1	-5.080330E-2	-1.742850E+1	2.914955E+0	3.058293E+0	8.000900E+0	2.446910E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	3.000000E+0
8.618826E-2	1.900600E+2	-9.700000E+2	-9.698580E-1	-1.720950E+1	5.635597E+1	6.256188E+1	8.003500E+0	5.007140E-1	-5.039090E-2	-1.720950E+1	2.928086E+0	3.037209E+0	8.003500E+0	2.430830E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	4.000000E+0
1.106230E-1	1.900600E+2	-9.600000E+2	-9.599720E-1	-1.699140E+1	5.649752E+1	6.260643E+1	7.989100E+0	5.001690E-1	-4.952640E-2	-1.699140E+1	2.914792E+0	3.094717E+0	7.989100E+0	2.472400E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	5.000000E+0
1.360744E-1	1.900600E+2	-9.500000E+2	-9.492340E-1	-1.677190E+1	5.659669E+1	6.263303E+1	7.981300E+0	4.998930E-1	-4.918210E-2	-1.677190E+1	2.932411E+0	3.076053E+0	7.981300E+0	2.455090E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	6.000000E+0
1.605425E-1	1.900600E+2	-9.400000E+2	-9.407270E-1	-1.659710E+1	5.668020E+1	6.257233E+1	7.994300E+0	5.002220E-1	-4.794800E-2	-1.659710E+1	2.888938E+0	3.129305E+0	7.994300E+0	2.501660E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	7.000000E+0
1.862773E-1	1.900600E+2	-9.300000E+2	-9.299950E-1	-1.636140E+1	5.684080E+1	6.260785E+1	7.980900E+0	4.996670E-1	-4.707330E-2	-1.636140E+1	2.877095E+0	2.991818E+0	7.980900E+0	2.387740E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	8.000000E+0
2.104620E-1	1.900600E+2	-9.200000E+2	-9.197940E-1	-1.615190E+1	5.694649E+1	6.261532E+1	7.988300E+0	5.001900E-1	-4.709030E-2	-1.615190E+1	2.915465E+0	3.061465E+0	7.988300E+0	2.445590E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	9.000000E+0
2.350134E-1	1.900600E+2	-9.100000E+2	-9.103550E-1	-1.595820E+1	5.704622E+1	6.256875E+1	7.992600E+0	5.000870E-1	-4.597770E-2	-1.595820E+1	2.881133E+0	3.056114E+0	7.992600E+0	2.442630E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.000000E+1
2.605649E-1	1.900600E+2	-9.000000E+2	-9.002280E-1	-1.576520E+1	5.710223E+1	6.268202E+1	7.974600E+0	4.998640E-1	-4.550970E-2	-1.576520E+1	2.886719E+0	2.985241E+0	7.974600E+0	2.380610E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.100000E+1
2.850663E-1	1.900600E+2	-8.900000E+2	-8.897700E-1	-1.553850E+1	5.726228E+1	6.263572E+1	7.991000E+0	5.005220E-1	-4.522820E-2	-1.553850E+1	2.910719E+0	3.077838E+0	7.991000E+0	2.459500E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.200000E+1
3.097844E-1	1.900600E+2	-8.800000E+2	-8.798160E-1	-1.533510E+1	5.737269E+1	6.257562E+1	7.977100E+0	4.991720E-1	-4.421030E-2	-1.533510E+1	2.882948E+0	3.044816E+0	7.977100E+0	2.428880E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.300000E+1
3.346358E-1	1.900600E+2	-8.700000E+2	-8.705730E-1	-1.514270E+1	5.749127E+1	6.263677E+1	7.976800E+0	4.996410E-1	-4.383570E-2	-1.514270E+1	2.894840E+0	3.041044E+0	7.976800E+0	2.425780E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.400000E+1
3.589205E-1	1.900600E+2	-8.600000E+2	-8.599130E-1	-1.493440E+1	5.757935E+1	6.271690E+1	7.972700E+0	5.000230E-1	-4.361460E-2	-1.493440E+1	2.920412E+0	3.050547E+0	7.972700E+0	2.432110E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.500000E+1
3.842053E-1	1.900600E+2	-8.500000E+2	-8.498270E-1	-1.472530E+1	5.771203E+1	6.266945E+1	7.978800E+0	5.000270E-1	-4.317420E-2	-1.472530E+1	2.931974E+0	2.954003E+0	7.978800E+0	2.356940E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.600000E+1
4.087067E-1	1.900600E+2	-8.400000E+2	-8.408530E-1	-1.454860E+1	5.779615E+1	6.262682E+1	7.985700E+0	5.001190E-1	-4.226420E-2	-1.454860E+1	2.905036E+0	3.070100E+0	7.985700E+0	2.451690E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.700000E+1
