Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.183402E-2	1.300700E+2	-1.000000E+2	-9.969830E-2	-5.214700E-1	1.911870E+2	2.075453E+2	2.390500E-1	4.961370E-2	-2.199100E-3	-5.214700E-1	4.217117E+0	4.343443E+0	2.390500E-1	1.038300E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	1.000000E+0
3.638542E-2	1.300700E+2	-9.900000E+1	-9.812430E-2	-5.157700E-1	1.902482E+2	2.101691E+2	2.401600E-1	5.047420E-2	-9.209000E-4	-5.157700E-1	1.785486E+0	5.449284E+0	2.401600E-1	1.308700E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	2.000000E+0
6.212022E-2	1.300700E+2	-9.800000E+1	-9.824680E-2	-5.084200E-1	1.932394E+2	2.125484E+2	2.371700E-1	5.041010E-2	-1.404000E-3	-5.084200E-1	2.761496E+0	7.058650E+0	2.371700E-1	1.674100E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	3.000000E+0
8.630494E-2	1.300700E+2	-9.700000E+1	-9.650180E-2	-5.019400E-1	1.922576E+2	2.088681E+2	2.379100E-1	4.969180E-2	-2.050100E-3	-5.019400E-1	4.084353E+0	7.031651E+0	2.379100E-1	1.672900E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	4.000000E+0
1.107897E-1	1.300700E+2	-9.600000E+1	-9.600980E-2	-4.964500E-1	1.933927E+2	2.081776E+2	2.399600E-1	4.995430E-2	-1.473100E-3	-4.964500E-1	2.967268E+0	1.383147E+0	2.399600E-1	3.319000E-4	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	5.000000E+0
1.362911E-1	1.300700E+2	-9.500000E+1	-9.515160E-2	-4.886100E-1	1.947394E+2	2.132293E+2	2.365200E-1	5.043300E-2	-3.161800E-3	-4.886100E-1	6.471010E+0	5.565280E+0	2.365200E-1	1.316300E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	6.000000E+0
1.607759E-1	1.300700E+2	-9.400000E+1	-9.382960E-2	-4.841800E-1	1.937907E+2	2.083919E+2	2.403400E-1	5.008490E-2	-1.674400E-3	-4.841800E-1	3.458218E+0	5.126904E+0	2.403400E-1	1.232200E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	7.000000E+0
1.865440E-1	1.300700E+2	-9.300000E+1	-9.268510E-2	-4.798800E-1	1.931422E+2	2.040219E+2	2.409800E-1	4.916520E-2	-3.776000E-4	-4.798800E-1	7.868634E-1	-1.576894E-2	2.409800E-1	-3.800000E-6	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	8.000000E+0
2.107954E-1	1.300700E+2	-9.200000E+1	-9.193720E-2	-4.719000E-1	1.948235E+2	2.118382E+2	2.381700E-1	5.045350E-2	-1.837400E-3	-4.719000E-1	3.893622E+0	7.231809E+0	2.381700E-1	1.722400E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	9.000000E+0
2.353301E-1	1.300700E+2	-9.100000E+1	-9.141380E-2	-4.652700E-1	1.964747E+2	2.127181E+2	2.377800E-1	5.058010E-2	-1.938400E-3	-4.652700E-1	4.166183E+0	5.712003E+0	2.377800E-1	1.358200E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	1.000000E+1
2.607483E-1	1.300700E+2	-9.000000E+1	-8.976440E-2	-4.612300E-1	1.946196E+2	2.099603E+2	2.391300E-1	5.020780E-2	-9.350000E-4	-4.612300E-1	2.027188E+0	2.573496E+0	2.391300E-1	6.154000E-4	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	1.100000E+1
2.862830E-1	1.300700E+2	-8.900000E+1	-8.886760E-2	-4.541000E-1	1.957005E+2	2.127420E+2	2.360300E-1	5.021350E-2	-1.576300E-3	-4.541000E-1	3.471262E+0	6.202178E+0	2.360300E-1	1.463900E-3	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	1.200000E+1
3.104511E-1	1.300700E+2	-8.800000E+1	-8.797680E-2	-4.481000E-1	1.963330E+2	2.090643E+2	2.387400E-1	4.991200E-2	-1.290200E-3	-4.481000E-1	2.879268E+0	3.897127E+0	2.387400E-1	9.304000E-4	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	1.300000E+1
3.350858E-1	1.300700E+2	-8.700000E+1	-8.667980E-2	-4.454000E-1	1.946111E+2	2.066743E+2	2.399200E-1	4.958530E-2	-1.526400E-3	-4.454000E-1	3.427032E+0	1.392548E+0	2.399200E-1	3.341000E-4	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	1.400000E+1
3.604540E-1	1.300700E+2	-8.600000E+1	-8.611660E-2	-4.365000E-1	1.972889E+2	2.091794E+2	2.406900E-1	5.034740E-2	-1.332300E-3	-4.365000E-1	3.052234E+0	1.061531E+0	2.406900E-1	2.555000E-4	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	1.500000E+1
3.859554E-1	1.300700E+2	-8.500000E+1	-8.502550E-2	-4.310900E-1	1.972338E+2	2.098976E+2	2.383700E-1	5.003330E-2	-1.545900E-3	-4.310900E-1	3.586026E+0	3.931703E+0	2.383700E-1	9.372000E-4	5.000000E-2	0.000000E+0	2.000000E+0	1.000000E-1	2.000000E+0	5.000000E-3	1.000000E+0	1.600000E+1
