Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.186735E-2	2.707200E+2	-1.000000E+3	-9.999610E-1	-3.001870E+1	3.331127E+1	3.387244E+1	1.475220E+1	4.996930E-1	-6.050230E-2	-3.001870E+1	2.015487E+0	2.048427E+0	1.475220E+1	3.021880E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.000000E+0
3.760215E-2	2.707200E+2	-9.900000E+2	-9.896770E-1	-2.978420E+1	3.322826E+1	3.385707E+1	1.476820E+1	5.000080E-1	-6.051500E-2	-2.978420E+1	2.031782E+0	2.043993E+0	1.476820E+1	3.018610E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	2.000000E+0
6.173687E-2	2.707200E+2	-9.800000E+2	-9.803370E-1	-2.952860E+1	3.319958E+1	3.383230E+1	1.478120E+1	5.000820E-1	-5.939520E-2	-2.952860E+1	2.011447E+0	2.029213E+0	1.478120E+1	2.999420E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	3.000000E+0
8.638828E-2	2.707200E+2	-9.700000E+2	-9.697830E-1	-2.920970E+1	3.320072E+1	3.384751E+1	1.476330E+1	4.997010E-1	-5.852710E-2	-2.920970E+1	2.003687E+0	2.084073E+0	1.476330E+1	3.076780E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	4.000000E+0
1.117731E-1	2.707200E+2	-9.600000E+2	-9.604600E-1	-2.894830E+1	3.317846E+1	3.380022E+1	1.480600E+1	5.004460E-1	-5.840850E-2	-2.894830E+1	2.017683E+0	2.011799E+0	1.480600E+1	2.978670E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	5.000000E+0
1.372579E-1	2.707200E+2	-9.500000E+2	-9.493340E-1	-2.860620E+1	3.318630E+1	3.378572E+1	1.480380E+1	5.001570E-1	-5.745740E-2	-2.860620E+1	2.008565E+0	2.057087E+0	1.480380E+1	3.045270E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	6.000000E+0
1.616259E-1	2.707200E+2	-9.400000E+2	-9.391470E-1	-2.828320E+1	3.320512E+1	3.373748E+1	1.482870E+1	5.002830E-1	-5.721890E-2	-2.828320E+1	2.023070E+0	2.066735E+0	1.482870E+1	3.064700E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	7.000000E+0
1.868107E-1	2.707200E+2	-9.300000E+2	-9.297200E-1	-2.807260E+1	3.311841E+1	3.379328E+1	1.480170E+1	5.001980E-1	-5.661460E-2	-2.807260E+1	2.016721E+0	2.064412E+0	1.480170E+1	3.055680E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	8.000000E+0
2.123121E-1	2.707200E+2	-9.200000E+2	-9.187960E-1	-2.775160E+1	3.310786E+1	3.378059E+1	1.480640E+1	5.001690E-1	-5.548800E-2	-2.775160E+1	1.999452E+0	2.071266E+0	1.480640E+1	3.066800E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	9.000000E+0
2.364969E-1	2.707200E+2	-9.100000E+2	-9.105110E-1	-2.750580E+1	3.310251E+1	3.375537E+1	1.481000E+1	4.999170E-1	-5.479680E-2	-2.750580E+1	1.992191E+0	2.065800E+0	1.481000E+1	3.059450E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.000000E+1
2.610149E-1	2.707200E+2	-9.000000E+2	-9.000530E-1	-2.717600E+1	3.311941E+1	3.374937E+1	1.481530E+1	5.000070E-1	-5.518380E-2	-2.717600E+1	2.030608E+0	2.050171E+0	1.481530E+1	3.037390E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.100000E+1
2.865331E-1	2.707200E+2	-8.900000E+2	-8.898910E-1	-2.686880E+1	3.311986E+1	3.372074E+1	1.481640E+1	4.996200E-1	-5.424240E-2	-2.686880E+1	2.018788E+0	2.039159E+0	1.481640E+1	3.021300E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.200000E+1
3.120179E-1	2.707200E+2	-8.800000E+2	-8.805660E-1	-2.659050E+1	3.311581E+1	3.371128E+1	1.482590E+1	4.998000E-1	-5.389860E-2	-2.659050E+1	2.026987E+0	2.047377E+0	1.482590E+1	3.035420E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.300000E+1
3.364359E-1	2.707200E+2	-8.700000E+2	-8.701480E-1	-2.629650E+1	3.308988E+1	3.370641E+1	1.483270E+1	4.999570E-1	-5.242560E-2	-2.629650E+1	1.993634E+0	2.041152E+0	1.483270E+1	3.027580E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.400000E+1
3.617707E-1	2.707200E+2	-8.600000E+2	-8.602090E-1	-2.598430E+1	3.310495E+1	3.369010E+1	1.484270E+1	5.000520E-1	-5.240870E-2	-2.598430E+1	2.016937E+0	2.058305E+0	1.484270E+1	3.055080E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.500000E+1
3.873555E-1	2.707200E+2	-8.500000E+2	-8.500250E-1	-2.567000E+1	3.311356E+1	3.369186E+1	1.482830E+1	4.995930E-1	-5.178260E-2	-2.567000E+1	2.017242E+0	2.047854E+0	1.482830E+1	3.036620E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.600000E+1
4.115735E-1	2.707200E+2	-8.400000E+2	-8.403410E-1	-2.539000E+1	3.309732E+1	3.371304E+1	1.483070E+1	4.999880E-1	-5.103610E-2	-2.539000E+1	2.010087E+0	2.038205E+0	1.483070E+1	3.022800E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.700000E+1
4.362083E-1	2.707200E+2	-8.300000E+2	-8.304470E-1	-2.505470E+1	3.314536E+1	3.370357E+1	1.483300E+1	4.999250E-1	-5.074630E-2	-2.505470E+1	2.025420E+0	2.047131E+0	1.483300E+1	3.036510E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.800000E+1
4.615097E-1	2.707200E+2	-8.200000E+2	-8.201650E-1	-2.475760E+1	3.312781E+1	3.370568E+1	1.483940E+1	5.001720E-1	-4.965100E-2	-2.475760E+1	2.005485E+0	2.052799E+0	1.483940E+1	3.046230E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	1.900000E+1
4.869612E-1	2.707200E+2	-8.100000E+2	-8.101420E-1	-2.443590E+1	3.315376E+1	3.368720E+1	1.484270E+1	5.000090E-1	-4.884860E-2	-2.443590E+1	1.999051E+0	2.053629E+0	1.484270E+1	3.048140E-2	5.000000E-2	0.000000E+0	3.500000E+1	1.000000E+0	3.500000E+1	1.000000E-1	1.000000E+0	2.000000E+1
