Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.180068E-2	2.505000E+2	-1.000000E+2	-9.993980E-2	-2.684100E+0	3.723401E+1	3.736974E+1	1.339790E+0	5.006760E-2	-6.057100E-3	-2.684100E+0	2.256660E+0	2.183253E+0	1.339790E+0	2.925100E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	1.000000E+0
3.623541E-2	2.505000E+2	-9.900000E+1	-9.901570E-2	-2.663440E+0	3.717587E+1	3.725366E+1	1.343350E+0	5.004470E-2	-5.813700E-3	-2.663440E+0	2.182779E+0	2.488629E+0	1.343350E+0	3.343100E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	2.000000E+0
6.188688E-2	2.505000E+2	-9.800000E+1	-9.804810E-2	-2.641590E+0	3.711708E+1	3.717473E+1	1.344260E+0	4.997250E-2	-6.103400E-3	-2.641590E+0	2.310502E+0	2.178596E+0	1.344260E+0	2.928600E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	3.000000E+0
8.608826E-2	2.505000E+2	-9.700000E+1	-9.699450E-2	-2.606880E+0	3.720712E+1	3.734678E+1	1.336790E+0	4.992480E-2	-5.905600E-3	-2.606880E+0	2.265390E+0	2.314275E+0	1.336790E+0	3.093700E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	4.000000E+0
1.105230E-1	2.505000E+2	-9.600000E+1	-9.617920E-2	-2.585890E+0	3.719385E+1	3.717060E+1	1.345340E+0	5.000710E-2	-5.886700E-3	-2.585890E+0	2.276470E+0	2.238468E+0	1.345340E+0	3.011500E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	5.000000E+0
1.361578E-1	2.505000E+2	-9.500000E+1	-9.501150E-2	-2.555020E+0	3.718621E+1	3.738365E+1	1.340800E+0	5.012400E-2	-5.653300E-3	-2.555020E+0	2.212625E+0	2.305713E+0	1.340800E+0	3.091500E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	6.000000E+0
1.615592E-1	2.505000E+2	-9.400000E+1	-9.405460E-2	-2.529480E+0	3.718337E+1	3.735443E+1	1.336950E+0	4.994100E-2	-5.740900E-3	-2.529480E+0	2.269597E+0	2.200456E+0	1.336950E+0	2.941900E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	7.000000E+0
1.860273E-1	2.505000E+2	-9.300000E+1	-9.285650E-2	-2.499990E+0	3.714275E+1	3.711084E+1	1.346480E+0	4.996900E-2	-5.553400E-3	-2.499990E+0	2.221369E+0	2.220753E+0	1.346480E+0	2.990200E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	8.000000E+0
2.118455E-1	2.505000E+2	-9.200000E+1	-9.212010E-2	-2.474920E+0	3.722145E+1	3.747992E+1	1.338650E+0	5.017250E-2	-5.826900E-3	-2.474920E+0	2.354379E+0	2.182796E+0	1.338650E+0	2.922000E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	9.000000E+0
2.361135E-1	2.505000E+2	-9.100000E+1	-9.091700E-2	-2.442770E+0	3.721881E+1	3.738261E+1	1.339080E+0	5.005830E-2	-5.462000E-3	-2.442770E+0	2.235986E+0	2.226529E+0	1.339080E+0	2.981500E-3	5.000000E-2	0.000000E+0	3.000000E+0	1.000000E-1	3.000000E+0	1.000000E-2	1.000000E+0	1.000000E+1
