Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
25.000000E+0,382.079500E-3,58.941500E-3,468.704000E-3,62.805000E-3,100.000000E+0
30.000000E+0,486.445000E-3,40.816000E-3,132.178500E-3,26.140500E-3,100.000000E+0
40.000000E+0,407.681500E-3,8.083500E-3,-232.056500E-3,1.410500E-3,100.000000E+0
50.000000E+0,997.833000E-3,24.517000E-3,-1.182925E+0,7.605000E-3,100.000000E+0
60.000000E+0,297.448800E-3,271.594200E-3,-1.102165E+0,51.355000E-3,100.000000E+0
75.000000E+0,1.477725E+0,5.895000E-3,-2.316315E+0,19.875000E-3,100.000000E+0
100.000000E+0,779.071000E-3,387.079000E-3,-2.625970E+0,153.710000E-3,100.000000E+0
120.000000E+0,2.314320E+0,239.830000E-3,-3.861915E+0,264.805000E-3,100.000000E+0
150.000000E+0,2.848245E+0,235.845000E-3,-3.604525E+0,691.675000E-3,100.000000E+0
200.000000E+0,1.773295E+0,59.445000E-3,-2.245985E+0,14.745000E-3,100.000000E+0
250.000000E+0,1.835785E+0,224.245000E-3,-4.523300E+0,395.720000E-3,100.000000E+0
300.000000E+0,614.562500E-3,215.075500E-3,-2.733760E+0,25.870000E-3,100.000000E+0
400.000000E+0,1.057837E+0,112.243500E-3,-3.055355E+0,935.185000E-3,100.000000E+0
500.000000E+0,464.195000E-3,87.113000E-3,-1.751395E+0,5.925000E-3,100.000000E+0
600.000000E+0,126.642300E-3,34.652700E-3,-167.126000E-3,25.469000E-3,100.000000E+0
750.000000E+0,261.029000E-3,26.992000E-3,-987.704500E-3,938.500000E-6,100.000000E+0
1.000000E+3,399.550000E-3,62.213000E-3,-1.675155E+0,282.255000E-3,100.000000E+0
1.200000E+3,267.919000E-3,88.775000E-3,-1.522105E+0,15.885000E-3,100.000000E+0
1.500000E+3,224.432500E-3,24.605500E-3,-1.817865E+0,3.675000E-3,100.000000E+0
2.000000E+3,105.677360E-3,108.405640E-3,-2.225210E+0,74.320000E-3,100.000000E+0
2.500000E+3,163.795500E-3,19.018500E-3,-3.092995E+0,14.875000E-3,100.000000E+0
3.000000E+3,27.221450E-3,285.850000E-6,-3.917010E+0,42.090000E-3,100.000000E+0
4.000000E+3,-812.451000E-3,131.824000E-3,-5.999425E+0,53.295000E-3,100.000000E+0
5.000000E+3,-657.133500E-3,72.627500E-3,-7.751590E+0,61.450000E-3,100.000000E+0
6.000000E+3,127.214800E-3,30.590200E-3,-23.677800E+0,2.700000E-3,100.000000E+0
7.500000E+3,-1.226945E+0,16.925000E-3,-29.496900E+0,3.700000E-3,100.000000E+0
10.000000E+3,-3.831440E+0,31.540000E-3,-38.423650E+0,8.950000E-3,100.000000E+0
12.000000E+3,-6.497200E+0,41.210000E-3,-45.733400E+0,102.800000E-3,100.000000E+0
15.000000E+3,-10.974900E+0,427.100000E-3,-55.553550E+0,382.550000E-3,100.000000E+0
20.000000E+3,-20.296550E+0,4.350000E-3,-71.162050E+0,113.150000E-3,100.000000E+0
25.000000E+3,-30.933750E+0,37.750000E-3,-83.793950E+0,6.450000E-3,100.000000E+0
30.000000E+3,-43.033450E+0,70.750000E-3,-95.132850E+0,44.850000E-3,100.000000E+0
40.000000E+3,-68.347700E+0,81.600000E-3,-111.464500E+0,27.500000E-3,100.000000E+0
50.000000E+3,-94.097600E+0,97.100000E-3,-119.598500E+0,41.500000E-3,100.000000E+0
60.000000E+3,-118.753000E+0,44.000000E-3,-122.693500E+0,40.500000E-3,100.000000E+0
75.000000E+3,-151.208000E+0,14.000000E-3,-118.090500E+0,24.500000E-3,100.000000E+0
100.000000E+3,-195.795000E+0,439.000000E-3,-97.304100E+0,29.100000E-3,100.000000E+0
120.000000E+3,-221.197000E+0,222.000000E-3,-73.904150E+0,161.750000E-3,100.000000E+0
150.000000E+3,-243.128000E+0,84.000000E-3,-35.296650E+0,85.450000E-3,100.000000E+0
200.000000E+3,-16.823150E+0,6.650000E-3,-114.710500E+0,5.500000E-3,100.000000E+0
