Tiempo (s),Setpoint (K),Sensor 1 (K),Sensor 2 (K),dT/dt 1 (K/min),dT/dt 2 (K/Min),Potencia (W),Voltaje A (V),Voltaje B (V),Corriente (A),Resistencia A (Ohm),Resistencia B (Ohm)
2853.9345703,326.6289225,326.9470000,23.6050000,0.4888442,-0.7461307,0.5000000,0.1000430,0.0001077,NaN,928.6715494,NaN
2855.1025391,326.6095540,326.9260000,23.5400000,5.6808330,-0.6141441,0.5000000,0.1000110,0.0001078,NaN,927.5393233,NaN
2856.2773437,326.5898437,326.9070000,23.5430000,0.4849855,-0.8933943,0.5000000,0.1000400,0.0001079,NaN,927.3868345,NaN
2857.4443359,326.5703776,326.9040000,23.5660000,-1.5878616,-1.0244268,0.5000000,0.1000460,0.0001077,NaN,928.6735357,NaN
2858.6123047,326.5507975,326.8980000,23.5470000,0.6661551,-0.5636697,0.5000000,0.1000260,0.0001078,NaN,927.9366198,NaN
2859.7792969,326.5313477,326.8840000,23.5990000,0.1027854,-0.2312673,0.5000000,0.1000360,0.0001078,NaN,928.0638278,NaN
2860.9501953,326.5118815,326.8730000,23.6640000,0.8479799,-0.5139272,0.5000000,0.1000290,0.0001077,NaN,928.4381700,NaN
2862.1435547,326.4924316,326.8640000,23.6880000,3.0027068,-0.6416040,0.5000000,0.1000240,0.0001079,NaN,926.6801312,NaN
2863.3261719,326.4729167,326.8630000,23.7390000,2.2586369,-0.5075589,0.0000000,0.1000330,0.0001078,NaN,927.6917370,NaN
2864.5537109,326.4530273,326.8530000,23.7310000,1.8939581,-0.2525277,0.0000000,0.1000320,0.0001079,NaN,927.4158408,NaN
2865.7294922,326.4333171,326.8330000,23.6040000,1.0704700,-0.2738412,0.5000000,0.1000270,0.0001077,NaN,928.4023724,NaN
2866.9003906,326.4128581,326.8190000,23.6220000,-3.3703373,-0.7489638,0.5000000,0.1000200,0.0001077,NaN,928.6304511,NaN
2868.0859375,326.3932617,326.8080000,23.5930000,-2.7869164,-0.8693134,0.5000000,0.1000260,0.0001079,NaN,927.3946058,NaN
2869.2646484,326.3737467,326.7790000,23.6080000,-0.2800829,-0.6365520,0.5000000,0.1000300,0.0001077,NaN,928.5681133,NaN
2870.4492187,326.3539876,326.7600000,23.5860000,-0.3552912,-1.0151177,0.5000000,0.1000390,0.0001078,NaN,928.1691578,NaN
2871.6318359,326.3343424,326.7360000,23.6270000,-0.1777190,-1.2186446,0.5000000,0.1000250,0.0001080,NaN,926.3032144,NaN
2872.8164062,326.3145996,326.7310000,23.6190000,0.4815842,-1.0899010,0.5000000,0.1000280,0.0001080,NaN,926.0651397,NaN
2874.0000000,326.2948893,326.7360000,23.6450000,0.8364356,-0.7350495,0.0000000,0.1000390,0.0001079,NaN,927.4205510,NaN
2875.1757812,326.2751465,326.7360000,23.6020000,0.4560495,0.0000000,0.0000000,0.1000390,0.0001079,NaN,927.5409350,NaN
2876.3896484,326.2554199,326.7090000,23.7000000,-0.4323179,0.1271523,0.5000000,0.1000310,0.0001076,NaN,929.9932132,NaN
2877.5781250,326.2358236,326.6830000,23.8850000,1.3809563,-0.6779240,0.5000000,0.1000270,0.0001076,NaN,929.4289272,NaN
2878.7675781,326.2155924,326.6320000,23.7710000,7.0680976,-1.3237073,1.0000000,0.1000270,0.0001078,NaN,927.5930820,NaN
2879.9462891,326.1957845,326.6150000,23.7290000,1.7914743,-1.9428665,1.0000000,0.1000310,0.0001078,NaN,927.5785647,NaN
2881.1279297,326.1759603,326.5950000,23.7940000,-3.9524289,-1.7228536,1.0000000,0.1000320,0.0001079,NaN,926.7800065,NaN
2882.3125000,326.1563151,326.5880000,23.7150000,0.5846587,-0.9405379,0.5000000,0.1000240,0.0001076,NaN,929.6601978,NaN
2883.4990234,326.1366211,326.5550000,23.7440000,-0.3549979,-0.6846389,1.0000000,0.1000290,0.0001075,NaN,930.4330840,NaN
2884.6816406,326.1168783,326.5140000,23.7570000,-1.2652389,-1.0121911,1.0000000,0.1000350,0.0001076,NaN,929.9352991,NaN
2885.8632812,326.0971029,326.4860000,23.7310000,1.0636768,-1.8740973,1.0000000,0.1000290,0.0001077,NaN,929.0504142,NaN
2887.0478516,326.0773926,326.4800000,23.7400000,-0.3299133,-1.7510781,1.0000000,0.1000280,0.0001079,NaN,927.4647430,NaN
2888.2246094,326.0576986,326.4750000,23.8880000,-0.4310689,-0.8621378,0.5000000,0.1000290,0.0001078,NaN,928.0849879,NaN
2889.4199219,326.0379557,326.4540000,23.8770000,3.9892804,-0.2795037,0.5000000,0.1000280,0.0001076,NaN,929.3950403,NaN
2890.5996094,326.0183431,326.4270000,23.8320000,3.4653273,-0.6576534,1.0000000,0.1000230,0.0001077,NaN,928.7876537,NaN
2891.7939453,325.9984212,326.4080000,23.8200000,-1.4147368,-1.2126316,1.0000000,0.1000270,0.0001077,NaN,928.9196794,NaN
2892.9755859,325.9787598,326.3640000,23.9140000,-1.4405923,-1.1625833,1.0000000,0.1000170,0.0001074,NaN,931.3263558,NaN
2894.1630859,325.9588542,326.3410000,23.9250000,2.0707275,-1.5909248,1.0000000,0.1000330,0.0001077,NaN,929.0875655,NaN
2895.3564453,325.9391602,326.3070000,23.7910000,2.6591921,-1.6968178,1.0000000,0.1000240,0.0001076,NaN,929.2197356,NaN
2896.5371094,325.9193685,326.3000000,23.8530000,-3.0997211,-1.4364561,1.0000000,0.1000220,0.0001074,NaN,931.5550754,NaN
2897.7304687,325.8994792,326.2710000,23.9420000,-1.8196956,-1.0362155,1.0000000,0.1000250,0.0001078,NaN,927.8670884,NaN
2898.9169922,325.8798014,326.2430000,23.9950000,3.8163060,-0.9098478,1.0000000,0.1000290,0.0001077,NaN,928.4726412,NaN
2900.1035156,325.8599121,326.2380000,23.9360000,3.5800082,-1.4370455,1.0000000,0.1000290,0.0001077,NaN,928.9123732,NaN
2901.2929687,325.8401367,326.2160000,23.9740000,-0.1517037,-0.8343704,1.0000000,0.1000300,0.0001077,NaN,928.5163973,NaN
2902.5175781,325.8203613,326.1980000,23.8950000,-0.5303083,-0.6818249,1.0000000,0.1000280,0.0001077,NaN,928.4461234,NaN
2903.7041016,325.8005371,326.1770000,23.9600000,-1.0190291,-0.9941748,1.0000000,0.1000220,0.0001076,NaN,929.6243285,NaN
2904.8808594,325.7801270,326.1560000,23.9500000,-0.3483840,-0.9704982,1.0000000,0.1000370,0.0001077,NaN,928.4865698,NaN
2906.1513672,325.7603516,326.1220000,23.8230000,1.3963636,-1.0663140,1.0000000,0.1000170,0.0001077,NaN,928.4215803,NaN
2907.3339844,325.7407389,326.1060000,23.9000000,-3.3588508,-1.3484437,1.0000000,0.1000130,0.0001078,NaN,927.6439052,NaN
2908.5292969,325.7195638,326.0990000,24.0050000,-1.2229299,-1.2229299,0.5000000,0.1000280,0.0001076,NaN,929.2827945,NaN
2909.7070312,325.6998535,326.0870000,23.8520000,4.5922300,-0.5803368,0.5000000,0.1000290,0.0001076,NaN,929.8881669,NaN
2910.8818359,325.6799316,326.0630000,23.9690000,-1.2136296,-0.4803951,0.5000000,0.1000230,0.0001077,NaN,929.1327611,NaN
2912.0634766,325.6603027,326.0280000,23.9650000,-0.9181569,-0.9181569,0.5000000,0.1000220,0.0001075,NaN,930.1516744,NaN
2913.2958984,325.6407227,326.0010000,23.9550000,2.8772151,-1.5022627,1.0000000,0.1000200,0.0001075,NaN,930.1936276,NaN
2914.4833984,325.6210286,325.9800000,23.9550000,-0.3479612,-1.5409709,1.0000000,0.1000200,0.0001076,NaN,929.7958577,NaN
2915.6699219,325.6004883,325.9650000,23.8910000,-0.2479419,-1.1901211,0.5000000,0.1000260,0.0001075,NaN,930.8121086,NaN
2916.8574219,325.5806966,325.9490000,23.8270000,-1.6175072,-0.9098478,0.5000000,0.1000280,0.0001074,NaN,931.1859989,NaN
2918.0439453,325.5609212,325.9150000,23.7730000,-3.2350144,-0.7834800,0.5000000,0.1000360,0.0001076,NaN,929.4175578,NaN
2919.2314453,325.5411296,325.9040000,23.7690000,-2.9822789,-1.2636775,0.5000000,0.1000310,0.0001076,NaN,929.5697426,NaN
2920.4150391,325.5213542,325.8910000,23.8180000,-1.4658659,-1.1373097,0.5000000,0.1000300,0.0001075,NaN,930.1222744,NaN
2921.6064453,325.5015625,325.8780000,23.7980000,1.1387150,-0.6073147,0.5000000,0.1000360,0.0001077,NaN,929.0809124,NaN
2922.7861328,325.4818359,325.8540000,23.8080000,0.7326316,-0.6568421,0.5000000,0.1000330,0.0001077,NaN,928.9926541,NaN
2923.9873047,325.4619792,325.8390000,23.8340000,-0.2530478,-0.9362768,0.5000000,0.1000320,0.0001076,NaN,929.7777613,NaN
2925.1689453,325.4423177,325.8150000,23.9750000,0.9072354,-0.9828384,0.5000000,0.1000220,0.0001076,NaN,929.6416090,NaN
2926.3564453,325.4222982,325.7920000,23.8460000,4.2051148,-0.9820328,0.5000000,0.1000220,0.0001074,NaN,931.3468970,NaN
2927.5410156,325.4026042,325.7690000,24.0250000,0.3039077,-1.1903050,0.5000000,0.1000150,0.0001074,NaN,930.9609800,NaN
2928.7578125,325.3828125,325.7470000,23.8720000,1.2647180,-1.1635406,0.5000000,0.1000330,0.0001075,NaN,930.8339382,NaN
2929.9423828,325.3630697,325.7290000,23.9130000,0.6496299,-1.1243595,0.5000000,0.1000310,0.0001074,NaN,931.1792523,NaN
2931.1259766,325.3427897,325.7090000,23.8530000,-2.7984059,-0.9994307,0.5000000,0.1000300,0.0001076,NaN,929.9752701,NaN
2932.3085937,325.3230469,325.6890000,23.9420000,-0.4813856,-0.9627711,0.5000000,0.1000240,0.0001076,NaN,929.6429169,NaN
2933.4882812,325.3033203,325.6740000,23.8740000,0.7353529,-1.0142798,0.5000000,0.1000310,0.0001076,NaN,929.3711037,NaN
2934.6650391,325.2836100,325.6550000,24.0240000,0.5333774,-0.8889624,0.0000000,0.1000310,0.0001075,NaN,930.4430327,NaN
2935.8564453,325.2639486,325.6280000,24.0120000,2.0878906,-0.8657107,0.5000000,0.1000210,0.0001074,NaN,931.0341618,NaN
2937.0380859,325.2443359,325.6010000,23.9450000,3.4963794,-1.1654598,0.5000000,0.1000260,0.0001076,NaN,929.9640197,NaN
2938.2314453,325.2244792,325.5830000,23.9960000,-1.9974321,-1.3653333,0.5000000,0.1000300,0.0001075,NaN,930.7713781,NaN
2939.4296875,325.2047852,325.5630000,23.9010000,-0.4042105,-1.1368421,0.5000000,0.1000240,0.0001074,NaN,931.3308318,NaN
2940.6064453,325.1848958,325.5390000,23.8650000,-1.1038628,-0.9533361,0.5000000,0.1000190,0.0001074,NaN,931.3363068,NaN
2941.7929687,325.1649251,325.5110000,23.9380000,-3.3094737,-1.1115789,0.5000000,0.1000250,0.0001072,NaN,933.0081058,NaN
2942.9765625,325.1453125,325.4810000,23.9640000,0.9393719,-1.3201983,0.5000000,0.1000260,0.0001072,NaN,933.1654072,NaN
2944.1699219,325.1255371,325.4510000,23.8950000,2.5062052,-1.4682818,0.5000000,0.1000310,0.0001073,NaN,932.4552327,NaN
2945.3554687,325.1058105,325.4340000,23.8580000,-1.0854232,-1.5145440,0.5000000,0.1000260,0.0001071,NaN,933.8100751,NaN
2946.5419922,325.0859212,325.4080000,23.8660000,-2.6734975,-1.1854187,0.5000000,0.1000250,0.0001071,NaN,933.7745871,NaN
2947.7265625,325.0661621,325.3770000,23.9010000,-0.7335364,-1.0876575,0.5000000,0.1000350,0.0001073,NaN,932.3708419,NaN
2948.9150391,325.0463867,325.3550000,23.8980000,1.0881054,-1.4423723,0.5000000,0.1000340,0.0001071,NaN,933.9632330,NaN
2950.1044922,325.0266439,325.3300000,23.9250000,0.8090864,-1.3400494,0.5000000,0.1000290,0.0001072,NaN,933.0193079,NaN
2951.2861328,325.0068359,325.2990000,24.0430000,0.6055688,-1.1859055,1.0000000,0.1000300,0.0001071,NaN,934.1090339,NaN
2952.4814453,324.9870117,325.2630000,24.0990000,3.6691928,-1.4170675,1.0000000,0.1000180,0.0001070,NaN,934.7826087,NaN
2953.7373047,324.9673177,325.2260000,24.0240000,4.3921775,-1.6912408,1.0000000,0.1000260,0.0001070,NaN,934.5080160,NaN
2954.9667969,324.9473958,325.1960000,23.9530000,-0.4650837,-1.7869004,1.0000000,0.1000310,0.0001068,NaN,936.7689614,NaN
2956.1474609,324.9264648,325.1490000,23.9120000,-3.5246523,-1.6174774,1.5000000,0.1000320,0.0001069,NaN,935.7267804,NaN
2957.3642578,324.9059733,325.1120000,24.0440000,-2.7882010,-1.9168882,1.5000000,0.1000250,0.0001069,NaN,935.6000374,NaN
2958.5390625,324.8862956,325.0730000,23.8750000,2.2774094,-2.1022240,1.5000000,0.1000250,0.0001071,NaN,933.5828488,NaN
2959.8046875,324.8660156,325.0660000,24.0390000,-0.9282483,-1.9066721,1.5000000,0.1000290,0.0001070,NaN,934.7980487,NaN
2961.0048828,324.8464355,325.0510000,24.1110000,-0.1229292,-1.1309484,1.0000000,0.1000330,0.0001071,NaN,934.2242893,NaN
2962.1816406,324.8253418,325.0290000,23.9020000,5.7425109,-0.5353188,1.0000000,0.1000310,0.0001070,NaN,935.0177131,NaN
2963.3652344,324.8053385,325.0040000,23.9710000,-3.4582087,-0.9339688,1.0000000,0.1000200,0.0001070,NaN,934.9498500,NaN
2964.5615234,324.7857259,324.9720000,23.8550000,-3.5587919,-1.1947373,1.0000000,0.1000340,0.0001069,NaN,935.7104773,NaN
2965.7451172,324.7659993,324.9410000,23.7750000,-1.1849323,-1.4370455,1.0000000,0.1000220,0.0001068,NaN,936.1761870,NaN
2966.9296875,324.7460612,324.9110000,23.9090000,-4.9414198,-1.5883135,1.5000000,0.1000290,0.0001068,NaN,936.4871317,NaN
2968.1132812,324.7263346,324.8790000,23.9200000,1.3681485,-1.5455010,1.5000000,0.1000270,0.0001066,NaN,938.1987694,NaN
2969.2958984,324.7065918,324.8570000,23.8810000,3.6737320,-1.5708371,1.5000000,0.1000210,0.0001068,NaN,936.1493032,NaN
2970.4873047,324.6868652,324.8330000,24.0120000,-0.7099959,-1.3692778,1.5000000,0.1000280,0.0001069,NaN,935.3306403,NaN
2971.6708984,324.6671549,324.8250000,23.9890000,2.3251666,-1.1625833,1.0000000,0.1000220,0.0001068,NaN,936.3427009,NaN
2972.8525391,324.6472982,324.8020000,23.9510000,2.7284211,-0.8084211,1.0000000,0.1000240,0.0001069,NaN,935.3632079,NaN
2974.0419922,324.6275716,324.7800000,23.8760000,-1.5474154,-0.7863914,1.0000000,0.1000300,0.0001071,NaN,934.1264801,NaN
2975.2255859,324.6078776,324.7710000,23.9530000,-2.8594399,-1.1387150,1.0000000,0.1000260,0.0001068,NaN,936.2749686,NaN
2976.4218750,324.5880534,324.7520000,24.0660000,0.0505679,-0.7838025,1.0000000,0.2000120,0.0002137,NaN,935.9870093,NaN
2977.6064453,324.5683268,324.7330000,24.1020000,4.7901518,-0.7059171,0.5000000,0.2000190,0.0002138,NaN,935.7044952,NaN
2978.7929687,324.5483887,324.7210000,24.0590000,3.7549467,-0.9576374,0.5000000,0.2000180,0.0002135,NaN,936.9885089,NaN
2979.9833984,324.5286458,324.6980000,23.9460000,-0.1771334,-0.7844481,0.5000000,0.2000180,0.0002134,NaN,937.4320423,NaN
2981.1992187,324.5088704,324.6780000,23.9810000,-3.9378143,-0.8834840,0.5000000,0.2000120,0.0002133,NaN,937.7950947,NaN
2982.3837891,324.4890299,324.6610000,23.8790000,-1.9449351,-1.0722078,0.5000000,0.2000080,0.0002131,NaN,938.7578853,NaN
2983.5644531,324.4687663,324.6280000,24.0230000,-1.6747274,-0.9248495,1.0000000,0.2000120,0.0002134,NaN,937.2765315,NaN
2984.7802734,324.4490234,324.6110000,24.0020000,1.0654335,-1.2683732,0.5000000,0.2000030,0.0002134,NaN,937.4232496,NaN
2985.9853516,324.4293457,324.5970000,24.0000000,3.0795110,-1.2518337,0.5000000,0.2000030,0.0002130,NaN,938.9239154,NaN
2987.1640625,324.4090820,324.5660000,23.9160000,-0.5700363,-0.7683098,0.5000000,0.2000090,0.0002131,NaN,938.4190228,NaN
2988.3388672,324.3889974,324.5440000,23.8830000,-2.1646211,-1.1326506,0.5000000,0.2000040,0.0002132,NaN,938.0170716,NaN
2989.5224609,324.3693522,324.5220000,23.8960000,-2.9827718,-1.3511701,0.5000000,0.2000090,0.0002132,NaN,938.2165306,NaN
2990.7041016,324.3497721,324.5030000,23.8970000,-0.5088199,-1.1194037,0.5000000,0.2000230,0.0002133,NaN,937.6708123,NaN
2991.8798828,324.3300456,324.4860000,24.1440000,0.3551445,-1.0400661,0.5000000,0.2000230,0.0002132,NaN,938.0753844,NaN
2993.0615234,324.3103516,324.4650000,24.0130000,6.3119801,-0.9162552,0.5000000,0.2000200,0.0002133,NaN,937.6567488,NaN
2994.2431641,324.2907552,324.4420000,24.0510000,2.9523778,-0.9671582,0.5000000,0.2000200,0.0002132,NaN,938.0569156,NaN
2995.4199219,324.2710612,324.4230000,24.1240000,-2.3611240,-1.1170909,0.5000000,0.2000210,0.0002129,NaN,939.5112236,NaN
2996.6367187,324.2513672,324.3950000,24.0100000,2.8239503,-1.0685217,1.0000000,0.2000230,0.0002132,NaN,938.2205878,NaN
2997.8603516,324.2317546,324.3580000,24.0070000,-1.0277601,-1.1781640,1.0000000,0.2000060,0.0002132,NaN,938.1408482,NaN
2999.0800781,324.2114746,324.3520000,24.0210000,-2.8765426,-1.5980792,0.5000000,0.2000210,0.0002131,NaN,938.5501860,NaN
3000.2685547,324.1910807,324.3380000,24.0420000,0.2701199,-1.0559233,0.5000000,0.2000090,0.0002132,NaN,937.9613390,NaN
3001.4638672,324.1707520,324.3290000,24.0010000,0.8720195,-0.4982968,0.5000000,0.2000260,0.0002135,NaN,937.0962226,NaN
3002.6455078,324.1509440,324.3200000,23.9870000,-0.5034002,-0.5789103,0.5000000,0.2000170,0.0002132,NaN,938.0780415,NaN
3003.8203125,324.1310221,324.3120000,24.0220000,-1.3883320,-0.4543632,0.0000000,0.2000110,0.0002129,NaN,939.5304485,NaN
3004.9990234,324.1113281,324.2820000,23.8490000,0.5347037,-0.4328554,0.5000000,0.2000160,0.0002131,NaN,938.6060000,NaN
3006.2958984,324.0917480,324.2610000,23.7550000,-3.5181411,-0.9687635,0.5000000,0.2000180,0.0002126,NaN,940.6149187,NaN
3007.4755859,324.0721029,324.2390000,23.8560000,-6.4711953,-1.2360710,0.5000000,0.2000200,0.0002126,NaN,940.8588241,NaN
3008.6992187,324.0504883,324.1990000,23.9180000,0.1695899,-1.0417666,0.5000000,0.2000190,0.0002126,NaN,940.6904012,NaN
3009.8759766,324.0308268,324.1760000,23.8530000,4.0693702,-1.5478586,0.5000000,0.2000180,0.0002128,NaN,940.0755753,NaN
3011.0498047,324.0104329,324.1470000,23.8430000,-0.0749878,-1.5747437,1.0000000,0.2000200,0.0002128,NaN,939.7890385,NaN
3012.2363281,323.9908203,324.1310000,23.8710000,-1.9144163,-1.3273286,0.5000000,0.2000210,0.0002131,NaN,938.7704337,NaN
3013.4160156,323.9712565,324.1210000,23.8820000,0.4575590,-1.1438974,0.5000000,0.2000190,0.0002132,NaN,938.3910936,NaN
3014.6083984,323.9514811,324.1070000,23.8070000,0.9889228,-0.6592819,0.5000000,0.2000090,0.0002130,NaN,938.9388591,NaN
3015.7861328,323.9318197,324.0990000,23.8160000,-1.6188390,-0.6070646,0.5000000,0.2000100,0.0002131,NaN,938.4193117,NaN
3016.9902344,323.9119466,324.0870000,23.9150000,-1.6708035,-0.5569345,0.0000000,0.2000010,0.0002130,NaN,938.8792654,NaN
3018.1728516,323.8923177,324.0800000,23.8470000,2.7205904,-0.5038130,0.0000000,0.2000100,0.0002128,NaN,939.8745330,NaN
3019.3486328,323.8722493,324.0540000,23.9090000,0.7793126,-0.4776432,0.0000000,0.2000180,0.0002128,NaN,940.1020859,NaN
3020.5410156,323.8525391,324.0320000,23.6310000,-0.1526460,-0.8395528,0.5000000,0.2000210,0.0002126,NaN,940.6998072,NaN
3021.7246094,323.8329427,323.9960000,23.7680000,-5.4725938,-1.2161320,0.5000000,0.2000160,0.0002125,NaN,941.0303458,NaN
3022.9189453,323.8130697,323.9750000,23.8320000,-3.5606412,-1.4646609,0.5000000,0.2000150,0.0002126,NaN,940.8043274,NaN
3024.0966797,323.7933431,323.9520000,23.7390000,5.0716386,-1.4382259,0.5000000,0.2000040,0.0002125,NaN,941.1332900,NaN
3025.2949219,323.7734375,323.9260000,23.7820000,-0.7335364,-1.1129518,0.5000000,0.2000120,0.0002127,NaN,940.3479079,NaN
3026.4863281,323.7538086,323.9120000,23.7540000,-1.2626387,-1.2373859,0.5000000,0.2000100,0.0002126,NaN,940.7940846,NaN
3027.6640625,323.7338379,323.8960000,23.8650000,0.3766244,-1.0043318,0.5000000,0.2000240,0.0002126,NaN,940.7670094,NaN
3028.8603516,323.7139811,323.8650000,23.9620000,2.1020280,-0.7597692,0.5000000,0.2000170,0.0002125,NaN,941.0748985,NaN
3030.0390625,323.6943522,323.8470000,23.8440000,5.2568984,-1.1878568,0.5000000,0.2000190,0.0002126,NaN,940.6019281,NaN
3031.2314453,323.6744141,323.8230000,23.8170000,-0.5305263,-1.2378947,0.5000000,0.2000180,0.0002128,NaN,940.0137230,NaN
3032.4287109,323.6547689,323.8040000,23.8700000,-3.6691928,-1.0628007,0.5000000,0.2000140,0.0002126,NaN,940.9722386,NaN
3033.6064453,323.6348958,323.7970000,23.8790000,0.6528157,-1.0796567,0.5000000,0.2000200,0.0002129,NaN,939.3873928,NaN
3034.8291016,323.6149414,323.7700000,23.8350000,1.5663158,-0.6568421,0.5000000,0.2000240,0.0002126,NaN,940.6298642,NaN
3036.0126953,323.5953125,323.7580000,23.7920000,-0.8748576,-0.8498617,0.5000000,0.2000080,0.0002126,NaN,940.6563638,NaN
3037.1992187,323.5749349,323.7400000,23.8950000,-2.1693506,-0.9724675,0.5000000,0.2000220,0.0002128,NaN,940.0281037,NaN
3038.3759766,323.5552083,323.7220000,23.9090000,1.5189122,-0.7594561,0.5000000,0.2000230,0.0002128,NaN,940.1697751,NaN
3039.5576172,323.5354329,323.7010000,23.9100000,2.9704463,-0.9139835,0.5000000,0.2000190,0.0002126,NaN,941.0178965,NaN
3040.7441406,323.5158203,323.6780000,23.7760000,0.3816149,-0.9921988,0.5000000,0.2000260,0.0002126,NaN,940.7100497,NaN
3041.9218750,323.4961263,323.6570000,23.7830000,-3.3696990,-1.1147876,0.5000000,0.2000150,0.0002126,NaN,941.0123593,NaN
3043.1044922,323.4763509,323.6310000,23.7260000,-3.2229988,-1.1166295,0.5000000,0.2000210,0.0002125,NaN,941.2885829,NaN
3044.2910156,323.4567220,323.6000000,23.6760000,-1.2709971,-1.1947373,0.5000000,0.2000190,0.0002121,NaN,942.8276486,NaN
3045.4824219,323.4370117,323.5710000,23.7140000,-2.7098434,-1.4435614,0.5000000,0.2000200,0.0002122,NaN,942.3925898,NaN
3046.6650391,323.4172363,323.5390000,23.7480000,-0.3027844,-1.5139220,1.0000000,0.2000190,0.0002120,NaN,943.7039693,NaN
3047.8662109,323.3973796,323.5020000,23.6870000,1.8196956,-1.5416865,1.0000000,0.2000170,0.0002120,NaN,943.5832358,NaN
3049.0517578,323.3776693,323.4750000,23.7190000,-0.6795903,-1.7367308,1.0000000,0.2000200,0.0002122,NaN,942.4591956,NaN
3050.2197266,323.3576497,323.4490000,23.7320000,-0.7290344,-1.6089034,1.0000000,0.2000190,0.0002120,NaN,943.3923998,NaN
3051.4169922,323.3378906,323.4260000,23.7390000,1.1472199,-1.3511701,1.0000000,0.2000170,0.0002118,NaN,944.2068393,NaN
3052.5986328,323.3184245,323.3980000,23.7950000,0.5073493,-1.2430058,1.0000000,0.2000120,0.0002119,NaN,944.0317176,NaN
3053.7929687,323.2984701,323.3730000,23.7500000,1.5889655,-1.2863054,1.0000000,0.2000220,0.0002117,NaN,945.0021969,NaN
3054.9794922,323.2787760,323.3310000,23.6700000,0.2777805,-1.3383970,1.5000000,0.2000210,0.0002116,NaN,945.2296903,NaN
3056.1630859,323.2588704,323.3030000,23.6910000,-3.1501231,-1.6884660,1.5000000,0.2000220,0.0002118,NaN,944.5693238,NaN
3057.3544922,323.2390951,323.2740000,23.5500000,-1.4935970,-1.7720643,1.5000000,0.2000260,0.0002115,NaN,945.7002236,NaN
3058.5302734,323.2193685,323.2500000,23.5940000,-3.0315789,-1.4400000,1.5000000,0.2000250,0.0002118,NaN,944.2089462,NaN
3059.7109375,323.1995117,323.2250000,23.7150000,-2.4586139,-1.3433663,1.5000000,0.2000220,0.0002121,NaN,942.9173482,NaN
3060.9287109,323.1799154,323.2280000,23.5830000,4.2012433,-1.2476419,1.0000000,0.2000110,0.0002116,NaN,945.4192231,NaN
3062.1064453,323.1602376,323.2040000,23.5510000,-0.2751792,-0.5503583,1.0000000,0.2000070,0.0002118,NaN,944.3602419,NaN
3063.2968750,323.1399414,323.1810000,23.7130000,-4.1076885,-0.5259845,1.0000000,0.2000200,0.0002119,NaN,943.8111057,NaN
3064.4746094,323.1203125,323.1770000,23.7010000,3.2936907,-1.1907959,0.5000000,0.2000130,0.0002114,NaN,945.9160365,NaN
3065.6660156,323.1004720,323.1480000,23.7560000,3.8004124,-0.6840742,1.0000000,0.2000190,0.0002118,NaN,944.4347387,NaN
3066.8515625,323.0808431,323.1170000,23.8480000,1.0890025,-0.8357461,1.0000000,0.2000170,0.0002117,NaN,944.7866381,NaN
