Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,0.0001
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Label,
TIME,CH2
-1.040e-02,0
-1.030e-02,0
-1.020e-02,0.04
-1.010e-02,0.04
-1.000e-02,-0.04
-9.900e-03,0.04
-9.800e-03,0.04
-9.700e-03,0.02
-9.600e-03,0
-9.500e-03,0.02
-9.400e-03,0
-9.300e-03,-0.02
-9.200e-03,-0.04
-9.100e-03,0
-9.000e-03,0
-8.900e-03,0.02
-8.800e-03,0.02
-8.700e-03,0.02
-8.600e-03,0.04
-8.500e-03,0
-8.400e-03,-0.02
-8.300e-03,-0.02
-8.200e-03,0
-8.100e-03,0
-8.000e-03,-0.02
-7.900e-03,0
-7.800e-03,0
-7.700e-03,0.04
-7.600e-03,0
-7.500e-03,-0.06
-7.400e-03,-0.02
-7.300e-03,0
-7.200e-03,0.02
-7.100e-03,0
-7.000e-03,0.02
-6.900e-03,-0.04
-6.800e-03,0.02
-6.700e-03,0.04
-6.600e-03,-0.02
-6.500e-03,0
-6.400e-03,-0.02
-6.300e-03,0.02
-6.200e-03,-0.02
-6.100e-03,0.02
-6.000e-03,0.02
-5.900e-03,0.02
-5.800e-03,0.02
-5.700e-03,0
-5.600e-03,0
-5.500e-03,0.06
-5.400e-03,0
-5.300e-03,0.02
-5.200e-03,0
-5.100e-03,0
-5.000e-03,0.02
-4.900e-03,0.02
-4.800e-03,0.02
-4.700e-03,-0.02
-4.600e-03,0.06
-4.500e-03,-0.02
-4.400e-03,0
-4.300e-03,0
-4.200e-03,-0.02
-4.100e-03,-0.02
-4.000e-03,0
-3.900e-03,0.02
-3.800e-03,0.02
-3.700e-03,0
-3.600e-03,0
-3.500e-03,0.02
-3.400e-03,0
-3.300e-03,-0.02
-3.200e-03,0.02
-3.100e-03,-0.02
-3.000e-03,0.02
-2.900e-03,0
-2.800e-03,0
-2.700e-03,0.02
-2.600e-03,0.02
-2.500e-03,0.04
-2.400e-03,0
-2.300e-03,0
-2.200e-03,0
-2.100e-03,0
-2.000e-03,0.02
-1.900e-03,0.02
-1.800e-03,-0.02
-1.700e-03,0.02
-1.600e-03,0.04
-1.500e-03,0.06
-1.400e-03,0
-1.300e-03,0
-1.200e-03,0
-1.100e-03,0.04
-1.000e-03,0.04
-9.000e-04,0
-8.000e-04,-0.02
-7.000e-04,0
-6.000e-04,0
-5.000e-04,0.04
-4.000e-04,0
-3.000e-04,0
-2.000e-04,-0.02
-1.000e-04,0
-7.183e-18,1.94
1.000e-04,2.02
2.000e-04,1.98
3.000e-04,2.06
4.000e-04,2.02
5.000e-04,2.06
6.000e-04,2.06
7.000e-04,2.08
8.000e-04,2.08
9.000e-04,2.06
1.000e-03,2.1
1.100e-03,2.1
1.200e-03,2.1
1.300e-03,2.16
1.400e-03,2.1
1.500e-03,2.12
1.600e-03,2.14
1.700e-03,2.12
1.800e-03,2.12
1.900e-03,2.12
2.000e-03,2.14
2.100e-03,2.14
2.200e-03,2.14
2.300e-03,2.12
2.400e-03,2.14
2.500e-03,2.2
2.600e-03,2.16
2.700e-03,2.18
2.800e-03,2.16
2.900e-03,2.14
3.000e-03,2.16
3.100e-03,2.16
3.200e-03,2.16
3.300e-03,2.18
3.400e-03,2.2
3.500e-03,2.18
3.600e-03,2.18
3.700e-03,2.22
3.800e-03,2.22
3.900e-03,2.18
4.000e-03,2.2
4.100e-03,2.2
4.200e-03,2.22
4.300e-03,2.24
4.400e-03,2.22
4.500e-03,2.18
4.600e-03,2.22
4.700e-03,2.14
4.800e-03,2.2
4.900e-03,2.28
5.000e-03,2.24
5.100e-03,2.22
5.200e-03,2.28
5.300e-03,2.28
5.400e-03,2.26
5.500e-03,2.26
5.600e-03,2.26
5.700e-03,2.24
5.800e-03,2.24
5.900e-03,2.26
6.000e-03,2.22
6.100e-03,2.26
6.200e-03,2.22
6.300e-03,2.26
6.400e-03,2.26
6.500e-03,2.26
6.600e-03,2.28
6.700e-03,2.3
6.800e-03,2.3
6.900e-03,2.26
7.000e-03,2.28
7.100e-03,2.32
7.200e-03,2.3
7.300e-03,2.28
7.400e-03,2.3
7.500e-03,2.32
7.600e-03,2.28
7.700e-03,2.26
7.800e-03,2.3
7.900e-03,2.26
8.000e-03,0
8.100e-03,-0.02
8.200e-03,0
8.300e-03,0
8.400e-03,0
8.500e-03,-0.04
8.600e-03,0
8.700e-03,0
8.800e-03,0.02
8.900e-03,0
9.000e-03,0
9.100e-03,0
9.200e-03,-0.04
9.300e-03,0
9.400e-03,0.02
9.500e-03,0
9.600e-03,0.02
9.700e-03,0.02
9.800e-03,0
9.900e-03,0.02
1.000e-02,2.12
1.010e-02,2.2
1.020e-02,2.2
1.030e-02,2.16
1.040e-02,2.24
1.050e-02,2.24
1.060e-02,2.24
1.070e-02,2.26
1.080e-02,2.24
1.090e-02,2.28
1.100e-02,2.28
1.110e-02,2.3
1.120e-02,2.26
1.130e-02,2.24
1.140e-02,2.28
1.150e-02,2.28
1.160e-02,2.3
1.170e-02,2.28
1.180e-02,2.3
1.190e-02,2.32
1.200e-02,2.26
1.210e-02,2.28
1.220e-02,2.3
1.230e-02,2.34
1.240e-02,2.3
1.250e-02,2.28
1.260e-02,2.28
1.270e-02,2.3
1.280e-02,2.34
1.290e-02,2.3
1.300e-02,2.28
1.310e-02,2.34
1.320e-02,2.3
1.330e-02,2.32
1.340e-02,2.36
1.350e-02,2.4
1.360e-02,2.3
1.370e-02,2.34
1.380e-02,2.36
1.390e-02,2.34
1.400e-02,2.36
1.410e-02,2.32
1.420e-02,2.32
1.430e-02,2.36
1.440e-02,2.36
1.450e-02,2.38
1.460e-02,2.36
1.470e-02,2.34
1.480e-02,2.32
1.490e-02,2.38
1.500e-02,2.32
1.510e-02,2.36
1.520e-02,2.36
1.530e-02,2.38
1.540e-02,2.4
1.550e-02,2.4
1.560e-02,2.38
1.570e-02,2.38
1.580e-02,2.4
1.590e-02,2.36
1.600e-02,2.38
1.610e-02,2.34
1.620e-02,2.38
1.630e-02,2.36
1.640e-02,2.4
1.650e-02,2.42
1.660e-02,2.38
1.670e-02,2.34
1.680e-02,2.38
1.690e-02,2.38
1.700e-02,2.42
1.710e-02,2.38
1.720e-02,2.4
1.730e-02,2.36
1.740e-02,2.38
1.750e-02,2.4
1.760e-02,2.4
1.770e-02,2.42
1.780e-02,2.42
1.790e-02,2.38
