Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,0.0001
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Label,
TIME,CH1
-1.040e-02,0.04
-1.030e-02,0.04
-1.020e-02,-0.04
-1.010e-02,-0.04
-1.000e-02,0.04
-9.900e-03,0.2
-9.800e-03,0.04
-9.700e-03,0.12
-9.600e-03,0.04
-9.500e-03,0.04
-9.400e-03,0.2
-9.300e-03,0.04
-9.200e-03,0.12
-9.100e-03,-0.12
-9.000e-03,0.04
-8.900e-03,0.12
-8.800e-03,-0.04
-8.700e-03,0.04
-8.600e-03,-0.04
-8.500e-03,0.04
-8.400e-03,0.04
-8.300e-03,0.12
-8.200e-03,0.04
-8.100e-03,0.04
-8.000e-03,-0.04
-7.900e-03,-0.04
-7.800e-03,0.04
-7.700e-03,0.04
-7.600e-03,-0.04
-7.500e-03,0.04
-7.400e-03,0.04
-7.300e-03,0.12
-7.200e-03,0.04
-7.100e-03,0.04
-7.000e-03,0.12
-6.900e-03,-0.04
-6.800e-03,0.12
-6.700e-03,-0.04
-6.600e-03,0.04
-6.500e-03,0.12
-6.400e-03,-0.12
-6.300e-03,0.04
-6.200e-03,0.04
-6.100e-03,-0.04
-6.000e-03,0.12
-5.900e-03,0.04
-5.800e-03,0.04
-5.700e-03,-0.04
-5.600e-03,0.12
-5.500e-03,0.04
-5.400e-03,-0.04
-5.300e-03,0.12
-5.200e-03,-0.04
-5.100e-03,0.2
-5.000e-03,-0.04
-4.900e-03,-0.04
-4.800e-03,0.04
-4.700e-03,0.12
-4.600e-03,0.04
-4.500e-03,0.04
-4.400e-03,0.04
-4.300e-03,-0.04
-4.200e-03,0.12
-4.100e-03,0.12
-4.000e-03,0.12
-3.900e-03,0.12
-3.800e-03,-0.04
-3.700e-03,0.12
-3.600e-03,0.04
-3.500e-03,-0.12
-3.400e-03,-0.04
-3.300e-03,0.12
-3.200e-03,0.04
-3.100e-03,0.12
-3.000e-03,0.12
-2.900e-03,0.12
-2.800e-03,-0.04
-2.700e-03,0.04
-2.600e-03,0.12
-2.500e-03,-0.04
-2.400e-03,0.04
-2.300e-03,-0.04
-2.200e-03,0.04
-2.100e-03,0.04
-2.000e-03,-0.04
-1.900e-03,0.04
-1.800e-03,0.2
-1.700e-03,0.04
-1.600e-03,0.04
-1.500e-03,-0.04
-1.400e-03,0.04
-1.300e-03,0.2
-1.200e-03,0.12
-1.100e-03,-0.04
-1.000e-03,0.04
-9.000e-04,-0.04
-8.000e-04,0.12
-7.000e-04,-0.04
-6.000e-04,0.04
-5.000e-04,-0.04
-4.000e-04,0.04
-3.000e-04,-0.04
-2.000e-04,-0.12
-1.000e-04,0.12
-7.183e-18,9
1.000e-04,9.08
2.000e-04,9.16
3.000e-04,9
4.000e-04,9.08
5.000e-04,9
6.000e-04,8.92
7.000e-04,8.92
8.000e-04,8.92
9.000e-04,9
1.000e-03,8.92
1.100e-03,9
1.200e-03,8.92
1.300e-03,9.08
1.400e-03,8.92
1.500e-03,8.84
1.600e-03,9
1.700e-03,9
1.800e-03,8.92
1.900e-03,8.92
2.000e-03,8.84
2.100e-03,8.92
2.200e-03,8.84
2.300e-03,9
2.400e-03,8.92
2.500e-03,8.84
2.600e-03,8.84
2.700e-03,8.92
2.800e-03,8.92
2.900e-03,8.92
3.000e-03,8.84
3.100e-03,8.92
3.200e-03,8.76
3.300e-03,9
3.400e-03,8.92
3.500e-03,8.84
3.600e-03,8.92
3.700e-03,8.84
3.800e-03,8.92
3.900e-03,8.92
4.000e-03,8.84
4.100e-03,8.84
4.200e-03,8.92
4.300e-03,8.84
4.400e-03,8.92
4.500e-03,8.92
4.600e-03,8.84
4.700e-03,8.92
4.800e-03,8.92
4.900e-03,8.92
5.000e-03,8.92
5.100e-03,8.76
5.200e-03,9
5.300e-03,8.84
5.400e-03,8.76
5.500e-03,8.84
5.600e-03,8.84
5.700e-03,8.92
5.800e-03,8.92
5.900e-03,8.76
6.000e-03,8.84
6.100e-03,8.76
6.200e-03,8.84
6.300e-03,8.84
6.400e-03,8.92
6.500e-03,8.92
6.600e-03,8.92
6.700e-03,8.84
6.800e-03,8.76
6.900e-03,8.76
7.000e-03,8.92
7.100e-03,8.92
7.200e-03,8.68
7.300e-03,8.84
7.400e-03,8.76
7.500e-03,8.84
7.600e-03,8.92
7.700e-03,8.92
7.800e-03,8.76
7.900e-03,8.76
8.000e-03,0.12
8.100e-03,0.12
8.200e-03,0.12
8.300e-03,0.04
8.400e-03,-0.04
8.500e-03,0.2
8.600e-03,-0.04
8.700e-03,0.04
8.800e-03,-0.04
8.900e-03,-0.12
9.000e-03,0.04
9.100e-03,0.12
9.200e-03,0.12
9.300e-03,0.12
9.400e-03,0.04
9.500e-03,0.12
9.600e-03,0.2
9.700e-03,0.12
9.800e-03,-0.12
9.900e-03,-0.04
1.000e-02,8.92
1.010e-02,8.92
1.020e-02,8.92
1.030e-02,8.92
1.040e-02,8.84
1.050e-02,8.84
1.060e-02,8.92
1.070e-02,8.84
1.080e-02,8.84
1.090e-02,8.92
1.100e-02,8.84
1.110e-02,8.92
1.120e-02,8.92
1.130e-02,8.92
1.140e-02,8.84
1.150e-02,8.76
1.160e-02,8.76
1.170e-02,8.92
1.180e-02,9
1.190e-02,8.84
1.200e-02,8.84
1.210e-02,9
1.220e-02,8.84
1.230e-02,8.92
1.240e-02,8.92
1.250e-02,8.92
1.260e-02,8.84
1.270e-02,8.84
1.280e-02,9
1.290e-02,8.92
1.300e-02,8.84
1.310e-02,8.92
1.320e-02,8.84
1.330e-02,8.84
1.340e-02,8.92
1.350e-02,8.84
1.360e-02,8.76
1.370e-02,8.84
1.380e-02,8.76
1.390e-02,8.84
1.400e-02,8.84
1.410e-02,8.76
1.420e-02,8.76
1.430e-02,8.92
1.440e-02,8.76
1.450e-02,8.84
1.460e-02,8.68
1.470e-02,8.84
1.480e-02,8.84
1.490e-02,8.84
1.500e-02,8.76
1.510e-02,8.76
1.520e-02,8.84
1.530e-02,8.84
1.540e-02,8.84
1.550e-02,8.76
1.560e-02,8.84
1.570e-02,8.84
1.580e-02,8.68
1.590e-02,8.84
1.600e-02,8.84
1.610e-02,8.76
1.620e-02,8.76
1.630e-02,8.84
1.640e-02,8.76
1.650e-02,8.76
1.660e-02,8.84
1.670e-02,8.76
1.680e-02,8.84
1.690e-02,8.84
1.700e-02,8.76
