Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,10,
Sample Interval,0.1,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,0.2
Label,,
TIME,CH1,CH2
-9.800e+00,-0.1,-0.004
-9.700e+00,0.06,-0.012
-9.600e+00,0.02,0.004
-9.500e+00,-0.02,0.004
-9.400e+00,-0.02,0.004
-9.300e+00,0.06,0.012
-9.200e+00,-0.02,0.004
-9.100e+00,-0.06,0.02
-9.000e+00,-0.02,0.02
-8.900e+00,-0.02,0.012
-8.800e+00,-0.02,0.004
-8.700e+00,-0.02,-0.012
-8.600e+00,-0.02,-0.012
-8.500e+00,-0.06,0.004
-8.400e+00,0.06,-0.012
-8.300e+00,-0.02,-0.012
-8.200e+00,-0.1,-0.004
-8.100e+00,-0.02,-0.004
-8.000e+00,-0.02,-0.004
-7.900e+00,-0.02,0.012
-7.800e+00,-0.06,0.004
-7.700e+00,0.02,0.012
-7.600e+00,-0.02,-0.004
-7.500e+00,0.02,0.004
-7.400e+00,0.02,0.012
-7.300e+00,-0.02,0.004
-7.200e+00,0.06,0.02
-7.100e+00,-0.02,0.012
-7.000e+00,0.02,-0.012
-6.900e+00,0.02,0.02
-6.800e+00,0.02,0.004
-6.700e+00,-0.02,-0.004
-6.600e+00,0.02,0.02
-6.500e+00,-0.02,0.02
-6.400e+00,0.06,-0.004
-6.300e+00,0.02,0.012
-6.200e+00,-0.02,-0.02
-6.100e+00,-0.02,0.036
-6.000e+00,0.1,-0.02
-5.900e+00,-0.02,0.004
-5.800e+00,-0.06,-0.004
-5.700e+00,0.06,-0.012
-5.600e+00,0.02,-0.012
-5.500e+00,-0.1,0.012
-5.400e+00,-0.02,-0.012
-5.300e+00,-0.02,0.004
-5.200e+00,0.02,0.028
-5.100e+00,-0.06,0.02
-5.000e+00,-0.02,-0.004
-4.900e+00,-0.02,-0.004
-4.800e+00,0.02,0.02
-4.700e+00,0.02,-0.004
-4.600e+00,-0.06,0.004
-4.500e+00,-0.02,-0.004
-4.400e+00,0.06,-0.004
-4.300e+00,0.02,-0.004
-4.200e+00,0.02,0.02
-4.100e+00,0.02,0.004
-4.000e+00,-0.02,-0.004
-3.900e+00,-0.02,-0.004
-3.800e+00,0.02,-0.012
-3.700e+00,-0.02,-0.004
-3.600e+00,-0.02,-0.004
-3.500e+00,0.06,0.012
-3.400e+00,-0.06,0.012
-3.300e+00,0.02,-0.004
-3.200e+00,-0.06,0.02
-3.100e+00,-0.02,-0.004
-3.000e+00,0.06,0.004
-2.900e+00,0.1,0.004
-2.800e+00,-0.02,0.02
-2.700e+00,-0.02,-0.004
-2.600e+00,0.02,0.012
-2.500e+00,0.02,-0.012
-2.400e+00,0.1,0.02
-2.300e+00,-0.02,0.012
-2.200e+00,0.1,0.004
-2.100e+00,0.06,0.012
-2.000e+00,0.14,0.044
-1.900e+00,0.14,0.02
-1.800e+00,0.18,0.036
-1.700e+00,0.22,0.028
-1.600e+00,0.14,0.06
-1.500e+00,0.22,0.044
-1.400e+00,0.34,0.06
-1.300e+00,0.26,0.036
-1.200e+00,0.26,0.036
-1.100e+00,0.3,0.076
-1.000e+00,0.3,0.044
-9.000e-01,0.42,0.044
-8.000e-01,0.34,0.052
-7.000e-01,0.38,0.052
-6.000e-01,0.38,0.076
-5.000e-01,0.42,0.06
-4.000e-01,0.42,0.076
-3.000e-01,0.46,0.076
-2.000e-01,0.5,0.084
-1.000e-01,0.42,0.084
-1.524e-14,0.5,0.092
1.000e-01,0.54,0.1
2.000e-01,0.62,0.1
3.000e-01,0.5,0.1
4.000e-01,0.62,0.108
5.000e-01,0.62,0.076
6.000e-01,0.58,0.124
7.000e-01,0.66,0.108
8.000e-01,0.7,0.108
9.000e-01,0.66,0.132
1.000e-00,0.78,0.132
1.100e+00,0.78,0.14
1.200e+00,0.78,0.148
1.300e+00,0.74,0.148
1.400e+00,0.78,0.156
1.500e+00,0.82,0.14
1.600e+00,0.86,0.148
1.700e+00,0.82,0.156
1.800e+00,0.9,0.172
1.900e+00,0.9,0.164
2.000e+00,0.86,0.172
2.100e+00,0.82,0.148
2.200e+00,0.98,0.156
2.300e+00,0.98,0.172
2.400e+00,0.94,0.172
2.500e+00,0.98,0.172
2.600e+00,0.98,0.188
2.700e+00,0.98,0.196
2.800e+00,1.1,0.18
2.900e+00,1.06,0.172
3.000e+00,1.1,0.204
3.100e+00,1.1,0.204
3.200e+00,1.18,0.188
3.300e+00,1.14,0.212
3.400e+00,1.14,0.204
3.500e+00,1.06,0.22
3.600e+00,1.1,0.212
3.700e+00,1.18,0.22
3.800e+00,1.18,0.228
3.900e+00,1.1,0.212
4.000e+00,1.14,0.22
4.100e+00,1.14,0.188
4.200e+00,1.14,0.228
4.300e+00,1.18,0.188
4.400e+00,1.1,0.196
4.500e+00,1.14,0.22
4.600e+00,1.14,0.204
4.700e+00,1.18,0.212
4.800e+00,1.14,0.22
4.900e+00,1.14,0.212
5.000e+00,1.14,0.204
5.100e+00,1.14,0.204
5.200e+00,1.06,0.204
5.300e+00,1.18,0.22
5.400e+00,1.26,0.212
5.500e+00,1.14,0.22
5.600e+00,1.1,0.204
5.700e+00,1.1,0.204
5.800e+00,1.06,0.204
5.900e+00,1.14,0.204
6.000e+00,1.14,0.22
6.100e+00,1.1,0.212
6.200e+00,1.14,0.196
6.300e+00,1.22,0.204
6.400e+00,1.14,0.22
6.500e+00,1.22,0.228
6.600e+00,1.22,0.228
6.700e+00,1.34,0.244
6.800e+00,1.42,0.276
6.900e+00,1.46,0.276
7.000e+00,1.46,0.26
7.100e+00,1.5,0.284
7.200e+00,1.5,0.276
7.300e+00,1.58,0.292
7.400e+00,1.58,0.308
7.500e+00,1.58,0.332
7.600e+00,1.7,0.316
7.700e+00,1.7,0.34
7.800e+00,1.78,0.332
7.900e+00,1.82,0.364
8.000e+00,1.86,0.348
8.100e+00,1.98,0.372
8.200e+00,2.02,0.372
8.300e+00,2.06,0.404
8.400e+00,2.1,0.412
8.500e+00,2.14,0.404
8.600e+00,2.14,0.428
8.700e+00,2.14,0.428
8.800e+00,2.22,0.46
8.900e+00,2.3,0.436
9.000e+00,2.3,0.46
9.100e+00,2.38,0.468
9.200e+00,2.42,0.484
9.300e+00,2.54,0.508
9.400e+00,2.5,0.516
9.500e+00,2.54,0.524
9.600e+00,2.62,0.532
9.700e+00,2.66,0.548
9.800e+00,2.78,0.564
9.900e+00,2.78,0.572
1.000e+01,2.78,0.58
1.010e+01,2.9,0.596
1.020e+01,2.82,0.588
1.030e+01,2.9,0.62
1.040e+01,2.94,0.604
1.050e+01,3.06,0.652
1.060e+01,3.06,0.66
1.070e+01,3.18,0.66
1.080e+01,3.1,0.652
1.090e+01,3.22,0.668
1.100e+01,3.26,0.684
1.110e+01,3.3,0.692
1.120e+01,3.38,0.684
1.130e+01,3.3,0.724
1.140e+01,3.38,0.724
1.150e+01,3.38,0.74
1.160e+01,3.42,0.732
1.170e+01,3.46,0.764
1.180e+01,3.5,0.78
1.190e+01,3.58,0.788
1.200e+01,3.66,0.812
1.210e+01,3.7,0.82
1.220e+01,3.74,0.828
