Tiempo (s),Setpoint (K),Temperatura (K),dT/dt (K/min),Potencia_LS (%),Z_40Hz (Ohm),Fase_40Hz,Z_50kHz (Ohm),Fase_50kHz,Vac (mV),Vdc (mV),V_Arduino (V),P,I,D
6.062914E+3,252.658839E+0,256.100000E+0,-2.140222E+0,49.000000E+0,13.398600E+0,696.234400E-3,13.543800E+0,7.404390E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.107801E+3,251.162587E+0,254.720000E+0,-2.094319E+0,45.000000E+0,13.480040E+0,671.815400E-3,13.633200E+0,7.385078E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.152695E+3,250.000000E+0,253.270000E+0,-2.073378E+0,43.000000E+0,13.605980E+0,629.002200E-3,13.719640E+0,7.351242E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.197583E+3,250.000000E+0,251.660000E+0,-1.973876E+0,49.000000E+0,13.663160E+0,616.931400E-3,13.808880E+0,7.313996E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.242476E+3,250.000000E+0,250.240000E+0,-1.901772E+0,70.000000E+0,13.756120E+0,493.423400E-3,13.873460E+0,7.291496E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.287368E+3,250.000000E+0,249.360000E+0,-1.926942E+0,71.000000E+0,13.791000E+0,528.844600E-3,13.883300E+0,7.262248E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.332265E+3,250.000000E+0,249.620000E+0,-1.987047E+0,63.000000E+0,13.773800E+0,669.842200E-3,13.854280E+0,7.270782E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.377191E+3,250.000000E+0,250.330000E+0,-1.868965E+0,60.000000E+0,13.735660E+0,657.572000E-3,13.826340E+0,7.306888E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.422081E+3,250.000000E+0,250.690000E+0,-1.325416E+0,61.000000E+0,13.721440E+0,614.572200E-3,13.826740E+0,7.318198E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.466978E+3,250.000000E+0,250.690000E+0,-434.461312E-3,63.000000E+0,13.719060E+0,625.461400E-3,13.829500E+0,7.314066E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.511852E+3,250.000000E+0,250.600000E+0,316.143178E-3,64.000000E+0,13.746040E+0,609.522800E-3,13.826740E+0,7.314384E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.556725E+3,250.000000E+0,250.600000E+0,534.434180E-3,63.000000E+0,13.712160E+0,619.421800E-3,13.826840E+0,7.304884E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.602122E+3,250.000000E+0,250.600000E+0,298.403206E-3,63.000000E+0,13.734480E+0,650.688000E-3,13.835840E+0,7.296172E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
6.646980E+3,250.000000E+0,250.690000E+0,40.082322E-3,62.000000E+0,13.731240E+0,653.221400E-3,13.835900E+0,7.309172E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.542985E+3,249.274714E+0,250.770000E+0,-40.107340E-3,65.000000E+0,13.765860E+0,598.666800E-3,13.858220E+0,7.285428E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.587852E+3,249.274714E+0,250.690000E+0,-112.893455E-6,53.000000E+0,13.752020E+0,563.699400E-3,13.861380E+0,7.299508E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.632749E+3,247.779129E+0,250.410000E+0,16.789433E-3,63.000000E+0,13.772680E+0,589.731600E-3,13.894140E+0,7.283304E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.677633E+3,246.282577E+0,249.880000E+0,16.789433E-3,43.000000E+0,13.821440E+0,556.312200E-3,13.928200E+0,7.264492E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.722530E+3,244.786424E+0,249.260000E+0,-83.364235E-3,35.000000E+0,13.883120E+0,606.032600E-3,14.012460E+0,7.225118E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.767429E+3,243.289872E+0,247.700000E+0,-260.649007E-3,34.000000E+0,13.992220E+0,611.339200E-3,14.125040E+0,7.202862E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.812310E+3,241.793220E+0,245.880000E+0,-516.827544E-3,34.000000E+0,14.104340E+0,603.056400E-3,14.258640E+0,7.156482E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.857204E+3,240.297201E+0,243.980000E+0,-922.161610E-3,40.000000E+0,14.241020E+0,576.851000E-3,14.388260E+0,7.082056E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.902090E+3,238.800749E+0,242.120000E+0,-1.494673E+0,37.000000E+0,14.366040E+0,583.838000E-3,14.504240E+0,7.070534E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.946979E+3,237.304530E+0,240.620000E+0,-2.067241E+0,31.000000E+0,14.470380E+0,632.176800E-3,14.606660E+0,7.003906E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
8.991873E+3,235.808244E+0,239.450000E+0,-2.419299E+0,29.000000E+0,14.585440E+0,526.484000E-3,14.712480E+0,6.965410E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.036754E+3,234.311759E+0,237.870000E+0,-2.414885E+0,29.000000E+0,14.692480E+0,591.502600E-3,14.829880E+0,6.943538E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.081639E+3,232.815740E+0,236.250000E+0,-2.180905E+0,30.000000E+0,14.836060E+0,624.376600E-3,14.950280E+0,6.908616E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.126530E+3,231.319554E+0,234.630000E+0,-1.955945E+0,28.000000E+0,14.935260E+0,643.263600E-3,15.060260E+0,6.861250E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.171427E+3,230.000000E+0,233.190000E+0,-1.920372E+0,26.000000E+0,15.061340E+0,530.744600E-3,15.179540E+0,6.828444E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.216332E+3,230.000000E+0,231.770000E+0,-2.047401E+0,26.000000E+0,15.161300E+0,621.447000E-3,15.300860E+0,6.799254E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.261237E+3,230.000000E+0,230.350000E+0,-2.116371E+0,48.000000E+0,15.274280E+0,644.613200E-3,15.389140E+0,6.795610E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.306124E+3,230.000000E+0,229.330000E+0,-2.040363E+0,55.000000E+0,15.323120E+0,620.420200E-3,15.412000E+0,6.748132E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.351037E+3,230.000000E+0,229.420000E+0,-1.951013E+0,48.000000E+0,15.324900E+0,646.244600E-3,15.373300E+0,6.776818E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.395937E+3,230.000000E+0,230.040000E+0,-1.812879E+0,43.000000E+0,15.282480E+0,633.643200E-3,15.341500E+0,6.780010E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.440838E+3,230.000000E+0,230.500000E+0,-1.383049E+0,43.000000E+0,15.252180E+0,622.391600E-3,15.327820E+0,6.783258E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.485754E+3,230.000000E+0,230.590000E+0,-592.498027E-3,44.000000E+0,15.247560E+0,596.849400E-3,15.322300E+0,6.790994E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.530632E+3,230.000000E+0,230.590000E+0,191.510889E-3,45.000000E+0,15.249880E+0,558.985200E-3,15.326960E+0,6.807458E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.575520E+3,230.000000E+0,230.500000E+0,521.109947E-3,44.000000E+0,15.251740E+0,614.244600E-3,15.335800E+0,6.794296E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.620911E+3,230.000000E+0,230.590000E+0,383.049753E-3,45.000000E+0,15.258820E+0,549.195800E-3,15.328880E+0,6.816638E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
9.665778E+3,230.000000E+0,230.590000E+0,122.466170E-3,45.000000E+0,15.251640E+0,613.742000E-3,15.327260E+0,6.771826E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.562966E+3,229.164448E+0,230.660000E+0,-6.253027E-6,47.000000E+0,15.277320E+0,588.973600E-3,15.356440E+0,6.775116E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.607845E+3,229.164448E+0,230.590000E+0,-109.310913E-6,34.000000E+0,15.284800E+0,591.328200E-3,15.373140E+0,6.760414E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.652739E+3,227.668496E+0,230.280000E+0,18.644005E-3,45.000000E+0,15.322520E+0,598.287200E-3,15.427680E+0,6.794098E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.697642E+3,226.172010E+0,229.570000E+0,18.644005E-3,27.000000E+0,15.375640E+0,590.991200E-3,15.482140E+0,6.753732E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.742538E+3,224.675258E+0,228.950000E+0,-85.956633E-3,17.000000E+0,15.453360E+0,580.262000E-3,15.570340E+0,6.742502E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.787460E+3,223.178739E+0,227.560000E+0,-311.836582E-3,15.000000E+0,15.586680E+0,582.628000E-3,15.708860E+0,6.679376E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.832416E+3,221.681320E+0,225.880000E+0,-608.056538E-3,14.000000E+0,15.738420E+0,565.420600E-3,15.862000E+0,6.638124E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.877299E+3,220.182801E+0,224.000000E+0,-970.969765E-3,14.000000E+0,15.899780E+0,571.653400E-3,16.030840E+0,6.579218E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.922185E+3,218.686682E+0,222.220000E+0,-1.426938E+0,16.000000E+0,16.060000E+0,576.075800E-3,16.188980E+0,6.564118E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
11.967063E+3,217.190496E+0,220.530000E+0,-1.923246E+0,15.000000E+0,16.198320E+0,578.775800E-3,16.326640E+0,6.515084E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.011951E+3,215.694544E+0,219.010000E+0,-2.291100E+0,12.000000E+0,16.347900E+0,578.778600E-3,16.466280E+0,6.507970E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.056839E+3,214.198292E+0,217.560000E+0,-2.381090E+0,10.000000E+0,16.491360E+0,575.008200E-3,16.608940E+0,6.477346E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.101753E+3,212.702040E+0,216.140000E+0,-2.303754E+0,9.000000E+0,16.632680E+0,568.148400E-3,16.743900E+0,6.421352E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.146634E+3,211.204887E+0,214.670000E+0,-2.149982E+0,7.000000E+0,16.785080E+0,549.366200E-3,16.904000E+0,6.427894E+0,2.471750E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.191545E+3,210.000000E+0,213.270000E+0,-2.016028E+0,4.000000E+0,16.946280E+0,593.202800E-3,17.059640E+0,6.395916E+0,2.297000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.236422E+3,210.000000E+0,211.840000E+0,-1.944524E+0,5.000000E+0,17.095240E+0,561.603400E-3,17.205220E+0,6.358604E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.281339E+3,210.000000E+0,210.460000E+0,-1.922125E+0,22.000000E+0,17.250900E+0,576.008200E-3,17.351480E+0,6.312778E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.326204E+3,210.000000E+0,209.250000E+0,-1.913314E+0,37.000000E+0,17.369820E+0,567.054400E-3,17.437780E+0,6.327654E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.371097E+3,210.000000E+0,208.930000E+0,-1.895503E+0,37.000000E+0,17.386980E+0,576.732000E-3,17.421980E+0,6.331376E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.415978E+3,210.000000E+0,209.450000E+0,-1.833201E+0,31.000000E+0,17.345460E+0,509.830800E-3,17.374040E+0,6.340862E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.460875E+3,210.000000E+0,210.060000E+0,-1.543748E+0,28.000000E+0,17.305520E+0,574.954000E-3,17.343800E+0,6.314206E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
12.505755E+3,210.000000E+0,210.400000E+0,-873.315910E-3,28.000000E+0,17.281680E+0,589.761400E-3,17.335660E+0,6.320002E+0,2.650000E+0,100.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
