Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,2e-06
Sample Interval,2e-08
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH2
-5.140e-06,0.05
-5.120e-06,0.054
-5.100e-06,0.05
-5.080e-06,0.048
-5.060e-06,0.048
-5.040e-06,0.048
-5.020e-06,0.046
-5.000e-06,0.05
-4.980e-06,0.056
-4.960e-06,0.064
-4.940e-06,0.068
-4.920e-06,0.068
-4.900e-06,0.074
-4.880e-06,0.074
-4.860e-06,0.064
-4.840e-06,0.056
-4.820e-06,0.068
-4.800e-06,0.078
-4.780e-06,0.084
-4.760e-06,0.092
-4.740e-06,0.09
-4.720e-06,0.09
-4.700e-06,0.09
-4.680e-06,0.086
-4.660e-06,0.084
-4.640e-06,0.082
-4.620e-06,0.074
-4.600e-06,0.084
-4.580e-06,0.086
-4.560e-06,0.09
-4.540e-06,0.09
-4.520e-06,0.098
-4.500e-06,0.096
-4.480e-06,0.096
-4.460e-06,0.082
-4.440e-06,0.076
-4.420e-06,0.078
-4.400e-06,0.086
-4.380e-06,0.086
-4.360e-06,0.082
-4.340e-06,0.082
-4.320e-06,0.084
-4.300e-06,0.088
-4.280e-06,0.082
-4.260e-06,0.076
-4.240e-06,0.08
-4.220e-06,0.074
-4.200e-06,0.076
-4.180e-06,0.084
-4.160e-06,0.088
-4.140e-06,0.082
-4.120e-06,0.08
-4.100e-06,0.08
-4.080e-06,0.084
-4.060e-06,0.078
-4.040e-06,0.064
-4.020e-06,0.064
-4.000e-06,0.074
-3.980e-06,0.086
-3.960e-06,0.092
-3.940e-06,0.104
-3.920e-06,0.104
-3.900e-06,0.102
-3.880e-06,0.09
-3.860e-06,0.084
-3.840e-06,0.078
-3.820e-06,0.078
-3.800e-06,0.076
-3.780e-06,0.08
-3.760e-06,0.086
-3.740e-06,0.086
-3.720e-06,0.086
-3.700e-06,0.076
-3.680e-06,0.074
-3.660e-06,0.084
-3.640e-06,0.086
-3.620e-06,0.084
-3.600e-06,0.078
-3.580e-06,0.08
-3.560e-06,0.082
-3.540e-06,0.09
-3.520e-06,0.092
-3.500e-06,0.09
-3.480e-06,0.084
-3.460e-06,0.08
-3.440e-06,0.078
-3.420e-06,0.078
-3.400e-06,0.066
-3.380e-06,0.062
-3.360e-06,0.066
-3.340e-06,0.078
-3.320e-06,0.08
-3.300e-06,0.084
-3.280e-06,0.084
-3.260e-06,0.09
-3.240e-06,0.086
-3.220e-06,0.072
-3.200e-06,0.078
-3.180e-06,0.086
-3.160e-06,0.05
-3.140e-06,0.048
-3.120e-06,0.074
-3.100e-06,0.08
-3.080e-06,0.098
-3.060e-06,0.076
-3.040e-06,0.062
-3.020e-06,0.088
-3.000e-06,0.086
-2.980e-06,0.074
-2.960e-06,0.07
-2.940e-06,0.076
-2.920e-06,0.086
-2.900e-06,0.086
-2.880e-06,0.072
-2.860e-06,0.062
-2.840e-06,0.072
-2.820e-06,0.08
-2.800e-06,0.078
-2.780e-06,0.062
-2.760e-06,0.064
-2.740e-06,0.078
-2.720e-06,0.084
-2.700e-06,0.074
-2.680e-06,0.07
-2.660e-06,0.078
-2.640e-06,0.082
-2.620e-06,0.072
-2.600e-06,0.06
-2.580e-06,0.066
-2.560e-06,0.08
-2.540e-06,0.09
-2.520e-06,0.086
-2.500e-06,0.074
-2.480e-06,0.078
-2.460e-06,0.08
-2.440e-06,0.086
-2.420e-06,0.098
-2.400e-06,0.096
-2.380e-06,0.088
-2.360e-06,0.08
-2.340e-06,0.074
-2.320e-06,0.072
-2.300e-06,0.074
-2.280e-06,0.084
-2.260e-06,0.08
-2.240e-06,0.07
-2.220e-06,0.068
-2.200e-06,0.066
-2.180e-06,0.07
-2.160e-06,0.068
-2.140e-06,0.068
-2.120e-06,0.082
-2.100e-06,0.088
-2.080e-06,0.086
-2.060e-06,0.07
-2.040e-06,0.064
-2.020e-06,0.066
-2.000e-06,0.066
-1.980e-06,0.054
-1.960e-06,0.048
-1.940e-06,0.052
-1.920e-06,0.06
-1.900e-06,0.064
-1.880e-06,0.068
-1.860e-06,0.07
-1.840e-06,0.072
-1.820e-06,0.068
-1.800e-06,0.06
-1.780e-06,0.064
-1.760e-06,0.062
-1.740e-06,0.06
-1.720e-06,0.058
-1.700e-06,0.054
-1.680e-06,0.056
-1.660e-06,0.05
-1.640e-06,0.056
-1.620e-06,0.06
-1.600e-06,0.064
-1.580e-06,0.054
-1.560e-06,0.052
-1.540e-06,0.056
-1.520e-06,0.072
-1.500e-06,0.084
-1.480e-06,0.086
-1.460e-06,0.086
-1.440e-06,0.082
-1.420e-06,0.08
-1.400e-06,0.076
-1.380e-06,0.066
-1.360e-06,0.066
-1.340e-06,0.076
-1.320e-06,0.076
-1.300e-06,0.086
-1.280e-06,0.096
-1.260e-06,0.092
-1.240e-06,0.094
-1.220e-06,0.106
-1.200e-06,0.104
-1.180e-06,0.098
-1.160e-06,0.096
-1.140e-06,0.096
-1.120e-06,0.1
-1.100e-06,0.108
-1.080e-06,0.102
-1.060e-06,0.106
-1.040e-06,0.118
-1.020e-06,0.118
-1.000e-06,0.118
-9.800e-07,0.118
-9.600e-07,0.12
-9.400e-07,0.118
-9.200e-07,0.116
-9.000e-07,0.122
-8.800e-07,0.13
-8.600e-07,0.138
-8.400e-07,0.14
-8.200e-07,0.136
-8.000e-07,0.14
-7.800e-07,0.152
-7.600e-07,0.148
-7.400e-07,0.14
-7.200e-07,0.14
-7.000e-07,0.144
-6.800e-07,0.15
-6.600e-07,0.156
-6.400e-07,0.162
-6.200e-07,0.166
-6.000e-07,0.172
-5.800e-07,0.17
-5.600e-07,0.174
-5.400e-07,0.168
-5.200e-07,0.168
-5.000e-07,0.168
-4.800e-07,0.178
-4.600e-07,0.178
-4.400e-07,0.186
-4.200e-07,0.19
-4.000e-07,0.192
-3.800e-07,0.196
-3.600e-07,0.192
-3.400e-07,0.19
-3.200e-07,0.186
-3.000e-07,0.186
-2.800e-07,0.192
-2.600e-07,0.194
-2.400e-07,0.206
-2.200e-07,0.208
-2.000e-07,0.204
-1.800e-07,0.202
-1.600e-07,0.196
-1.400e-07,0.2
-1.200e-07,0.2
-1.000e-07,0.188
-8.000e-08,0.196
-6.000e-08,0.21
-4.000e-08,0.212
-2.000e-08,0.212
-2.911e-20,0.212
2.000e-08,0.214
4.000e-08,0.214
6.000e-08,0.206
8.000e-08,0.194
