Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,4e-06
Sample Interval,4e-08
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH2
-1.768e-05,0.002
-1.764e-05,0.002
-1.760e-05,0.014
-1.756e-05,0.01
-1.752e-05,0.01
-1.748e-05,-0.022
-1.744e-05,-0.01
-1.740e-05,0.006
-1.736e-05,0.002
-1.732e-05,0.006
-1.728e-05,-0.018
-1.724e-05,-0.014
-1.720e-05,0.002
-1.716e-05,-0.006
-1.712e-05,0.006
-1.708e-05,0.002
-1.704e-05,-0.014
-1.700e-05,0.002
-1.696e-05,0.01
-1.692e-05,0.018
-1.688e-05,-0.006
-1.684e-05,-0.01
-1.680e-05,0.002
-1.676e-05,0.002
-1.672e-05,0.002
-1.668e-05,0.018
-1.664e-05,0.01
-1.660e-05,0.002
-1.656e-05,0.006
-1.652e-05,0.006
-1.648e-05,-0.006
-1.644e-05,-0.018
-1.640e-05,0.002
-1.636e-05,0.01
-1.632e-05,0.006
-1.628e-05,0.014
-1.624e-05,-0.006
-1.620e-05,-0.01
-1.616e-05,0.002
-1.612e-05,-0.01
-1.608e-05,0.002
-1.604e-05,0.006
-1.600e-05,-0.002
-1.596e-05,0.026
-1.592e-05,0.022
-1.588e-05,0.014
-1.584e-05,-0.006
-1.580e-05,-0.018
-1.576e-05,0.014
-1.572e-05,0.014
-1.568e-05,0.014
-1.564e-05,0.002
-1.560e-05,-0.01
-1.556e-05,-0.046
-1.552e-05,0.034
-1.548e-05,-0.014
-1.544e-05,0.006
-1.540e-05,-0.026
-1.536e-05,-0.01
-1.532e-05,0.002
-1.528e-05,0.014
-1.524e-05,0.002
-1.520e-05,-0.026
-1.516e-05,0.01
-1.512e-05,0.01
-1.508e-05,0.006
-1.504e-05,0.002
-1.500e-05,-0.01
-1.496e-05,-0.002
-1.492e-05,0.01
-1.488e-05,0.014
-1.484e-05,0.006
-1.480e-05,-0.01
-1.476e-05,-0.01
-1.472e-05,0.01
-1.468e-05,0.014
-1.464e-05,0.014
-1.460e-05,0.006
-1.456e-05,-0.006
-1.452e-05,0.022
-1.448e-05,0.014
-1.444e-05,0.006
-1.440e-05,-0.01
-1.436e-05,0.002
-1.432e-05,0.014
-1.428e-05,0.026
-1.424e-05,0.01
-1.420e-05,0.01
-1.416e-05,-0.014
-1.412e-05,0.002
-1.408e-05,0.006
-1.404e-05,-0.002
-1.400e-05,-0.006
-1.396e-05,-0.01
-1.392e-05,0.014
-1.388e-05,0.01
-1.384e-05,-0.01
-1.380e-05,-0.002
-1.376e-05,-0.002
-1.372e-05,0.002
-1.368e-05,0.046
-1.364e-05,0.006
-1.360e-05,-0.002
-1.356e-05,-0.006
-1.352e-05,0.006
-1.348e-05,0.042
-1.344e-05,0.002
-1.340e-05,-0.01
-1.336e-05,0.014
-1.332e-05,0.002
-1.328e-05,0.022
-1.324e-05,0.006
-1.320e-05,-0.002
-1.316e-05,-0.006
-1.312e-05,-0.006
-1.308e-05,-0.002
-1.304e-05,0.002
-1.300e-05,0.006
-1.296e-05,-0.01
-1.292e-05,-0.022
-1.288e-05,-0.002
-1.284e-05,0.014
-1.280e-05,-0.002
-1.276e-05,-0.01
-1.272e-05,-0.002
-1.268e-05,0.006
-1.264e-05,0.002
-1.260e-05,-0.006
-1.256e-05,0.01
-1.252e-05,-0.01
-1.248e-05,0.01
-1.244e-05,0.014
-1.240e-05,0.018
-1.236e-05,0.006
-1.232e-05,-0.006
-1.228e-05,0.014
-1.224e-05,0.018
-1.220e-05,0.026
-1.216e-05,-0.002
-1.212e-05,0.002
-1.208e-05,-0.002
-1.204e-05,0.022
-1.200e-05,0.006
-1.196e-05,0.002
-1.192e-05,-0.01
-1.188e-05,-0.002
-1.184e-05,0.006
-1.180e-05,-0.002
-1.176e-05,-0.006
-1.172e-05,-0.018
-1.168e-05,-0.01
-1.164e-05,0.002
-1.160e-05,0.01
-1.156e-05,-0.006
-1.152e-05,-0.01
-1.148e-05,-0.022
-1.144e-05,0.002
-1.140e-05,0.006
-1.136e-05,-0.006
-1.132e-05,0.002
-1.128e-05,-0.01
-1.124e-05,0.014
-1.120e-05,0.014
-1.116e-05,0.01
-1.112e-05,0.002
-1.108e-05,0.014
-1.104e-05,0.022
-1.100e-05,0.018
-1.096e-05,0.002
-1.092e-05,-0.002
-1.088e-05,-0.006
-1.084e-05,-0.002
-1.080e-05,0.018
-1.076e-05,0.006
-1.072e-05,-0.002
-1.068e-05,-0.018
-1.064e-05,-0.002
-1.060e-05,-0.002
-1.056e-05,-0.002
-1.052e-05,0.002
-1.048e-05,-0.022
-1.044e-05,-0.002
-1.040e-05,0.014
-1.036e-05,-0.002
-1.032e-05,-0.022
-1.028e-05,0.002
-1.024e-05,0.002
-1.020e-05,0.01
-1.016e-05,0.014
-1.012e-05,0.018
-1.008e-05,0.026
-1.004e-05,-0.002
-1.000e-05,0.014
-9.960e-06,0.01
-9.920e-06,0.006
-9.880e-06,0.006
-9.840e-06,-0.006
-9.800e-06,0.018
-9.760e-06,0.03
-9.720e-06,-0.002
-9.680e-06,-0.018
-9.640e-06,-0.006
-9.600e-06,0.002
-9.560e-06,0.026
-9.520e-06,0.002
-9.480e-06,0.002
-9.440e-06,-0.014
-9.400e-06,0.002
-9.360e-06,0.006
-9.320e-06,0.006
-9.280e-06,0.002
-9.240e-06,0.002
-9.200e-06,-0.002
-9.160e-06,0.01
-9.120e-06,-0.006
-9.080e-06,-0.018
-9.040e-06,-0.01
-9.000e-06,0.002
-8.960e-06,0.002
-8.920e-06,0.002
-8.880e-06,0.014
-8.840e-06,0.006
-8.800e-06,-0.01
-8.760e-06,0.014
-8.720e-06,0.002
-8.680e-06,0.002
-8.640e-06,-0.014
-8.600e-06,-0.002
-8.560e-06,0.022
-8.520e-06,0.01
-8.480e-06,-0.002
-8.440e-06,-0.014
-8.400e-06,-0.01
-8.360e-06,0.014
-8.320e-06,0.03
-8.280e-06,0.01
-8.240e-06,0.014
-8.200e-06,-0.01
-8.160e-06,0.006
-8.120e-06,0.022
-8.080e-06,0.006
-8.040e-06,-0.01
-8.000e-06,-0.014
-7.960e-06,-0.014
-7.920e-06,0.034
-7.880e-06,0.022
-7.840e-06,0.002
-7.800e-06,-0.018
-7.760e-06,0.002
-7.720e-06,0.022
-7.680e-06,0.01
-7.640e-06,-0.002
-7.600e-06,0.014
-7.560e-06,0.002
