Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,1e-06
Sample Interval,1e-08
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Label,
TIME,CH2
-2.220e-06,0
-2.210e-06,0
-2.200e-06,0.008
-2.190e-06,0.008
-2.180e-06,0
-2.170e-06,0.008
-2.160e-06,0.016
-2.150e-06,0.016
-2.140e-06,0.024
-2.130e-06,0.008
-2.120e-06,0.016
-2.110e-06,0
-2.100e-06,0
-2.090e-06,0
-2.080e-06,0.008
-2.070e-06,0.016
-2.060e-06,0.008
-2.050e-06,0.008
-2.040e-06,0.016
-2.030e-06,0
-2.020e-06,0.008
-2.010e-06,0.008
-2.000e-06,0.024
-1.990e-06,0.008
-1.980e-06,0
-1.970e-06,0.008
-1.960e-06,0
-1.950e-06,0
-1.940e-06,0.024
-1.930e-06,0.016
-1.920e-06,0.016
-1.910e-06,0.032
-1.900e-06,0.024
-1.890e-06,0.008
-1.880e-06,0.016
-1.870e-06,0.008
-1.860e-06,0
-1.850e-06,-0.008
-1.840e-06,0.016
-1.830e-06,0.016
-1.820e-06,0.008
-1.810e-06,-0.008
-1.800e-06,0.016
-1.790e-06,0.024
-1.780e-06,0.016
-1.770e-06,0.024
-1.760e-06,0.024
-1.750e-06,0.008
-1.740e-06,0.016
-1.730e-06,0.024
-1.720e-06,0.024
-1.710e-06,0.032
-1.700e-06,0.016
-1.690e-06,0.008
-1.680e-06,0.024
-1.670e-06,-0.008
-1.660e-06,0
-1.650e-06,-0.016
-1.640e-06,0.008
-1.630e-06,0.008
-1.620e-06,0.016
-1.610e-06,0.016
-1.600e-06,0.016
-1.590e-06,0.024
-1.580e-06,0.016
-1.570e-06,0.008
-1.560e-06,0.016
-1.550e-06,0.016
-1.540e-06,0.024
-1.530e-06,0.016
-1.520e-06,0.024
-1.510e-06,0.032
-1.500e-06,0.024
-1.490e-06,0.024
-1.480e-06,0.016
-1.470e-06,0
-1.460e-06,0.008
-1.450e-06,0.008
-1.440e-06,0.024
-1.430e-06,0.016
-1.420e-06,0.016
-1.410e-06,0.024
-1.400e-06,0.016
-1.390e-06,0.016
-1.380e-06,0.016
-1.370e-06,0.016
-1.360e-06,0.024
-1.350e-06,0.016
-1.340e-06,0.016
-1.330e-06,0.008
-1.320e-06,0.016
-1.310e-06,0.024
-1.300e-06,0.016
-1.290e-06,0.024
-1.280e-06,0.008
-1.270e-06,0.024
-1.260e-06,0.008
-1.250e-06,-0.008
-1.240e-06,0.008
-1.230e-06,0
-1.220e-06,-0.008
-1.210e-06,0.008
-1.200e-06,0.016
-1.190e-06,0
-1.180e-06,0.016
-1.170e-06,0.008
-1.160e-06,0
-1.150e-06,0.016
-1.140e-06,0.024
-1.130e-06,0.008
-1.120e-06,0.024
-1.110e-06,0.016
-1.100e-06,0.016
-1.090e-06,0.032
-1.080e-06,0.032
-1.070e-06,0.016
-1.060e-06,0.016
-1.050e-06,-0.008
-1.040e-06,-0.008
-1.030e-06,0
-1.020e-06,-0.008
-1.010e-06,-0.008
-1.000e-06,0.008
-9.900e-07,0.008
-9.800e-07,0.008
-9.700e-07,0
-9.600e-07,0.008
-9.500e-07,0.016
-9.400e-07,0.024
-9.300e-07,0.008
-9.200e-07,0.016
-9.100e-07,0.032
-9.000e-07,0.024
-8.900e-07,0.016
-8.800e-07,0.024
-8.700e-07,0.008
-8.600e-07,0.016
-8.500e-07,0.008
-8.400e-07,0
-8.300e-07,0.008
-8.200e-07,-0.008
-8.100e-07,-0.008
-8.000e-07,0.008
-7.900e-07,0.008
-7.800e-07,0.008
-7.700e-07,0.008
-7.600e-07,0.016
-7.500e-07,0.04
-7.400e-07,0.016
-7.300e-07,0.008
-7.200e-07,0.016
-7.100e-07,0.016
-7.000e-07,0.032
-6.900e-07,0.024
-6.800e-07,0.024
-6.700e-07,0.016
-6.600e-07,0.024
-6.500e-07,0.032
-6.400e-07,0.008
-6.300e-07,0.008
-6.200e-07,0
-6.100e-07,0.016
-6.000e-07,0
-5.900e-07,0.008
-5.800e-07,0.008
-5.700e-07,0.008
-5.600e-07,0.016
-5.500e-07,0.016
-5.400e-07,0
-5.300e-07,0.016
-5.200e-07,0.008
-5.100e-07,0.024
-5.000e-07,0.008
-4.900e-07,0.032
-4.800e-07,0.032
-4.700e-07,0.04
-4.600e-07,0.016
-4.500e-07,0.016
-4.400e-07,0.024
-4.300e-07,0.008
-4.200e-07,0.024
-4.100e-07,0.016
-4.000e-07,0
-3.900e-07,0.008
-3.800e-07,0.008
-3.700e-07,0
-3.600e-07,0.008
-3.500e-07,0.016
-3.400e-07,0.024
-3.300e-07,0.016
-3.200e-07,0.024
-3.100e-07,0.016
-3.000e-07,0.024
-2.900e-07,0.016
-2.800e-07,0.024
-2.700e-07,0.032
-2.600e-07,0.048
-2.500e-07,0.064
-2.400e-07,0.056
-2.300e-07,0.08
-2.200e-07,0.08
-2.100e-07,0.088
-2.000e-07,0.096
-1.900e-07,0.104
-1.800e-07,0.112
-1.700e-07,0.128
-1.600e-07,0.136
-1.500e-07,0.152
-1.400e-07,0.168
-1.300e-07,0.184
-1.200e-07,0.184
-1.100e-07,0.184
-1.000e-07,0.208
-9.000e-08,0.208
-8.000e-08,0.232
-7.000e-08,0.232
-6.000e-08,0.256
-5.000e-08,0.256
-4.000e-08,0.272
-3.000e-08,0.28
-2.000e-08,0.28
-1.000e-08,0.272
-1.117e-20,0.272
1.000e-08,0.272
2.000e-08,0.272
3.000e-08,0.288
4.000e-08,0.264
5.000e-08,0.288
6.000e-08,0.288
7.000e-08,0.304
8.000e-08,0.288
9.000e-08,0.296
1.000e-07,0.28
1.100e-07,0.28
1.200e-07,0.296
1.300e-07,0.296
1.400e-07,0.32
1.500e-07,0.304
1.600e-07,0.32
1.700e-07,0.288
1.800e-07,0.288
1.900e-07,0.288
2.000e-07,0.288
2.100e-07,0.28
2.200e-07,0.28
2.300e-07,0.272
2.400e-07,0.288
2.500e-07,0.288
2.600e-07,0.296
2.700e-07,0.288
2.800e-07,0.288
2.900e-07,0.288
3.000e-07,0.296
3.100e-07,0.304
3.200e-07,0.312
3.300e-07,0.304
3.400e-07,0.312
3.500e-07,0.296
3.600e-07,0.296
3.700e-07,0.288
3.800e-07,0.288
3.900e-07,0.28
4.000e-07,0.28
4.100e-07,0.28
4.200e-07,0.28
4.300e-07,0.288
4.400e-07,0.28
4.500e-07,0.296
4.600e-07,0.304
