Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.0001
Sample Interval,1e-06
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH2
-4.980e-04,-0.006
-4.970e-04,0.002
-4.960e-04,-0.01
-4.950e-04,0.006
-4.940e-04,-0.006
-4.930e-04,-0.018
-4.920e-04,-0.014
-4.910e-04,0.002
-4.900e-04,-0.006
-4.890e-04,-0.022
-4.880e-04,-0.01
-4.870e-04,-0.01
-4.860e-04,-0.014
-4.850e-04,0.014
-4.840e-04,0.018
-4.830e-04,-0.006
-4.820e-04,-0.01
-4.810e-04,-0.01
-4.800e-04,-0.03
-4.790e-04,-0.03
-4.780e-04,0.006
-4.770e-04,0.01
-4.760e-04,-0.006
-4.750e-04,0.002
-4.740e-04,0.006
-4.730e-04,-0.01
-4.720e-04,-0.006
-4.710e-04,0.006
-4.700e-04,-0.018
-4.690e-04,-0.018
-4.680e-04,-0.006
-4.670e-04,-0.018
-4.660e-04,-0.01
-4.650e-04,0.006
-4.640e-04,0.01
-4.630e-04,-0.002
-4.620e-04,-0.018
-4.610e-04,-0.006
-4.600e-04,-0.022
-4.590e-04,-0.006
-4.580e-04,0.002
-4.570e-04,0.018
-4.560e-04,-0.01
-4.550e-04,-0.014
-4.540e-04,0.018
-4.530e-04,-0.006
-4.520e-04,-0.01
-4.510e-04,-0.018
-4.500e-04,0.002
-4.490e-04,-0.014
-4.480e-04,-0.01
-4.470e-04,0.002
-4.460e-04,-0.014
-4.450e-04,-0.002
-4.440e-04,-0.002
-4.430e-04,-0.01
-4.420e-04,-0.01
-4.410e-04,0.014
-4.400e-04,-0.002
-4.390e-04,-0.034
-4.380e-04,-0.014
-4.370e-04,-0.006
-4.360e-04,-0.002
-4.350e-04,0.01
-4.340e-04,0.006
-4.330e-04,-0.01
-4.320e-04,-0.018
-4.310e-04,-0.006
-4.300e-04,-0.01
-4.290e-04,-0.01
-4.280e-04,0.014
-4.270e-04,-0.002
-4.260e-04,-0.022
-4.250e-04,-0.002
-4.240e-04,0.01
-4.230e-04,-0.014
-4.220e-04,0.006
-4.210e-04,0.014
-4.200e-04,0.002
-4.190e-04,-0.01
-4.180e-04,-0.002
-4.170e-04,-0.01
-4.160e-04,-0.006
-4.150e-04,0.014
-4.140e-04,0.01
-4.130e-04,-0.01
-4.120e-04,-0.018
-4.110e-04,-0.022
-4.100e-04,-0.026
-4.090e-04,-0.006
-4.080e-04,0.01
-4.070e-04,0.006
-4.060e-04,0.002
-4.050e-04,0.002
-4.040e-04,-0.01
-4.030e-04,-0.014
-4.020e-04,-0.006
-4.010e-04,0.01
-4.000e-04,-0.002
-3.990e-04,-0.006
-3.980e-04,-0.006
-3.970e-04,-0.01
-3.960e-04,-0.014
-3.950e-04,-0.006
-3.940e-04,0.006
-3.930e-04,0.002
-3.920e-04,0.002
-3.910e-04,-0.002
-3.900e-04,-0.014
-3.890e-04,-0.018
-3.880e-04,-0.002
-3.870e-04,-0.002
-3.860e-04,-0.006
-3.850e-04,0.01
-3.840e-04,0.01
-3.830e-04,-0.014
-3.820e-04,-0.014
-3.810e-04,-0.022
-3.800e-04,-0.014
-3.790e-04,-0.006
-3.780e-04,0.006
-3.770e-04,0.018
-3.760e-04,-0.002
-3.750e-04,0.002
-3.740e-04,-0.022
-3.730e-04,-0.01
-3.720e-04,-0.006
-3.710e-04,-0.014
-3.700e-04,-0.006
-3.690e-04,0.006
-3.680e-04,-0.006
-3.670e-04,-0.034
-3.660e-04,-0.018
-3.650e-04,0.006
-3.640e-04,0.01
-3.630e-04,-0.002
-3.620e-04,0.006
-3.610e-04,-0.03
-3.600e-04,-0.022
-3.590e-04,-0.022
-3.580e-04,-0.006
-3.570e-04,0.006
-3.560e-04,-0.006
-3.550e-04,0.006
-3.540e-04,-0.01
-3.530e-04,-0.006
-3.520e-04,-0.01
-3.510e-04,0.006
-3.500e-04,-0.006
-3.490e-04,-0.01
-3.480e-04,-0.01
-3.470e-04,-0.03
-3.460e-04,-0.006
-3.450e-04,0.002
-3.440e-04,-0.006
-3.430e-04,0.002
-3.420e-04,0.01
-3.410e-04,-0.026
-3.400e-04,-0.022
-3.390e-04,-0.002
-3.380e-04,-0.002
-3.370e-04,-0.014
-3.360e-04,0.002
-3.350e-04,0.002
-3.340e-04,-0.014
-3.330e-04,0.006
-3.320e-04,0.01
-3.310e-04,-0.026
-3.300e-04,-0.018
-3.290e-04,0.018
-3.280e-04,-0.03
-3.270e-04,-0.018
-3.260e-04,0.018
-3.250e-04,0.014
-3.240e-04,0.006
-3.230e-04,-0.006
-3.220e-04,-0.014
-3.210e-04,-0.026
-3.200e-04,-0.006
-3.190e-04,-0.006
-3.180e-04,0.002
-3.170e-04,0.002
-3.160e-04,0.002
-3.150e-04,-0.022
-3.140e-04,-0.01
-3.130e-04,-0.002
-3.120e-04,-0.002
-3.110e-04,-0.01
-3.100e-04,0.002
-3.090e-04,-0.006
-3.080e-04,-0.006
-3.070e-04,-0.022
-3.060e-04,0.002
-3.050e-04,0.006
-3.040e-04,-0.006
-3.030e-04,-0.018
-3.020e-04,0.002
-3.010e-04,0.002
-3.000e-04,-0.006
-2.990e-04,0.006
-2.980e-04,0.002
-2.970e-04,-0.014
-2.960e-04,-0.014
-2.950e-04,-0.006
-2.940e-04,0.006
-2.930e-04,0.01
-2.920e-04,0.01
-2.910e-04,-0.014
-2.900e-04,-0.014
-2.890e-04,-0.002
-2.880e-04,-0.014
-2.870e-04,-0.01
-2.860e-04,0.006
-2.850e-04,-0.01
-2.840e-04,-0.018
-2.830e-04,0.002
-2.820e-04,-0.006
-2.810e-04,-0.01
-2.800e-04,-0.002
-2.790e-04,-0.002
-2.780e-04,-0.026
-2.770e-04,-0.006
-2.760e-04,0.006
-2.750e-04,0.006
-2.740e-04,0.01
-2.730e-04,0.002
-2.720e-04,-0.01
-2.710e-04,-0.03
-2.700e-04,-0.014
-2.690e-04,-0.018
-2.680e-04,-0.002
-2.670e-04,-0.002
-2.660e-04,0.002
-2.650e-04,-0.01
-2.640e-04,-0.002
-2.630e-04,-0.002
-2.620e-04,-0.006
-2.610e-04,-0.006
-2.600e-04,-0.006
-2.590e-04,-0.022
-2.580e-04,-0.03
-2.570e-04,0.006
-2.560e-04,0.01
-2.550e-04,-0.014
-2.540e-04,-0.002
-2.530e-04,-0.006
-2.520e-04,-0.006
-2.510e-04,-0.006
