Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,2e-05
Sample Interval,2e-07
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH2
-9.760e-05,-0.014
-9.740e-05,0.006
-9.720e-05,0.01
-9.700e-05,0.014
-9.680e-05,-0.002
-9.660e-05,-0.01
-9.640e-05,-0.014
-9.620e-05,-0.002
-9.600e-05,0.002
-9.580e-05,-0.002
-9.560e-05,-0.01
-9.540e-05,-0.01
-9.520e-05,-0.006
-9.500e-05,0.002
-9.480e-05,0.002
-9.460e-05,0.002
-9.440e-05,0.006
-9.420e-05,0.006
-9.400e-05,0.006
-9.380e-05,0.038
-9.360e-05,0.026
-9.340e-05,0.01
-9.320e-05,0.01
-9.300e-05,0.002
-9.280e-05,-0.01
-9.260e-05,-0.01
-9.240e-05,-0.014
-9.220e-05,0.03
-9.200e-05,0.03
-9.180e-05,0.01
-9.160e-05,0.01
-9.140e-05,-0.002
-9.120e-05,-0.002
-9.100e-05,0.01
-9.080e-05,0.034
-9.060e-05,0.03
-9.040e-05,0.03
-9.020e-05,0.026
-9.000e-05,0.01
-8.980e-05,0.006
-8.960e-05,0.006
-8.940e-05,0.002
-8.920e-05,-0.006
-8.900e-05,0.014
-8.880e-05,0.006
-8.860e-05,-0.006
-8.840e-05,0.002
-8.820e-05,-0.002
-8.800e-05,0.006
-8.780e-05,0.026
-8.760e-05,0.002
-8.740e-05,-0.01
-8.720e-05,-0.014
-8.700e-05,-0.002
-8.680e-05,0.018
-8.660e-05,0.002
-8.640e-05,0.006
-8.620e-05,-0.014
-8.600e-05,-0.014
-8.580e-05,-0.018
-8.560e-05,0.002
-8.540e-05,0.002
-8.520e-05,0.01
-8.500e-05,0.002
-8.480e-05,0.002
-8.460e-05,-0.006
-8.440e-05,-0.006
-8.420e-05,-0.022
-8.400e-05,-0.014
-8.380e-05,0.002
-8.360e-05,-0.006
-8.340e-05,-0.002
-8.320e-05,-0.014
-8.300e-05,-0.014
-8.280e-05,-0.038
-8.260e-05,-0.006
-8.240e-05,0.014
-8.220e-05,-0.006
-8.200e-05,0.002
-8.180e-05,-0.002
-8.160e-05,0.002
-8.140e-05,-0.002
-8.120e-05,-0.006
-8.100e-05,-0.002
-8.080e-05,-0.006
-8.060e-05,0.006
-8.040e-05,0.006
-8.020e-05,0.018
-8.000e-05,-0.002
-7.980e-05,-0.01
-7.960e-05,0.002
-7.940e-05,-0.006
-7.920e-05,-0.002
-7.900e-05,0.002
-7.880e-05,-0.01
-7.860e-05,0.006
-7.840e-05,0.006
-7.820e-05,0.03
-7.800e-05,0.006
-7.780e-05,0.002
-7.760e-05,0.01
-7.740e-05,0.002
-7.720e-05,0.014
-7.700e-05,0.018
-7.680e-05,0.026
-7.660e-05,0.002
-7.640e-05,-0.002
-7.620e-05,0.014
-7.600e-05,0.014
-7.580e-05,0.014
-7.560e-05,0.014
-7.540e-05,0.018
-7.520e-05,0.022
-7.500e-05,0.014
-7.480e-05,0.014
-7.460e-05,-0.006
-7.440e-05,0.006
-7.420e-05,0.01
-7.400e-05,0.006
-7.380e-05,0.018
-7.360e-05,0.01
-7.340e-05,-0.014
-7.320e-05,-0.01
-7.300e-05,0.006
-7.280e-05,0.014
-7.260e-05,0.014
-7.240e-05,0.006
-7.220e-05,-0.01
-7.200e-05,-0.01
-7.180e-05,0.002
-7.160e-05,-0.006
-7.140e-05,0.002
-7.120e-05,-0.022
-7.100e-05,-0.006
-7.080e-05,-0.006
-7.060e-05,-0.014
-7.040e-05,-0.006
-7.020e-05,0.006
-7.000e-05,0.01
-6.980e-05,0.002
-6.960e-05,0.002
-6.940e-05,-0.018
-6.920e-05,-0.026
-6.900e-05,-0.014
-6.880e-05,0.006
-6.860e-05,0.01
-6.840e-05,0.006
-6.820e-05,-0.002
-6.800e-05,-0.006
-6.780e-05,-0.014
-6.760e-05,-0.006
-6.740e-05,-0.006
-6.720e-05,-0.006
-6.700e-05,-0.01
-6.680e-05,0.002
-6.660e-05,0.006
-6.640e-05,0.002
-6.620e-05,0.018
-6.600e-05,0.006
-6.580e-05,0.014
-6.560e-05,0.026
-6.540e-05,0.014
-6.520e-05,0.006
-6.500e-05,0.002
-6.480e-05,0.006
-6.460e-05,0.018
-6.440e-05,0.002
-6.420e-05,0.01
-6.400e-05,0.014
-6.380e-05,0.014
-6.360e-05,0.006
-6.340e-05,0.002
-6.320e-05,0.022
-6.300e-05,0.002
-6.280e-05,0.002
-6.260e-05,0.026
-6.240e-05,0.014
-6.220e-05,0.006
-6.200e-05,0.002
-6.180e-05,0.018
-6.160e-05,0.006
-6.140e-05,0.018
-6.120e-05,-0.006
-6.100e-05,-0.006
-6.080e-05,-0.01
-6.060e-05,0.006
-6.040e-05,0.006
-6.020e-05,0.018
-6.000e-05,0.002
-5.980e-05,-0.006
-5.960e-05,-0.01
-5.940e-05,-0.002
-5.920e-05,-0.002
-5.900e-05,0.002
-5.880e-05,-0.002
-5.860e-05,0.006
-5.840e-05,-0.006
-5.820e-05,0.018
-5.800e-05,-0.018
-5.780e-05,-0.006
-5.760e-05,-0.018
-5.740e-05,-0.006
-5.720e-05,0.01
-5.700e-05,-0.022
-5.680e-05,-0.01
-5.660e-05,0.006
-5.640e-05,-0.006
-5.620e-05,0.018
-5.600e-05,0.01
-5.580e-05,0.022
-5.560e-05,0.018
-5.540e-05,0.018
-5.520e-05,0.018
-5.500e-05,0.034
-5.480e-05,0.022
-5.460e-05,0.018
-5.440e-05,0.03
-5.420e-05,0.018
-5.400e-05,0.046
-5.380e-05,0.034
-5.360e-05,0.03
-5.340e-05,0.03
-5.320e-05,0.026
-5.300e-05,0.03
-5.280e-05,0.042
-5.260e-05,0.046
-5.240e-05,0.05
-5.220e-05,0.046
-5.200e-05,0.042
-5.180e-05,0.038
-5.160e-05,0.042
-5.140e-05,0.042
-5.120e-05,0.042
-5.100e-05,0.034
-5.080e-05,0.038
-5.060e-05,0.042
-5.040e-05,0.054
-5.020e-05,0.038
-5.000e-05,0.042
-4.980e-05,0.05
-4.960e-05,0.042
-4.940e-05,0.058
-4.920e-05,0.042
-4.900e-05,0.042
-4.880e-05,0.058
-4.860e-05,0.046
-4.840e-05,0.038
-4.820e-05,0.034
-4.800e-05,0.058
-4.780e-05,0.042
-4.760e-05,0.034
-4.740e-05,0.046
-4.720e-05,0.046
-4.700e-05,0.042
-4.680e-05,0.046
