Model,DPO3034
Firmware Version,2.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,4e-05
Sample Interval,4e-07
Record Length,1000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH2
-1.976e-04,0.002
-1.972e-04,0.014
-1.968e-04,0.014
-1.964e-04,0.014
-1.960e-04,0.014
-1.956e-04,0.01
-1.952e-04,0.002
-1.948e-04,-0.006
-1.944e-04,0.002
-1.940e-04,0.01
-1.936e-04,-0.006
-1.932e-04,0.018
-1.928e-04,0.014
-1.924e-04,0.01
-1.920e-04,0.01
-1.916e-04,0.01
-1.912e-04,0.014
-1.908e-04,0.018
-1.904e-04,0.022
-1.900e-04,0.026
-1.896e-04,0.014
-1.892e-04,0.014
-1.888e-04,0.018
-1.884e-04,0.006
-1.880e-04,0.01
-1.876e-04,0.022
-1.872e-04,0.006
-1.868e-04,0.002
-1.864e-04,0.002
-1.860e-04,0.006
-1.856e-04,-0.014
-1.852e-04,0.006
-1.848e-04,0.006
-1.844e-04,0.002
-1.840e-04,0.002
-1.836e-04,0.006
-1.832e-04,0.01
-1.828e-04,0.01
-1.824e-04,0.006
-1.820e-04,0.006
-1.816e-04,0.002
-1.812e-04,0.018
-1.808e-04,0.034
-1.804e-04,0.014
-1.800e-04,0.026
-1.796e-04,0.01
-1.792e-04,0.01
-1.788e-04,0.022
-1.784e-04,0.002
-1.780e-04,0.018
-1.776e-04,0.022
-1.772e-04,0.018
-1.768e-04,0.006
-1.764e-04,-0.002
-1.760e-04,0.002
-1.756e-04,0.002
-1.752e-04,0.002
-1.748e-04,0.006
-1.744e-04,-0.006
-1.740e-04,-0.006
-1.736e-04,0.002
-1.732e-04,0.002
-1.728e-04,-0.006
-1.724e-04,0.014
-1.720e-04,0.014
-1.716e-04,0.01
-1.712e-04,0.006
-1.708e-04,0.022
-1.704e-04,0.018
-1.700e-04,0.018
-1.696e-04,0.022
-1.692e-04,0.014
-1.688e-04,0.01
-1.684e-04,0.018
-1.680e-04,0.022
-1.676e-04,0.018
-1.672e-04,0.018
-1.668e-04,0.018
-1.664e-04,0.01
-1.660e-04,0.002
-1.656e-04,0.006
-1.652e-04,0.01
-1.648e-04,0.01
-1.644e-04,0.006
-1.640e-04,-0.01
-1.636e-04,-0.002
-1.632e-04,-0.006
-1.628e-04,-0.002
-1.624e-04,0.014
-1.620e-04,0.006
-1.616e-04,0.014
-1.612e-04,0.002
-1.608e-04,0.002
-1.604e-04,0.002
-1.600e-04,0.01
-1.596e-04,0.026
-1.592e-04,0.026
-1.588e-04,0.018
-1.584e-04,0.01
-1.580e-04,0.022
-1.576e-04,0.022
-1.572e-04,0.018
-1.568e-04,0.022
-1.564e-04,0.018
-1.560e-04,0.006
-1.556e-04,0.014
-1.552e-04,0.006
-1.548e-04,0.014
-1.544e-04,0.01
-1.540e-04,0.01
-1.536e-04,0.01
-1.532e-04,0.002
-1.528e-04,-0.01
-1.524e-04,0.01
-1.520e-04,0.006
-1.516e-04,0.01
-1.512e-04,0.01
-1.508e-04,0.002
-1.504e-04,0.006
-1.500e-04,0.006
-1.496e-04,0.006
-1.492e-04,0.034
-1.488e-04,0.014
-1.484e-04,0.022
-1.480e-04,0.014
-1.476e-04,0.002
-1.472e-04,0.01
-1.468e-04,0.014
-1.464e-04,0.022
-1.460e-04,0.026
-1.456e-04,0.03
-1.452e-04,0.022
-1.448e-04,0.022
-1.444e-04,0.018
-1.440e-04,0.026
-1.436e-04,0.026
-1.432e-04,0.022
-1.428e-04,0.014
-1.424e-04,0.014
-1.420e-04,0.014
-1.416e-04,0.014
-1.412e-04,0.01
-1.408e-04,0.01
-1.404e-04,0.014
-1.400e-04,0.006
-1.396e-04,0.002
-1.392e-04,0.014
-1.388e-04,0.014
-1.384e-04,0.006
-1.380e-04,-0.002
-1.376e-04,-0.01
-1.372e-04,-0.002
-1.368e-04,0.006
-1.364e-04,0.01
-1.360e-04,0.018
-1.356e-04,0.006
-1.352e-04,0.006
-1.348e-04,0.002
-1.344e-04,0.002
-1.340e-04,0.002
-1.336e-04,0.014
-1.332e-04,0.014
-1.328e-04,0.026
-1.324e-04,0.01
-1.320e-04,0.026
-1.316e-04,0.014
-1.312e-04,0.018
-1.308e-04,0.014
-1.304e-04,0.026
-1.300e-04,0.034
-1.296e-04,0.022
-1.292e-04,0.014
-1.288e-04,0.034
-1.284e-04,0.014
-1.280e-04,0.026
-1.276e-04,0.018
-1.272e-04,0.034
-1.268e-04,0.026
-1.264e-04,0.014
-1.260e-04,0.026
-1.256e-04,0.014
-1.252e-04,0.002
-1.248e-04,0.01
-1.244e-04,-0.002
-1.240e-04,-0.006
-1.236e-04,0.014
-1.232e-04,0.01
-1.228e-04,0.006
-1.224e-04,0.014
-1.220e-04,0.01
-1.216e-04,-0.006
-1.212e-04,0.002
-1.208e-04,0.002
-1.204e-04,0.01
-1.200e-04,0.006
-1.196e-04,0.014
-1.192e-04,0.002
-1.188e-04,0.006
-1.184e-04,0.002
-1.180e-04,0.01
-1.176e-04,0.014
-1.172e-04,0.014
-1.168e-04,0.03
-1.164e-04,0.018
-1.160e-04,0.018
-1.156e-04,0.014
-1.152e-04,0.002
-1.148e-04,0.022
-1.144e-04,0.018
-1.140e-04,0.022
-1.136e-04,0.03
-1.132e-04,0.026
-1.128e-04,0.034
-1.124e-04,0.026
-1.120e-04,0.018
-1.116e-04,0.022
-1.112e-04,0.014
-1.108e-04,0.026
-1.104e-04,0.022
-1.100e-04,0.018
-1.096e-04,0.03
-1.092e-04,0.022
-1.088e-04,0.018
-1.084e-04,0.014
-1.080e-04,0.002
-1.076e-04,0.018
-1.072e-04,0.026
-1.068e-04,0.006
-1.064e-04,0.006
-1.060e-04,0.01
-1.056e-04,0.002
-1.052e-04,0.006
-1.048e-04,0.014
-1.044e-04,0.014
-1.040e-04,0.006
-1.036e-04,0.01
-1.032e-04,0.006
-1.028e-04,0.002
-1.024e-04,-0.006
-1.020e-04,0.01
-1.016e-04,0.01
-1.012e-04,-0.006
-1.008e-04,0.014
-1.004e-04,0.014
-1.000e-04,0.002
-9.960e-05,0.014
-9.920e-05,0.014
-9.880e-05,0.018
-9.840e-05,0.022
-9.800e-05,0.01
-9.760e-05,0.018
-9.720e-05,0.018
-9.680e-05,0.006
-9.640e-05,0.018
-9.600e-05,0.026
-9.560e-05,0.014
-9.520e-05,0.022
-9.480e-05,0.038
-9.440e-05,0.026
-9.400e-05,0.018
