Tiempo (s),Setpoint (K),Temperatura (K),dT/dt (K/min),Potencia_LS (%),Z_40Hz (Ohm),Fase_40Hz,Z_50kHz (Ohm),Fase_50kHz,V_Arduino (V),Vac (mV),Vdc (mV),P,I,D
29.754702E+0,104.422524E+0,105.170000E+0,-49.024727E-3,0.000000E+0,559.619600E-3,-19.394680E+0,23.292440E+0,-112.000000E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
74.636269E+0,104.422524E+0,104.080000E+0,-24.506491E-3,22.000000E+0,567.977000E-3,-21.460440E+0,23.513700E+0,-112.256800E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
119.208818E+0,103.674498E+0,103.920000E+0,2.793432E+0,2.000000E+0,598.711400E-3,-19.095280E+0,23.141840E+0,-111.939000E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
163.699363E+0,102.931622E+0,104.760000E+0,5.604276E+0,0.000000E+0,633.425200E-3,-17.758000E+0,23.488100E+0,-112.156200E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
209.706995E+0,102.190113E+0,104.040000E+0,5.324803E+0,3.000000E+0,664.865800E-3,-14.478680E+0,24.161880E+0,-112.701200E+0,1.481500E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
254.235541E+0,101.423319E+0,103.010000E+0,2.684072E+0,12.000000E+0,690.184600E-3,-15.870940E+0,24.854400E+0,-113.321800E+0,1.539750E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
298.771089E+0,100.681177E+0,101.980000E+0,-100.252277E-3,19.000000E+0,668.473800E-3,-17.139168E+0,25.595220E+0,-113.822800E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
343.338638E+0,100.000000E+0,101.140000E+0,-207.365181E-3,13.000000E+0,682.567200E-3,-16.538060E+0,26.346440E+0,-114.267800E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
387.855184E+0,100.000000E+0,100.560000E+0,-822.654129E-3,13.000000E+0,715.238000E-3,-17.941380E+0,26.932280E+0,-114.628800E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
432.390731E+0,100.000000E+0,99.920000E+0,-1.268912E+0,14.000000E+0,729.093400E-3,-17.843400E+0,27.499520E+0,-114.940600E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
476.941279E+0,100.000000E+0,99.440000E+0,-1.201127E+0,19.000000E+0,734.108400E-3,-16.301800E+0,27.663660E+0,-115.035000E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
521.434824E+0,100.000000E+0,99.420000E+0,-1.012535E+0,16.000000E+0,737.575200E-3,-19.479920E+0,27.460240E+0,-114.926400E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
565.979372E+0,100.000000E+0,99.740000E+0,-844.238977E-3,14.000000E+0,721.311400E-3,-21.313020E+0,27.370300E+0,-114.880800E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
610.469917E+0,100.000000E+0,99.970000E+0,-637.742997E-3,14.000000E+0,651.579600E-3,-23.360680E+0,27.331320E+0,-114.862000E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
655.489492E+0,100.000000E+0,100.020000E+0,-296.359181E-3,14.000000E+0,637.583200E-3,-20.948940E+0,27.231840E+0,-114.773000E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
699.986037E+0,100.000000E+0,100.110000E+0,78.629768E-3,14.000000E+0,625.314000E-3,-20.437500E+0,27.307000E+0,-114.813600E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
2.727072E+3,101.653218E+0,100.170000E+0,253.496438E-3,16.000000E+0,664.818600E-3,-20.710100E+0,27.780360E+0,-115.119400E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
2.771556E+3,101.653218E+0,100.170000E+0,217.388832E-3,0.000000E+0,710.686200E-3,-20.210820E+0,26.867180E+0,-114.585400E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
2.816111E+3,103.136003E+0,102.200000E+0,89.047677E-3,0.000000E+0,621.997200E-3,-17.954240E+0,25.228860E+0,-113.459400E+0,2.297000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
2.860631E+3,104.621188E+0,103.860000E+0,24.567213E-3,18.000000E+0,605.387600E-3,-16.454680E+0,25.152300E+0,-113.472800E+0,1.365000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
2.905162E+3,106.105173E+0,102.920000E+0,449.267421E-3,2.000000E+0,619.338400E-3,-16.366380E+0,24.559400E+0,-112.764000E+0,2.413500E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
2.949632E+3,107.589558E+0,104.430000E+0,1.282576E+0,1.000000E+0,618.870600E-3,-20.399100E+0,22.924280E+0,-111.659400E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
2.994166E+3,109.071876E+0,106.420000E+0,1.446199E+0,9.000000E+0,650.917200E-3,-25.112000E+0,22.493420E+0,-111.780600E+0,1.539750E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
3.038666E+3,110.556361E+0,107.580000E+0,1.118308E+0,2.000000E+0,668.441800E-3,-15.421296E+0,21.115720E+0,-110.324800E+0,1.947500E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
3.083229E+3,112.039679E+0,109.610000E+0,1.076274E+0,12.000000E+0,674.886800E-3,-14.546480E+0,20.341460E+0,-109.396800E+0,2.005750E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
3.127738E+3,113.525131E+0,110.840000E+0,1.622163E+0,3.000000E+0,657.259000E-3,-20.021520E+0,19.349660E+0,-108.269800E+0,2.180500E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
3.172263E+3,115.008749E+0,112.680000E+0,2.210421E+0,14.000000E+0,675.985000E-3,-18.500700E+0,18.516300E+0,-107.316000E+0,2.238750E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
3.216806E+3,116.492934E+0,114.000000E+0,2.155932E+0,8.000000E+0,640.264600E-3,-17.666980E+0,17.887740E+0,-106.438600E+0,2.355250E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
3.261346E+3,117.977685E+0,115.590000E+0,2.137961E+0,12.000000E+0,618.042400E-3,-12.377700E+0,16.804540E+0,-105.468400E+0,2.650000E+0,50.000000E+0,0.000000E+0,40.000000E+0,4.000000E+0,1.000000E+0
