Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,21.679550E+3,21.679550E+3,-132.668000E+0,132.668000E+0,200.000000E+0
25.000000E+0,43.333000E+3,11.100000E+0,-120.582000E+0,14.193000E+0,200.000000E+0
30.000000E+0,43.241250E+3,71.650000E+0,-255.661000E+0,130.001000E+0,200.000000E+0
40.000000E+0,43.723800E+3,429.300000E+0,-637.840820E+0,639.409180E+0,200.000000E+0
50.000000E+0,43.190700E+3,785.300000E+0,341.127000E+0,204.293000E+0,200.000000E+0
60.000000E+0,43.456400E+3,433.700000E+0,-503.853500E+0,210.517500E+0,200.000000E+0
75.000000E+0,43.605450E+3,43.550000E+0,-260.480500E+0,99.503500E+0,200.000000E+0
100.000000E+0,43.292750E+3,646.750000E+0,-860.290000E+0,170.800000E+0,200.000000E+0
120.000000E+0,43.561650E+3,102.050000E+0,-718.219000E+0,6.795000E+0,200.000000E+0
150.000000E+0,43.505450E+3,24.350000E+0,-1.005274E+3,44.715500E+0,200.000000E+0
200.000000E+0,43.476300E+3,5.700000E+0,-1.185575E+3,46.145000E+0,200.000000E+0
250.000000E+0,43.686700E+3,132.100000E+0,-1.447300E+3,80.100000E+0,200.000000E+0
300.000000E+0,43.300700E+3,39.900000E+0,-1.609050E+3,14.330000E+0,200.000000E+0
400.000000E+0,43.334150E+3,156.850000E+0,-2.358200E+3,55.850000E+0,200.000000E+0
500.000000E+0,43.413050E+3,49.750000E+0,-2.896980E+3,114.530000E+0,200.000000E+0
600.000000E+0,43.313250E+3,4.950000E+0,-3.399980E+3,2.450000E+0,200.000000E+0
750.000000E+0,43.114750E+3,22.150000E+0,-4.206605E+3,19.235000E+0,200.000000E+0
1.000000E+3,42.686250E+3,80.450000E+0,-5.556520E+3,80.660000E+0,200.000000E+0
1.200000E+3,42.392650E+3,200.550000E+0,-6.486870E+3,58.770000E+0,200.000000E+0
1.500000E+3,42.111550E+3,14.450000E+0,-8.302110E+3,76.920000E+0,200.000000E+0
2.000000E+3,40.656200E+3,187.400000E+0,-10.395600E+3,55.100000E+0,200.000000E+0
2.500000E+3,39.465650E+3,74.250000E+0,-12.629900E+3,300.800000E+0,200.000000E+0
3.000000E+3,38.008350E+3,410.950000E+0,-14.091500E+3,161.800000E+0,200.000000E+0
4.000000E+3,34.324900E+3,50.600000E+0,-17.453450E+3,15.950000E+0,200.000000E+0
5.000000E+3,30.767300E+3,85.600000E+0,-19.447850E+3,17.750000E+0,200.000000E+0
6.000000E+3,27.517750E+3,168.250000E+0,-20.705450E+3,158.750000E+0,200.000000E+0
7.500000E+3,22.816700E+3,109.800000E+0,-21.437650E+3,128.350000E+0,200.000000E+0
10.000000E+3,16.768800E+3,27.200000E+0,-20.998750E+3,72.250000E+0,200.000000E+0
12.000000E+3,13.336900E+3,3.400000E+0,-19.711000E+3,79.700000E+0,200.000000E+0
15.000000E+3,9.646350E+3,259.999994E-3,-17.798900E+3,21.300000E+0,200.000000E+0
20.000000E+3,6.125075E+3,66.125000E+0,-14.853850E+3,3.050000E+0,200.000000E+0
25.000000E+3,4.101315E+3,1.305000E+0,-12.466300E+3,14.400000E+0,200.000000E+0
30.000000E+3,2.961045E+3,34.525000E+0,-10.696550E+3,11.650000E+0,200.000000E+0
40.000000E+3,1.759680E+3,7.830000E+0,-8.306970E+3,8.580000E+0,200.000000E+0
50.000000E+3,1.153060E+3,17.400000E+0,-6.749885E+3,13.455000E+0,200.000000E+0
60.000000E+3,811.075000E+0,3.852000E+0,-5.683255E+3,3.595000E+0,200.000000E+0
75.000000E+3,518.080000E+0,29.223000E+0,-4.586100E+3,8.360000E+0,200.000000E+0
100.000000E+3,313.652500E+0,1.392500E+0,-3.460545E+3,1.075000E+0,200.000000E+0
120.000000E+3,224.765500E+0,700.500000E-3,-2.896045E+3,3.215000E+0,200.000000E+0
150.000000E+3,145.113500E+0,2.918500E+0,-2.322480E+3,620.000000E-3,200.000000E+0
200.000000E+3,86.947350E+0,1.636250E+0,-1.745660E+3,960.000000E-3,200.000000E+0
