Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,2.717172E+0,1.568772E+0,692.102750E-3,400.363170E-3,100.000000E+0
25.000000E+0,3.632845E+0,2.362853E-3,726.326000E-3,946.855058E-6,100.000000E+0
30.000000E+0,3.647553E+0,1.829991E-3,614.960250E-3,5.726095E-3,100.000000E+0
40.000000E+0,3.703267E+0,52.954109E-3,409.776500E-3,93.125393E-3,100.000000E+0
50.000000E+0,3.518438E+0,38.069333E-3,421.300500E-3,49.290955E-3,100.000000E+0
60.000000E+0,3.588445E+0,48.217942E-3,318.968250E-3,45.305881E-3,100.000000E+0
75.000000E+0,3.621917E+0,40.246043E-3,236.531000E-3,43.319006E-3,100.000000E+0
100.000000E+0,3.706548E+0,84.420502E-3,199.680225E-3,109.727454E-3,100.000000E+0
120.000000E+0,3.688282E+0,26.974448E-3,69.680125E-3,84.171703E-3,100.000000E+0
150.000000E+0,3.763735E+0,42.964363E-3,202.854500E-3,63.705523E-3,100.000000E+0
200.000000E+0,3.633005E+0,1.855916E-3,85.365625E-3,1.727092E-3,100.000000E+0
250.000000E+0,3.629703E+0,39.655190E-3,110.529575E-3,24.181160E-3,100.000000E+0
300.000000E+0,3.612175E+0,8.690053E-3,65.792325E-3,11.136631E-3,100.000000E+0
400.000000E+0,3.599748E+0,13.174051E-3,22.982125E-3,5.020333E-3,100.000000E+0
500.000000E+0,3.638607E+0,15.669540E-3,10.637497E-3,7.470364E-3,100.000000E+0
600.000000E+0,3.621715E+0,6.394038E-3,2.997285E-3,7.071751E-3,100.000000E+0
750.000000E+0,3.644095E+0,15.441175E-3,-1.163292E-3,7.045314E-3,100.000000E+0
1.000000E+3,3.630410E+0,7.870769E-3,-21.427750E-3,7.366468E-3,100.000000E+0
1.200000E+3,3.634678E+0,6.877526E-3,-28.602925E-3,4.028264E-3,100.000000E+0
1.500000E+3,3.631580E+0,2.924902E-3,-44.057050E-3,2.070270E-3,100.000000E+0
2.000000E+3,3.641120E+0,3.946726E-3,-63.908225E-3,1.613278E-3,100.000000E+0
2.500000E+3,3.631710E+0,4.101481E-3,-85.764800E-3,2.831989E-3,100.000000E+0
3.000000E+3,3.631655E+0,5.305853E-3,-104.195000E-3,2.776422E-3,100.000000E+0
4.000000E+3,3.634412E+0,4.323826E-3,-141.017750E-3,1.205644E-3,100.000000E+0
5.000000E+3,3.631133E+0,1.251547E-3,-179.644250E-3,1.298794E-3,100.000000E+0
6.000000E+3,3.627862E+0,2.420758E-3,-213.040250E-3,2.957139E-3,100.000000E+0
7.500000E+3,3.627413E+0,985.808677E-6,-273.327000E-3,1.399882E-3,100.000000E+0
10.000000E+3,3.625018E+0,549.380331E-6,-362.422750E-3,1.707735E-3,100.000000E+0
12.000000E+3,3.619985E+0,980.777753E-6,-433.585500E-3,1.465096E-3,100.000000E+0
15.000000E+3,3.617735E+0,2.226943E-3,-540.166750E-3,2.840792E-3,100.000000E+0
20.000000E+3,3.604590E+0,1.408350E-3,-715.016500E-3,2.056583E-3,100.000000E+0
25.000000E+3,3.590565E+0,1.126887E-3,-891.424500E-3,4.092052E-3,100.000000E+0
30.000000E+3,3.578512E+0,1.116946E-3,-1.068895E+0,1.922557E-3,100.000000E+0
40.000000E+3,3.540645E+0,932.965703E-6,-1.412822E+0,2.862057E-3,100.000000E+0
50.000000E+3,3.496220E+0,1.239819E-3,-1.776470E+0,4.012138E-3,100.000000E+0
60.000000E+3,3.443487E+0,991.977193E-6,-2.125037E+0,8.229643E-3,100.000000E+0
75.000000E+3,3.348390E+0,1.349944E-3,-2.639495E+0,7.990077E-3,100.000000E+0
100.000000E+3,3.156340E+0,2.265646E-3,-3.459523E+0,6.540621E-3,100.000000E+0
120.000000E+3,2.962060E+0,5.117934E-3,-4.128360E+0,14.982446E-3,100.000000E+0
150.000000E+3,2.608938E+0,4.408936E-3,-5.113230E+0,14.704399E-3,100.000000E+0
200.000000E+3,1.890890E+0,9.585768E-3,-6.641630E+0,14.057907E-3,100.000000E+0
