Model,DPO3034
Firmware Version,2.16

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4e-05,,,
Sample Interval,4e-10,,,
Record Length,1e+06,,,
Gating,48.749900% to 51.249900%,48.749900% to 51.249900%,48.749900% to 51.249900%,48.749900% to 51.249900%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.05,0.05
Label,,,,
TIME,CH1,CH2,CH3,CH4
4.60316444e-02,0.221484,0.182984,0.0920703,0.0911563
4.60316448e-02,0.219594,0.18325,0.0923047,0.0905625
4.60316452e-02,0.219187,0.183453,0.0915703,0.0913828
4.60316456e-02,0.220766,0.183844,0.0917969,0.0915625
4.60316460e-02,0.219625,0.182797,0.0920313,0.090875
4.60316464e-02,0.220406,0.183188,0.0922266,0.0919297
4.60316468e-02,0.220547,0.183641,0.0923828,0.0914609
4.60316472e-02,0.220922,0.183937,0.0919609,0.0913047
4.60316476e-02,0.220656,0.1835,0.0923203,0.0911094
4.60316480e-02,0.220734,0.183172,0.0922813,0.0922578
4.60316484e-02,0.220594,0.183359,0.0920625,0.0922031
4.60316488e-02,0.220953,0.183266,0.092125,0.0923984
4.60316492e-02,0.219797,0.183984,0.0915625,0.0927109
4.60316496e-02,0.221406,0.184547,0.0917656,0.0924844
4.60316500e-02,0.220187,0.184797,0.0919609,0.0920313
4.60316504e-02,0.220922,0.185172,0.0916406,0.0921641
4.60316508e-02,0.221875,0.183297,0.0920938,0.0924375
4.60316512e-02,0.222312,0.182937,0.0919844,0.0917422
4.60316516e-02,0.221891,0.182922,0.0912734,0.0922188
4.60316520e-02,0.221203,0.183641,0.0914219,0.0914766
4.60316524e-02,0.220672,0.18425,0.0917969,0.0915703
4.60316528e-02,0.223531,0.184203,0.0920625,0.091375
4.60316532e-02,0.222375,0.184062,0.0924141,0.091625
4.60316536e-02,0.222297,0.184609,0.0929922,0.0907891
4.60316540e-02,0.221859,0.185281,0.0922188,0.0910234
4.60316544e-02,0.221203,0.184,0.0920938,0.0913672
4.60316548e-02,0.220703,0.183516,0.0921797,0.0908828
4.60316552e-02,0.221,0.18425,0.0928359,0.0907813
4.60316556e-02,0.223016,0.184516,0.09225,0.0911016
4.60316560e-02,0.220891,0.183141,0.0930391,0.0916484
4.60316564e-02,0.221266,0.184609,0.0925625,0.0912422
4.60316568e-02,0.221438,0.183234,0.0924766,0.0917578
4.60316572e-02,0.221234,0.184562,0.0926797,0.0920781
4.60316576e-02,0.220453,0.184391,0.0921328,0.0918125
4.60316580e-02,0.221281,0.184844,0.0926094,0.0923281
4.60316584e-02,0.222109,0.183812,0.0920859,0.0932266
4.60316588e-02,0.221969,0.183859,0.0919609,0.0926328
4.60316592e-02,0.221031,0.183594,0.0922109,0.0930547
4.60316596e-02,0.220672,0.183062,0.0925859,0.0925078
4.60316600e-02,0.220938,0.184141,0.0924844,0.0929063
4.60316604e-02,0.220719,0.184234,0.0932813,0.0932813
4.60316608e-02,0.222266,0.184375,0.0923438,0.0928438
4.60316612e-02,0.223422,0.184984,0.0916484,0.0929766
4.60316616e-02,0.222719,0.186359,0.0916172,0.0925313
4.60316620e-02,0.221469,0.186437,0.0923125,0.0922109
4.60316624e-02,0.221109,0.187359,0.0919219,0.0925547
4.60316628e-02,0.221953,0.186688,0.0920859,0.0920938
4.60316632e-02,0.223141,0.186578,0.0922969,0.0917344
4.60316636e-02,0.223797,0.18575,0.0923047,0.0920625
4.60316640e-02,0.223938,0.185578,0.0927031,0.0919297
4.60316644e-02,0.222469,0.185141,0.092375,0.0920234
4.60316648e-02,0.222266,0.185188,0.0927734,0.0917656
4.60316652e-02,0.222203,0.184906,0.0926563,0.0918672
4.60316656e-02,0.223344,0.184062,0.0923828,0.0916641
4.60316660e-02,0.222938,0.183906,0.0922031,0.0920703
4.60316664e-02,0.223172,0.183734,0.0931563,0.0922813
4.60316668e-02,0.223687,0.184437,0.0929297,0.0923828
4.60316672e-02,0.223469,0.185094,0.0932422,0.0926563
4.60316676e-02,0.223312,0.183922,0.0932656,0.0931641
4.60316680e-02,0.223453,0.183359,0.0932422,0.0922813
4.60316684e-02,0.222312,0.184594,0.0931016,0.0931016
4.60316688e-02,0.2225,0.184344,0.0936953,0.0934766
4.60316692e-02,0.222906,0.184172,0.0935469,0.0939922
4.60316696e-02,0.222219,0.185375,0.0933203,0.0935078
4.60316700e-02,0.221875,0.186094,0.0929063,0.0933516
4.60316704e-02,0.224031,0.184953,0.0927266,0.0932578
4.60316708e-02,0.223312,0.185859,0.0930859,0.0929844
4.60316712e-02,0.223984,0.184953,0.0927422,0.0926094
4.60316716e-02,0.224234,0.185328,0.0924297,0.0930625
4.60316720e-02,0.223516,0.186703,0.0925078,0.0928906
4.60316724e-02,0.223594,0.186172,0.0925547,0.0928594
4.60316728e-02,0.224,0.186234,0.0931719,0.0928594
4.60316732e-02,0.223906,0.185734,0.0935078,0.0926797
4.60316736e-02,0.224172,0.185984,0.0928984,0.0921641
4.60316740e-02,0.225141,0.18725,0.0927891,0.0920391
4.60316744e-02,0.224609,0.185281,0.0929453,0.0917422
4.60316748e-02,0.223797,0.185766,0.0928516,0.0920938
4.60316752e-02,0.223922,0.186156,0.0934141,0.0919531
4.60316756e-02,0.224266,0.185125,0.0930547,0.0922578
4.60316760e-02,0.223297,0.185906,0.0930547,0.0919688
4.60316764e-02,0.224469,0.184984,0.0926406,0.0921016
4.60316768e-02,0.224203,0.184797,0.0930625,0.0929453
4.60316772e-02,0.22375,0.184203,0.0931172,0.0932031
4.60316776e-02,0.223906,0.184922,0.0935234,0.09325
4.60316780e-02,0.224516,0.184828,0.0936328,0.0929141
4.60316784e-02,0.224656,0.185375,0.0935,0.0935156
4.60316788e-02,0.224016,0.185281,0.0934297,0.0938125
4.60316792e-02,0.224453,0.184766,0.0933359,0.0939297
4.60316796e-02,0.225062,0.184469,0.0937031,0.0937031
4.60316800e-02,0.224156,0.186031,0.0936406,0.0944609
4.60316804e-02,0.223719,0.186922,0.0933125,0.0941328
4.60316808e-02,0.224391,0.186672,0.0927969,0.0942734
4.60316812e-02,0.223859,0.186016,0.0933828,0.0937813
4.60316816e-02,0.224875,0.184953,0.0930547,0.0932813
4.60316820e-02,0.225797,0.185828,0.0929844,0.0926875
4.60316824e-02,0.224969,0.186062,0.0935781,0.0931172
4.60316828e-02,0.223094,0.185125,0.09325,0.0923828
4.60316832e-02,0.223547,0.186844,0.0929297,0.0932969
4.60316836e-02,0.224062,0.187125,0.092875,0.0926406
4.60316840e-02,0.225578,0.186344,0.0935469,0.0929063
4.60316844e-02,0.226359,0.186562,0.0941094,0.0921797
4.60316848e-02,0.224031,0.187531,0.0943281,0.0922266
4.60316852e-02,0.224687,0.187109,0.09425,0.0927188
4.60316856e-02,0.225406,0.186172,0.094375,0.09275
4.60316860e-02,0.226484,0.185516,0.0943359,0.0922188
4.60316864e-02,0.225156,0.186984,0.0935469,0.0925547
4.60316868e-02,0.224062,0.1865,0.0931328,0.0926016
4.60316872e-02,0.225687,0.18625,0.0941172,0.0936875
4.60316876e-02,0.225547,0.186047,0.0940781,0.0935625
4.60316880e-02,0.225828,0.186781,0.0936953,0.0935547
4.60316884e-02,0.226203,0.185516,0.0940234,0.0939609
4.60316888e-02,0.226875,0.186219,0.0938281,0.0943516
4.60316892e-02,0.224812,0.186047,0.0939531,0.0948672
4.60316896e-02,0.224891,0.186969,0.0935859,0.0950469
4.60316900e-02,0.2255,0.188328,0.0940156,0.0943516
4.60316904e-02,0.227047,0.187375,0.0938125,0.0942578
4.60316908e-02,0.227047,0.186828,0.0936875,0.0940391
4.60316912e-02,0.225562,0.186734,0.0935938,0.0938438
4.60316916e-02,0.225422,0.186297,0.0931563,0.0939844
4.60316920e-02,0.226703,0.188203,0.0935156,0.09375
4.60316924e-02,0.225672,0.187422,0.0938203,0.0933359
4.60316928e-02,0.225953,0.188297,0.0944609,0.0929063
4.60316932e-02,0.226266,0.188922,0.0943516,0.0931641
4.60316936e-02,0.226516,0.188016,0.0936406,0.0931406
4.60316940e-02,0.226391,0.187547,0.0933359,0.0929609
4.60316944e-02,0.227219,0.188172,0.0939297,0.0926797
4.60316948e-02,0.227516,0.189797,0.09375,0.0927656
4.60316952e-02,0.225938,0.188516,0.0940078,0.0927813
4.60316956e-02,0.226016,0.187828,0.0946563,0.0925313
4.60316960e-02,0.226125,0.188047,0.0947656,0.0934219
4.60316964e-02,0.225797,0.188578,0.0943516,0.0938984
4.60316968e-02,0.228031,0.188,0.0947656,0.0931484
4.60316972e-02,0.227187,0.188062,0.0940547,0.0937969
4.60316976e-02,0.225344,0.188469,0.0947656,0.0945547
4.60316980e-02,0.225734,0.188141,0.0946641,0.094375
4.60316984e-02,0.228031,0.187141,0.0941953,0.0945156
4.60316988e-02,0.228344,0.188469,0.0940156,0.0946406
4.60316992e-02,0.226422,0.18875,0.0942031,0.0948281
4.60316996e-02,0.227406,0.188156,0.0945938,0.0945078
4.60317000e-02,0.228516,0.188484,0.0947188,0.0949063
4.60317004e-02,0.22775,0.187547,0.0947266,0.0949688
4.60317008e-02,0.227375,0.188078,0.0942188,0.0951563
4.60317012e-02,0.228125,0.189172,0.0941953,0.0943516
4.60317016e-02,0.227531,0.189781,0.0940391,0.0939375
4.60317020e-02,0.227656,0.188672,0.0943047,0.0940547
4.60317024e-02,0.227781,0.188578,0.0940859,0.0940625
4.60317028e-02,0.228125,0.189422,0.0935313,0.0935
4.60317032e-02,0.228094,0.188984,0.0941641,0.0929766
4.60317036e-02,0.228531,0.188484,0.0942188,0.0932813
4.60317040e-02,0.226375,0.187984,0.0942266,0.0927813
4.60317044e-02,0.226984,0.188828,0.0943672,0.0931797
4.60317048e-02,0.226766,0.188719,0.094625,0.0930313
4.60317052e-02,0.226438,0.188703,0.0945391,0.0928672
4.60317056e-02,0.227516,0.18975,0.0950078,0.0929531
4.60317060e-02,0.227844,0.188703,0.0947813,0.0930391
4.60317064e-02,0.228531,0.188422,0.0947344,0.0933281
4.60317068e-02,0.227953,0.189422,0.0952969,0.0934844
4.60317072e-02,0.228172,0.188609,0.0948047,0.0939844
4.60317076e-02,0.228563,0.187812,0.0944141,0.0944141
4.60317080e-02,0.227047,0.188078,0.0948984,0.0948438
4.60317084e-02,0.228797,0.1885,0.0943672,0.0943828
4.60317088e-02,0.228656,0.187703,0.0948125,0.0956719
4.60317092e-02,0.228547,0.187906,0.0946797,0.0955547
4.60317096e-02,0.228469,0.18825,0.0950703,0.0949844
4.60317100e-02,0.228891,0.189172,0.0945547,0.0956875
4.60317104e-02,0.228312,0.189234,0.0942969,0.0951328
4.60317108e-02,0.226734,0.189203,0.0940625,0.0952813
4.60317112e-02,0.228031,0.189953,0.0933672,0.0948438
4.60317116e-02,0.228594,0.189984,0.0936719,0.0945
4.60317120e-02,0.230406,0.189766,0.0946641,0.0943359
4.60317124e-02,0.230563,0.189906,0.0938438,0.0941016
4.60317128e-02,0.230094,0.1905,0.0939766,0.0935469
4.60317132e-02,0.228734,0.189969,0.0942734,0.0932109
4.60317136e-02,0.227766,0.19025,0.0946641,0.0930703
4.60317140e-02,0.228266,0.190703,0.0951094,0.0934922
4.60317144e-02,0.228031,0.191328,0.0953203,0.0928906
4.60317148e-02,0.229281,0.189688,0.0954844,0.0929688
4.60317152e-02,0.229469,0.189156,0.0952891,0.0943281
4.60317156e-02,0.229594,0.189406,0.095625,0.0934766
4.60317160e-02,0.228547,0.189094,0.0954688,0.0933359
4.60317164e-02,0.229766,0.188422,0.0954453,0.0937344
4.60317168e-02,0.228703,0.188812,0.0959141,0.0937422
4.60317172e-02,0.228156,0.189609,0.0957969,0.0948359
4.60317176e-02,0.229469,0.188328,0.0957109,0.0952813
4.60317180e-02,0.228922,0.18975,0.0958203,0.0951563
4.60317184e-02,0.230312,0.189203,0.095875,0.0955234
4.60317188e-02,0.230344,0.189375,0.0955,0.0966172
4.60317192e-02,0.230937,0.188188,0.0954297,0.0965625
4.60317196e-02,0.229734,0.189344,0.0952266,0.0959609
4.60317200e-02,0.229781,0.190188,0.0948594,0.0961172
4.60317204e-02,0.230578,0.188453,0.0947344,0.0955703
4.60317208e-02,0.229359,0.190656,0.0946406,0.0954531
4.60317212e-02,0.229687,0.190719,0.0944375,0.0953359
4.60317216e-02,0.229984,0.191609,0.0946484,0.0948906
4.60317220e-02,0.229219,0.190297,0.0941172,0.0947656
4.60317224e-02,0.229328,0.191359,0.0946875,0.0938125
4.60317228e-02,0.229656,0.192453,0.0943125,0.0937734
4.60317232e-02,0.229547,0.191062,0.0950469,0.0936875
4.60317236e-02,0.229531,0.190594,0.0949297,0.0936172
4.60317240e-02,0.231,0.191219,0.0946797,0.0939453
4.60317244e-02,0.230625,0.190156,0.0945938,0.0935156
4.60317248e-02,0.230187,0.190062,0.0947188,0.0930547
4.60317252e-02,0.230203,0.189812,0.0951641,0.0923516
4.60317256e-02,0.230469,0.189703,0.0954922,0.0933281
4.60317260e-02,0.2295,0.190812,0.0957891,0.0936953
4.60317264e-02,0.229891,0.190094,0.0963438,0.0937188
4.60317268e-02,0.229344,0.189688,0.0965938,0.0945625
4.60317272e-02,0.229641,0.190937,0.0966406,0.0953906
4.60317276e-02,0.229219,0.190594,0.095875,0.0954766
4.60317280e-02,0.229906,0.190109,0.0959531,0.0958828
4.60317284e-02,0.229984,0.191109,0.0955938,0.0955078
4.60317288e-02,0.230156,0.191031,0.0953828,0.0961797
4.60317292e-02,0.230844,0.190406,0.0951563,0.0962578
4.60317296e-02,0.230328,0.189828,0.0948438,0.0964922
4.60317300e-02,0.228859,0.190594,0.0955625,0.0966328
4.60317304e-02,0.228828,0.191781,0.0945625,0.0958906
4.60317308e-02,0.229281,0.190688,0.0952734,0.0962031
4.60317312e-02,0.232063,0.190937,0.0951719,0.0956875
4.60317316e-02,0.231578,0.191094,0.0944297,0.0955078
4.60317320e-02,0.231219,0.192547,0.094625,0.0951719
4.60317324e-02,0.230234,0.193141,0.0943984,0.0952578
4.60317328e-02,0.231578,0.192422,0.0945156,0.0943828
4.60317332e-02,0.231,0.191312,0.0948359,0.0939844
4.60317336e-02,0.230172,0.191625,0.0947813,0.0934609
4.60317340e-02,0.230703,0.191328,0.0952656,0.0933047
4.60317344e-02,0.230125,0.191062,0.0953359,0.093375
4.60317348e-02,0.230266,0.190375,0.0961016,0.0929531
4.60317352e-02,0.231875,0.190828,0.0960391,0.0926094
4.60317356e-02,0.231109,0.190547,0.0964766,0.0936563
4.60317360e-02,0.231563,0.190625,0.0963984,0.0934141
4.60317364e-02,0.232328,0.189969,0.0959375,0.0945391
4.60317368e-02,0.232141,0.189078,0.0962344,0.0943906
4.60317372e-02,0.232859,0.189922,0.0964844,0.0948594
4.60317376e-02,0.232047,0.189922,0.0966875,0.0953828
4.60317380e-02,0.230656,0.190656,0.0967891,0.0956094
4.60317384e-02,0.230437,0.191828,0.0963281,0.0956328
4.60317388e-02,0.230687,0.190359,0.0969766,0.0968438
4.60317392e-02,0.231953,0.191594,0.0967344,0.097375
4.60317396e-02,0.230703,0.191578,0.0961641,0.0975781
4.60317400e-02,0.230344,0.191344,0.0954609,0.0977578
4.60317404e-02,0.231484,0.191188,0.0952891,0.0973125
4.60317408e-02,0.232844,0.192016,0.0958281,0.0971094
4.60317412e-02,0.231875,0.192969,0.0951953,0.0969453
4.60317416e-02,0.231344,0.194328,0.0948906,0.0964063
4.60317420e-02,0.231984,0.193484,0.0948359,0.0964063
4.60317424e-02,0.232516,0.194141,0.0949688,0.0955078
4.60317428e-02,0.232266,0.194125,0.095,0.0948672
4.60317432e-02,0.2335,0.193891,0.0955313,0.0949688
4.60317436e-02,0.232141,0.192359,0.0954297,0.09375
4.60317440e-02,0.232563,0.193234,0.0954531,0.0934063
4.60317444e-02,0.231437,0.193141,0.0960391,0.0934141
4.60317448e-02,0.231719,0.193281,0.0961172,0.0930156
4.60317452e-02,0.233016,0.192766,0.0961484,0.0938359
4.60317456e-02,0.232891,0.192562,0.0961094,0.0938828
4.60317460e-02,0.233156,0.192828,0.0963203,0.0935156
4.60317464e-02,0.231844,0.192328,0.0971406,0.0935938
4.60317468e-02,0.232141,0.190719,0.0972422,0.0939531
4.60317472e-02,0.233594,0.190641,0.09725,0.0955156
4.60317476e-02,0.234359,0.190469,0.0970859,0.0958594
4.60317480e-02,0.233781,0.192328,0.0969844,0.0965391
4.60317484e-02,0.234141,0.191828,0.0969609,0.0967109
4.60317488e-02,0.233266,0.192266,0.0971328,0.0971172
4.60317492e-02,0.231781,0.192328,0.0969531,0.0977344
4.60317496e-02,0.231609,0.19275,0.0962422,0.0972266
4.60317500e-02,0.232641,0.193312,0.0962969,0.0977344
4.60317504e-02,0.233172,0.194516,0.0968984,0.0979922
4.60317508e-02,0.231875,0.193219,0.0963906,0.0976641
4.60317512e-02,0.233234,0.192578,0.09625,0.0972813
4.60317516e-02,0.234,0.195719,0.0953281,0.0972656
4.60317520e-02,0.233031,0.195984,0.0960078,0.096875
4.60317524e-02,0.232328,0.194391,0.0955469,0.0959766
4.60317528e-02,0.233344,0.1935,0.09525,0.0951953
4.60317532e-02,0.232281,0.194734,0.0956563,0.094875
4.60317536e-02,0.232547,0.195312,0.0956719,0.094875
4.60317540e-02,0.233672,0.193906,0.0964922,0.0942266
4.60317544e-02,0.233984,0.194016,0.0960156,0.0936172
4.60317548e-02,0.232812,0.194391,0.0960938,0.0938281
4.60317552e-02,0.233125,0.193906,0.0959063,0.0944219
4.60317556e-02,0.233422,0.193078,0.0957578,0.0944219
4.60317560e-02,0.233234,0.191781,0.0972344,0.0941094
4.60317564e-02,0.2345,0.191609,0.0973828,0.0944297
4.60317568e-02,0.234469,0.192141,0.0977813,0.0945625
4.60317572e-02,0.234281,0.191953,0.0970859,0.0948828
4.60317576e-02,0.234609,0.190797,0.0970156,0.0958125
4.60317580e-02,0.233094,0.191391,0.0969766,0.096625
4.60317584e-02,0.233156,0.191391,0.0974609,0.0970703
4.60317588e-02,0.236,0.191016,0.0968438,0.0975781
4.60317592e-02,0.236125,0.192859,0.0969141,0.097625
4.60317596e-02,0.23575,0.192953,0.0974688,0.0981172
4.60317600e-02,0.233063,0.193312,0.09725,0.0982969
4.60317604e-02,0.232797,0.193281,0.0964297,0.0983281
4.60317608e-02,0.232703,0.195031,0.0963281,0.0982734
4.60317612e-02,0.233109,0.195234,0.0965,0.0976875
4.60317616e-02,0.234578,0.195469,0.0965703,0.0982969
4.60317620e-02,0.233266,0.195687,0.0961094,0.09775
4.60317624e-02,0.234047,0.196359,0.0959688,0.0971094
4.60317628e-02,0.233391,0.196109,0.0960078,0.0967734
4.60317632e-02,0.233563,0.195656,0.0960313,0.0963672
4.60317636e-02,0.233687,0.195047,0.0962734,0.0954688
4.60317640e-02,0.233406,0.196031,0.0967969,0.0952266
4.60317644e-02,0.234234,0.196172,0.0968594,0.0951875
4.60317648e-02,0.235219,0.195672,0.0962578,0.0948047
4.60317652e-02,0.234703,0.1955,0.0967891,0.0943516
4.60317656e-02,0.23625,0.194578,0.0970625,0.0940391
4.60317660e-02,0.235094,0.193719,0.0969297,0.0945938
4.60317664e-02,0.235406,0.193609,0.0975078,0.0950625
4.60317668e-02,0.235641,0.194141,0.0976563,0.0954219
4.60317672e-02,0.23575,0.194016,0.0972344,0.0954922
4.60317676e-02,0.235859,0.193797,0.0972344,0.0960313
4.60317680e-02,0.235625,0.193656,0.0977969,0.0966875
4.60317684e-02,0.236312,0.19375,0.0983203,0.0971094
4.60317688e-02,0.235016,0.193969,0.0982656,0.0979766
4.60317692e-02,0.2355,0.194219,0.0976172,0.0982656
4.60317696e-02,0.235531,0.19425,0.0975625,0.0985938
4.60317700e-02,0.234719,0.193672,0.0976094,0.0983672
4.60317704e-02,0.235437,0.194422,0.0971406,0.098875
4.60317708e-02,0.235531,0.194906,0.0971719,0.0992891
4.60317712e-02,0.235266,0.195094,0.0967422,0.0981719
4.60317716e-02,0.235312,0.195297,0.0965859,0.0984922
4.60317720e-02,0.234891,0.197375,0.0966875,0.0982266
4.60317724e-02,0.234656,0.197641,0.0961875,0.0975859
4.60317728e-02,0.234578,0.197437,0.0969375,0.0968125
4.60317732e-02,0.234078,0.196,0.0965547,0.0966563
4.60317736e-02,0.235156,0.196187,0.0965234,0.0963203
4.60317740e-02,0.234312,0.195687,0.0968281,0.0959531
4.60317744e-02,0.235,0.195687,0.0973359,0.0957969
4.60317748e-02,0.235641,0.196047,0.0977031,0.0954766
4.60317752e-02,0.235266,0.195813,0.0977344,0.0952188
4.60317756e-02,0.235891,0.195734,0.0978672,0.0954688
4.60317760e-02,0.236703,0.19475,0.0976406,0.0946719
4.60317764e-02,0.236359,0.196,0.0978516,0.0953125
4.60317768e-02,0.236063,0.195516,0.098,0.0956719
4.60317772e-02,0.236094,0.19525,0.0985625,0.096125
4.60317776e-02,0.236297,0.195031,0.0979766,0.0970781
4.60317780e-02,0.236203,0.194375,0.0985469,0.0971172
4.60317784e-02,0.236078,0.193016,0.0988359,0.0975078
4.60317788e-02,0.236141,0.193578,0.0982891,0.0980469
4.60317792e-02,0.237531,0.195828,0.0981641,0.0986172
4.60317796e-02,0.237281,0.195797,0.0979688,0.0987578
4.60317800e-02,0.236891,0.195281,0.0982344,0.0986406
4.60317804e-02,0.237719,0.196422,0.0982734,0.0993281
4.60317808e-02,0.237406,0.197266,0.0973125,0.0993281
4.60317812e-02,0.237344,0.196156,0.0969297,0.0986016
4.60317816e-02,0.237141,0.197375,0.0966719,0.0991016
4.60317820e-02,0.237266,0.1975,0.09725,0.0984141
4.60317824e-02,0.236391,0.196859,0.0975625,0.0983828
4.60317828e-02,0.237297,0.197203,0.0971563,0.0978359
4.60317832e-02,0.236625,0.196891,0.0973828,0.0969375
4.60317836e-02,0.235984,0.197469,0.0977813,0.0964922
4.60317840e-02,0.235797,0.196844,0.0976328,0.0962188
4.60317844e-02,0.236734,0.197031,0.0975547,0.0958125
4.60317848e-02,0.236625,0.197906,0.0977578,0.0959141
4.60317852e-02,0.236937,0.196344,0.0981641,0.0957891
4.60317856e-02,0.236969,0.196062,0.0983438,0.0961563
4.60317860e-02,0.237016,0.195891,0.0982188,0.0964922
4.60317864e-02,0.237578,0.196328,0.0980469,0.0961719
4.60317868e-02,0.237312,0.196187,0.0987734,0.0965078
4.60317872e-02,0.2385,0.194672,0.0991719,0.0967891
4.60317876e-02,0.238359,0.194969,0.0988594,0.0972344
4.60317880e-02,0.237984,0.194047,0.0994141,0.0976641
4.60317884e-02,0.237281,0.195141,0.0990313,0.0987734
4.60317888e-02,0.237906,0.194312,0.0991484,0.0988281
4.60317892e-02,0.23825,0.195359,0.0983438,0.0994141
4.60317896e-02,0.238812,0.195078,0.0983125,0.0991875
4.60317900e-02,0.237781,0.195281,0.0984297,0.0992969
4.60317904e-02,0.237031,0.196687,0.0983594,0.100336
4.60317908e-02,0.236406,0.196984,0.0981016,0.100031
4.60317912e-02,0.236859,0.196594,0.0979375,0.0999453
4.60317916e-02,0.236672,0.198031,0.0985156,0.0994141
4.60317920e-02,0.23825,0.19875,0.0980078,0.0990859
4.60317924e-02,0.237484,0.197203,0.0979453,0.0994375
4.60317928e-02,0.238,0.1985,0.0978672,0.0985313
4.60317932e-02,0.238687,0.200375,0.0979922,0.0975
4.60317936e-02,0.237063,0.200125,0.0982188,0.0981406
4.60317940e-02,0.237203,0.198391,0.0984688,0.0972188
4.60317944e-02,0.238109,0.199437,0.0987891,0.0965938
4.60317948e-02,0.238312,0.199078,0.0986328,0.0959531
4.60317952e-02,0.236594,0.1985,0.0992031,0.0966406
4.60317956e-02,0.237156,0.19825,0.0998203,0.0965156
4.60317960e-02,0.238312,0.197375,0.100234,0.0965234
4.60317964e-02,0.238734,0.196625,0.100008,0.0970156
4.60317968e-02,0.237922,0.197875,0.0994844,0.0970859
4.60317972e-02,0.238984,0.196578,0.0997344,0.0979766
4.60317976e-02,0.238609,0.195922,0.0995469,0.0979609
4.60317980e-02,0.23825,0.195953,0.0990156,0.0984453
4.60317984e-02,0.240625,0.196109,0.0995625,0.0990625
4.60317988e-02,0.240016,0.195875,0.0997109,0.0993047
4.60317992e-02,0.239609,0.198141,0.0994375,0.0990391
4.60317996e-02,0.23925,0.198062,0.0986563,0.0993281
4.60318000e-02,0.239031,0.196297,0.0986406,0.0995625
4.60318004e-02,0.240375,0.198969,0.0988906,0.100586
4.60318008e-02,0.239453,0.198937,0.0985469,0.100172
4.60318012e-02,0.240375,0.198719,0.0981484,0.0997266
4.60318016e-02,0.2395,0.198672,0.0984844,0.099625
4.60318020e-02,0.239047,0.199297,0.0981563,0.0994531
4.60318024e-02,0.239094,0.199672,0.0982109,0.0993203
4.60318028e-02,0.238578,0.200687,0.0980781,0.0987813
4.60318032e-02,0.237484,0.201313,0.0985703,0.098
4.60318036e-02,0.238859,0.200156,0.0985781,0.0972344
4.60318040e-02,0.238719,0.198187,0.0983281,0.0971875
4.60318044e-02,0.240016,0.199344,0.0986172,0.0971875
4.60318048e-02,0.238547,0.199,0.0987969,0.0970547
4.60318052e-02,0.237969,0.198156,0.0993359,0.0964609
4.60318056e-02,0.237875,0.199437,0.0992734,0.0968125
4.60318060e-02,0.238234,0.198125,0.100086,0.0974844
4.60318064e-02,0.239422,0.198859,0.0994766,0.0974219
4.60318068e-02,0.239656,0.198734,0.100156,0.0978828
4.60318072e-02,0.238344,0.198219,0.100352,0.0979531
4.60318076e-02,0.240234,0.198937,0.100125,0.0984297
4.60318080e-02,0.239969,0.198469,0.100102,0.0983906
4.60318084e-02,0.241172,0.197937,0.0998438,0.0985625
4.60318088e-02,0.242375,0.199047,0.0998125,0.0990078
4.60318092e-02,0.242,0.198781,0.0998828,0.0997969
4.60318096e-02,0.240906,0.198297,0.0997891,0.100414
4.60318100e-02,0.239891,0.197703,0.0989375,0.100453
4.60318104e-02,0.239875,0.199281,0.0990234,0.100719
4.60318108e-02,0.240172,0.199297,0.0988672,0.100742
4.60318112e-02,0.240578,0.198656,0.0994219,0.100594
4.60318116e-02,0.240906,0.200453,0.0990313,0.100508
4.60318120e-02,0.240641,0.201516,0.0987891,0.0998984
4.60318124e-02,0.241156,0.200656,0.0983984,0.0999219
4.60318128e-02,0.241094,0.200516,0.0988984,0.0992109
4.60318132e-02,0.2405,0.201547,0.099,0.0985391
4.60318136e-02,0.241094,0.2005,0.0992109,0.0986172
4.60318140e-02,0.240469,0.200797,0.0987969,0.0984844
4.60318144e-02,0.240047,0.199687,0.0989375,0.0983984
4.60318148e-02,0.239547,0.201281,0.0993359,0.0975547
4.60318152e-02,0.240359,0.200781,0.0998281,0.0975156
4.60318156e-02,0.240344,0.200703,0.10007,0.0969688
4.60318160e-02,0.239594,0.199969,0.100398,0.0971797
4.60318164e-02,0.239703,0.198859,0.100398,0.0980391
4.60318168e-02,0.239391,0.200875,0.100477,0.0978047
4.60318172e-02,0.241484,0.200047,0.100422,0.0984531
4.60318176e-02,0.241453,0.198719,0.101023,0.0988516
4.60318180e-02,0.242031,0.198641,0.100094,0.0998047
4.60318184e-02,0.240266,0.199547,0.100844,0.100063
4.60318188e-02,0.241172,0.200484,0.10057,0.100492
4.60318192e-02,0.241187,0.200203,0.100281,0.100195
4.60318196e-02,0.243422,0.199641,0.10043,0.101273
4.60318200e-02,0.242125,0.199547,0.0998047,0.101359
4.60318204e-02,0.242063,0.200797,0.099375,0.101625
4.60318208e-02,0.242969,0.20075,0.099,0.101695
4.60318212e-02,0.240844,0.201109,0.0992188,0.101328
4.60318216e-02,0.243,0.202469,0.0994922,0.101094
4.60318220e-02,0.242172,0.201062,0.0995938,0.100672
4.60318224e-02,0.241797,0.200375,0.0995078,0.100094
4.60318228e-02,0.241656,0.202516,0.0991719,0.100414
