time, Ch1, Ch2, Rm, I=Ch2/2000, V=Ch1-Ch2
1.59200e-05, 77.6000, 62.0000, 503.226, 0.0310000, 15.6000
1.59600e-05, 78.0000, 62.4000, 500.000, 0.0312000, 15.6000
1.60000e-05, 76.8000, 62.8000, 445.860, 0.0314000, 14.0000
1.60400e-05, 77.6000, 62.4000, 487.179, 0.0312000, 15.2000
1.60800e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.61200e-05, 78.0000, 62.8000, 484.076, 0.0314000, 15.2000
1.61600e-05, 77.6000, 62.8000, 471.338, 0.0314000, 14.8000
1.62000e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.62400e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.62800e-05, 77.6000, 63.2000, 455.696, 0.0316000, 14.4000
1.63200e-05, 78.4000, 63.2000, 481.013, 0.0316000, 15.2000
1.63600e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.64000e-05, 77.6000, 62.8000, 471.338, 0.0314000, 14.8000
1.64400e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.64800e-05, 78.8000, 63.6000, 477.988, 0.0318000, 15.2000
1.65200e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.65600e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.66000e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.66400e-05, 77.6000, 63.6000, 440.252, 0.0318000, 14.0000
1.66800e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.67200e-05, 78.4000, 64.0000, 450.000, 0.0320000, 14.4000
1.67600e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.68000e-05, 78.0000, 64.0000, 437.500, 0.0320000, 14.0000
1.68400e-05, 78.4000, 63.6000, 465.409, 0.0318000, 14.8000
1.68800e-05, 78.8000, 63.6000, 477.988, 0.0318000, 15.2000
1.69200e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.69600e-05, 78.0000, 64.0000, 437.500, 0.0320000, 14.0000
1.70000e-05, 78.4000, 63.6000, 465.409, 0.0318000, 14.8000
1.70400e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.70800e-05, 78.4000, 63.6000, 465.409, 0.0318000, 14.8000
1.71200e-05, 77.6000, 63.2000, 455.696, 0.0316000, 14.4000
1.71600e-05, 77.6000, 63.6000, 440.252, 0.0318000, 14.0000
1.72000e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.72400e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.72800e-05, 78.0000, 64.0000, 437.500, 0.0320000, 14.0000
1.73200e-05, 78.0000, 64.0000, 437.500, 0.0320000, 14.0000
1.73600e-05, 78.4000, 63.6000, 465.409, 0.0318000, 14.8000
1.74000e-05, 77.6000, 63.6000, 440.252, 0.0318000, 14.0000
1.74400e-05, 78.4000, 64.4000, 434.783, 0.0322000, 14.0000
1.74800e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.75200e-05, 78.4000, 63.6000, 465.409, 0.0318000, 14.8000
