time, Ch1, Ch2, Rm, I=Ch2/2000, V=Ch1-Ch2
-1.55600e-20, 11.6000, 6.40000, 1625.00, 0.00320000, 5.20000
2.00000e-08, 14.4000, 6.00000, 2800.00, 0.00300000, 8.40000
4.00000e-08, 19.2000, 6.00000, 4400.00, 0.00300000, 13.2000
6.00000e-08, 21.6000, 8.00000, 3400.00, 0.00400000, 13.6000
8.00000e-08, 24.8000, 11.6000, 2275.86, 0.00580000, 13.2000
1.00000e-07, 29.2000, 13.2000, 2424.24, 0.00660000, 16.0000
1.20000e-07, 33.2000, 13.2000, 3030.30, 0.00660000, 20.0000
1.40000e-07, 36.0000, 16.0000, 2500.00, 0.00800000, 20.0000
1.60000e-07, 38.8000, 18.8000, 2127.66, 0.00940000, 20.0000
1.80000e-07, 42.8000, 19.6000, 2367.35, 0.00980000, 23.2000
2.00000e-07, 46.0000, 21.6000, 2259.26, 0.0108000, 24.4000
2.20000e-07, 49.2000, 24.8000, 1967.74, 0.0124000, 24.4000
2.40000e-07, 52.8000, 27.2000, 1882.35, 0.0136000, 25.6000
2.60000e-07, 56.4000, 28.8000, 1916.67, 0.0144000, 27.6000
2.80000e-07, 57.2000, 31.2000, 1666.67, 0.0156000, 26.0000
3.00000e-07, 57.2000, 32.0000, 1575.00, 0.0160000, 25.2000
3.20000e-07, 58.8000, 32.8000, 1585.37, 0.0164000, 26.0000
3.40000e-07, 60.0000, 34.0000, 1529.41, 0.0170000, 26.0000
3.60000e-07, 60.4000, 36.8000, 1282.61, 0.0184000, 23.6000
3.80000e-07, 62.8000, 37.6000, 1340.43, 0.0188000, 25.2000
4.00000e-07, 63.6000, 39.2000, 1244.90, 0.0196000, 24.4000
4.20000e-07, 64.0000, 40.4000, 1168.32, 0.0202000, 23.6000
4.40000e-07, 62.8000, 40.8000, 1078.43, 0.0204000, 22.0000
4.60000e-07, 64.0000, 41.2000, 1106.80, 0.0206000, 22.8000
4.80000e-07, 64.4000, 42.4000, 1037.74, 0.0212000, 22.0000
5.00000e-07, 64.4000, 43.6000, 954.129, 0.0218000, 20.8000
5.20000e-07, 66.0000, 44.4000, 972.973, 0.0222000, 21.6000
5.40000e-07, 66.4000, 45.2000, 938.053, 0.0226000, 21.2000
5.60000e-07, 66.0000, 46.0000, 869.565, 0.0230000, 20.0000
5.80000e-07, 65.6000, 46.4000, 827.586, 0.0232000, 19.2000
6.00000e-07, 66.4000, 46.4000, 862.069, 0.0232000, 20.0000
6.20000e-07, 66.8000, 46.8000, 854.701, 0.0234000, 20.0000
6.40000e-07, 67.2000, 48.4000, 776.859, 0.0242000, 18.8000
6.60000e-07, 66.0000, 48.0000, 750.000, 0.0240000, 18.0000
6.80000e-07, 67.6000, 48.4000, 793.388, 0.0242000, 19.2000
7.00000e-07, 67.6000, 48.4000, 793.388, 0.0242000, 19.2000
7.20000e-07, 67.6000, 49.2000, 747.967, 0.0246000, 18.4000
7.40000e-07, 68.0000, 49.2000, 764.228, 0.0246000, 18.8000
7.60000e-07, 68.0000, 50.0000, 720.000, 0.0250000, 18.0000
7.80000e-07, 68.0000, 50.4000, 698.413, 0.0252000, 17.6000
8.00000e-07, 68.0000, 51.2000, 656.250, 0.0256000, 16.8000
8.20000e-07, 68.4000, 50.4000, 714.286, 0.0252000, 18.0000
8.40000e-07, 68.4000, 50.8000, 692.913, 0.0254000, 17.6000
8.60000e-07, 68.0000, 50.8000, 677.165, 0.0254000, 17.2000
8.80000e-07, 68.4000, 50.8000, 692.913, 0.0254000, 17.6000
9.00000e-07, 68.8000, 51.6000, 666.667, 0.0258000, 17.2000
9.20000e-07, 68.8000, 52.0000, 646.154, 0.0260000, 16.8000
9.40000e-07, 68.8000, 51.6000, 666.667, 0.0258000, 17.2000
9.60000e-07, 68.8000, 51.6000, 666.667, 0.0258000, 17.2000
9.80000e-07, 69.2000, 51.6000, 682.170, 0.0258000, 17.6000
1.00000e-06, 69.2000, 52.4000, 641.221, 0.0262000, 16.8000
1.02000e-06, 68.8000, 52.0000, 646.154, 0.0260000, 16.8000
1.04000e-06, 68.8000, 52.0000, 646.154, 0.0260000, 16.8000
1.06000e-06, 68.8000, 52.4000, 625.954, 0.0262000, 16.4000
1.08000e-06, 69.2000, 53.2000, 601.504, 0.0266000, 16.0000
1.10000e-06, 68.8000, 52.0000, 646.154, 0.0260000, 16.8000
1.12000e-06, 69.2000, 52.8000, 621.212, 0.0264000, 16.4000
1.14000e-06, 68.8000, 52.8000, 606.061, 0.0264000, 16.0000
1.16000e-06, 68.4000, 52.8000, 590.909, 0.0264000, 15.6000
1.18000e-06, 68.8000, 52.4000, 625.954, 0.0262000, 16.4000
1.20000e-06, 68.8000, 52.4000, 625.954, 0.0262000, 16.4000
1.22000e-06, 68.8000, 52.8000, 606.061, 0.0264000, 16.0000
1.24000e-06, 69.2000, 53.2000, 601.504, 0.0266000, 16.0000
1.26000e-06, 68.8000, 52.8000, 606.061, 0.0264000, 16.0000
1.28000e-06, 68.8000, 52.8000, 606.061, 0.0264000, 16.0000
1.30000e-06, 68.8000, 52.4000, 625.954, 0.0262000, 16.4000
1.32000e-06, 69.2000, 52.8000, 621.212, 0.0264000, 16.4000
1.34000e-06, 68.8000, 53.2000, 586.466, 0.0266000, 15.6000
1.36000e-06, 69.2000, 53.2000, 601.504, 0.0266000, 16.0000
1.38000e-06, 69.2000, 52.8000, 621.212, 0.0264000, 16.4000
1.40000e-06, 69.2000, 52.4000, 641.221, 0.0262000, 16.8000
1.42000e-06, 70.0000, 52.8000, 651.515, 0.0264000, 17.2000
1.44000e-06, 68.8000, 53.2000, 586.466, 0.0266000, 15.6000
1.46000e-06, 68.8000, 53.2000, 586.466, 0.0266000, 15.6000
1.48000e-06, 68.8000, 53.2000, 586.466, 0.0266000, 15.6000
1.50000e-06, 68.8000, 53.2000, 586.466, 0.0266000, 15.6000
1.52000e-06, 70.0000, 52.8000, 651.515, 0.0264000, 17.2000
1.54000e-06, 70.0000, 53.2000, 631.579, 0.0266000, 16.8000
1.56000e-06, 68.8000, 53.2000, 586.466, 0.0266000, 15.6000
1.58000e-06, 68.8000, 54.0000, 548.148, 0.0270000, 14.8000
1.60000e-06, 69.2000, 53.2000, 601.504, 0.0266000, 16.0000
1.62000e-06, 69.2000, 54.0000, 562.963, 0.0270000, 15.2000
1.64000e-06, 69.2000, 53.6000, 582.090, 0.0268000, 15.6000
1.66000e-06, 69.2000, 53.2000, 601.504, 0.0266000, 16.0000
1.68000e-06, 68.8000, 53.6000, 567.164, 0.0268000, 15.2000
1.70000e-06, 69.2000, 53.2000, 601.504, 0.0266000, 16.0000
1.72000e-06, 69.6000, 52.8000, 636.364, 0.0264000, 16.8000
1.74000e-06, 68.8000, 53.6000, 567.164, 0.0268000, 15.2000
1.76000e-06, 69.2000, 53.2000, 601.504, 0.0266000, 16.0000
1.78000e-06, 69.2000, 53.6000, 582.090, 0.0268000, 15.6000
1.80000e-06, 69.6000, 53.2000, 616.541, 0.0266000, 16.4000
1.82000e-06, 69.2000, 53.6000, 582.090, 0.0268000, 15.6000
1.84000e-06, 69.2000, 54.0000, 562.963, 0.0270000, 15.2000
1.86000e-06, 70.0000, 52.8000, 651.515, 0.0264000, 17.2000
1.88000e-06, 68.8000, 53.6000, 567.164, 0.0268000, 15.2000
1.90000e-06, 69.6000, 53.6000, 597.015, 0.0268000, 16.0000
1.92000e-06, 70.0000, 54.0000, 592.593, 0.0270000, 16.0000
1.94000e-06, 70.0000, 53.6000, 611.940, 0.0268000, 16.4000
1.96000e-06, 69.2000, 53.6000, 582.090, 0.0268000, 15.6000
1.98000e-06, 68.8000, 54.0000, 548.148, 0.0270000, 14.8000
2.00000e-06, 69.2000, 53.6000, 582.090, 0.0268000, 15.6000
2.02000e-06, 68.8000, 53.6000, 567.164, 0.0268000, 15.2000
2.04000e-06, 68.8000, 54.4000, 529.412, 0.0272000, 14.4000
2.06000e-06, 68.4000, 54.0000, 533.333, 0.0270000, 14.4000
2.08000e-06, 69.2000, 53.6000, 582.090, 0.0268000, 15.6000
2.10000e-06, 68.8000, 53.6000, 567.164, 0.0268000, 15.2000
2.12000e-06, 70.4000, 53.6000, 626.866, 0.0268000, 16.8000
2.14000e-06, 69.2000, 53.2000, 601.504, 0.0266000, 16.0000
2.16000e-06, 69.6000, 53.6000, 597.015, 0.0268000, 16.0000
2.18000e-06, 68.8000, 54.0000, 548.148, 0.0270000, 14.8000
2.20000e-06, 69.2000, 54.8000, 525.547, 0.0274000, 14.4000
2.22000e-06, 69.2000, 54.4000, 544.117, 0.0272000, 14.8000
2.24000e-06, 68.8000, 54.0000, 548.148, 0.0270000, 14.8000
2.26000e-06, 69.2000, 54.4000, 544.117, 0.0272000, 14.8000
2.28000e-06, 69.2000, 53.6000, 582.090, 0.0268000, 15.6000
2.30000e-06, 69.2000, 53.6000, 582.090, 0.0268000, 15.6000
2.32000e-06, 70.0000, 53.6000, 611.940, 0.0268000, 16.4000
2.34000e-06, 68.8000, 53.6000, 567.164, 0.0268000, 15.2000
