Energia y Dt
3.10199e-07, 8.19000e-06
9.33984e-07, 8.19000e-06
2.72305e-07, 2.39600e-06
3.56559e-07, 2.39600e-06
6.31750e-07, 2.43600e-06
8.81660e-07, 2.43600e-06
1.58427e-07, 9.60000e-05
3.58333e-07, 9.40000e-05
3.61633e-07, 9.40000e-05
5.37863e-07, 2.38000e-06
9.29768e-07, 2.18000e-06
1.03595e-06, 2.34000e-06
1.08811e-06, 2.18000e-06
1.09418e-06, 2.04000e-06
1.12883e-06, 2.16000e-06
1.56671e-07, 9.40000e-05
3.68132e-07, 9.60000e-05
3.72064e-07, 9.60000e-05
5.90251e-07, 2.68000e-06
8.90245e-07, 2.20000e-06
9.45443e-07, 2.28000e-06
9.78770e-07, 2.08000e-06
1.05435e-06, 2.08000e-06
1.07189e-06, 2.16000e-06
1.56972e-07, 9.40000e-05
3.78388e-07, 9.70000e-05
3.78025e-07, 9.70000e-05
2.44712e-07, 5.80000e-07
9.99328e-07, 2.18000e-06
1.08056e-06, 2.16000e-06
1.05610e-06, 2.16000e-06
3.48455e-07, 8.90000e-05
3.47583e-07, 8.90000e-05
1.10936e-06, 2.28000e-06
1.11916e-06, 2.20000e-06
7.43325e-07, 1.56000e-06
1.11146e-06, 2.16000e-06
1.00672e-06, 2.16000e-06
1.01062e-06, 2.16000e-06
