time, Ch1, Ch2, Rm, I=Ch2/2000, V=Ch1-Ch2
1.06000e-05, 75.2000, 55.6000, 705.036, 0.0278000, 19.6000
1.06400e-05, 75.2000, 56.4000, 666.666, 0.0282000, 18.8000
1.06800e-05, 76.0000, 58.4000, 602.740, 0.0292000, 17.6000
1.07200e-05, 76.0000, 58.4000, 602.740, 0.0292000, 17.6000
1.07600e-05, 76.8000, 59.2000, 594.595, 0.0296000, 17.6000
1.08000e-05, 77.2000, 59.2000, 608.108, 0.0296000, 18.0000
1.08400e-05, 77.2000, 60.0000, 573.333, 0.0300000, 17.2000
1.08800e-05, 77.6000, 60.8000, 552.632, 0.0304000, 16.8000
1.09200e-05, 78.0000, 60.8000, 565.789, 0.0304000, 17.2000
1.09600e-05, 77.6000, 61.6000, 519.481, 0.0308000, 16.0000
1.10000e-05, 78.4000, 61.6000, 545.455, 0.0308000, 16.8000
1.10400e-05, 77.6000, 61.6000, 519.481, 0.0308000, 16.0000
1.10800e-05, 77.6000, 61.6000, 519.481, 0.0308000, 16.0000
1.11200e-05, 78.4000, 62.4000, 512.820, 0.0312000, 16.0000
1.11600e-05, 77.6000, 62.4000, 487.179, 0.0312000, 15.2000
1.12000e-05, 78.0000, 61.6000, 532.468, 0.0308000, 16.4000
1.12400e-05, 78.0000, 62.4000, 500.000, 0.0312000, 15.6000
1.12800e-05, 77.6000, 62.4000, 487.179, 0.0312000, 15.2000
1.13200e-05, 78.4000, 62.0000, 529.032, 0.0310000, 16.4000
1.13600e-05, 78.0000, 62.0000, 516.129, 0.0310000, 16.0000
1.14000e-05, 78.0000, 62.4000, 500.000, 0.0312000, 15.6000
1.14400e-05, 78.4000, 62.4000, 512.820, 0.0312000, 16.0000
1.14800e-05, 78.4000, 62.4000, 512.820, 0.0312000, 16.0000
1.15200e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.15600e-05, 78.0000, 62.4000, 500.000, 0.0312000, 15.6000
1.16000e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.16400e-05, 78.0000, 62.8000, 484.076, 0.0314000, 15.2000
1.16800e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.17200e-05, 78.4000, 62.4000, 512.820, 0.0312000, 16.0000
1.17600e-05, 78.0000, 62.8000, 484.076, 0.0314000, 15.2000
1.18000e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.18400e-05, 78.4000, 62.4000, 512.820, 0.0312000, 16.0000
1.18800e-05, 78.8000, 63.2000, 493.671, 0.0316000, 15.6000
1.19200e-05, 78.0000, 62.4000, 500.000, 0.0312000, 15.6000
1.19600e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.20000e-05, 78.8000, 62.8000, 509.554, 0.0314000, 16.0000
1.20400e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.20800e-05, 78.8000, 63.2000, 493.671, 0.0316000, 15.6000
1.21200e-05, 78.0000, 62.8000, 484.076, 0.0314000, 15.2000
1.21600e-05, 78.0000, 62.4000, 500.000, 0.0312000, 15.6000
1.22000e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.22400e-05, 77.6000, 62.8000, 471.338, 0.0314000, 14.8000
1.22800e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.23200e-05, 78.4000, 62.8000, 496.815, 0.0314000, 15.6000
1.23600e-05, 78.4000, 63.2000, 481.013, 0.0316000, 15.2000
1.24000e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.24400e-05, 78.4000, 63.2000, 481.013, 0.0316000, 15.2000
1.24800e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.25200e-05, 77.6000, 63.2000, 455.696, 0.0316000, 14.4000
1.25600e-05, 78.4000, 63.2000, 481.013, 0.0316000, 15.2000
1.26000e-05, 78.0000, 63.2000, 468.354, 0.0316000, 14.8000
1.26400e-05, 78.4000, 63.6000, 465.409, 0.0318000, 14.8000
1.26800e-05, 78.4000, 62.4000, 512.820, 0.0312000, 16.0000
1.27200e-05, 78.0000, 63.6000, 452.830, 0.0318000, 14.4000
1.27600e-05, 78.4000, 63.2000, 481.013, 0.0316000, 15.2000
1.28000e-05, 78.4000, 63.6000, 465.409, 0.0318000, 14.8000
