time, Ch1, Ch2, Rm, I=Ch2/2000, V=Ch1-Ch2
5.20000e-07, 41.8000, 20.3000, 2118.23, 0.0101500, 21.5000
5.40000e-07, 41.8000, 20.3000, 2118.23, 0.0101500, 21.5000
5.60000e-07, 41.4000, 20.5000, 2039.02, 0.0102500, 20.9000
5.80000e-07, 42.2000, 20.9000, 2038.28, 0.0104500, 21.3000
6.00000e-07, 41.4000, 21.5000, 1851.16, 0.0107500, 19.9000
6.20000e-07, 42.2000, 21.3000, 1962.44, 0.0106500, 20.9000
6.40000e-07, 41.8000, 21.3000, 1924.88, 0.0106500, 20.5000
6.60000e-07, 41.8000, 21.7000, 1852.53, 0.0108500, 20.1000
6.80000e-07, 42.6000, 21.9000, 1890.41, 0.0109500, 20.7000
7.00000e-07, 42.6000, 22.3000, 1820.63, 0.0111500, 20.3000
7.20000e-07, 42.6000, 22.5000, 1786.67, 0.0112500, 20.1000
7.40000e-07, 43.0000, 22.7000, 1788.55, 0.0113500, 20.3000
7.60000e-07, 42.6000, 23.1000, 1688.31, 0.0115500, 19.5000
7.80000e-07, 43.0000, 22.9000, 1755.46, 0.0114500, 20.1000
8.00000e-07, 42.6000, 23.1000, 1688.31, 0.0115500, 19.5000
8.20000e-07, 43.0000, 23.5000, 1659.57, 0.0117500, 19.5000
8.40000e-07, 43.0000, 23.3000, 1690.99, 0.0116500, 19.7000
8.60000e-07, 43.0000, 23.7000, 1628.69, 0.0118500, 19.3000
8.80000e-07, 42.6000, 23.7000, 1594.94, 0.0118500, 18.9000
9.00000e-07, 43.8000, 23.9000, 1665.27, 0.0119500, 19.9000
9.20000e-07, 43.8000, 24.1000, 1634.85, 0.0120500, 19.7000
9.40000e-07, 43.4000, 23.9000, 1631.80, 0.0119500, 19.5000
9.60000e-07, 42.6000, 24.3000, 1506.17, 0.0121500, 18.3000
9.80000e-07, 43.4000, 24.1000, 1601.66, 0.0120500, 19.3000
1.00000e-06, 43.4000, 24.5000, 1542.86, 0.0122500, 18.9000
1.02000e-06, 43.0000, 24.3000, 1539.09, 0.0121500, 18.7000
1.04000e-06, 42.6000, 24.5000, 1477.55, 0.0122500, 18.1000
1.06000e-06, 43.8000, 24.5000, 1575.51, 0.0122500, 19.3000
1.08000e-06, 43.0000, 24.5000, 1510.20, 0.0122500, 18.5000
1.10000e-06, 43.0000, 24.9000, 1453.82, 0.0124500, 18.1000
1.12000e-06, 43.4000, 24.3000, 1572.02, 0.0121500, 19.1000
1.14000e-06, 43.4000, 24.7000, 1514.17, 0.0123500, 18.7000
1.16000e-06, 42.6000, 24.9000, 1421.69, 0.0124500, 17.7000
1.18000e-06, 43.0000, 25.1000, 1426.29, 0.0125500, 17.9000
1.20000e-06, 43.0000, 24.7000, 1481.78, 0.0123500, 18.3000
1.22000e-06, 43.4000, 25.1000, 1458.17, 0.0125500, 18.3000
1.24000e-06, 42.6000, 25.1000, 1394.42, 0.0125500, 17.5000
1.26000e-06, 43.4000, 24.7000, 1514.17, 0.0123500, 18.7000
1.28000e-06, 43.0000, 25.1000, 1426.29, 0.0125500, 17.9000
1.30000e-06, 43.4000, 25.3000, 1430.83, 0.0126500, 18.1000
1.32000e-06, 43.4000, 25.1000, 1458.17, 0.0125500, 18.3000
1.34000e-06, 43.0000, 25.3000, 1399.21, 0.0126500, 17.7000
1.36000e-06, 43.0000, 25.3000, 1399.21, 0.0126500, 17.7000
1.38000e-06, 43.8000, 25.5000, 1435.29, 0.0127500, 18.3000
1.40000e-06, 43.8000, 25.5000, 1435.29, 0.0127500, 18.3000
1.42000e-06, 43.8000, 25.5000, 1435.29, 0.0127500, 18.3000
1.44000e-06, 43.8000, 25.7000, 1408.56, 0.0128500, 18.1000
1.46000e-06, 43.4000, 25.9000, 1351.35, 0.0129500, 17.5000
1.48000e-06, 43.4000, 25.7000, 1377.43, 0.0128500, 17.7000
1.50000e-06, 43.0000, 25.5000, 1372.55, 0.0127500, 17.5000
1.52000e-06, 43.4000, 25.5000, 1403.92, 0.0127500, 17.9000
1.54000e-06, 43.0000, 25.7000, 1346.30, 0.0128500, 17.3000
1.56000e-06, 43.4000, 25.7000, 1377.43, 0.0128500, 17.7000
1.58000e-06, 43.0000, 25.9000, 1320.46, 0.0129500, 17.1000
1.60000e-06, 43.0000, 25.9000, 1320.46, 0.0129500, 17.1000
1.62000e-06, 43.0000, 25.9000, 1320.46, 0.0129500, 17.1000
1.64000e-06, 43.4000, 25.9000, 1351.35, 0.0129500, 17.5000
1.66000e-06, 43.4000, 25.7000, 1377.43, 0.0128500, 17.7000
1.68000e-06, 43.4000, 25.9000, 1351.35, 0.0129500, 17.5000
1.70000e-06, 43.0000, 25.7000, 1346.30, 0.0128500, 17.3000
1.72000e-06, 43.4000, 26.1000, 1325.67, 0.0130500, 17.3000
1.74000e-06, 43.0000, 25.9000, 1320.46, 0.0129500, 17.1000
1.76000e-06, 43.4000, 25.9000, 1351.35, 0.0129500, 17.5000
1.78000e-06, 43.4000, 26.1000, 1325.67, 0.0130500, 17.3000
1.80000e-06, 43.4000, 25.9000, 1351.35, 0.0129500, 17.5000
1.82000e-06, 43.4000, 26.1000, 1325.67, 0.0130500, 17.3000
1.84000e-06, 43.4000, 26.1000, 1325.67, 0.0130500, 17.3000
1.86000e-06, 43.0000, 26.3000, 1269.96, 0.0131500, 16.7000
1.88000e-06, 43.4000, 26.3000, 1300.38, 0.0131500, 17.1000
1.90000e-06, 43.0000, 25.9000, 1320.46, 0.0129500, 17.1000
1.92000e-06, 43.4000, 26.1000, 1325.67, 0.0130500, 17.3000
1.94000e-06, 43.0000, 26.3000, 1269.96, 0.0131500, 16.7000
1.96000e-06, 43.0000, 26.5000, 1245.28, 0.0132500, 16.5000
1.98000e-06, 43.4000, 26.1000, 1325.67, 0.0130500, 17.3000
2.00000e-06, 43.4000, 26.5000, 1275.47, 0.0132500, 16.9000
2.02000e-06, 43.8000, 26.1000, 1356.32, 0.0130500, 17.7000
2.04000e-06, 43.0000, 26.5000, 1245.28, 0.0132500, 16.5000
2.06000e-06, 43.0000, 26.5000, 1245.28, 0.0132500, 16.5000
2.08000e-06, 43.0000, 26.3000, 1269.96, 0.0131500, 16.7000
2.10000e-06, 43.8000, 26.1000, 1356.32, 0.0130500, 17.7000
2.12000e-06, 43.0000, 26.1000, 1295.02, 0.0130500, 16.9000
2.14000e-06, 43.4000, 26.1000, 1325.67, 0.0130500, 17.3000
2.16000e-06, 43.0000, 26.5000, 1245.28, 0.0132500, 16.5000
2.18000e-06, 43.4000, 26.3000, 1300.38, 0.0131500, 17.1000
2.20000e-06, 43.4000, 26.5000, 1275.47, 0.0132500, 16.9000
2.22000e-06, 43.0000, 26.3000, 1269.96, 0.0131500, 16.7000
2.24000e-06, 43.4000, 26.3000, 1300.38, 0.0131500, 17.1000
2.26000e-06, 43.8000, 26.5000, 1305.66, 0.0132500, 17.3000
2.28000e-06, 43.0000, 26.7000, 1220.97, 0.0133500, 16.3000
2.30000e-06, 43.8000, 26.5000, 1305.66, 0.0132500, 17.3000
2.32000e-06, 42.6000, 26.3000, 1239.54, 0.0131500, 16.3000
2.34000e-06, 43.8000, 26.7000, 1280.90, 0.0133500, 17.1000
2.36000e-06, 43.4000, 26.5000, 1275.47, 0.0132500, 16.9000
2.38000e-06, 43.4000, 26.7000, 1250.94, 0.0133500, 16.7000
2.40000e-06, 43.4000, 26.3000, 1300.38, 0.0131500, 17.1000
2.42000e-06, 43.8000, 26.5000, 1305.66, 0.0132500, 17.3000
2.44000e-06, 43.0000, 26.7000, 1220.97, 0.0133500, 16.3000
2.46000e-06, 43.8000, 26.3000, 1330.80, 0.0131500, 17.5000
2.48000e-06, 43.0000, 26.3000, 1269.96, 0.0131500, 16.7000
2.50000e-06, 43.4000, 26.9000, 1226.77, 0.0134500, 16.5000
2.52000e-06, 43.4000, 26.5000, 1275.47, 0.0132500, 16.9000
2.54000e-06, 43.8000, 26.5000, 1305.66, 0.0132500, 17.3000
2.56000e-06, 43.0000, 26.7000, 1220.97, 0.0133500, 16.3000
2.58000e-06, 43.0000, 26.7000, 1220.97, 0.0133500, 16.3000
2.60000e-06, 43.0000, 26.3000, 1269.96, 0.0131500, 16.7000
2.62000e-06, 43.0000, 26.5000, 1245.28, 0.0132500, 16.5000
2.64000e-06, 43.4000, 26.7000, 1250.94, 0.0133500, 16.7000
2.66000e-06, 43.0000, 26.7000, 1220.97, 0.0133500, 16.3000
2.68000e-06, 42.6000, 26.5000, 1215.09, 0.0132500, 16.1000
2.70000e-06, 43.0000, 26.7000, 1220.97, 0.0133500, 16.3000
2.72000e-06, 43.0000, 26.9000, 1197.03, 0.0134500, 16.1000
2.74000e-06, 43.0000, 26.9000, 1197.03, 0.0134500, 16.1000
2.76000e-06, 42.6000, 26.5000, 1215.09, 0.0132500, 16.1000
2.78000e-06, 43.4000, 26.7000, 1250.94, 0.0133500, 16.7000
2.80000e-06, 43.0000, 26.9000, 1197.03, 0.0134500, 16.1000
2.82000e-06, 42.6000, 26.9000, 1167.29, 0.0134500, 15.7000
2.84000e-06, 43.0000, 26.7000, 1220.97, 0.0133500, 16.3000
2.86000e-06, 43.4000, 26.7000, 1250.94, 0.0133500, 16.7000
2.88000e-06, 43.4000, 26.9000, 1226.77, 0.0134500, 16.5000
2.90000e-06, 42.6000, 26.7000, 1191.01, 0.0133500, 15.9000
2.92000e-06, 43.4000, 26.9000, 1226.77, 0.0134500, 16.5000
