Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0001,
Sample Interval,1e-06,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,1
Label,,
TIME,CH1,CH2
-2.060e-04,-0.04,-0.06
-2.050e-04,0.04,-0.1
-2.040e-04,-0.12,-0.02
-2.030e-04,-0.04,0.06
-2.020e-04,-0.04,-0.02
-2.010e-04,0.12,-0.02
-2.000e-04,0.04,-0.02
-1.990e-04,0.04,-0.06
-1.980e-04,-0.04,-0.02
-1.970e-04,0.04,0.02
-1.960e-04,-0.12,-0.02
-1.950e-04,0.12,-0.02
-1.940e-04,0.2,-0.02
-1.930e-04,0.04,-0.02
-1.920e-04,-0.12,-0.02
-1.910e-04,-0.04,-0.02
-1.900e-04,0.04,0.02
-1.890e-04,0.12,0.02
-1.880e-04,0.04,-0.02
-1.870e-04,0.04,-0.02
-1.860e-04,0.04,-0.06
-1.850e-04,-0.04,-0.02
-1.840e-04,0.12,-0.06
-1.830e-04,0.12,-0.06
-1.820e-04,0.12,0.02
-1.810e-04,0.04,0.02
-1.800e-04,0.12,0.02
-1.790e-04,0.12,0.02
-1.780e-04,0.04,-0.02
-1.770e-04,-0.04,-0.02
-1.760e-04,0.2,-0.1
-1.750e-04,-0.04,-0.06
-1.740e-04,0.04,0.02
-1.730e-04,0.12,-0.02
-1.720e-04,-0.04,-0.02
-1.710e-04,-0.04,0.02
-1.700e-04,0.12,-0.02
-1.690e-04,0.04,-0.1
-1.680e-04,-0.04,-0.06
-1.670e-04,0.04,-0.02
-1.660e-04,0.04,-0.1
-1.650e-04,0.12,-0.02
-1.640e-04,0.12,-0.02
-1.630e-04,0.2,-0.06
-1.620e-04,0.04,-0.02
-1.610e-04,-0.12,-0.14
-1.600e-04,0.04,0.02
-1.590e-04,-0.04,-0.06
-1.580e-04,-0.04,0.02
-1.570e-04,0.04,0.06
-1.560e-04,-0.04,-0.02
-1.550e-04,0.2,-0.06
-1.540e-04,0.04,-0.06
-1.530e-04,0.04,-0.02
-1.520e-04,0.04,-0.02
-1.510e-04,0.04,-0.02
-1.500e-04,0.04,0.06
-1.490e-04,0.12,0.02
-1.480e-04,-0.04,-0.06
-1.470e-04,0.04,-0.02
-1.460e-04,-0.04,0.02
-1.450e-04,0.04,-0.06
-1.440e-04,0.04,-0.02
-1.430e-04,0.04,-0.06
-1.420e-04,0.04,-0.02
-1.410e-04,-0.04,-0.02
-1.400e-04,0.04,-0.02
-1.390e-04,0.12,-0.02
-1.380e-04,0.12,-0.06
-1.370e-04,0.12,-0.1
-1.360e-04,-0.04,-0.02
-1.350e-04,0.12,-0.1
-1.340e-04,0.04,0.02
-1.330e-04,0.04,-0.06
-1.320e-04,0.04,-0.02
-1.310e-04,0.04,-0.02
-1.300e-04,0.04,-0.02
-1.290e-04,0.04,-0.02
-1.280e-04,-0.04,-0.06
-1.270e-04,0.04,-0.06
-1.260e-04,-0.04,-0.06
-1.250e-04,0.12,-0.02
-1.240e-04,0.04,0.02
-1.230e-04,0.04,0.02
-1.220e-04,0.12,-0.1
-1.210e-04,-0.12,0.02
-1.200e-04,0.12,-0.02
-1.190e-04,0.04,0.02
-1.180e-04,-0.04,0.06
-1.170e-04,-0.04,0.02
-1.160e-04,-0.04,-0.02
-1.150e-04,0.12,-0.1
-1.140e-04,0.04,-0.06
-1.130e-04,0.04,0.06
-1.120e-04,0.04,-0.06
-1.110e-04,0.12,-0.02
-1.100e-04,0.12,-0.02
-1.090e-04,0.12,0.02
